Name,Uptake
LIHFAK_FSR,0.027209239
LIQJEC_FSR,0.019600658
LITCIC_FSR,0.034960818
LIVFUT_FSR,0.025512954
LIVZOH_FSR,0.035690126
LIWXIZ_FSR,0.003188376
LIZSIY_FSR,0.025578004
LODBAJ_FSR,0.036272507
LOVVAV_FSR,0.014306101
LUFNAC_FSR,0.050704224
LUFQUZ01_freeONLY,0.048272264
LURGEL_FSR,0.036731708
LUSJAL_FSR,0.034422301
MALFUD_freeONLY,0.023818107
MARJEW_FSR,0.036017989
MARNUR01_FSR,0.010019742
MAYJOM_freeONLY,0.0476482
MERFEX_FSR,0.033248622
MICDEJ_FSR,0.013444446
MIHLEV_freeONLY,0.007838933
MIJBAK01_FSR,0.020004793
MIJSII_FSR,0.014594785
MIXYID_freeONLY,0.051280065
MULQOA_FSR,0.037355913
MUMLIR_FSR,0.019641656
MUMYAW_freeONLY,0.003513728
MUNPER_freeONLY,0.043164969
MUVGOA_freeONLY,0.079529524
NAGQET_freeONLY,0.029419583
NAHFIO_FSR,0.019791528
NAJTEA_FSR,0.03116359
NEBQOD_FSR,0.01357519
NEGDAF_FSR,0.01128081
NEYBEZ_FSR,0.081541466
NEYZAU_freeONLY,0.043694586
NICJOA_FSR,0.006012605
NIJSAC_FSR,0.005261345
NIJZIP01_freeONLY,0.005473456
NIRPIQ_FSR,0.108400367
NIYZIG_freeONLY,0.037811225
NOZZUZ_FSR,0.04125793
OBIHIT_FSR,0.016499585
ODODES_freeONLY,0.04098921
OJIWAG_freeONLY,0.045637044
OKIRIK_FSR,0.030746957
OKIZOZ_FSR,0.022023275
OKOSUE_FSR,0.01899388
OLAQOJ_FSR,0.05514871
OLEKUM_manual,0.035144075
OPOGUW_FSR,0.005536706
OSIWOD01_FSR,0.004566559
OTAVAH_freeONLY,0.011495704
OTECEX_FSR,0.035942406
OTIQAL_FSR,0.068191628
OTOZII_FSR,0.046529983
PACZUQ_freeONLY,0.003809291
PAFMUH_freeONLY,0.011105875
PAPRUU_FSR,0.016683514
PATWOY_FSR,0.036124522
PEHTON_freeONLY,0.011664592
PENNUT_freeONLY,0.02674167
PEPKUR_freeONLY,0.031563528
PESSIS_FSR,0.013275249
PESSUE_FSR,0.018524947
PEZCII_FSR,0.014214204
PIHJOH03_FSR,0.021065649
POLYEW_FSR,0.062915061
POSGAH_freeONLY,0.048520046
PUFYEW_FSR,0.019856205
PUPJEQ_FSR,0.109130109
QAGDIO_FSR,0.036435421
QAKWUX_FSR,0.019690815
QAPZUF_FSR,0.041345268
QARCET_FSR,0.048045309
QAVZOE_FSR,0.010643687
QEVKOS_freeONLY,0.015865547
QEZBUV_FSR,0.019808851
QIPROY_freeONLY,0.027710555
QIWDOR_freeONLY,0.055323667
QIWSEU_FSR,0.03794708
QIXNIW_freeONLY,0.034241965
QOBZOX_FSR,0.009341327
QOMSES_FSR,0.029153428
QOPZIF_FSR,0.029208586
QOVSOL_FSR,0.054378829
QOZSIJ_FSR,0.039406053
QUMFUB_freeONLY,0.043941342
QUQQID_FSR,0.011334632
RAQFUL_FSR,0.045035145
RAXNEK_FSR,0.0409432
RAYFEE_freeONLY,0.027754579
REBLES_FSR,0.023311724
RINSUF_FSR,0.019319625
RIPKIM01_FSR,0.01208049
RIXBEG_FSR,0.049939847
ROCZUG_FSR,0.03004947
RONCAZ_FSR,0.041175922
ROPWEA_FSR,0.007269109
RUBGUS_freeONLY,0.040015914
RUFRIV_freeONLY,0.020559362
RUHDEF_FSR,0.025856918
RUNXUV_freeONLY,0.023861924
RUVBOB_freeONLY,0.027634579
RUWWOW01_FSR,0.02810594
RUWZOA_freeONLY,0.01252472
SABVOH01_freeONLY,0.074906402
SADLOA_FSR,0.036753424
SAMLAV_manual,0.035043626
SARTAJ_FSR,0.027774273
SASVOA_FSR,0.009991249
SEFKUM_FSR,0.04827716
SEHZUB_freeONLY,0.021384446
SEQGUR_FSR,0.042403373
SERKAC_FSR,0.010427612
SERZAT_FSR,0.042095505
SINKUX_FSR,0.02030685
SIPHUV_FSR,0.039236505
SIXFIQ01_FSR,0.031291453
SOFKOQ_FSR,0.11292249
SOMJOV_FSR,0.105421145
SOPLOA_freeONLY,0.031133144
SOVHAM_freeONLY,0.030631044
SOWCOY01_FSR,0.058834016
SUPLOF_FSR,0.032010693
SURDOA_FSR,0.017997361
SUWCIY_FSR,0.02230896
TADYEE_freeONLY,0.019060785
TAHJES_FSR,0.008650275
TAKTEH_FSR,0.088896586
TEBSAW_freeONLY,0.032792627
TEQTEQ_FSR,0.036872899
TEYDOR_FSR,0.039701868
TITTEY_FSR,0.074011156
TIZBOW_FSR,0.011118711
TONLOY_freeONLY,0.013496219
TOTVOP_FSR,0.012447874
TOYHIB_FSR,0.047561481
TUJDEJ_FSR,0.01691723
UDAFOX_FSR,0.044200256
UDUNAI_FSR,0.002017025
UFAQEA_FSR,0.010850813
UFEXIN_freeONLY,0.015211892
UFOBAV_FSR,0.016663702
UMAQAC_FSR,0.094590822
UQENIP_FSR,0.047736918
USUBUG_FSR,0.052854117
UXEHIP_FSR,0.072065873
VAHQAY_freeONLY,0.032588318
VAMQUY_FSR,0.014585946
VASGII_FSR,0.027515397
VEDGIW_FSR,0.037957283
VEHPUU_FSR,0.012709001
