6374,6,,,,,,,,,
LCD,PLD,AGSA,Density,VF,dH,LNG-ANG_WC,ANG_WC,5bar,6bar,65bar
5.27742,4.83558,906.928,1.18109,0.4762,-23.26431437,54.51318078,25.20692228,87.37736842,141.8905492,112.5842907
5.68928,5.15984,943.601,1.20112,0.508,-22.09276953,47.67752929,31.76116339,88.46298521,136.1405145,120.2241486
5.72288,5.00575,359.307,1.7362,0.4442,-23.32057046,34.25989406,14.3732472,55.54976736,89.80966142,69.92301456
5.93161,4.23353,1158.97,1.12874,0.541,-22.79692849,73.8258439,42.1499708,104.2253236,178.0511675,146.3752944
8.83543,4.89469,4918.23,0.624336,0.7,-17.25873454,206.029869,129.6031432,136.6834203,342.7132893,266.2865635
7.21513,5.98736,1175.5,1.27988,0.585,-17.66325892,122.8679338,79.6878467,103.9217422,226.789676,183.6095889
7.93406,5.48339,2101.08,0.971712,0.6486,-15.66852854,228.4140247,111.7369332,84.99359637,313.4076211,196.7305296
6.8261,5.31039,2175.58,1.01498,0.6538,-17.5602717,205.5583612,120.4507067,109.033098,314.5914592,229.4838047
6.71751,4.61596,1445.9,1.15559,0.5844,-18.87956134,134.1265313,74.3577774,91.0709229,225.1974542,165.4287003
7.27272,4.03268,1333.89,1.23503,0.572,-21.60872647,117.4432992,69.7540993,109.5983075,227.0416067,179.3524068
7.29706,4.00765,1332.99,1.2292,0.575,-21.40067384,115.5001717,70.9481634,110.037398,225.5375697,180.9855614
7.22422,5.56347,302.3,1.76045,0.428,-18.63297565,54.51985648,35.62388385,35.30188459,89.82174107,70.92576844
6.32021,4.20706,753.082,1.716,0.5408,-20.56094135,120.7993436,57.96483946,91.07878404,211.8781276,149.0436235
6.8634,6.5073,1179.6,1.07828,0.553,-23.43462032,148.7473644,75.4320726,86.2898204,235.0371848,161.721893
4.88126,4.00768,1651.86,1.04686,0.586,-22.35564025,131.6613355,54.2369919,144.0817624,275.7430979,198.3187543
11.66263,4.94551,2745.59,0.83111,0.6778,-18.80636742,203.6679586,115.9145064,86.15956829,289.8275269,202.0740747
4.57447,3.76568,1537.12,1.07952,0.5762,-22.53339618,95.2181744,65.9307519,132.5030122,227.7211866,198.4337641
4.56903,3.81519,1607.34,1.082,0.596,-21.66764732,99.3682105,72.1770835,130.6299276,229.9981381,202.8070111
6.42466,5.8923,1057.05,1.33156,0.5312,-17.56242987,129.8954052,66.89871901,95.08680429,224.9822095,161.9855233
6.33252,5.73011,1155.91,1.22757,0.5282,-18.04200247,140.1120958,64.546355,103.6895778,243.8016736,168.2359328
6.155,5.22739,725.638,1.60811,0.4436,-19.31800885,90.99394087,49.95242337,80.50547073,171.4994116,130.4578941
7.91812,7.59324,765.945,1.47122,0.5294,-15.99110263,143.879267,79.66386251,50.30809649,194.1873635,129.971959
8.96888,8.2985,863.301,1.10337,0.4856,-16.20651896,119.6882529,69.54391862,54.79080848,174.4790614,124.3347271
11.69529,10.43289,2287.9,0.774366,0.6506,-14.99291209,241.4810261,140.5449226,51.49761334,292.9786394,192.0425359
8.69843,6.41352,1267.75,1.38534,0.642,-13.12370128,212.749028,114.418891,52.748393,265.497421,167.167284
5.47734,4.35167,544.49,2.01178,0.5328,-21.64255294,93.03642882,45.36337172,68.53950778,161.5759366,113.9028795
13.78845,4.39887,2066.64,0.867071,0.6752,-25.13872502,193.0632871,105.9784031,114.1283015,307.1915886,220.1067046
6.73345,3.74488,1118.85,1.28647,0.5556,-19.98470557,105.4826983,68.9773255,100.5816611,206.0643594,169.5589866
6.72319,3.76747,1114.52,1.29306,0.5554,-20.06060476,102.1081049,70.3909259,102.0575405,204.1656454,172.4484664
8.55067,4.61783,1532.36,1.0423,0.6124,-23.79813071,89.0584996,59.5243629,149.2673576,238.3258572,208.7917205
10.65652,7.1324,3449.33,0.649476,0.7666,-16.25269568,325.0198286,165.6741884,64.82583738,389.845666,230.5000258
5.86312,3.92573,1280.49,1.18848,0.5574,-21.06929173,85.703313,50.7922554,104.6810147,190.3843277,155.4732701
12.94916,9.87431,3796.8,0.591794,0.7696,-14.23733921,321.4617428,170.5009888,48.90479374,370.3665365,219.4057825
4.58854,4.14721,1120.59,1.14854,0.5678,-16.33737466,153.0697877,89.54834976,35.99179924,189.0615869,125.540149
8.81626,5.50482,923.983,1.26191,0.5748,-19.21442759,103.6943045,45.98645268,79.24152022,182.9358247,125.2279729
5.15548,4.03539,697.251,1.3667,0.456,-19.21697347,97.63107759,50.44492748,45.94008971,143.5711673,96.38501719
5.60126,5.18977,309.185,1.80903,0.4444,-25.10576182,18.3123512,16.49888325,74.85854379,93.17089499,91.35742704
6.23729,5.3405,1135.17,1.03071,0.5464,-21.95270286,95.43105252,58.01753822,80.17284508,175.6038976,138.1903833
12.53944,4.7914,2605.28,0.822662,0.7056,-19.45501901,229.4786306,127.0157137,105.3921977,334.8708283,232.4079114
19.48655,7.36184,3750.66,0.593799,0.7806,-14.38545318,342.2466967,174.1716212,48.00442428,390.251121,222.1760455
9.43814,4.59805,1319.2,1.24517,0.6318,-16.26566038,181.6245687,101.2796308,92.95903117,274.5835999,194.238662
7.49376,5.16023,3203.88,0.72122,0.6912,-16.61133938,248.4352482,123.1082938,107.7351859,356.1704341,230.8434797
16.11759,10.13892,2121.65,0.653403,0.6792,-18.21189428,249.0181668,120.5510636,56.75654749,305.7747143,177.3076111
14.98566,9.18322,2061.37,0.727734,0.6626,-21.60271883,228.4057558,115.2819034,80.3673009,308.7730567,195.6492043
23.8524,20.39274,5473.82,0.290995,0.8752,-9.752352328,388.2385797,160.4483931,20.44196547,408.6805452,180.8903586
11.12952,5.24741,1572.51,1.02735,0.5816,-17.59974377,151.882205,86.66050475,65.66650085,217.5487058,152.3270056
10.27351,7.23414,2564.75,0.702938,0.6908,-17.14762171,248.3107122,138.8459156,78.52317787,326.8338901,217.3690935
10.2361,7.27261,2633.19,0.69251,0.6952,-16.88169095,252.4951055,140.5555145,74.57033015,327.0654356,215.1258446
10.11008,7.63969,2641.12,0.70182,0.6866,-17.003162,250.7552681,140.5807287,76.47103324,327.2263013,217.0517619
10.39855,7.33583,2567.28,0.70723,0.6916,-17.0367385,249.4746973,139.1295477,75.8955469,325.3702442,215.0250946
10.2269,8.71112,2479.82,0.711062,0.6842,-16.35165615,243.0200597,139.0716253,79.85804338,322.8781031,218.9296687
9.73841,7.14116,2413.78,0.752041,0.677,-17.65381583,229.6210101,131.7378735,84.15716102,313.7781711,215.8950345
12.11698,9.08074,2933.88,0.619951,0.7208,-16.31351384,284.9940828,159.1462986,62.74974023,347.743823,221.8960388
10.16741,7.63375,2397.83,0.764918,0.6652,-19.47589525,217.7319355,119.1600035,94.69666652,312.428602,213.85667
7.40163,5.27423,1803.42,1.02718,0.6308,-22.34596632,143.9625052,77.4975669,102.2736804,246.2361856,179.7712473
7.08248,5.24445,1850.78,1.04737,0.6226,-22.6038108,156.5192081,84.4444943,113.548305,270.0675131,197.9927993
6.75247,5.05596,1846.94,1.0343,0.6324,-22.24431963,159.1530258,77.858748,112.5288607,271.6818865,190.3876087
7.76009,5.17265,1981.85,1.0195,0.6252,-15.54690256,214.655997,104.6562819,72.2249235,286.8809205,176.8812054
6.43712,4.72467,1828.65,0.937191,0.6054,-20.32413326,104.0632858,60.0046658,103.7007673,207.7640531,163.7054331
4.97475,3.84254,496.398,1.32525,0.4546,-26.19296446,35.4700244,20.64442148,70.8394489,106.3094733,91.48387038
4.95927,3.84058,490.253,1.32588,0.4448,-26.16733035,39.14947281,21.50339641,70.48729119,109.636764,91.9906876
5.14597,3.91519,347.755,1.41637,0.4602,-24.69381713,19.20014216,12.47958056,46.60886059,65.80900275,59.08844115
8.75886,7.98277,996.114,1.18409,0.5472,-17.59651386,143.2819488,81.31581604,67.79767226,211.0796211,149.1134883
6.08119,4.05672,2266.13,0.950744,0.64,-20.22751007,152.8663562,89.8236457,122.5595478,275.425904,212.3831935
6.55119,4.62346,1498.32,1.08219,0.5882,-19.62958353,123.924616,58.0493231,108.0339722,231.9585882,166.0832953
8.75473,4.69687,1590,1.19037,0.6324,-16.94504121,220.8161084,113.050665,96.28060392,317.0967123,209.3312689
9.5335,6.09812,2474.27,0.888385,0.7182,-17.62936421,266.1371052,150.3834695,55.9554173,322.0925225,206.3388868
6.29862,4.63989,1214.75,1.01225,0.5338,-23.90781165,128.0715732,64.52227172,93.06088908,221.1324623,157.5831608
6.32885,4.07784,2359.4,0.837909,0.6126,-20.39633551,134.8970831,84.5239197,152.8766165,287.7736996,237.4005362
6.73434,4.40826,1510.04,1.07991,0.5878,-19.63450055,119.4498588,59.8872447,110.7509904,230.2008492,170.6382351
6.21028,4.81184,1525.48,1.07666,0.5898,-19.69568759,128.1798649,66.6343938,100.9386418,229.1185067,167.5730356
6.24582,4.20558,1477.29,1.09375,0.5742,-20.14736589,119.134633,66.770464,105.9465508,225.0811838,172.7170148
13.01175,6.7865,1737.07,0.928859,0.649,-16.49322623,219.1002476,115.8898492,78.0181065,297.1183541,193.9079557
9.25957,5.86045,1093.48,0.936428,0.5896,-24.90195963,125.5714578,85.9530158,66.3594462,191.930904,152.312462
9.77773,6.64666,1198.37,0.912205,0.5876,-25.75406077,121.2650305,85.70539595,61.95389645,183.2189269,147.6592924
10.78123,7.93542,1727.54,0.823199,0.6292,-17.24835061,194.2876903,105.0796054,51.89896244,246.1866527,156.9785678
13.89985,13.68041,2117.55,0.580343,0.7586,-22.3530927,286.82923,117.9084445,21.77927882,308.6085088,139.6877233
12.11737,9.13356,1573.3,0.81232,0.6314,-30.33769179,211.4450185,114.6001573,44.41627507,255.8612936,159.0164324
11.74767,8.70516,1739.27,0.798853,0.6548,-25.05814661,207.9585612,102.1381102,33.48337297,241.4419342,135.6214832
5.36799,3.75589,1090.63,1.02114,0.58,-24.88976849,62.2487182,43.3444436,121.7203779,183.9690961,165.0648215
6.25647,5.45731,1808.61,0.952334,0.5758,-20.86961698,117.4364694,68.0666943,120.5949464,238.0314158,188.6616407
9.96894,8.00393,1422.68,0.905605,0.602,-23.40546452,173.5960124,98.92284932,69.99223668,243.5882491,168.915086
10.56931,9.01737,2003.47,0.801783,0.6496,-20.05851176,223.655959,129.3519554,79.29877405,302.954733,208.6507294
11.46912,7.77199,3180.18,0.64457,0.7146,-15.50327422,262.990535,144.6900894,66.79964522,329.7901802,211.4897346
10.51647,6.32242,3301.64,0.652816,0.7166,-16.66827752,268.1052731,153.2781256,68.24877622,336.3540493,221.5269018
10.514,7.06946,3097.05,0.669354,0.7026,-17.0418618,258.395853,146.1052503,72.73589764,331.1317506,218.8411479
11.426,7.94889,2846.85,0.669497,0.7086,-17.41698118,260.0483935,141.3543363,66.39016927,326.4385628,207.7445056
9.29118,6.23555,2685.59,0.722566,0.6812,-18.36251317,206.792798,118.6553376,76.11064222,282.9034402,194.7659798
9.33073,8.38879,2880.48,0.70416,0.6852,-20.11277013,229.3974352,126.8300205,86.8501114,316.2475466,213.6801319
8.53699,6.27993,3133.48,0.711095,0.6894,-17.70596453,221.7426721,129.5523115,76.98727121,298.7299433,206.5395827
8.39885,4.78933,2261.43,0.797668,0.6378,-21.12340665,165.6654271,89.09130884,99.97707026,265.6424974,189.0683791
5.93645,4.5492,1497.5,1.10165,0.558,-20.53690275,105.2187324,57.6227471,103.7722552,208.9909876,161.3950023
5.88201,4.55805,1474.66,1.10239,0.5558,-20.52827611,104.545591,59.6729096,101.9541026,206.4996936,161.6270122
6.15206,4.47904,1568.64,1.09763,0.559,-20.4614788,116.6682633,59.2665866,107.7574753,224.4257386,167.0240619
6.00206,4.65234,1500.81,1.09941,0.5576,-20.61938543,106.2960875,55.5304053,108.7689815,215.065069,164.2993868
10.42394,6.6282,3230.26,0.688725,0.7214,-14.65953402,291.6239486,162.0929047,70.77271485,362.3966634,232.8656195
7.1268,5.0269,421.532,1.98004,0.4306,-21.38356505,60.68501598,54.23534628,74.65428772,135.3393037,128.889634
7.16916,5.08713,441.02,1.9547,0.4422,-21.12198955,56.27886693,49.18208773,77.80534177,134.0842087,126.9874295
9.97802,9.8426,994.074,1.0723,0.5548,-14.99011623,137.0755959,94.17013003,54.59222137,191.6678173,148.7623514
10.07018,9.94208,844.843,1.22593,0.5562,-14.78035142,134.7022002,85.63046137,53.86555163,188.5677518,139.496013
9.99905,9.84285,1017.83,1.06849,0.5632,-14.93908115,135.4259632,92.91566024,53.36179216,188.7877554,146.2774524
10.09823,9.93982,838.914,1.22363,0.5488,-14.83718316,137.3479696,88.96394228,52.88099742,190.228967,141.8449397
10.14615,10.01365,987.828,1.06845,0.5594,-14.92039828,141.5689099,92.55364103,53.57884587,195.1477558,146.1324869
10.20779,10.07678,872.4,1.21075,0.5618,-14.78057854,136.3168135,91.36054528,51.78705512,188.1038686,143.1476004
6.08051,3.77232,743.994,1.56855,0.5416,-21.66363118,87.13231962,42.06639862,76.64169668,163.7740163,118.7080953
5.114,4.10664,768.724,1.17728,0.527,-20.31562661,78.61412396,40.52332366,61.39526764,140.0093916,101.9185913
5.57969,4.82285,359.134,1.97565,0.437,-22.56182716,43.21590066,25.17603965,53.45078776,96.66668842,78.62682741
5.20433,4.31707,284.115,2.0196,0.4548,-23.47418007,22.29760799,12.28026179,45.31090801,67.608516,57.5911698
5.11525,3.77984,831.852,1.34245,0.5134,-21.91346611,117.5350881,56.82413763,93.35094777,210.8860359,150.1750854
6.1387,4.49344,2303.48,0.940059,0.6574,-18.41584145,194.3506931,91.79944136,96.99579194,291.346485,188.7952333
8.56175,6.50064,1161.09,1.3766,0.5934,-16.40581857,175.785353,96.99615324,69.91339596,245.698749,166.9095492
7.04332,5.45798,1639.38,1.1789,0.6332,-17.59539443,175.7748209,83.82614109,76.37573051,252.1505514,160.2018716
11.26336,10.79912,2166.48,0.878987,0.7036,-13.6696074,247.6559638,136.5802223,42.66349563,290.3194594,179.2437179
5.08668,4.25333,590.733,1.48919,0.5098,-24.55863886,33.72479086,19.72727279,77.70774234,111.4325332,97.43501513
4.28353,4.03476,168.587,1.49492,0.3994,-24.65621033,10.77639959,9.32516863,29.86721201,40.6436116,39.19238064
5.2265,4.77382,615.584,1.35803,0.4602,-24.32869494,22.75572081,13.70042156,76.06986972,98.82559053,89.77029128
7.09944,5.34059,2497.37,0.893388,0.6764,-16.74470419,220.0236895,113.0286976,82.43518638,302.4588759,195.463884
6.9462,5.87305,1725.6,1.26346,0.6444,-16.37924033,221.8507454,128.4629142,88.63447209,310.4852175,217.0973863
6.8306,5.22442,404.98,1.96079,0.4932,-18.4460846,89.32643644,35.20456731,40.24526237,129.5716988,75.44982968
7.66338,4.13517,1112.12,1.45852,0.6038,-17.17086231,230.2270312,88.60593929,87.96832906,318.1953602,176.5742683
9.5696,5.43482,3313.52,0.6688,0.6986,-15.37682771,290.1965723,149.9972356,87.35730715,377.5538794,237.3545427
7.49679,5.33186,418.693,1.88994,0.3762,-21.18073,46.86556678,29.25703134,62.31411632,109.1796831,91.57114766
8.73889,4.47796,1001.82,1.29976,0.5268,-24.79479358,91.25754738,50.65629348,91.28887032,182.5464177,141.9451638
13.52781,8.78691,5095.35,0.408029,0.8498,-9.473939956,384.6783567,179.4414865,22.57213208,407.2504888,202.0136186
7.286,6.24859,2464.68,0.867522,0.647,-16.39450891,190.9643906,100.2658892,107.9648091,298.9291997,208.2306983
14.86745,7.89388,3714.96,0.609156,0.7982,-10.40249535,356.0499226,186.7556848,28.6423594,384.692282,215.3980442
5.53082,4.05182,480.467,1.47192,0.4518,-24.6012991,13.01233996,5.24798238,57.70737279,70.71971275,62.95535517
6.76851,6.40962,1226.88,1.06856,0.5662,-21.53783986,145.0918871,75.01805615,74.89525748,219.9871446,149.9133136
8.03478,4.99407,2544.72,0.817121,0.6862,-17.08711539,196.7852317,111.1220594,113.8615891,310.6468208,224.9836485
8.03748,6.22623,1758.52,1.08776,0.6308,-16.16396123,203.456276,107.7555059,78.27529928,281.7315753,186.0308052
5.68988,4.36716,411.28,1.37492,0.5054,-24.26699229,70.72880121,29.64445621,81.16117629,151.8899775,110.8056325
5.34889,4.37091,806.748,1.32744,0.5284,-23.99530456,80.428854,32.1082651,106.6125517,187.0414057,138.7208168
5.82311,4.37702,916.891,1.28628,0.5444,-22.70612693,80.6208974,39.17259732,98.91421662,179.535114,138.0868139
5.71457,4.11763,381.495,1.40487,0.4902,-24.95232566,58.01420731,29.31965386,75.93113634,133.9453437,105.2507902
7.57252,6.20483,1772.53,1.12902,0.6518,-19.42048232,197.3360169,112.0154659,99.57810609,296.914123,211.593572
14.06271,4.49755,2317.32,0.931261,0.6974,-16.12905721,252.4698657,137.7800046,69.12994284,321.5998086,206.9099475
8.36657,7.12488,1896.96,1.09017,0.651,-16.15920025,182.0152467,109.1456942,93.54490745,275.5601541,202.6906016
5.082,3.77684,1019.88,1.04512,0.4842,-26.05869651,79.18104227,14.49948084,89.20414624,168.3851885,103.7036271
5.97545,4.80817,2324.97,0.950435,0.6536,-17.2019317,166.6808956,83.17453668,89.80395392,256.4848495,172.9784906
5.81331,3.76182,1272.8,1.18896,0.5602,-19.49314742,152.4660763,97.97974886,95.89013044,248.3562067,193.8698793
6.22091,5.02145,1822.74,1.0165,0.6262,-16.90830175,174.7776861,107.7187587,86.32801216,261.1056983,194.0467709
5.76939,3.85425,2019.88,1.03783,0.6036,-16.80689407,181.5785062,118.7558151,72.67547146,254.2539777,191.4312866
8.32761,5.8376,3824.58,0.662866,0.725,-15.10063867,250.8013964,139.4172334,75.16371622,325.9651126,214.5809496
7.62911,3.95603,1922.93,0.921866,0.5984,-19.35918524,144.6647851,83.66014587,94.00779863,238.6725837,177.6679445
7.15079,6.5153,1474.67,0.88298,0.5668,-24.32684962,118.9563202,74.99287132,82.47499351,201.4313137,157.4678648
6.90703,4.72819,1495.36,1.13022,0.5888,-18.48279721,141.4958169,80.94054701,87.07754609,228.573363,168.0180931
7.40462,5.14931,899.95,1.03321,0.6068,-18.47857597,148.5751374,76.28191834,102.4911813,251.0663187,178.7730996
12.68207,7.60887,2623.79,0.711281,0.7144,-14.42580948,299.8762381,164.4632256,47.593334,347.4695721,212.0565596
6.55769,3.80885,392.376,1.35422,0.4662,-21.57881535,36.85354541,21.7966761,39.00529985,75.85884526,60.80197595
8.06561,4.40981,1140.4,1.22976,0.563,-25.14550319,88.9838441,40.8986393,141.2316361,230.2154802,182.1302754
9.70753,8.64872,2859.13,0.819549,0.7048,-15.169061,266.8982244,151.1907803,79.59876848,346.4969929,230.7895488
9.0043,8.36575,2908.52,0.810849,0.7174,-15.7454438,270.5822644,153.7070941,82.20940534,352.7916697,235.9164994
13.1918,11.62964,3285.68,0.690929,0.7542,-13.97588869,320.0152441,172.4769573,56.32686533,376.3421094,228.8038226
9.64298,8.71131,2704.52,0.809539,0.7184,-17.03202637,255.5941197,145.1390206,78.30033803,333.8944577,223.4393586
12.65736,11.14997,3462.47,0.678305,0.757,-14.04263535,309.9529344,178.4554698,58.51487651,368.4678109,236.9703463
12.46942,12.09962,3572.33,0.660845,0.7614,-13.80601668,311.707225,184.523636,54.54963418,366.2568592,239.0732702
9.62394,4.35849,1304.34,1.57097,0.6364,-16.53493637,246.0570046,178.3121975,75.04927006,321.1062747,253.3614676
6.89356,6.68644,1582.54,1.03024,0.626,-16.8444568,237.5820742,132.921775,63.49953866,301.0816129,196.4213137
10.79969,7.20507,1782.26,1.03513,0.6792,-15.40158111,235.8317214,133.5228483,62.84927625,298.6809976,196.3721245
7.7085,4.09601,925.035,1.34893,0.56,-19.09183632,175.670685,92.65777819,55.98792851,231.6586135,148.6457067
13.89608,6.70448,3779.43,0.615292,0.7826,-13.74412356,329.7302989,176.9107744,54.96739065,384.6976895,231.878165
12.59507,5.60823,3005.71,0.755193,0.7192,-11.92821272,329.290593,150.8043988,34.40895705,363.6995501,185.2133559
5.93683,5.18128,419.044,1.3408,0.4314,-23.30353924,41.57359814,15.5830733,41.00910399,82.58270213,56.59217729
8.53834,6.535,3062.9,0.823713,0.705,-18.71099555,229.6192829,135.7648718,114.5277742,344.1470571,250.292646
17.88281,5.61829,3015.8,0.59819,0.749,-19.03404944,317.4782747,175.5967704,56.76792954,374.2462042,232.3646999
5.89498,4.61733,388.401,1.41475,0.4818,-28.5664611,67.77407761,43.86284051,62.52223109,130.2963087,106.3850716
12.81278,3.94057,1673.14,0.929822,0.6134,-22.9389821,148.207709,75.2990507,120.8548628,269.0625718,196.1539135
6.72718,4.71693,2079.78,0.945137,0.6212,-20.4929839,138.0984423,62.6793668,114.1216252,252.2200675,176.800992
6.29254,4.20047,1196.75,1.82522,0.6642,-15.75848898,170.4640943,90.34845987,59.13931763,229.6034119,149.4877775
12.9498,9.58722,4749.95,0.417413,0.8202,-10.20856386,382.4420313,198.0314371,28.94654552,411.3885768,226.9779826
5.30738,5.07102,790.77,1.24196,0.4718,-23.40161125,44.77831534,27.12794854,87.18613876,131.9644541,114.3140873
8.74413,5.00268,2311.28,0.838204,0.645,-17.16276478,181.9311526,106.5715622,97.52088373,279.4520363,204.0924459
7.25417,3.76454,1889.42,0.958069,0.5846,-19.04353478,145.3585417,97.0897975,107.3486243,252.707166,204.4384218
8.24958,7.57801,878.225,1.13945,0.5112,-18.88549737,99.18129152,53.65527622,53.25312098,152.4344125,106.9083972
20.39112,7.95732,4745.53,0.40349,0.8268,-10.88275469,381.3561919,196.297619,34.77732749,416.1335194,231.0749465
20.29966,7.90669,4635.5,0.413296,0.824,-10.94844658,376.5140872,194.7332949,34.99359788,411.5076851,229.7268928
14.91147,6.21187,3931.62,0.536037,0.7636,-14.11414883,316.3176145,170.9055123,59.83614379,376.1537583,230.7416561
16.21859,9.18486,3318.84,0.616739,0.7336,-16.38787939,290.133383,162.0661289,67.943169,358.076552,230.0092979
20.33339,7.92146,4743.67,0.406521,0.8236,-10.94140379,380.1323398,195.3487231,34.537087,414.6694268,229.8858101
8.09105,7.71087,1315.18,1.03438,0.5716,-18.97098528,118.5164405,67.62357928,83.60169252,202.118133,151.2252718
7.44329,6.41787,2480.12,0.943252,0.7078,-15.19667812,227.6938913,127.9071356,75.40915517,303.1030465,203.3162908
14.63466,10.92142,2542.43,0.557506,0.7624,-21.06544353,307.7938248,143.4469191,40.41613721,348.209962,183.8630563
8.79152,6.71431,2574.44,0.851648,0.6926,-16.18542121,275.2468566,130.9352064,70.08957922,345.3364358,201.0247856
19.79523,10.47822,3486.86,0.512865,0.8054,-12.92712228,365.4105741,166.8932186,30.46962981,395.8802039,197.3628484
6.58704,5.40423,1397.59,1.47585,0.6524,-17.19758483,188.1261649,99.63377869,68.13517011,256.261335,167.7689488
5.79063,4.60472,380.187,1.33492,0.4564,-20.58763442,95.56937645,57.23058145,63.51487265,159.0842491,120.7454541
9.81405,8.96526,864.19,1.68894,0.6214,-17.219604,177.172601,102.4202938,66.17402158,243.3466226,168.5943154
12.5506,9.93166,1957.47,0.813948,0.685,-14.97287145,237.2674021,137.1630842,57.49977194,294.767174,194.6628561
12.6239,9.97272,1953.81,0.806244,0.686,-14.82860646,242.3005667,136.7787372,55.47683845,297.7774051,192.2555756
6.40396,5.9816,1192.89,1.07446,0.5302,-18.04009701,95.74943408,53.26575578,62.85796682,158.6074009,116.1237226
10.03153,6.17304,5779.04,0.42881,0.8074,-11.19615337,367.8175114,197.7730047,39.50312115,407.3206325,237.2761258
6.62997,6.29787,1534.25,1.04722,0.612,-17.01560651,161.4498601,73.26199417,88.63078613,250.0806462,161.8927803
7.68368,7.20536,1739.31,1.00037,0.631,-16.18475969,210.167254,125.4942257,100.1095584,310.2768124,225.6037841
7.68152,7.22488,1767.87,0.999675,0.639,-16.17164274,209.8876165,125.4901711,99.48380679,309.3714233,224.9739779
7.5477,6.98727,1730.93,0.987987,0.6278,-15.89905185,214.0910874,121.2864353,92.59039449,306.6814819,213.8768298
7.64088,7.10552,1752.46,0.987038,0.6304,-15.92875553,213.9212069,126.0548371,92.26017765,306.1813845,218.3150147
7.62426,7.07604,1746.87,0.985551,0.6268,-15.88712922,211.3249181,123.7404464,94.91543535,306.2403534,218.6558817
7.63044,7.0734,1769.49,0.987156,0.6278,-15.90791464,213.0189955,129.5768767,93.23392844,306.2529239,222.8108051
7.62433,7.07316,1740.83,0.987154,0.6278,-15.91024838,212.7401569,126.4913982,94.32452501,307.0646819,220.8159232
10.73827,9.8398,1926.45,0.874765,0.684,-15.51368227,240.5013369,139.7982109,73.04041609,313.541753,212.838627
9.41711,9.09464,1736.68,0.965845,0.6676,-16.29913153,184.2160735,123.1035643,91.4674131,275.6834866,214.5709774
10.66058,7.94571,2623.65,0.758358,0.7566,-14.07252092,297.5276021,146.0891558,33.07210398,330.5997061,179.1612598
4.95983,4.34552,189.731,3.2621,0.4194,-16.98935998,52.64810159,34.47824819,22.56347211,75.2115737,57.0417203
9.73996,8.61519,2346.31,0.935578,0.7078,-16.95376655,253.5840022,146.5999587,94.33176953,347.9157717,240.9317282
7.26408,5.9349,1829.96,0.928559,0.6226,-17.79516877,170.1670656,79.9030295,108.3404829,278.5075485,188.2435124
9.64796,7.3234,2478.17,0.745691,0.6678,-13.72321773,244.1783743,137.4986164,55.40485451,299.5832288,192.9034709
11.31643,10.12794,1537.82,1.037,0.6458,-13.79148389,253.00328,143.6358261,52.12355817,305.1268382,195.7593843
7.29661,5.78947,405.234,1.34939,0.4514,-16.98512665,61.71484862,41.60524015,27.7797778,89.49462642,69.38501795
7.2447,5.77835,410.371,1.33475,0.456,-16.92922908,68.76134481,44.10632449,26.78600497,95.54734978,70.89232946
7.2725,5.76,412.992,1.32744,0.4566,-17.09529094,67.84999726,45.70537017,28.30471491,96.15471217,74.01008508
7.28997,5.75367,450.282,1.31871,0.4674,-17.59251917,63.33873677,43.06758935,36.02104994,99.35978671,79.08863929
8.50919,8.20364,470.459,1.3525,0.441,-17.94518479,47.17409595,28.40309674,59.57352315,106.7476191,87.97661989
6.97552,6.67002,304.724,1.81968,0.3222,-22.50108174,11.30795459,10.24051349,81.86022113,93.16817572,92.10073462
7.03312,5.99915,335.085,1.58114,0.3982,-22.63793471,12.8207077,10.1716311,69.88438463,82.70509233,80.05601573
6.99241,5.91522,328.098,1.59971,0.393,-22.54368198,12.68665625,11.61608259,69.40914361,82.09579986,81.0252262
6.86283,5.99318,330.322,1.62602,0.3814,-22.3971698,15.54819461,13.37216889,68.26192332,83.81011793,81.63409221
6.85642,6.11281,322.211,1.65571,0.3698,-21.75125714,18.32913082,16.81275611,66.44373945,84.77287027,83.25649556
6.7419,6.18576,318.691,1.68982,0.3576,-22.50717816,12.69633941,11.60457463,73.82291043,86.51924984,85.42748506
6.70506,6.18332,318.502,1.72629,0.3412,-23.02384488,8.53760922,7.9096949,79.84915726,88.38676648,87.75885216
6.7666,6.32311,322.245,1.76811,0.3312,-23.22192334,7.22430362,6.58363114,83.30345349,90.52775711,89.88708463
6.88857,6.56673,312.044,1.78418,0.331,-22.48844748,10.66373875,10.38250876,80.68706975,91.3508085,91.06957851
6.80475,6.55642,328.504,1.8372,0.3222,-23.51208709,19.91647857,5.4074107,88.67149073,108.5879693,94.07890143
8.46927,8.16692,481.879,1.35259,0.4438,-17.91542719,47.31273277,30.2869759,58.37314503,105.6858778,88.66012093
7.19047,6.08402,351.12,1.57527,0.394,-22.81056005,25.83949726,10.98690203,69.99981699,95.83931425,80.98671902
8.23002,7.90173,523.389,1.32672,0.4528,-16.67695947,59.42295792,38.92533701,47.89537128,107.3183292,86.82070829
5.67304,3.77404,1191.66,1.56953,0.6516,-14.96252354,190.4394823,99.64709421,42.14311159,232.5825939,141.7902058
16.24786,12.96845,3627.92,0.632439,0.7656,-14.5037726,310.0263088,158.0855232,47.1498214,357.1761302,205.2353446
8.07676,5.90613,1140.36,1.09695,0.6018,-22.36947703,147.8257688,74.15907603,73.85059497,221.6763638,148.009671
