smile,gwp
C(C(F)(F)F)(C(F)(F)F)O,2.484349059899282
 C(=C/F)\C(C(F)(F)F)(C(F)(F)F)F  ,0.21784124153956885
 C(C(C(F)(F)F)(F)F)(Cl)Cl,2.4968342667302155
