index,SMILE,FractionCSP3,SMR_VSA7,SlogP_VSA6,IP,HomoLumoGap,MinAbsEStateIndex,SlogP_VSA5,PEOE_VSA11,fr_ester,PEOE_VSA10,LF
174,COC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,1.0,0.0,0.0,0.42672527,0.36263,0.17479166666666668,0.0,0.0,0,0.0,0.681241237
175,COC(C(C(F)(F)F)(F)F)(F)F,1.0,0.0,0.0,0.425652853,0.39037,0.055208333333333304,0.0,0.0,0,0.0,0.707570176
176,COC(C(C(F)(F)F)F)(F)F,1.0,0.0,0.0,0.419893223,0.37654,0.29000000000000004,0.0,0.0,0,0.0,0.397940009
177,COC(C(C(F)F)(F)F)(F)F,1.0,0.0,0.0,0.411710977,0.38593,0.21854166666666686,0.0,0.0,0,0.0,0.397940009
178,COC(C(F)(F)F)(C(F)(F)F)F,1.0,0.0,0.0,0.411462808,0.37417,0.012916666666666465,0.0,0.0,0,0.0,0.568201724
179,COC(C(F)(F)F)(F)F,1.0,0.0,0.0,0.432078413,0.41061,0.2852083333333333,0.0,0.0,0,0.0,0.698970004
180,COC(C(F)(F)F)C(F)(F)F,1.0,0.0,0.0,0.387988684,0.35212,0.352824074074074,0.0,0.0,0,0.0,-0.749579998
181,COC(C(F)Cl)(F)F,1.0,0.0,0.0,0.402516034,0.32347,0.6755555555555555,0.0,0.0,0,0.0,0.155336037
182,COC(C(OC(C(OC(C(OC)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,1.0,0.0,0.0,0.38929453,0.39374,0.16929865874265193,0.0,0.0,0,0.0,0.230448921
183,COC(F)(F)F,1.0,0.0,0.0,0.433571628,0.42573,0.5833333333333333,0.0,0.0,0,0.0,0.69019608
184,COCC(C(F)(F)F)(F)F,1.0,0.0,0.0,0.37282148,0.33713,0.7774305555555556,0.0,0.0,0,6.606881964512918,-1.161150909
185,COCC(C(F)F)(F)F,1.0,0.0,0.0,0.362325373,0.33121,0.940763888888889,0.0,0.0,0,6.606881964512918,-1.148741651
186,COCC(F)(F)F,1.0,0.0,0.0,0.37569168,0.35254,1.0074305555555556,0.0,0.0,0,6.606881964512918,-1.113509275
187,FC(F)(F)C(OC(F)F)C(F)(F)F,1.0,0.0,0.0,0.43157393,0.39668,2.3958333333333335,0.0,0.0,0,0.0,1.348304863
188,FC(F)(OC(F)F)C(F)(F)OC(F)F,1.0,0.0,0.0,0.43449436,0.42663,2.1283333333333334,0.0,0.0,0,0.0,1.127104798
189,FC(F)(OC)C(F)(F)OC,1.0,0.0,0.0,0.39352519,0.39965,0.4652083333333332,0.0,0.0,0,0.0,0.230448921
190,FC(F)OC,1.0,0.0,0.0,0.416288795,0.4183,0.949074074074074,0.0,0.0,0,0.0,0.041392685
191,FS(F)(F)(F)(F)F,0.0,0.0,0.0,0.536314379,0.33848,9.847222222222221,0.0,0.0,0,0.0,3.505149978
192,N(F)(F)F,0.0,0.0,0.0,0.484370715,0.3711,2.5,0.0,5.566282138301096,0,0.0,2.755112266
193,O=COC(F)(F)C(F)(F)F,0.6666666666666666,0.0,0.0,0.420344907,0.27934,0.9647916666666676,0.0,0.0,0,0.0,0.556302501
194,O=S(=O)(F)F,0.0,0.0,0.0,0.482147797,0.33379,5.666666666666666,0.0,0.0,0,0.0,1.556302501
195,OCCF,1.0,0.0,0.0,0.385074629,0.35533,0.3472222222222223,0.0,0.0,0,6.674590972274908,-1.356547324
