index,SMILE,IP,qed,FractionCSP3,Chi2v,MinAbsEStateIndex,VSA_EState8,fr_alkyl_halide,BCUT2D_LOGPHI,fr_methoxy,SPS,GWP
111,C(CO)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,0.37929881,0.7705436791095532,1.0,3.3989937452482555,1.8231554705215425,-1.8231554705215425,11,2.572780475191237,0,15.789473684210526,-0.273272791
112,C(CO)C(F)(F)F,0.390538614,0.5372389320364892,1.0,1.0887843749043296,0.8159722222222223,-0.8159722222222223,3,2.1720984329591992,0,12.0,-0.207608311
113,C(CO)C(F)(F)F,0.392805693,0.5372389320364892,1.0,1.0887843749043296,0.8159722222222223,-0.8159722222222223,3,2.1720984329591992,0,12.0,-0.207608311
114,C(F)(Cl)(Cl)Cl,0.41484832,0.4494251669146117,1.0,2.571428571428571,2.583333333333333,0.0,4,2.257291318583605,0,12.0,3.794488047
115,C(F)(Cl)Cl,0.4224273,0.4091325491659136,1.0,1.237179148263484,1.722222222222222,0.0,3,1.9834401692482644,0,9.0,2.204119983
116,C(F)(F)(Br)Br,0.39051257,0.5377108790425649,1.0,3.4846149779161797,1.9583333333333333,0.0,4,2.275763289821472,0,12.0,2.334453751
117,C(F)(F)(Cl)Br,0.41649533,0.48265299887814755,1.0,2.3557687223952257,1.8070987654320987,0.0,4,2.2481204898281186,0,12.0,3.285557309
118,C(F)(F)(Cl)Cl,0.43204057,0.429674058961908,1.0,1.5714285714285716,3.5555555555555554,0.0,4,2.2189023423628966,0,12.0,4.096910013
119,C(F)(F)(F)Br,0.42967108,0.46101078485857105,1.0,1.3277469477228496,1.375,0.0,4,2.2093247517986883,0,12.0,3.857332496
120,C(F)(F)(F)Cl,0.46668444,0.41085419838740544,1.0,0.8571428571428571,3.530092592592592,0.0,4,2.177851125980908,0,12.0,4.209515015
121,C(F)(F)(F)F,0.552391616,0.39316715302170946,1.0,0.42857142857142844,5.5,0.0,4,2.133572220796798,0,12.0,3.868056362
122,C(F)(F)(F)S(F)(F)(F)(F)F,0.48719863,0.5165256414444497,1.0,3.815561444390231,7.402777777777779,0.0,3,3.040524000294378,0,21.6,4.267171728
123,C(F)(F)Br,0.41649525,0.4376772227660281,1.0,0.9396214670270893,1.9375,0.0,3,1.97300433739238,0,9.0,2.579783597
124,C(F)(F)Cl,0.450858998,0.391551672656957,1.0,0.5773502691896257,2.6944444444444446,0.0,3,1.9294955594395709,0,9.0,3.292256071
125,C(F)(F)F,0.513551347,0.401096477329913,1.0,0.24743582965269675,3.666666666666667,-3.666666666666667,3,1.8687705323481487,0,9.0,4.164352856
126,C(F)F,0.462914254,0.3834948242297383,1.0,0.10101525445522105,1.75,-1.75,2,1.5571464207992785,0,6.0,2.887054378
127,C(OC(C(F)(F)F)C(F)(F)F)F,0.414008661,0.6216574973922095,1.0,1.739040538756991,2.1352314814814815,-2.1352314814814815,7,2.3491925294640965,0,14.0,2.290034611
128,C(OC(C(OC(C(OC(C(OC(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.42209997,0.3997339633816899,1.0,4.061789331013267,1.478236252834467,-9.65855817267621,16,2.495647850313695,0,15.642857142857142,3.728353782
129,C(OC(C(OC(C(OC(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.42972064,0.6227006101566064,1.0,2.9261747973748156,1.6733333333333333,-9.248293178382465,12,2.4611222815477642,0,15.142857142857142,3.758154622
130,C(OC(C(OC(OC(F)F)(F)F)(F)F)(F)F)(F)F,0.44077539,0.5335451099138016,1.0,2.3559909410384194,1.9245833333333335,-8.805968390442597,10,2.4133147572490157,0,14.666666666666666,3.507855872
131,C(OC(F)(F)F)(F)F,0.47727846,0.49861956399303997,1.0,0.8242446405857919,2.104166666666667,-3.7824074074074083,5,2.1875415278349544,0,12.75,4.155336037
132,C(OC(F)F)(F)F,0.46223828,0.49832789852279674,1.0,0.6573883058063182,2.5833333333333335,-6.750000000000002,4,2.0159939697881164,0,11.142857142857142,3.821513528
133,C=C(C(F)(F)F)C(F)(F)F,0.420570216,0.38101677762069575,0.5,1.474071528678543,1.8472222222222223,1.8472222222222223,6,2.3622834817562968,0,13.4,-0.42365865
134,C=C(C(F)(F)F)F,0.395688332,0.42244900321100093,0.3333333333333333,0.9026575035477905,2.0347222222222223,2.0347222222222223,3,2.2340656070314155,0,11.428571428571429,-0.300162274
135,C=C(F)F,0.374979178,0.3990350582423505,0.0,0.33868981334099574,1.8333333333333333,2.2222222222222223,0,1.8504863671692267,0,6.5,-1.283996656
136,C=CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.38933076,0.4901595368899746,0.75,3.6224216574923447,1.2889668367346934,1.887193995653817,13,2.597420350813669,0,16.047619047619047,-0.790484985
137,C=CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.39444207,0.5263927881090195,0.6666666666666666,2.4736355686167477,0.9656249999999997,2.063530328798186,9,2.5267886205734547,0,15.266666666666667,-0.690369833
138,C=CC(C(C(F)(F)F)(F)F)(F)F,0.396643015,0.4699889568674792,0.6,1.8992425241789481,0.7356249999999998,2.1821527777777776,7,2.461931569416632,0,14.583333333333334,-0.628932138
139,C=CC(C(F)(F)F)(F)F,0.400060601,0.39315344317450157,0.5,1.32484947974115,0.4375,2.328819444444444,5,2.351343842646831,0,13.444444444444445,-0.739928612
140,C=CC(F)(F)F,0.403786882,0.40269220626441804,0.3333333333333333,0.7457366948716343,0.0625,2.5069444444444446,3,2.132304000615986,0,11.166666666666666,-0.583359493
141,C=CCOC(=O)C(F)(F)F,0.366368943,0.44197337109201434,0.4,1.3848959161667855,0.41831018518518515,2.651817365835223,3,2.1543905303486564,0,10.7,-2.15490196
142,C=CF,0.374231874,0.38291489315291866,0.0,0.15430334996209188,0.25,2.6944444444444446,0,1.4786546255195343,0,4.333333333333333,-1.619788758
143,C=COC(=O)C(F)(F)F,0.368239439,0.40416892934008347,0.25,1.0697343444723242,0.426412037037037,2.7711111111111113,3,2.1547741129873645,0,10.555555555555555,-2.096910013
144,C=COCC(F)(F)F,0.33623079,0.5115206773772702,0.5,1.0928484777850904,0.7574305555555556,1.6880555555555556,3,2.13414063201187,0,10.875,-1.236572006
145,CBr,0.38708764,0.3936198519990384,1.0,0.0,1.8125,0.0,1,1.4502765948426826,0,3.0,0.385606274
146,CC(=O)C(F)(F)F,0.385391595,0.45880344116999744,0.6666666666666666,1.0539452868905321,0.48611111111111116,0.48611111111111116,3,2.1378491347288526,0,11.428571428571429,-1.045757491
147,CC(C(F)(F)F)(F)F,0.44720753,0.44527031093697456,1.0,1.3861343499850467,0.1875,-0.1875,5,2.335715869759829,0,14.25,3.658011397
148,CC(C)(F)F,0.422796813,0.414799203628493,1.0,1.327357517447026,0.8541666666666667,1.7083333333333335,2,2.061002634292418,0,12.0,2.777426822
149,CC(C)Br,0.36951547,0.43047180293883447,1.0,2.845137107244989,0.6458333333333333,4.166666666666667,1,1.8941925491955878,0,9.0,-0.899629455
150,CC(C)Cl,0.39144981,0.386541833877651,1.0,1.8866576106055803,0.3055555555555556,3.864197530864198,1,1.842508684556675,0,9.0,-0.742321425
151,CC(CC(F)(F)F)(F)F,0.433993344,0.5010979228247958,1.0,1.8621619493944843,0.23659722222222257,0.23659722222222257,5,2.298578732447558,0,14.0,2.960946196
152,CC(Cl)(Cl)Cl,0.39595577,0.4451705567734128,1.0,3.629411557112951,1.083333333333333,1.4837962962962963,3,2.228453532548324,0,12.0,2.206825876
153,CC(F)(F)Cl,0.436173907,0.4076457672724475,1.0,1.4449111825230678,0.6195987654320989,0.6195987654320989,3,2.1451657400281965,0,12.0,3.361727836
