index,SMILE,fr_methoxy,EState_VSA2,PEOE_VSA1,SMR_VSA6,Chi3n,MinPartialCharge,SlogP_VSA2,MinAbsPartialCharge,Chi4n,Chi4v,GWP
14,C(=C(/C(F)(F)F)\F)\F,0,0.0,0.0,0.0,0.36660005232096565,-0.2123306708300582,6.176298517443475,0.2123306708300582,0.06185895741317419,0.06185895741317419,-0.463441557
15,C(=C(/F)\Cl)(\F)/Cl,0,0.0,0.0,0.0,0.14285714285714282,-0.18921963719657012,0.0,0.18921963719657012,0.0,0.0,-0.899629455
16,C(=C(\C(F)(F)F)/F)\F,0,0.0,0.0,0.0,0.36660005232096565,-0.2123306708300582,6.176298517443475,0.2123306708300582,0.06185895741317419,0.06185895741317419,-0.928117993
17,C(=C(Cl)Cl)(Cl)Cl,0,8.982936348315855,0.0,0.0,0.14285714285714282,-0.06822089663600672,0.0,0.06822089663600672,0.0,0.0,0.802089258
18,C(=C(Cl)Cl)(F)F,0,0.0,0.0,0.0,0.14285714285714282,-0.17065329833011306,0.0,0.17065329833011306,0.0,0.0,-1.677780705
19,C(=C(Cl)Cl)Cl,0,4.491468174157927,0.0,0.0,0.08247860988423225,-0.0903590844896965,0.0,0.0903590844896965,0.0,0.0,-1.356547324
20,C(=C(F)F)(C(=C(F)F)F)F,0,0.0,0.0,0.0,0.524544783328349,-0.19754887657137363,0.0,0.19754887657137363,0.1659196896808782,0.1659196896808782,-2.397940009
21,C(=C(F)F)(C(C(F)(F)F)(F)F)F,0,0.0,0.0,0.0,0.7976073301520842,-0.19873053259141205,12.098827685538051,0.19873053259141205,0.24311389781538345,0.24311389781538345,-1.045757491
22,C(=C(F)F)(C(C(F)(F)F)(F)F)F,0,0.0,0.0,0.0,0.7976073301520842,-0.19873053259141205,12.098827685538051,0.19873053259141205,0.24311389781538345,0.24311389781538345,-0.991399828
23,C(=C(F)F)(C(F)(F)F)F,0,0.0,0.0,0.0,0.4147992242021955,-0.19573757180923523,6.176298517443475,0.19573757180923523,0.10714285714285711,0.10714285714285711,-1.045757491
