index,SMILE,IP,MinAbsEStateIndex,FpDensityMorgan3,FractionCSP3,FpDensityMorgan2,Chi2v,MinPartialCharge,qed,MinAbsPartialCharge,SlogP_VSA6,LF
90,C(C(F)F)(C(F)(F)F)F,0.446135934,3.981481481481482,1.2222222222222223,1.0,1.2222222222222223,1.2778312443178255,-0.2310209289092342,0.50471363803362,0.2310209289092342,0.0,1.056904851
91,C(C(F)F)(C(F)F)F,0.425523876,3.2962962962962967,0.875,1.0,0.875,1.1133362555167945,-0.23479690385367372,0.505330255763941,0.23479690385367372,0.0,0.505149978
92,C(C(F)F)(F)F,0.44230689,3.481481481481482,0.8333333333333334,1.0,0.8333333333333334,0.6689098504474343,-0.20394320407041397,0.44005067882216214,0.20394320407041397,0.0,1.0
93,C(C(F)F)(OC(F)(F)F)F,0.443660829,2.2824074074074074,1.5,1.0,1.4,1.2492047964454989,-0.25077223887389954,0.5732475481548114,0.25077223887389954,0.0,0.954242509
94,C(C(F)F)C(F)(F)F,0.448141575,2.0069444444444446,1.5,1.0,1.5,1.2103870321946981,-0.21015441965629553,0.4819942139803816,0.21015441965629553,0.0,0.897627091
95,C(C(F)F)F,0.437768714,1.5277777777777777,1.6,1.0,1.6,0.5453886597705079,-0.24483002165672452,0.44775035934082064,0.24483002165672452,0.0,0.556302501
96,C(C(F)F)O,0.395412296,1.0277777777777777,1.8,1.0,1.8,0.5736594956434714,-0.3904449746090942,0.48017709055434443,0.26080596330791833,0.0,-0.777283529
97,C(C(F)F)OC(C(F)(F)F)(F)F,0.42061607,1.9518749999999994,1.6666666666666667,1.0,1.4166666666666667,1.716624843326366,-0.30721232751595834,0.6353597676139614,0.30721232751595834,0.0,0.826074803
98,C(C(F)F)OC(C(F)F)(F)F,0.412228567,1.6970833333333335,1.8181818181818181,1.0,1.5454545454545454,1.5645869857171277,-0.30995018579987615,0.6048073047522098,0.30995018579987615,0.0,0.77815125
99,C(C(F)F)OC(F)(F)F,0.421283431,1.59375,1.7777777777777777,1.0,1.6666666666666667,1.1478302830013412,-0.2859068197344507,0.54494256749566,0.2859068197344507,0.0,0.826074803
100,C(C(OC(C(F)(F)F)(F)F)(F)F)(F)F,0.44160814,1.709490740740741,1.3571428571428572,1.0,1.1428571428571428,1.9790948141144808,-0.2432746839973464,0.6840651106228234,0.2432746839973464,0.0,1.397940009
101,C(C(OC(F)(F)F)(F)F)(C(F)(F)F)F,0.45755003,1.685115740740741,1.3571428571428572,1.0,1.1428571428571428,2.013771760842333,-0.22755790904302223,0.6693124531950059,0.22755790904302223,0.0,0.230448921
102,C(C=O)C(F)(F)F,0.384324082,0.16666666666666696,1.8571428571428572,0.6666666666666666,1.8571428571428572,0.9859683890529489,-0.3030363718696864,0.46459030395515666,0.3030363718696864,0.0,-2.096910013
103,C(CBr)Br,0.36698874,1.0486111111111112,1.25,1.0,1.25,1.9639610121239308,-0.09190389857679508,0.5496400415990373,0.012858597828711611,0.0,-0.612610174
104,C(CC(F)(F)F)CO,0.383171433,0.19097222222222232,1.875,1.0,1.75,1.442337765497603,-0.39637068959195343,0.5941990765165248,0.3887092894948046,0.0,-1.823908741
105,C(CCl)Cl,0.397082481,0.5570987654320989,1.25,1.0,1.25,1.1338934190276815,-0.12542343074881615,0.4363042365257152,0.035889203448099614,0.0,-0.647817482
106,C(CF)F,0.435398311,0.8472222222222223,1.25,1.0,1.25,0.3779644730092271,-0.24823404062243565,0.4267346251015632,0.11774433594500015,0.0,-0.326979093
107,C(CF)O,0.385083898,0.3472222222222223,2.0,1.0,2.0,0.4125890342545925,-0.39366054126169014,0.4528643106806505,0.11246039712919563,0.0,-1.356547324
108,C(Cl)(Cl)(Cl)Cl,0.40852219,1.6111111111111107,0.8,1.0,0.8,3.857142857142857,-0.06642130282188381,0.46979553635275456,0.06642130282188381,0.0,1.505149978
109,C(Cl)(Cl)Cl,0.4066057,0.7499999999999998,1.0,1.0,1.0,2.226922466874271,-0.08741152777904436,0.42785917582286576,0.08741152777904436,0.0,-0.300162274
110,C(Cl)Br,0.38953315,0.5347222222222223,2.0,1.0,2.0,1.5746719775034714,-0.1141985641082697,0.43570756213837314,0.0777631430150728,0.0,-0.344861565
111,C(CO)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,0.37929881,1.8231554705215425,1.2105263157894737,1.0,0.9473684210526315,3.3989937452482555,-0.39614042090808943,0.7705436791095532,0.39614042090808943,0.0,-1.327902142
112,C(CO)C(F)(F)F,0.390538614,0.8159722222222223,1.7142857142857142,1.0,1.7142857142857142,1.0887843749043296,-0.39602739880153726,0.5372389320364892,0.3908036270303192,0.0,-1.387216143
113,C(CO)C(F)(F)F,0.392805693,0.8159722222222223,1.7142857142857142,1.0,1.7142857142857142,1.0887843749043296,-0.39602739880153726,0.5372389320364892,0.3908036270303192,0.0,-1.387216143
114,C(F)(Cl)(Cl)Cl,0.41484832,2.583333333333333,1.2,1.0,1.2,2.571428571428571,-0.1891693418719329,0.4494251669146117,0.1891693418719329,0.0,1.716003344
115,C(F)(Cl)Cl,0.4224273,1.722222222222222,1.5,1.0,1.5,1.237179148263484,-0.21187755147036705,0.4091325491659136,0.21187755147036705,0.0,0.230448921
116,C(F)(F)(Br)Br,0.39051257,1.9583333333333333,1.2,1.0,1.2,3.4846149779161797,-0.18149493573976552,0.5377108790425649,0.18149493573976552,0.0,0.397940009
117,C(F)(F)(Cl)Br,0.41649533,1.8070987654320987,1.6,1.0,1.6,2.3557687223952257,-0.17658052877628858,0.48265299887814755,0.17658052877628858,0.0,1.204119983
118,C(F)(F)(Cl)Cl,0.43204057,3.5555555555555554,1.2,1.0,1.2,1.5714285714285716,-0.171534140181979,0.429674058961908,0.171534140181979,0.0,2.008600172
119,C(F)(F)(F)Br,0.42967108,1.375,1.2,1.0,1.2,1.3277469477228496,-0.16004778882170304,0.46101078485857105,0.16004778882170304,0.0,1.857332496
120,C(F)(F)(F)Cl,0.46668444,3.530092592592592,1.2,1.0,1.2,0.8571428571428571,-0.15568093590946064,0.41085419838740544,0.15568093590946064,0.0,2.806179974
121,C(F)(F)(F)F,0.552391616,5.5,0.8,1.0,0.8,0.42857142857142844,-0.1398591211178809,0.39316715302170946,0.1398591211178809,0.0,4.698970004
122,C(F)(F)(F)S(F)(F)(F)(F)F,0.48719863,7.402777777777779,0.8,1.0,0.8,3.815561444390231,-0.15332557143953182,0.5165256414444497,0.15332557143953182,0.0,2.903089987
123,C(F)(F)Br,0.41649525,1.9375,1.5,1.0,1.5,0.9396214670270893,-0.19746996205193992,0.4376772227660281,0.19746996205193992,0.0,0.69019608
124,C(F)(F)Cl,0.450858998,2.6944444444444446,1.5,1.0,1.5,0.5773502691896257,-0.1919545254547639,0.391551672656957,0.1919545254547639,0.0,1.075546961
125,C(F)(F)F,0.513551347,3.666666666666667,1.0,1.0,1.0,0.24743582965269675,-0.1742238461437192,0.401096477329913,0.1742238461437192,0.0,2.357934847
126,C(F)F,0.462914254,1.75,1.3333333333333333,1.0,1.3333333333333333,0.10101525445522105,-0.21418589178897088,0.3834948242297383,0.21418589178897088,0.0,0.73239376
127,C(OC(C(F)(F)F)C(F)(F)F)F,0.414008661,2.1352314814814815,1.3333333333333333,1.0,1.25,1.739040538756991,-0.32888993823636115,0.6216574973922095,0.32888993823636115,0.0,0.278753601
128,C(OC(C(OC(C(OC(C(OC(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.42209997,1.478236252834467,0.7142857142857143,1.0,0.5357142857142857,4.061789331013267,-0.2507135316854092,0.3997339633816899,0.2507135316854092,0.0,1.42975228
129,C(OC(C(OC(C(OC(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.42972064,1.6733333333333333,0.9047619047619048,1.0,0.7142857142857143,2.9261747973748156,-0.2507135316854157,0.6227006101566064,0.2507135316854157,0.0,1.42975228
130,C(OC(C(OC(OC(F)F)(F)F)(F)F)(F)F)(F)F,0.44077539,1.9245833333333335,1.3333333333333333,1.0,1.0,2.3559909410384194,-0.2507124626503053,0.5335451099138016,0.2507124626503053,0.0,1.149219113
131,C(OC(F)(F)F)(F)F,0.47727846,2.104166666666667,1.5,1.0,1.5,0.8242446405857919,-0.2283020995216621,0.49861956399303997,0.2283020995216621,0.0,2.130333768
132,C(OC(F)F)(F)F,0.46223828,2.5833333333333335,1.1428571428571428,1.0,1.1428571428571428,0.6573883058063182,-0.26041973858131406,0.49832789852279674,0.26041973858131406,0.0,1.42975228
133,C=C(C(F)(F)F)C(F)(F)F,0.420570216,1.8472222222222223,1.0,0.5,1.0,1.474071528678543,-0.1660982180526413,0.38101677762069575,0.1660982180526413,12.152040213667764,-1.552841969
134,C=C(C(F)(F)F)F,0.395688332,2.0347222222222223,1.4285714285714286,0.3333333333333333,1.4285714285714286,0.9026575035477905,-0.20246122055826105,0.42244900321100093,0.20246122055826105,12.405809563016664,-1.48148606
