index,SMILE,fr_allylic_oxid,FractionCSP3,SlogP_VSA6,SMR_VSA7,PEOE_VSA9,PEOE_VSA8,FpDensityMorgan1,EState_VSA1,AvgIpc,Chi1v,LF
67,C(C(F)(F)F)(C(F)(F)F)F,0,1.0,0.0,0.0,0.0,0.0,0.7,18.524272430397243,1.5894951972794726,1.9294615784533,1.556302501
68,C(C(F)(F)F)(Cl)Br,0,1.0,0.0,0.0,0.0,0.0,1.4285714285714286,10.462654409784617,1.3143204867061786,2.6441689338443126,0.0
69,C(C(F)(F)F)(Cl)Cl,0,1.0,0.0,0.0,0.0,0.0,1.1428571428571428,11.01256820769353,1.3143204867061786,2.1649291855246084,0.113943352
70,C(C(F)(F)F)(F)(F)F,0,1.0,0.0,0.0,0.0,0.0,0.5,12.35259703488695,1.253297578463043,1.3838934190276817,4.0
71,C(C(F)(F)F)(F)Br,0,1.0,0.0,0.0,0.0,0.0,1.2857142857142858,11.257241937089187,1.3143204867061786,2.207733153372328,0.462397998
72,C(C(F)(F)F)(F)Cl,0,1.0,0.0,0.0,0.0,0.0,1.2857142857142858,11.807155734998098,1.3143204867061786,1.7284934050526233,0.770852012
73,C(C(F)(F)F)(F)F,0,1.0,0.0,0.0,0.0,0.0,1.0,12.601743262302666,1.3143204867061786,1.2920576245806386,1.477121255
74,C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F,0,1.0,0.0,0.0,0.0,0.0,0.7058823529411765,30.74145144976021,1.980691454762246,3.336541795504388,1.773786445
75,C(C(F)(F)F)(OC(F)(F)F)F,0,1.0,0.0,0.0,0.0,0.0,0.9090909090909091,18.896393113571058,1.564517736154244,2.080612849485935,1.738780558
76,C(C(F)(F)F)(OC(F)F)F,0,1.0,0.0,0.0,0.0,0.0,1.0,19.145539340986776,1.6021581478790754,1.9816800356076627,1.149219113
77,C(C(F)(F)F)Br,0,1.0,0.0,0.0,5.330089647061427,0.0,1.3333333333333333,11.506388164504902,1.3516441151533922,2.3092302497659416,0.505149978
78,C(C(F)(F)F)C(F)(F)F,0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,18.773418657812957,1.1431558784658322,1.8410002002142294,2.328379603
79,C(C(F)(F)F)Cl,0,1.0,0.0,0.0,0.0,0.0,1.3333333333333333,12.056301962413814,1.3516441151533922,1.7222838258443878,0.662757832
80,C(C(F)(F)F)F,0,1.0,0.0,0.0,0.0,0.0,1.1666666666666667,12.850889489718384,1.3516441151533922,1.187761342019539,1.146128036
81,C(C(F)(F)F)O,0,1.0,0.0,0.0,0.0,0.0,1.3333333333333333,12.783180481956393,1.3516441151533922,1.2367278661239527,-0.339134522
82,C(C(F)(F)F)OC(C(F)(F)F)(F)F,0,1.0,0.0,0.0,0.0,0.0,0.7692307692307693,25.068068509081353,1.794561384057248,2.6082105624569265,0.875061263
83,C(C(F)(F)F)OC(C(F)F)(F)F,0,1.0,0.0,0.0,0.0,0.0,1.0,25.31721473649707,1.8206843007450695,2.5163747680098836,0.785329835
84,C(C(F)(F)F)OC(F)(F)F,0,1.0,0.0,0.0,0.0,0.0,0.9,19.145539340986776,1.5730118671551043,1.9802460894477,0.875061263
85,C(C(F)(F)F)OC(F)F,0,1.0,0.0,0.0,0.0,0.0,1.2222222222222223,19.394685568402494,1.5938548967005406,1.8813132755694282,0.740362689
86,C(C(F)(F)F)OC=O,0,0.6666666666666666,0.0,0.0,0.0,0.0,1.5,12.783180481956393,1.5920001314822056,1.6805797554929593,-0.261219442
87,C(C(F)(F)F)OCC(F)(F)F,0,1.0,0.0,0.0,0.0,0.0,0.7272727272727273,25.566360963912786,1.5536739848063479,2.4183504694038547,-0.454692884
88,C(C(F)Cl)(F)Cl,0,1.0,0.0,0.0,0.0,0.0,1.0,11.261714435109248,1.3609640474436813,2.0790764552212724,0.238046103
89,C(C(F)Cl)Cl,0,1.0,0.0,0.0,5.880003444970339,0.0,1.8,5.630857217554624,1.3787834934861756,2.082903577145106,0.056904851
90,C(C(F)F)(C(F)(F)F)F,0,1.0,0.0,0.0,0.0,0.0,0.8888888888888888,18.773418657812957,1.6151713102472967,1.8436088481499644,1.056904851
91,C(C(F)F)(C(F)F)F,0,1.0,0.0,0.0,0.0,0.0,0.625,19.022564885228675,1.6403360647604435,1.7577561178466288,0.505149978
92,C(C(F)F)(F)F,0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,12.850889489718382,1.3609640474436813,1.206204894277303,1.0
93,C(C(F)F)(OC(F)(F)F)F,0,1.0,0.0,0.0,0.0,0.0,1.0,19.145539340986776,1.5998182365478808,1.994760119182599,0.954242509
94,C(C(F)F)C(F)(F)F,0,1.0,0.0,0.0,0.0,0.0,1.125,19.022564885228675,1.210810026106033,1.7651841710429623,0.897627091
95,C(C(F)F)F,0,1.0,0.0,0.0,0.0,0.0,1.4,13.100035717134098,1.3787834934861756,1.1119453128482721,0.556302501
96,C(C(F)F)O,0,1.0,0.0,0.0,0.0,0.0,1.6,13.032326709372109,1.3787834934861756,1.1609118369526856,-0.777283529
97,C(C(F)F)OC(C(F)(F)F)(F)F,0,1.0,0.0,0.0,0.0,0.0,1.0,25.317214736497068,1.8103648120146445,2.53239453328566,0.826074803
98,C(C(F)F)OC(C(F)F)(F)F,0,1.0,0.0,0.0,0.0,0.0,1.0909090909090908,25.566360963912786,1.835608509851416,2.4405587388386167,0.77815125
99,C(C(F)F)OC(F)(F)F,0,1.0,0.0,0.0,0.0,0.0,1.2222222222222223,19.394685568402494,1.5938548967005406,1.9044300602764332,0.826074803
100,C(C(OC(C(F)(F)F)(F)F)(F)F)(F)F,0,1.0,0.0,0.0,0.0,0.0,0.7857142857142857,24.818922281665632,1.804942365268649,2.7062348610629563,1.397940009
101,C(C(OC(F)(F)F)(F)F)(C(F)(F)F)F,0,1.0,0.0,0.0,0.0,0.0,0.7857142857142857,24.818922281665635,1.7752687214913971,2.7156743419263902,0.230448921
102,C(C=O)C(F)(F)F,0,0.6666666666666666,0.0,0.0,6.4208216229260096,0.0,1.4285714285714286,12.597120140369483,1.2958363892911637,1.5644506509664935,-2.096910013
103,C(CBr)Br,0,1.0,0.0,0.0,0.0,10.660179294122853,1.0,0.0,1.370950594454669,3.277460299317654,-0.612610174
104,C(CC(F)(F)F)CO,0,1.0,0.0,0.0,0.0,13.027703587438928,1.25,12.597120140369483,1.5920001314822056,2.2367278661239522,-1.823908741
105,C(CCl)Cl,0,1.0,0.0,0.0,0.0,11.760006889940678,1.0,0.0,1.370950594454669,2.1035674514745457,-0.647817482
106,C(CF)F,0,1.0,0.0,0.0,0.0,0.0,1.0,13.349181944549816,1.370950594454669,1.0345224838248486,-0.326979093
107,C(CF)O,0,1.0,0.0,0.0,6.606881964512918,0.0,1.75,6.674590972274908,1.370950594454669,1.0834890079292623,-1.356547324
108,C(Cl)(Cl)(Cl)Cl,0,1.0,0.0,0.0,0.0,0.0,0.8,3.2517177575741014,0.7219280948873623,2.2677868380553634,1.505149978
109,C(Cl)(Cl)Cl,0,1.0,0.0,0.0,0.0,0.0,1.0,4.2954515122943855,0.8112781244591328,1.9639610121239315,-0.300162274
110,C(Cl)Br,0,1.0,0.0,0.0,4.789271469105758,0.0,2.0,0.0,0.9182958340544894,2.1905138753960998,-0.344861565
111,C(CO)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,0,1.0,0.0,0.0,0.0,13.027703587438928,0.5789473684210527,42.894118777260715,2.141915955727942,4.24858575816086,-1.327902142
112,C(CO)C(F)(F)F,0,1.0,0.0,0.0,13.027703587438928,0.0,1.2857142857142858,19.204002104882402,1.2958363892911637,1.7367278661239525,-1.387216143
113,C(CO)C(F)(F)F,0,1.0,0.0,0.0,13.027703587438928,0.0,1.2857142857142858,19.204002104882402,1.2958363892911637,1.7367278661239525,-1.387216143
114,C(F)(Cl)(Cl)Cl,0,1.0,0.0,0.0,0.0,0.0,1.2,4.046305284878669,0.7219280948873623,1.889822365046136,1.716003344
115,C(F)(Cl)Cl,0,1.0,0.0,0.0,0.0,0.0,1.5,5.090039039598953,0.8112781244591328,1.5275252316519468,0.230448921
116,C(F)(F)(Br)Br,0,1.0,0.0,0.0,0.0,31.859887795898697,1.2,3.7410652163654134,0.7219280948873623,2.3419254851331583,0.397940009
117,C(F)(F)(Cl)Br,0,1.0,0.0,0.0,0.0,15.929943897949348,1.6,4.290979014274326,0.7219280948873623,1.9268916885850338,1.204119983
118,C(F)(F)(Cl)Cl,0,1.0,0.0,0.0,0.0,0.0,1.2,4.840892812183238,0.7219280948873623,1.5118578920369088,2.008600172
119,C(F)(F)(F)Br,0,1.0,0.0,0.0,0.0,15.929943897949348,1.2,5.085566541578894,0.7219280948873623,1.5489272155758065,1.857332496
120,C(F)(F)(F)Cl,0,1.0,0.0,0.0,0.0,0.0,1.2,5.635480339487805,0.7219280948873623,1.1338934190276815,2.806179974
121,C(F)(F)(F)F,0,1.0,0.0,0.0,0.0,0.0,0.8,6.430067866792373,0.7219280948873623,0.7559289460184544,4.698970004
122,C(F)(F)(F)S(F)(F)(F)(F)F,0,1.0,0.0,0.0,0.0,0.0,0.7,15.732371760518042,1.1585488318903812,3.493869394641013,2.903089987
123,C(F)(F)Br,0,1.0,0.0,0.0,0.0,0.0,1.5,5.33471276899461,0.8112781244591328,1.5703291994996664,0.69019608
124,C(F)(F)Cl,0,1.0,0.0,0.0,0.0,0.0,1.5,5.884626566903522,0.8112781244591328,1.091089451179962,1.075546961
125,C(F)(F)F,0,1.0,0.0,0.0,0.0,0.0,1.0,6.679214094208089,0.8112781244591328,0.6546536707079772,2.357934847
126,C(F)F,0,1.0,0.0,0.0,0.0,0.0,1.3333333333333333,6.928360321623806,0.9182958340544894,0.5345224838248487,0.73239376
127,C(OC(C(F)(F)F)C(F)(F)F)F,0,1.0,0.0,0.0,0.0,0.0,0.9166666666666666,25.317214736497068,1.7664232982979893,2.5028823251200603,0.278753601
128,C(OC(C(OC(C(OC(C(OC(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0,1.0,0.0,0.0,0.0,0.0,0.35714285714285715,49.874547230981115,2.3110553371300377,5.586807791181952,1.42975228
129,C(OC(C(OC(C(OC(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0,1.0,0.0,0.0,0.0,0.0,0.47619047619047616,37.65736821161814,2.093844344474014,4.172630554699635,1.42975228
130,C(OC(C(OC(OC(F)F)(F)F)(F)F)(F)F)(F)F,0,1.0,0.0,0.0,0.0,0.0,0.6111111111111112,31.734839043523564,1.934990617015695,3.5446660816904085,1.149219113
131,C(OC(F)(F)F)(F)F,0,1.0,0.0,0.0,0.0,0.0,1.125,12.973863945476484,1.210810026106033,1.4432088956132731,2.130333768
132,C(OC(F)F)(F)F,0,1.0,0.0,0.0,0.0,0.0,0.8571428571428571,13.223010172892202,1.272905595320056,1.3442760817350012,1.42975228
133,C=C(C(F)(F)F)C(F)(F)F,1,0.5,12.152040213667764,12.152040213667764,0.0,0.0,0.8,17.925701564956217,1.5894951972794726,1.9874468096209557,-1.552841969
134,C=C(C(F)(F)F)F,1,0.3333333333333333,12.405809563016664,12.405809563016664,0.0,0.0,1.2857142857142858,12.00317239686164,1.3143204867061786,1.3594823366117283,-1.48148606
135,C=C(F)F,0,0.0,12.65957891236556,12.65957891236556,0.0,0.0,1.5,6.080643228767064,0.8112781244591328,0.731517863602501,-1.886056648
136,C=CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,1,0.75,12.654955790432378,12.654955790432378,0.0,0.0,0.47619047619047616,41.864964464750244,2.257924097331966,4.403692499618651,-1.602059991
137,C=CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,1,0.6666666666666666,12.654955790432378,12.654955790432378,0.0,0.0,0.6666666666666666,30.019906128561086,2.0119671581158425,3.1477635536001976,-1.602059991
138,C=CC(C(C(F)(F)F)(F)F)(F)F,1,0.6,12.654955790432378,12.654955790432378,0.0,0.0,0.8333333333333334,24.09737696046651,1.8483335453198617,2.519799080590971,-1.602059991
139,C=CC(C(F)(F)F)(F)F,1,0.5,12.654955790432378,12.654955790432378,0.0,0.0,1.0,18.17484779237193,1.6364527976600283,1.8918346075817443,-1.602059991
140,C=CC(F)(F)F,1,0.3333333333333333,12.654955790432378,12.654955790432378,0.0,6.076020106833881,1.3333333333333333,6.176298517443475,1.3516441151533922,1.263870134572517,-1.602059991
141,C=CCOC(=O)C(F)(F)F,0,0.4,12.654955790432378,12.654955790432378,0.0,0.0,1.6,18.75248576990824,1.8019799364419475,2.3303667155002428,-2.522878745
142,C=CF,0,0.0,12.908725139781279,12.908725139781279,6.32978945618278,0.0,2.0,0.0,0.9182958340544894,0.6264661806998554,-2.15490196
143,C=COC(=O)C(F)(F)F,0,0.25,12.841016132019288,12.841016132019288,6.26208044842079,0.0,1.5555555555555556,12.145603805395325,1.6431060651096356,1.869145550837083,-2.397940009
144,C=COCC(F)(F)F,0,0.5,12.841016132019288,12.841016132019288,6.26208044842079,0.0,1.5,12.783180481956393,1.5920001314822056,1.8531257855613066,-2.0
145,CBr,0,1.0,0.0,0.0,0.0,0.0,1.5,0.0,1.0,1.9639610121239313,-0.096910013
146,CC(=O)C(F)(F)F,0,0.6666666666666666,0.0,0.0,0.0,6.923737199690624,1.4285714285714286,11.959543463808414,1.3143204867061786,1.5210708547457725,-1.853871964
147,CC(C(F)(F)F)(F)F,0,1.0,0.0,0.0,0.0,6.923737199690624,0.875,12.098827685538051,1.253297578463043,1.6949111825230683,1.600972896
148,CC(C)(F)F,0,1.0,0.0,0.0,0.0,0.0,1.2,5.922529168094576,0.7219280948873623,1.3779644730092273,0.954242509
149,CC(C)Br,0,1.0,0.0,0.0,0.0,4.827174070296812,1.5,0.0,0.8112781244591328,2.2885939574069334,-1.259637311
150,CC(C)Cl,0,1.0,0.0,0.0,0.0,5.3770878682057255,1.5,0.0,0.8112781244591328,1.8093542090872288,-1.22184875
151,CC(CC(F)(F)F)(F)F,0,1.0,0.0,0.0,0.0,0.0,1.0,18.51964930846406,1.1431558784658322,2.1520179637096155,0.949390007
152,CC(Cl)(Cl)Cl,0,1.0,0.0,0.0,0.0,0.0,1.2,3.792535935529771,0.7219280948873623,2.2008401285415222,0.698970004
153,CC(F)(F)Cl,0,1.0,0.0,0.0,0.0,6.923737199690624,1.6,5.381710990138906,0.7219280948873623,1.444911182523068,1.255272505
154,CC(F)(F)F,0,1.0,0.0,0.0,0.0,6.923737199690624,1.2,6.176298517443475,0.7219280948873623,1.066946709513841,1.707570176
155,CC(F)F,0,1.0,0.0,0.0,0.0,0.0,1.5,6.425444744859191,0.8112781244591328,1.0137860496616107,0.204119983
156,CCBr,0,1.0,0.0,0.0,0.0,5.330089647061427,2.0,0.0,0.9182958340544894,2.0958369308453744,-0.863279433
157,CCC(=O)C(F)(F)F,0,0.75,0.0,0.0,0.0,6.4208216229260096,1.5,18.38036508673442,1.6203352658383443,2.0817310265255937,-1.744727495
158,CCC(F)(F)F,0,1.0,0.0,0.0,0.0,6.4208216229260096,1.3333333333333333,12.597120140369483,1.3516441151533922,1.6276068812936622,0.041392685
159,CCCBr,0,1.0,0.0,0.0,0.0,5.330089647061427,1.75,0.0,1.370950594454669,2.5958369308453744,-1.387216143
160,CCCCCl,0,1.0,0.0,0.0,0.0,5.880003444970339,1.6,0.0,1.4056390622295665,2.5088905069238203,-1.920818754
