index,SMILE,IP,MinAbsEStateIndex,FpDensityMorgan3,BCUT2D_MWHI,FractionCSP3,Chi2v,FpDensityMorgan2,HomoLumoGap,AvgIpc,SlogP_VSA6,LF
80,C(C(F)(F)F)F,0.465805406,2.2291666666666665,1.3333333333333333,19.4169159613504,1.0,0.7488081981105629,1.3333333333333333,0.42813,1.3516441151533922,0.0,1.146128036
81,C(C(F)(F)F)O,0.41202365,1.7291666666666665,1.5,19.413287322460963,1.0,0.7732914601627696,1.5,0.36098,1.3516441151533922,0.0,-0.339134522
82,C(C(F)(F)F)OC(C(F)(F)F)(F)F,0.44815765,2.375,1.3846153846153846,19.43177433890946,1.0,1.9183880113030403,1.1538461538461537,0.40703,1.794561384057248,0.0,0.875061263
83,C(C(F)(F)F)OC(C(F)F)(F)F,0.434114265,2.398472222222222,1.6666666666666667,19.413746793655953,1.0,1.7663501536938022,1.4166666666666667,0.40175,1.8206843007450695,0.0,0.785329835
84,C(C(F)(F)F)OC(F)(F)F,0.450522174,2.295138888888889,1.4,19.42550886099725,1.0,1.3495934509780156,1.3,0.4162,1.5730118671551043,0.0,0.875061263
85,C(C(F)(F)F)OC(F)F,0.434837613,1.898148148148148,1.7777777777777777,19.413511657883905,1.0,1.1868345822776059,1.6666666666666667,0.41141,1.5938548967005406,0.0,0.740362689
86,C(C(F)(F)F)OC=O,0.41206806,0.2425694444444444,2.125,19.413311151264327,0.6666666666666666,1.0224068559833617,2.0,0.29053,1.5920001314822056,0.0,-0.261219442
87,C(C(F)(F)F)OCC(F)(F)F,0.390384198,1.8685416666666663,1.1818181818181819,19.417461924314246,1.0,1.7231544341354457,1.0,0.35659,1.5536739848063479,0.0,-0.454692884
88,C(C(F)Cl)(F)Cl,0.41812027,2.0771604938271606,1.1666666666666667,35.49868948624464,1.0,1.5027769206633332,1.1666666666666667,0.31375,1.3609640474436813,0.0,0.238046103
89,C(C(F)Cl)Cl,0.40263497,0.12345679012345667,2.0,35.49862431082144,1.0,1.3275592793873403,2.0,0.29848,1.3787834934861756,0.0,0.056904851
90,C(C(F)F)(C(F)(F)F)F,0.446135934,3.981481481481482,1.2222222222222223,19.41838269464403,1.0,1.2778312443178255,1.2222222222222223,0.39126,1.6151713102472967,0.0,1.056904851
91,C(C(F)F)(C(F)F)F,0.425523876,3.2962962962962967,0.875,19.298048385438225,1.0,1.1133362555167945,0.875,0.38037,1.6403360647604435,0.0,0.505149978
92,C(C(F)F)(F)F,0.44230689,3.481481481481482,0.8333333333333334,19.31870689919891,1.0,0.6689098504474343,0.8333333333333334,0.41552,1.3609640474436813,0.0,1.0
93,C(C(F)F)(OC(F)(F)F)F,0.443660829,2.2824074074074074,1.5,19.423234444377538,1.0,1.2492047964454989,1.4,0.41983,1.5998182365478808,0.0,0.954242509
94,C(C(F)F)C(F)(F)F,0.448141575,2.0069444444444446,1.5,19.41371597403333,1.0,1.2103870321946981,1.5,0.43359,1.210810026106033,0.0,0.897627091
95,C(C(F)F)F,0.437768714,1.5277777777777777,1.6,19.285068725587664,1.0,0.5453886597705079,1.6,0.40601,1.3787834934861756,0.0,0.556302501
96,C(C(F)F)O,0.395412296,1.0277777777777777,1.8,19.279803522155213,1.0,0.5736594956434714,1.8,0.35736,1.3787834934861756,0.0,-0.777283529
97,C(C(F)F)OC(C(F)(F)F)(F)F,0.42061607,1.9518749999999994,1.6666666666666667,19.430218090821135,1.0,1.716624843326366,1.4166666666666667,0.38777,1.8103648120146445,0.0,0.826074803
98,C(C(F)F)OC(C(F)F)(F)F,0.412228567,1.6970833333333335,1.8181818181818181,19.327801332136215,1.0,1.5645869857171277,1.5454545454545454,0.38723,1.835608509851416,0.0,0.77815125
99,C(C(F)F)OC(F)(F)F,0.421283431,1.59375,1.7777777777777777,19.42259823464821,1.0,1.1478302830013412,1.6666666666666667,0.39895,1.5938548967005406,0.0,0.826074803
100,C(C(OC(C(F)(F)F)(F)F)(F)F)(F)F,0.44160814,1.709490740740741,1.3571428571428572,19.431114020349295,1.0,1.9790948141144808,1.1428571428571428,0.41661,1.804942365268649,0.0,1.397940009
101,C(C(OC(F)(F)F)(F)F)(C(F)(F)F)F,0.45755003,1.685115740740741,1.3571428571428572,19.428582418557447,1.0,2.013771760842333,1.1428571428571428,0.41088,1.7752687214913971,0.0,0.230448921
102,C(C=O)C(F)(F)F,0.384324082,0.16666666666666696,1.8571428571428572,19.413107953811227,0.6666666666666666,0.9859683890529489,1.8571428571428572,0.22868,1.2958363892911637,0.0,-2.096910013
103,C(CBr)Br,0.36698874,1.0486111111111112,1.25,79.91997558423589,1.0,1.9639610121239308,1.25,0.2502,1.370950594454669,0.0,-0.612610174
104,C(CC(F)(F)F)CO,0.383171433,0.19097222222222232,1.875,19.41310825626341,1.0,1.442337765497603,1.75,0.34344,1.5920001314822056,0.0,-1.823908741
105,C(CCl)Cl,0.397082481,0.5570987654320989,1.25,35.49855801733687,1.0,1.1338934190276815,1.25,0.30045,1.370950594454669,0.0,-0.647817482
106,C(CF)F,0.435398311,0.8472222222222223,1.25,19.161903071049238,1.0,0.3779644730092271,1.25,0.39959,1.370950594454669,0.0,-0.326979093
107,C(CF)O,0.385083898,0.3472222222222223,2.0,19.1412536467818,1.0,0.4125890342545925,2.0,0.35533,1.370950594454669,0.0,-1.356547324
108,C(Cl)(Cl)(Cl)Cl,0.40852219,1.6111111111111107,0.8,35.625388254184024,1.0,3.857142857142857,0.8,0.2469,0.7219280948873623,0.0,1.505149978
109,C(Cl)(Cl)Cl,0.4066057,0.7499999999999998,1.0,35.5822735642317,1.0,2.226922466874271,1.0,0.26614,0.8112781244591328,0.0,-0.300162274
110,C(Cl)Br,0.38953315,0.5347222222222223,2.0,79.91873142723311,1.0,1.5746719775034714,2.0,0.25797,0.9182958340544894,0.0,-0.344861565
111,C(CO)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,0.37929881,1.8231554705215425,1.2105263157894737,19.433401782772805,1.0,3.3989937452482555,0.9473684210526315,0.30746,2.141915955727942,0.0,-1.327902142
112,C(CO)C(F)(F)F,0.390538614,0.8159722222222223,1.7142857142857142,19.41311296362661,1.0,1.0887843749043296,1.7142857142857142,0.35691,1.2958363892911637,0.0,-1.387216143
113,C(CO)C(F)(F)F,0.392805693,0.8159722222222223,1.7142857142857142,19.41311296362661,1.0,1.0887843749043296,1.7142857142857142,0.34552,1.2958363892911637,0.0,-1.387216143
114,C(F)(Cl)(Cl)Cl,0.41484832,2.583333333333333,1.2,35.58261369619986,1.0,2.571428571428571,1.2,0.26004,0.7219280948873623,0.0,1.716003344
115,C(F)(Cl)Cl,0.4224273,1.722222222222222,1.5,35.539233659831034,1.0,1.237179148263484,1.5,0.29459,0.8112781244591328,0.0,0.230448921
116,C(F)(F)(Br)Br,0.39051257,1.9583333333333333,1.2,79.9344611416093,1.0,3.4846149779161797,1.2,0.22834,0.7219280948873623,0.0,0.397940009
117,C(F)(F)(Cl)Br,0.41649533,1.8070987654320987,1.6,79.91873955411432,1.0,2.3557687223952257,1.6,0.24998,0.7219280948873623,0.0,1.204119983
118,C(F)(F)(Cl)Cl,0.43204057,3.5555555555555554,1.2,35.53946343113016,1.0,1.5714285714285716,1.2,0.29035,0.7219280948873623,0.0,2.008600172
119,C(F)(F)(F)Br,0.42967108,1.375,1.2,79.9187380497978,1.0,1.3277469477228496,1.2,0.28013,0.7219280948873623,0.0,1.857332496
120,C(F)(F)(F)Cl,0.46668444,3.530092592592592,1.2,35.49592860075717,1.0,0.8571428571428571,1.2,0.34132,0.7219280948873623,0.0,2.806179974
121,C(F)(F)(F)F,0.552391616,5.5,0.8,19.532788422552155,1.0,0.42857142857142844,0.8,0.60756,0.7219280948873623,0.0,4.698970004
122,C(F)(F)(F)S(F)(F)(F)(F)F,0.48719863,7.402777777777779,0.8,32.48721703611422,1.0,3.815561444390231,0.8,0.31006,1.1585488318903812,0.0,2.903089987
123,C(F)(F)Br,0.41649525,1.9375,1.5,79.91873398608462,1.0,0.9396214670270893,1.5,0.28107,0.8112781244591328,0.0,0.69019608
124,C(F)(F)Cl,0.450858998,2.6944444444444446,1.5,35.49581216589725,1.0,0.5773502691896257,1.5,0.33856,0.8112781244591328,0.0,1.075546961
125,C(F)(F)F,0.513551347,3.666666666666667,1.0,19.405696180963208,1.0,0.24743582965269675,1.0,0.50549,0.8112781244591328,0.0,2.357934847
126,C(F)F,0.462914254,1.75,1.3333333333333333,19.274354851960737,1.0,0.10101525445522105,1.3333333333333333,0.44412,0.9182958340544894,0.0,0.73239376
127,C(OC(C(F)(F)F)C(F)(F)F)F,0.414008661,2.1352314814814815,1.3333333333333333,19.424938877937702,1.0,1.739040538756991,1.25,0.38006,1.7664232982979893,0.0,0.278753601
128,C(OC(C(OC(C(OC(C(OC(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.42209997,1.478236252834467,0.7142857142857143,19.36090928779256,1.0,4.061789331013267,0.5357142857142857,0.40549,2.3110553371300377,0.0,1.42975228
129,C(OC(C(OC(C(OC(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.42972064,1.6733333333333333,0.9047619047619048,19.353115930576017,1.0,2.9261747973748156,0.7142857142857143,0.40972,2.093844344474014,0.0,1.42975228
130,C(OC(C(OC(OC(F)F)(F)F)(F)F)(F)F)(F)F,0.44077539,1.9245833333333335,1.3333333333333333,19.344683639381103,1.0,2.3559909410384194,1.0,0.42476,1.934990617015695,0.0,1.149219113
131,C(OC(F)(F)F)(F)F,0.47727846,2.104166666666667,1.5,19.42440205838359,1.0,0.8242446405857919,1.5,0.47323,1.210810026106033,0.0,2.130333768
132,C(OC(F)F)(F)F,0.46223828,2.5833333333333335,1.1428571428571428,19.30120514540272,1.0,0.6573883058063182,1.1428571428571428,0.46523,1.272905595320056,0.0,1.42975228
133,C=C(C(F)(F)F)C(F)(F)F,0.420570216,1.8472222222222223,1.0,19.42426478750214,0.5,1.474071528678543,1.0,0.27334,1.5894951972794726,12.152040213667764,-1.552841969
134,C=C(C(F)(F)F)F,0.395688332,2.0347222222222223,1.4285714285714286,19.41708920003577,0.3333333333333333,0.9026575035477905,1.4285714285714286,0.27158,1.3143204867061786,12.405809563016664,-1.48148606
135,C=C(F)F,0.374979178,1.8333333333333333,1.5,19.27694295984127,0.0,0.33868981334099574,1.5,0.28947,0.8112781244591328,12.65957891236556,-1.886056648
136,C=CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.38933076,1.2889668367346934,1.0,19.433862287197393,0.75,3.6224216574923447,0.7619047619047619,0.27212,2.257924097331966,12.654955790432378,-1.602059991
137,C=CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.39444207,0.9656249999999997,1.2,19.432795573193253,0.6666666666666666,2.4736355686167477,1.0,0.27227,2.0119671581158425,12.654955790432378,-1.602059991
138,C=CC(C(C(F)(F)F)(F)F)(F)F,0.396643015,0.7356249999999998,1.25,19.431704482989815,0.6,1.8992425241789481,1.1666666666666667,0.27259,1.8483335453198617,12.654955790432378,-1.602059991
139,C=CC(C(F)(F)F)(F)F,0.400060601,0.4375,1.3333333333333333,19.42853370241203,0.5,1.32484947974115,1.3333333333333333,0.27422,1.6364527976600283,12.654955790432378,-1.602059991
