index,SMILE,IP,FractionCSP3,SMR_VSA7,SlogP_VSA6,HomoLumoGap,MinAbsEStateIndex,FpDensityMorgan3,PEOE_VSA12,FpDensityMorgan2,FpDensityMorgan1,LF
150,CC(C)Cl,0.39144981,1.0,0.0,0.0,0.31386,0.3055555555555556,1.5,0.0,1.5,1.5,-1.22184875
151,CC(CC(F)(F)F)(F)F,0.433993344,1.0,0.0,0.0,0.41863,0.23659722222222257,1.3333333333333333,0.0,1.3333333333333333,1.0,0.949390007
152,CC(Cl)(Cl)Cl,0.39595577,1.0,0.0,0.0,0.26298,1.083333333333333,1.2,0.0,1.2,1.2,0.698970004
153,CC(F)(F)Cl,0.436173907,1.0,0.0,0.0,0.32984,0.6195987654320989,1.6,0.0,1.6,1.6,1.255272505
154,CC(F)(F)F,0.482135692,1.0,0.0,0.0,0.48056,0.1875,1.2,0.0,1.2,1.2,1.707570176
155,CC(F)F,0.440398492,1.0,0.0,0.0,0.43548,0.8333333333333335,1.5,6.425444744859191,1.5,1.5,0.204119983
156,CCBr,0.37702165,1.0,0.0,0.0,0.2721,1.0625,2.0,0.0,2.0,2.0,-0.863279433
157,CCC(=O)C(F)(F)F,0.377949624,0.75,0.0,0.0,0.22668,0.46875,1.875,5.783244946364939,1.875,1.5,-1.744727495
158,CCC(F)(F)F,0.450925692,1.0,0.0,0.0,0.44822,0.7291666666666665,1.5,0.0,1.5,1.3333333333333333,0.041392685
159,CCCBr,0.37396719,1.0,0.0,0.0,0.27139,1.1319444444444444,2.0,0.0,2.0,1.75,-1.387216143
160,CCCCCl,0.390299252,1.0,0.0,0.0,0.31668,0.8159722222222223,2.2,0.0,2.2,1.6,-1.920818754
161,CCCl,0.400733681,1.0,0.0,0.0,0.31872,0.7222222222222223,2.0,0.0,2.0,2.0,-0.879426069
162,CCF,0.433784461,1.0,0.0,0.0,0.42342,0.25,2.0,0.0,2.0,2.0,-0.659555885
163,CCl,0.414108329,1.0,0.0,0.0,0.32194,1.4722222222222223,1.5,0.0,1.5,1.5,-0.045757491
164,CCOC(=O)C(F)(F)F,0.39964439,0.75,0.0,0.0,0.27347,0.2516435185185184,2.111111111111111,0.0,2.0,1.5555555555555556,-1.22184875
165,CCOC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.41007766,1.0,0.0,0.0,0.37148,0.7318664965986394,1.375,0.0,1.125,0.75,-0.096910013
166,CCOC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0.41554179,1.0,0.0,0.0,0.35809,0.695514455782313,1.25,0.0,1.0625,0.75,-0.200659451
167,CCOC(C(C(F)(F)F)F)(F)F,0.408771564,1.0,0.0,0.0,0.37146,0.6909722222222223,1.8333333333333333,0.0,1.5833333333333333,1.1666666666666667,-0.394694954
168,CCOC(C(F)F)(F)F,0.406165483,1.0,0.0,0.0,0.3979,0.4193055555555556,2.0,0.0,1.8888888888888888,1.4444444444444444,-0.681936665
169,CCOC(F)(F)F,0.41660236,1.0,0.0,0.0,0.41302,0.3159722222222223,1.8571428571428572,0.0,1.8571428571428572,1.4285714285714286,-0.401209493
170,CF,0.467051091,1.0,0.0,0.0,0.43841,0.5,1.5,0.0,1.5,1.5,0.447158031
171,COC(=O)C(F)(F)F,0.407841876,0.6666666666666666,0.0,0.0,0.27392,0.676412037037037,1.875,0.0,1.875,1.5,0.0
172,COC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.41636913,1.0,0.0,0.0,0.37476,0.12463860544217686,1.2,0.0,1.0,0.6666666666666666,0.681241237
173,COC(C(C(F)(F)F)(C(F)(F)F)F)(C(C(F)(F)F)(F)F)F,0.39501384,1.0,0.0,0.0,0.32127,0.7029166666666669,0.9523809523809523,0.0,0.8095238095238095,0.5238095238095238,0.719331287
174,COC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0.42672527,1.0,0.0,0.0,0.36263,0.17479166666666668,1.0,0.0,0.9333333333333333,0.6666666666666666,0.681241237
175,COC(C(C(F)(F)F)(F)F)(F)F,0.425652853,1.0,0.0,0.0,0.39037,0.055208333333333304,1.25,0.0,1.1666666666666667,0.8333333333333334,0.707570176
176,COC(C(C(F)(F)F)F)(F)F,0.419893223,1.0,0.0,0.0,0.37654,0.29000000000000004,1.5454545454545454,0.0,1.4545454545454546,1.0909090909090908,0.397940009
177,COC(C(C(F)F)(F)F)(F)F,0.411710977,1.0,0.0,0.0,0.38593,0.21854166666666686,1.5454545454545454,0.0,1.4545454545454546,1.0909090909090908,0.397940009
178,COC(C(F)(F)F)(C(F)(F)F)F,0.411462808,1.0,0.0,0.0,0.37417,0.012916666666666465,1.0,0.0,1.0,0.75,0.568201724
179,COC(C(F)(F)F)(F)F,0.432078413,1.0,0.0,0.0,0.41061,0.2852083333333333,1.3333333333333333,0.0,1.3333333333333333,1.0,0.698970004
180,COC(C(F)(F)F)C(F)(F)F,0.387988684,1.0,0.0,0.0,0.35212,0.352824074074074,1.1818181818181819,6.103966387748303,1.1818181818181819,0.9090909090909091,-0.749579998
181,COC(C(F)Cl)(F)F,0.402516034,1.0,0.0,0.0,0.32347,0.6755555555555555,2.0,0.0,2.0,1.625,0.155336037
182,COC(C(OC(C(OC(C(OC)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.38929453,1.0,0.0,0.0,0.39374,0.16929865874265193,0.7083333333333334,0.0,0.5416666666666666,0.375,0.230448921
183,COC(F)(F)F,0.433571628,1.0,0.0,0.0,0.42573,0.5833333333333333,1.5,0.0,1.5,1.3333333333333333,0.69019608
184,COCC(C(F)(F)F)(F)F,0.37282148,1.0,0.0,0.0,0.33713,0.7774305555555556,1.6,0.0,1.5,1.1,-1.161150909
185,COCC(C(F)F)(F)F,0.362325373,1.0,0.0,0.0,0.33121,0.940763888888889,2.0,0.0,1.8888888888888888,1.4444444444444444,-1.148741651
186,COCC(F)(F)F,0.37569168,1.0,0.0,0.0,0.35254,1.0074305555555556,1.8571428571428572,0.0,1.8571428571428572,1.4285714285714286,-1.113509275
187,FC(F)(F)C(OC(F)F)C(F)(F)F,0.43157393,1.0,0.0,0.0,0.39668,2.3958333333333335,1.1538461538461537,0.0,1.0769230769230769,0.7692307692307693,1.348304863
188,FC(F)(OC(F)F)C(F)(F)OC(F)F,0.43449436,1.0,0.0,0.0,0.42663,2.1283333333333334,1.0,0.0,0.8571428571428571,0.6428571428571429,1.127104798
189,FC(F)(OC)C(F)(F)OC,0.39352519,1.0,0.0,0.0,0.39965,0.4652083333333332,1.1,0.0,1.0,0.8,0.230448921
190,FC(F)OC,0.416288795,1.0,0.0,0.0,0.4183,0.949074074074074,1.8,0.0,1.8,1.6,0.041392685
191,FS(F)(F)(F)(F)F,0.536314379,0.0,0.0,0.0,0.33848,9.847222222222221,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,3.505149978
192,N(F)(F)F,0.484370715,0.0,0.0,0.0,0.3711,2.5,1.0,0.0,1.0,1.0,2.755112266
193,O=COC(F)(F)C(F)(F)F,0.420344907,0.6666666666666666,0.0,0.0,0.27934,0.9647916666666676,1.6,0.0,1.5,1.1,0.556302501
194,O=S(=O)(F)F,0.482147797,0.0,0.0,0.0,0.33379,5.666666666666666,1.2,0.0,1.2,1.2,1.556302501
195,OCCF,0.385074629,1.0,0.0,0.0,0.35533,0.3472222222222223,2.0,0.0,2.0,1.75,-1.356547324
