5	0.001047957	0.001
15	0.004349853	0.0056
25	0.011649836	0.0145
35	0.013400719	0.0213
45	0.026327396	0.0363
55	0.025286221	0.0421
65	0.041839957	0.0676
75	0.035643452	0.0724
85	0.0526883	0.0978
95	0.055569177	0.112
105	0.070784763	0.131
115	0.115578174	0.191
125	0.087952852	0.174
135	0.113189193	0.202
145	0.144836442	0.255
155	0.127531905	0.233
165	0.208153969	0.348
175	0.151623513	0.287
185	0.24992633	0.388
195	0.300392138	0.439
205	0.191836	0.337
215	0.333627505	0.484
225	0.22438949	0.42
235	0.476528609	0.584
245	0.348232368	0.514
255	0.413250218	0.536
265	0.573941179	0.665
275	0.471141271	0.611
285	0.452941869	0.62
295	0.704852356	0.776
305	0.575892072	0.678
315	0.797210112	0.825
325	0.592100724	0.732
335	0.792609868	0.856
345	0.796929844	0.862
355	0.675284757	0.836
365	1.131262073	1.02
375	0.944391588	0.99
385	1.109463811	1.06
395	0.971630072	1
405	1.498731984	1.28
415	1.179603406	1.08
425	1.348672998	1.33
435	1.572876057	1.41
445	1.452108456	1.34
455	1.310698477	1.26
465	1.761878572	1.65
475	1.601143484	1.46
485	1.777459235	1.68
495	2.032028974	1.88
505	1.666141278	1.67
515	1.720023456	1.67
525	1.996879449	1.97
535	2.290538978	2.2
545	1.933233183	1.96
555	2.297531972	2.21
565	2.000169881	2.01
575	2.028853446	2.13
585	1.654255746	1.61
595	1.234946227	1.19
605	1.238165857	1.36
615	0.781491839	0.54
625	0.716418002	0.864
635	0.213920487	0.365
645	0.070060577	0.0777
655	0.01395785	0.0573
665	0.102944538	0.0003
675	0.008481711	0.0496
685	0.021412664	0.0777
695	0.106611508	0.222
705	0.371315921	0.51
715	0.709855353	0.806
725	1.027622274	0.607
735	1.223599564	1.32
745	1.518533827	1.44
755	2.324055204	2.37
765	2.919638819	2.95
775	2.97607556	3.03
785	3.146392703	3.15
795	2.699627586	2.74
805	3.091023725	3.09
815	3.253443075	3.2
825	3.26570904	3.19
835	3.323803747	3.23
845	3.247729808	3.16
855	3.110709147	3.05
865	3.258775865	3.17
875	3.179827584	3.1
885	3.104267065	3.04
895	3.186031749	3.1
905	3.093267479	3.01
915	3.109265132	3.03
925	3.000147992	2.93
935	3.033637693	2.95
945	2.874337974	2.81
955	2.882258015	2.81
965	2.890175475	2.81
975	2.703772979	2.67
985	2.758504078	2.72
995	2.572606352	2.61
1005	2.149333993	2.31
1015	1.612211017	1.82
1025	1.294491733	1.47
1035	1.17586645	1.37
1045	1.356330469	1.51
1055	0.959085782	1.11
1065	1.645470518	1.78
1075	2.205302438	2.18
1085	2.27518737	2.22
1095	2.24991952	2.18
1105	2.165459212	2.1
1115	2.159172118	2.07
1125	2.089857235	1.99
1135	1.899234561	1.79
1145	1.987922548	1.88
1155	1.858576818	1.79
1165	1.821995673	1.72
1175	1.621244304	1.52
1185	1.624508755	1.52
