name
DB1-Cu2N8-AZO_B-irmof7_B_No222_repeat
DB6-cuf_10558_repeat
DB1-Cu2O8-AZO_A-BDC_A_No779_repeat
DB0-m2_o2_o14_f0_nbo.sym.124_repeat
DB0-m29_o81_o147_f0_pts.sym.79_repeat
DB0-m2_o5_o14_f0_nbo.sym.81_repeat
DB0-m2_o24_o28_f0_nbo.sym.30_repeat
DB12-VEMMIK_clean_repeat
DB6-cuf_8847_repeat
DB6-cuf_4696_repeat
DB0-m3_o26_o28_f0_pcu.sym.53_repeat
DB0-m9_o19_o22_f0_sra.sym.1_repeat
DB5-hypotheticalMOF_28627_2_1_2_21_2_4_repeat
DB0-m3_o1_o29_f0_nbo.sym.25_repeat
DB7-ddmof_2062_repeat
DB0-m2_o24_o84_f0_fsc_repeat
DB12-WABVIF_clean_repeat
DB0-m29_o88_o420_f0_pts.sym.62_repeat
DB5-hypotheticalMOF_6001423_0_0_3_15_9_12_repeat
DB5-hypotheticalMOF_5061651_3_0_2_18_25_1_repeat
DB0-m2_o1_o9_f0_pcu.sym.54_repeat
DB0-m29_o96_o46_f0_pts.sym.10_repeat
DB13-lvt-Syn017933_repeat
DB7-ddmof_23749_repeat
DB0-m29_o83_o53_f0_pts.sym.16_repeat
DB0-m3_o1500_o13_f0_fsc.sym.30_repeat
DB0-m3_o13_o17_f0_pcu.sym.80_repeat
DB1-Zn4O13-BDC_A-irmof20_A_No325_repeat
DB6-cuf_7200_repeat
DB0-m3_o155_o151_f0_fsc.sym.15_repeat
DB0-m2_o1_o14_f0_nbo.sym.137_repeat
DB1-Zn2O8N2-ADC_A-irmof20_A_No263_repeat
DB0-m2_o1_o6_f0_nbo.sym.94_repeat
DB5-hypotheticalMOF_33551_0_0_2_13_2_2_repeat
DB0-m3_o153_o20_f0_fsc.sym.2_repeat
DB0-m2_o7_o26_f0_pcu.sym.18_repeat
DB5-hypotheticalMOF_5074078_0_0_2_23_21_10_repeat
DB0-m3_o21_o85_f0_fsc.sym.5_repeat
DB0-m2_o7_o19_f0_pcu.sym.39_repeat
DB0-m3_o450_o23_f0_fsc.sym.31_repeat
DB6-cuf_5240_repeat
DB7-ddmof_1766_repeat
DB0-m29_o90_o420_f0_pts.sym.18_repeat
DB0-m29_o90_o47_f0_pts.sym.82_repeat
DB0-m9_o7_o16_f0_sra.sym.49_repeat
DB1-Zn2O8-AZO_A-irmof7_A_No839_repeat
DB0-m3_o104_o17_f0_fsc.sym.7_repeat
DB0-m3_o11_o21_f0_pcu.sym.102_repeat
DB0-m2_o24_o28_f0_nbo.sym.138_repeat
DB5-hypotheticalMOF_5000767_3_1_0_12_21_1_repeat
DB0-m2_o6_o22_f0_pcu.sym.113_repeat
DB0-m5_o6_o25_f0_bcu.sym.16_repeat
DB0-m29_o91_o85_f0_pts.sym.51_repeat
DB5-hypotheticalMOF_18527_0_0_1_25_7_1_repeat
DB0-m9_o17_o20_f0_sra.sym.90_repeat
DB5-hypotheticalMOF_6001993_0_0_3_8_17_6_repeat
DB0-m29_o88_o43_f0_pts.sym.6_repeat
DB0-m3_o1_o1470_f0_fsc.sym.26_repeat
DB0-m2_o3_o28_f0_pcu.sym.60_repeat
DB0-m29_o97_o1470_f0_pts.sym.71_repeat
DB0-m3_o25_o148_f0_fsc.sym.63_repeat
DB0-m3_o1_o9_f0_nbo.sym.70_repeat
DB0-m3_o23_o23_f0_pcu.sym.7_repeat
DB0-m2_o4_o22_f0_nbo.sym.56_repeat
DB0-m2_o13_o16_f0_pcu.sym.49_repeat
DB5-hypotheticalMOF_15943_2_0_0_22_25_6_repeat
DB5-hypotheticalMOF_6002367_0_0_3_20_26_1_repeat
DB0-m3_o12_o27_f0_pcu.sym.30_repeat
DB0-m3_o8_o23_f0_pcu.sym.114_repeat
DB1-Zn2O8N2-DPAC_A-irmof8_A_No200_repeat
DB0-m29_o82_o1500_f0_pts.sym.82_repeat
DB5-hypotheticalMOF_7172_1_0_0_11_21_3_repeat
DB7-ddmof_3916_repeat
DB0-m2_o17_o26_f0_pcu.sym.14_repeat
DB0-m2_o16_o27_f0_pcu.sym.78_repeat
DB7-ddmof_20753_repeat
DB0-m3_o160_o480_f0_fsc.sym.26_repeat
DB0-m3_o1520_o6_f0_fsc.sym.12_repeat
DB0-m3_o1520_o22_f0_fsc.sym.2_repeat
DB0-m3_o21_o29_f0_pcu.sym.47_repeat
DB0-m29_o89_o151_f0_pts.sym.31_repeat
DB1-MIL47V-irmof16_B-irmof6_B_No200_repeat
DB0-m3_o160_o50_f0_fsc.sym.27_repeat
DB0-m3_o490_o156_f0_fsc.sym.33_repeat
DB13-lvt-Syn030679_repeat
DB7-ddmof_20138_repeat
DB7-ddmof_3436_repeat
DB1-Zn2O8-AZO_A-irmof7_A_No638_repeat
DB0-m3_o150_o23_f0_fsc.sym.85_repeat
DB0-m2_o11_o27_f0_nbo.sym.132_repeat
DB0-m3_o7_o20_f0_nbo.sym.14_repeat
DB0-m2_o17_o17_f0_pcu.sym.35_repeat
DB1-MIL47V-AZO_B-TDPAT_No8_repeat
DB0-m2_o58_o7_moa_repeat
DB12-BOYYOF_freeONLY_repeat
DB6-cuf_8986_repeat
DB0-m29_o89_o100_f0_pts.sym.31_repeat
DB0-m2_o23_o26_f0_pcu.sym.157_repeat
DB0-m2_o7_o29_f0_nbo.sym.70_repeat
DB0-m3_o1_o27_f0_pcu.sym.41_repeat
DB0-m29_o99_o149_f0_pts.sym.4_repeat
DB5-hypotheticalMOF_15820_1_1_0_22_21_4_repeat
DB0-m3_o4_o430_f0_fsc.sym.20_repeat
DB6-cuf_1167_repeat
DB0-m3_o9_o25_f0_nbo.sym.45_repeat
DB0-m2_o26_o28_f0_pcu.sym.40_repeat
DB0-m2_o12_o18_f0_pcu.sym.22_repeat
DB0-m29_o99_o150_f0_pts.sym.39_repeat
DB0-m3_o11_o13_f0_pcu.sym.50_repeat
DB0-m2_o25_o28_f0_nbo.sym.53_repeat
DB0-m3_o3_o13_f0_pcu.sym.32_repeat
DB0-m3_o450_o23_f0_fsc.sym.43_repeat
DB5-hypotheticalMOF_28301_2_0_2_21_17_1_repeat
DB0-m3_o1500_o158_f0_fsc.sym.27_repeat
DB13-acs-Syn029168_repeat
DB0-m2_o1_o27_f0_nbo.sym.113_repeat
DB7-ddmof_23699_repeat
DB5-hypotheticalMOF_24670_1_0_1_5_25_4_repeat
DB0-m2_o8_o15_f0_pcu.sym.89_repeat
DB5-hypotheticalMOF_5061645_2_1_2_18_25_1_repeat
DB0-m3_o6_o14_f0_pcu.sym.32_repeat
DB13-hxg-Syn031923_repeat
DB5-hypotheticalMOF_5041400_0_0_1_8_2_12_repeat
DB0-m3_o3_o11_f0_nbo.sym.78_repeat
DB0-m29_o88_o145_f0_pts.sym.41_repeat
DB5-hypotheticalMOF_5073297_2_1_2_19_15_8_repeat
DB0-m29_o91_o109_f0_pts.sym.37_repeat
DB0-m3_o4_o24_f0_nbo.sym.79_repeat
DB7-ddmof_22784_repeat
DB0-m2_o14_o26_f0_pcu.sym.56_repeat
DB0-m3_o9_o23_f0_nbo.sym.65_repeat
DB0-m3_o13_o47_f0_fsc.sym.32_repeat
