IP,EA,HomoLumoGap,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,SPS,LF,GWP
0.423468673,-0.137798679,0.372,10.97511574074074,10.97511574074074,4.2361111111111125,-5.626736111111111,0.5427331254389619,14.4,168.036,166.01999999999998,168.000984004,62,0,0.422901125659,-0.3765619053384419,0.422901125659,0.3765619053384419,0.8,1.0,1.0,19.424801448408502,10.33377901305342,2.5525286262218643,-2.1608973138098992,2.320402298542501,-2.4126542596660494,4.7214933427267365,-0.3083689583266085,1.5894951972794726,4.231132186198015,97.14178630198491,8.577350269189626,4.2923507027449475,4.2923507027449475,4.1547005383792515,1.9694425779644689,1.9694425779644689,1.4857615563239732,1.4857615563239732,0.6200968572385485,0.6200968572385485,0.1855768722395226,0.1855768722395226,-0.46,63.5798078911789,9.54,2.2965280240062507,2.421671467490065,51.25658142637619,5.106527394840706,0.0,0.0,6.103966387748303,0.0,12.35259703488695,0.0,0.0,26.34249028604892,0.0,0.0,0.0,0.0,0.0,31.449017680889625,0.0,0.0,0.0,0.0,18.456563422635252,0.0,0.0,0.0,0.0,0.0,26.34249028604892,0.0,0.0,23.56309081747596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.23,18.456563422635252,26.34249028604892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,65.85069444444444,0.0,0.0,7.472222222222222,0.0,0.0,0.0,-15.489583333333334,0.0,0.0,1.0,10,1,1,0,0,0,0,0,0,1,1,7,0,0,0,0,0,1.4719,18.1168,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,0.278753601,2.31386722
0.381240875,-0.072472079,0.26959,12.229166666666666,12.229166666666666,1.1379166666666674,-6.2283333333333335,0.5871354807043392,15.384615384615385,214.05499999999998,212.03899999999996,214.002875824,78,0,0.4349206842237613,-0.21875844090328136,0.4349206842237613,0.21875844090328136,0.6923076923076923,1.0,1.0769230769230769,19.432652471680367,10.063624783183155,2.707472652244953,-2.257827409720573,2.4650697447410557,-2.5104481621353467,5.084874021519248,-0.3217969649098572,1.824142155395243,5.211085630610947,181.56037583136612,10.914213562373096,5.678416322453068,5.678416322453068,5.560660171779821,2.6631020136964336,2.6631020136964336,1.9999392786391008,1.9999392786391008,1.1177407287330325,1.1177407287330325,0.4365001248632943,0.4365001248632943,-0.8200000000000003,277.26960762007695,12.18,3.1494894207882953,2.100270606456997,66.8336996766416,0.0,0.0,0.0,0.0,0.0,18.02135685363263,0.0,8.78083009534964,26.34249028604892,0.0,0.0,6.076020106833881,0.0,6.32978945618278,35.123320381398564,0.0,0.0,0.0,0.0,18.02135685363263,0.0,12.40580956301666,0.0,0.0,0.0,35.123320381398564,0.0,0.0,18.02135685363263,0.0,0.0,0.0,12.40580956301666,0.0,0.0,0.0,0.0,30.427166416649285,35.123320381398564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.20395833333333,0.0,0.0,0.0,-5.630208333333333,0.0,0.0,-14.82375,0.0,0.0,0.6,13,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,3.3025,26.197000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.384615384615385,-0.476253533,0.914871818
0.41355199,-0.0511963,0.29259,11.664351851851851,11.664351851851851,2.7569444444444455,-5.679398148148149,0.45341180918742213,14.4,202.937,201.92900000000003,201.937546492,62,0,0.45572003758988056,-0.19318146567143005,0.45572003758988056,0.19318146567143005,0.9,1.2,1.2,35.53916890529147,10.36868176058674,2.6130968182821386,-2.1907117469541904,2.4106088014171245,-2.414519298704478,6.445862677856659,-0.27524366266110795,1.6172521756325944,4.403817966606919,116.55169583620197,8.577350269189626,4.223101580254217,5.734959472291125,4.1933756729740645,1.9200220975898659,2.7928936585338358,1.4214218346294432,2.5176864941752854,0.6520152968491693,1.2001476266220905,0.12371791482634839,0.3711537444790452,0.22999999999999993,69.54184355220156,10.23,2.6952655776237338,1.8547126032914443,62.90334472501729,0.0,0.0,4.836269690250055,0.0,0.0,12.098827685538051,0.0,0.0,21.9520752383741,0.0,23.20187978046503,0.0,0.0,0.0,21.9520752383741,23.20187978046503,0.0,0.0,0.0,16.935097375788107,0.0,0.0,0.0,0.0,0.0,21.9520752383741,0.0,23.20187978046503,16.935097375788107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.935097375788107,21.9520752383741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.20187978046503,0.0,56.82453703703703,8.698996913580245,-2.7569444444444455,0.0,0.0,-5.031635802469135,0.0,-5.679398148148149,0.0,0.0,1.0,10,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,2.9877000000000002,26.496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,0.278753601,2.136720567
0.441424512,-0.089009338,0.33465,10.86033950617284,10.86033950617284,3.7692901234567913,-4.361111111111111,0.3824913854914838,12.857142857142858,136.475,135.467,135.970290592,44,0,0.380825207842695,-0.2019924681966373,0.380825207842695,0.2019924681966373,1.2857142857142858,1.4285714285714286,1.4285714285714286,35.49589493244979,10.748609603096378,2.369181251016136,-2.0194382790036265,2.257729413346108,-2.166818750282934,6.214862760702644,-0.0629492985491685,1.3143204867061786,3.541196965079901,55.20035947603792,6.077350269189626,2.9671726342357623,3.723101580254217,2.943375672974064,1.2920576245806386,1.6700220975898659,0.8423090497599275,1.3462412257102054,0.24743582965269678,0.41239304942116123,0.0,0.0,0.009999999999999953,17.086166327180322,7.01,1.8582337420131287,2.6755574043261228,42.06960098081277,0.0,0.0,0.0,0.0,0.0,11.807155734998098,0.0,8.78083009534964,8.78083009534964,0.0,0.0,11.600939890232516,0.0,0.0,17.56166019069928,11.600939890232516,0.0,0.0,0.0,11.807155734998098,0.0,0.0,0.0,0.0,0.0,17.56166019069928,0.0,11.600939890232516,11.807155734998098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.807155734998098,17.56166019069928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.600939890232516,0.0,43.04012345679012,3.7847222222222214,0.0,-4.361111111111111,0.0,0.0,0.0,-3.7692901234567913,0.0,0.0,1.0,7,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,2.0831,16.804000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.857142857142858,1.230448921,3.315970345
0.42667495,-0.07575042,0.31563,11.219212962962963,11.219212962962963,2.9216820987654324,-4.946442901234566,0.47287129526793736,15.9,184.49099999999999,182.475,183.971433464,62,0,0.4284295014111595,-0.29354423837879684,0.4284295014111595,0.29354423837879684,1.2,1.6,1.7,35.49576199840686,10.695383613908291,2.405000514273296,-2.1214528707200495,2.263937846085508,-2.2739341371363833,6.197367618955667,-0.24559313917568043,1.6021581478790754,3.7348237213155926,101.55641063961481,8.3618073195658,4.330735666898478,5.086664612916933,4.337222523091416,1.9816800356076627,2.4181158160796477,1.254395240240068,1.6507872917510102,0.47969326748862984,0.8299979971160546,0.16746691453639692,0.24522849367237085,-0.10000000000000003,76.90359109819562,9.900000000000002,3.337834264767743,3.8375573921028465,57.71362372764249,0.0,0.0,0.0,5.563148209792634,0.0,12.787803603889575,4.736862953800049,0.0,21.9520752383741,0.0,11.600939890232516,0.0,0.0,0.0,26.68893819217415,11.600939890232516,0.0,0.0,0.0,18.350951813682208,0.0,0.0,0.0,0.0,0.0,21.9520752383741,0.0,11.600939890232516,18.350951813682208,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,9.23,18.350951813682208,21.9520752383741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.337802844032566,0.0,58.5970987654321,4.32469135802469,0.0,0.0,-2.937500000000001,0.0,0.0,-4.946442901234566,-3.5100694444444445,0.0,1.0,10,0,1,0,0,0,0,0,0,1,0,7,2,0,0,0,0,2.3528000000000002,22.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9,0.544068044,2.731588765
0.42450555,-0.08819666,0.32441,11.587962962962962,11.587962962962962,2.525462962962963,-4.629243827160494,0.48329409286155045,15.9,184.49099999999999,182.475,183.971433464,62,0,0.404702516427719,-0.25447272008479,0.404702516427719,0.25447272008479,1.2,1.6,1.7,35.495779321793904,10.685410592499053,2.427272129060784,-2.143217938250827,2.272654716583178,-2.3087636967218055,6.1961778177549895,-0.3299769516254823,1.6030516808031245,3.8655589302387368,105.06618564394175,8.361807319565798,4.330735666898478,5.086664612916933,4.359877892410452,1.979337574175457,2.415773354647442,1.241001343301578,1.6241764533060352,0.5002598434248662,0.7543041438308056,0.17021240294487536,0.22164685293223932,-0.10000000000000003,78.54953235935311,9.900000000000002,3.337834264767743,3.1657183738742534,57.71362372764249,0.0,0.0,0.0,0.0,5.630857217554624,12.720094596127586,4.736862953800049,4.39041504767482,17.56166019069928,0.0,11.600939890232516,0.0,0.0,0.0,26.68893819217415,11.600939890232516,0.0,0.0,0.0,18.350951813682208,0.0,0.0,0.0,0.0,0.0,21.9520752383741,0.0,11.600939890232516,18.350951813682208,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,9.23,18.350951813682208,21.9520752383741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.337802844032566,0.0,59.024537037037035,4.138503086419752,0.0,0.0,-3.262500000000001,0.0,0.0,-4.629243827160494,-3.7435185185185196,0.0,1.0,10,0,1,0,0,0,0,0,0,1,0,7,3,0,0,0,0,2.3528000000000002,22.784999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9,0.645422269,2.815577748
0.43546974,-0.11220313,0.38841,12.923380102040817,12.923380102040817,1.3937308673469389,-7.360781249999999,0.5165751014110705,18.0,386.03499999999997,386.03499999999997,385.96238894,140,0,0.5286000661385706,-0.23800782309299984,0.5286000661385706,0.23800782309299984,0.43478260869565216,0.782608695652174,1.0434782608695652,19.435219976743525,10.247722760850353,2.793874650840118,-2.346763322079888,2.5113443173601584,-2.6191429449697936,4.8718853084712475,-0.5845925481009637,2.0449870736049025,5.701846608465062,406.206341632289,19.121320343559645,9.516247493520767,9.516247493520767,9.621320343559642,4.370496182456178,4.370496182456178,3.27082965726316,3.27082965726316,1.4768642817540638,1.4768642817540638,0.812172774987153,0.812172774987153,-1.1000000000000005,12333.317040911166,21.899999999999995,5.762010150305275,6.129415193635519,114.22209292930053,0.0,0.0,0.0,0.0,0.0,37.159075756786706,0.0,9.473725907600098,31.07935323984897,35.123320381398564,0.0,0.0,0.0,0.0,75.67639952884764,0.0,0.0,0.0,0.0,37.159075756786706,0.0,0.0,0.0,0.0,0.0,61.46581066744749,0.0,0.0,37.159075756786706,14.210588861400147,0.0,0.0,0.0,0.0,0.0,0.0,27.69,37.159075756786706,61.46581066744749,0.0,0.0,0.0,0.0,14.210588861400147,0.0,0.0,0.0,0.0,171.96757015306122,0.0,0.0,0.0,0.0,-7.30889030612245,0.0,-34.65867984693877,0.0,0.0,1.0,23,0,3,0,0,0,0,0,0,3,0,17,5,0,0,0,0,4.447,35.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,2.903089987,4.012837225
0.414567615,-0.073366255,0.29323,4.763888888888888,4.763888888888888,0.19444444444444464,0.19444444444444464,0.3899621067041533,6.0,84.933,82.917,83.953355424,20,0,0.09670639037649198,-0.10913232990050524,0.10913232990050524,0.09670639037649198,1.3333333333333333,1.3333333333333333,1.3333333333333333,35.5390050819453,11.925994918054707,1.4122044204025896,-1.423630359926603,1.7266753099347363,-1.239675309934736,6.402082914730795,2.204917085269205,0.9182958340544894,1.6329931618554523,2.7548875021634682,2.7071067811865475,1.463035727205002,2.974893619241911,1.4142135623730951,0.5345224838248487,1.6035674514745462,0.10101525445522105,0.9091372900969896,0.0,0.0,0.0,0.0,0.58,2.7548875021634682,3.5799999999999996,2.58,2.580000000000001,29.3457834815929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.20187978046503,0.0,0.0,0.0,5.33918526701467,0.0,23.20187978046503,0.0,0.0,0.0,0.0,5.33918526701467,0.0,0.0,0.0,0.0,0.0,0.0,23.20187978046503,5.33918526701467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33918526701467,0.0,0.0,0.0,0.0,0.0,0.0,23.20187978046503,0.0,9.527777777777777,0.0,0.19444444444444464,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.4215,16.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,-0.307153081,1.049218023
0.37694324,-0.07902519,0.29406,12.970121882086168,12.970121882086168,2.0700941279289484,-8.276383219954647,0.5971802928745348,16.32,414.10799999999983,409.06799999999987,414.01008808000006,152,0,0.4596472944393932,-0.39614042090829676,0.4596472944393932,0.39614042090829676,0.44,0.72,1.0,19.434303921978227,9.900440849870424,2.926581833463516,-2.409826128768731,2.6206547191557967,-2.72179151842364,5.123985060500917,-0.4522593361560899,2.3544400769369576,6.3963889432036325,475.88392823301484,20.914213562373096,11.030894253011455,11.030894253011455,10.560660171779821,5.504514704179313,5.504514704179313,4.547779834123849,4.547779834123849,2.81853277420478,2.81853277420478,1.296612122894364,1.296612122894364,-1.0900000000000005,43430.00165917912,23.91,5.973004132858219,3.092829532188688,126.93605273909195,5.106527394840706,0.0,0.0,0.0,0.0,41.711473526010934,0.0,0.0,65.8562257151223,0.0,0.0,0.0,13.027703587438928,0.0,70.96275310996302,0.0,0.0,0.0,0.0,48.13229514893695,6.606881964512918,0.0,0.0,0.0,0.0,65.8562257151223,0.0,0.0,53.42488288536456,0.0,0.0,6.4208216229260096,0.0,0.0,0.0,0.0,20.23,54.73917711344987,65.8562257151223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,188.63549140491443,0.0,0.0,7.966905688182068,0.0,-46.454740685626106,0.0,-10.327562279541446,-2.0700941279289484,0.0,1.0,25,1,1,0,0,0,0,0,0,1,1,16,7,0,0,0,0,4.7429000000000014,47.43979999999999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.32,-1.327902142,-0.347753659
0.422616145,-0.114412705,0.32476,10.057098765432098,10.057098765432098,0.7777777777777777,-0.7777777777777777,0.3737343558390309,6.0,68.47800000000001,66.462,67.982905964,20,0,0.16289509380489306,-0.23364725235230419,0.23364725235230419,0.16289509380489306,2.0,2.0,2.0,35.49569634388328,11.82918850028555,1.4260470226198603,-1.4245599463570835,1.6508954077685765,-1.2917636237575587,6.164307149697664,0.5989549126291803,0.9182958340544894,1.6329931618554523,4.754887502163468,2.7071067811865475,1.463035727205002,2.2189646732234563,1.4142135623730951,0.5345224838248487,1.0690449676496974,0.10101525445522105,0.3030457633656632,0.0,0.0,0.0,0.0,0.21999999999999997,2.7548875021634682,3.2199999999999998,2.2199999999999993,2.219999999999995,23.20805265763746,0.0,0.0,6.133772794319238,0.0,0.0,0.0,0.0,4.39041504767482,0.0,0.0,11.600939890232516,0.0,0.0,0.0,4.39041504767482,11.600939890232516,0.0,0.0,0.0,0.0,6.133772794319238,0.0,0.0,0.0,0.0,4.39041504767482,0.0,11.600939890232516,6.133772794319238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.133772794319238,4.39041504767482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.600939890232516,0.0,10.057098765432098,4.3317901234567895,0.0,0.0,0.0,0.0,0.0,-0.7777777777777777,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.1522,11.828000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.079181246,1.899820502
