Number,SMILE,IP,EA,HomoLumoGap,MolWt,MolLogP,MolMR,HeavyAtomCount,LabuteASA,BalabanJ,BertzCT
12,C(#N)C(C(F)(F)F)(C(F)(F)F)F ,0.460778278,-0.045651207,0.32379,195.03699999999998,2.3428799999999996,21.562000000000005,12,61.38540487297173,5.135322703617326,190.91694057588538
13,C(=C(/C(F)(F)F)\F)(\C(F)(F)F)/F,0.401892614,-0.040775006,0.25182,200.028,3.2615999999999996,21.352000000000004,12,60.468757562245,4.964229828305063,170.08384997862262
14,C(=C(/C(F)(F)F)\F)\F,0.387456284,-0.081865793,0.26508,132.031,2.3290999999999995,16.354000000000003,8,41.60720923906968,4.0288936847484,98.73163483668567
15,C(=C(/F)\Cl)(\F)/Cl  ,0.34915741,-0.06960847,0.24204,132.924,2.5296000000000003,20.948,6,43.35219336965772,3.675948764555208,59.617270614347476
16,C(=C(\C(F)(F)F)/F)\F,0.38680363,-0.078676595,0.26133,132.031,2.3290999999999995,16.354000000000003,8,41.60720923906968,4.0288936847484,98.73163483668567
17,C(=C(Cl)Cl)(Cl)Cl,0.34069019,-0.03826466,0.22142,165.834,3.0682,30.438000000000002,6,55.6276550175686,3.675948764555208,55.617270614347476
18,C(=C(Cl)Cl)(F)F,0.34990958,-0.07309798,0.24667,132.924,2.5296,20.948,6,43.35219336965772,3.675948764555208,59.617270614347476
19,C(=C(Cl)Cl)Cl,0.34557732,-0.05399329,0.2316,131.389,2.5017000000000005,25.642,5,45.324388790686925,3.1431973062780685,42.854752972273346
20,C(=C(F)F)(C(=C(F)F)F)F,0.322808574,-0.052947202,0.2002,162.03199999999998,3.1415999999999995,20.700000000000003,10,51.448083724208274,4.708295226687178,159.92449716458776
21,C(=C(F)F)(C(C(F)(F)F)(F)F)F,0.382938944,-0.066658337,0.25522,200.02799999999996,3.261599999999999,21.352000000000004,12,60.468757562245,5.007620490306531,193.59362498294954
22,C(=C(F)F)(C(C(F)(F)F)(F)F)F ,0.381971942,-0.072161368,0.26111,200.02799999999996,3.261599999999999,21.352000000000004,12,60.468757562245,5.007620490306531,193.59362498294954
23,C(=C(F)F)(C(F)(F)F)F,0.385783705,-0.084676947,0.26608,150.021,2.6262999999999996,16.405,9,45.772744641995914,4.399515870465617,125.72862410467503
24,C(=C(F)F)(F)F,0.367042484,-0.140748955,0.2841,100.01400000000001,1.9909999999999997,11.458000000000002,6,31.076731721746842,3.675948764555208,55.617270614347476
25,C(=C(F)F)(OC(F)(F)F)F,0.369837428,-0.110437553,0.27597,166.01999999999998,2.5578999999999996,17.490000000000002,10,50.8862898715028,4.055712041081348,141.56214348997952
26,C(=C(F)F)F,0.367537859,-0.134661826,0.28046,82.024,1.6937999999999998,11.407000000000002,5,26.911196318820604,3.1431973062780685,42.854752972273346
27,C(=C/Cl)\C(F)(F)F  ,0.380799562,-0.054501372,0.25117,130.496,2.3011999999999997,21.048,7,43.57940466009889,3.559682478280344,72.73943005576992
28,C(=C/Cl)\F  ,0.357129643,-0.097376176,0.25675,80.489,1.6659000000000002,16.101,4,28.88339173984981,2.549193338482967,21.219280948873624
29,C(=C/F)\C(F)(F)F,0.395292688,-0.080720398,0.27302,114.04100000000001,2.0319,16.303,7,37.441673836143444,3.559682478280344,69.49431755793337
30,C(=C\C(F)(F)F)\C(F)(F)F,0.418603578,-0.033431564,0.26327,164.048,2.6672000000000002,21.25,10,52.13768675639253,4.0145586598689835,109.66369253840436
31,C(=C\F)\C(F)(F)F,0.394313412,-0.075322411,0.26707,114.04100000000001,2.0319,16.303,7,37.441673836143444,3.559682478280344,69.49431755793337
32,C(=CC(F)(F)F)C(F)(F)F,0.420768808,-0.03959119,0.27159,164.048,2.6672000000000002,21.25,10,52.13768675639253,4.0145586598689835,109.66369253840436
33,C(=CCl)C(F)(F)F ,0.380799567,-0.054501368,0.25117,130.496,2.3011999999999997,21.048,7,43.57940466009889,3.559682478280344,72.73943005576992
34,C(=O)(C(C(F)(F)F)(C(F)(F)F)F)C(C(F)(F)F)(F)F,0.40479327,0.01439948,0.21221,316.04099999999994,3.5859999999999994,31.95800000000001,19,94.71190853497117,6.059229778170059,341.886572833313
35,C(Br)(Br)Br,0.3652842,-0.00429108,0.20765,252.731,2.4547,30.569,4,50.341893844753635,2.3237900077244498,8.0
36,C(Br)Br ,0.37603692,-0.04564583,0.24224,173.83499999999998,1.7337,22.720999999999997,3,36.47434623911227,1.6329931618554523,2.7548875021634682
37,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F  ,0.42710509,-0.08330107,0.3597,338.03799999999995,4.6522,31.898000000000007,20,98.88145724077988,6.082753304270882,318.84086807980646
38,C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.42810556,-0.11445633,0.37523,220.03399999999996,3.0843999999999996,21.953000000000003,13,65.32389599735549,5.039847128628226,176.5439480752344
39,C(C(C(C(F)(F)F)(F)F)(F)F)O,0.394277715,-0.118131188,0.33801,200.053,1.8115999999999999,23.034799999999997,12,61.78705894369902,4.847021821216797,159.27953606077998
40,C(C(C(C(F)(F)F)F)(F)F)O,0.397771334,-0.126354823,0.3478,182.06300000000002,1.5144,22.983799999999995,11,57.62152354077279,4.352448403526289,129.03419779635638
41,C(C(C(F)(F)Cl)(F)F)(F)Cl  ,0.41301378,-0.06068886,0.31399,202.93699999999998,2.9877000000000002,26.496,10,62.90334472501729,4.403817966606919,116.55169583620197
42,C(C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F ,0.43155834,-0.10653184,0.36586,288.03099999999995,4.0169,26.951000000000004,17,84.1854443205308,5.733228775936009,250.25156354602234
43,C(C(C(F)(F)F)(F)F)(C(F)(F)F)(F)F ,0.45274427,-0.11874679,0.39637,238.02399999999997,3.3815999999999997,22.004000000000005,14,69.48943140028172,5.300082077607573,181.14233798589447
44,C(C(C(F)(F)F)(F)F)(F)F,0.444128271,-0.146483982,0.40148,170.027,2.4490999999999996,17.006000000000004,10,50.62788307710641,4.403817966606919,110.50985185623556
45,C(C(C(F)(F)F)(F)F)F,0.442388325,-0.138171478,0.39405,152.037,2.1535,16.977000000000004,9,46.46234767418017,4.1447263667447585,90.96632017383186
46,C(C(C(F)(F)F)(F)F)O,0.402461134,-0.13416049,0.3498,150.04600000000002,1.1763000000000003,18.0878,9,47.091046023449955,4.1447263667447585,94.86645470372198
47,C(C(C(F)(F)F)F)(C(C(F)(F)F)(F)F)F,0.43849431,-0.09893422,0.37426,252.05099999999996,3.4224999999999994,26.849000000000004,15,75.85437351467833,4.939401424040852,210.83308753677895
48,C(C(C(F)(F)F)F)F,0.441109306,-0.135181198,0.38883,134.047,1.8563000000000003,16.926000000000002,8,42.29681227125394,3.623281003705976,64.56425891682002
49,C(C(C(F)F)(F)F)F,0.425993591,-0.144049611,0.38625,134.047,1.8563000000000003,16.926000000000002,8,42.29681227125394,3.708324167474306,68.07403392114698
50,C(C(C(F)F)(F)F)O,0.391070215,-0.137037425,0.34576,132.056,0.8791,18.036800000000003,8,42.92551062052372,3.708324167474306,71.6836743955838
51,C(C(C(F)F)(F)F)OC(F)F,0.41273935,-0.139536222,0.38321,182.063,2.1260000000000003,22.906999999999996,11,57.94083501808366,3.729270365317557,113.14991061829625
52,C(C(Cl)(Cl)Cl)(F)(F)Cl,0.40493145,-0.0206872,0.26619,203.82999999999998,3.1882,31.090000000000003,8,64.64832885560531,4.020391543176799,67.01955000865388
53,C(C(Cl)(Cl)Cl)(F)(F)F,0.41366938,-0.02413213,0.26783,187.37499999999997,2.9189,26.345000000000002,8,58.510598031649884,4.020391543176799,67.50977500432694
54,C(C(Cl)Cl)(F)F ,0.41720555,-0.06150521,0.29595,134.94,2.0552,21.497999999999998,6,44.04179640184197,2.9934972434784735,30.52932501298081
55,C(C(F)(Cl)Cl)(Cl)Cl ,0.39143845,-0.02880397,0.26726,185.84,2.891,31.038999999999998,7,60.48279345267909,3.541196965079901,55.20035947603792
56,C(C(F)(Cl)Cl)(F)(Cl)Cl,0.40716058,-0.02792182,0.28124,203.83,3.1882,31.090000000000003,8,64.64832885560531,4.020391543176799,67.01955000865388
57,C(C(F)(Cl)Cl)(F)(F)Cl,0.42040364,-0.04029044,0.29286,187.375,2.9189,26.345,8,58.510598031649884,4.020391543176799,67.50977500432694
58,C(C(F)(Cl)Cl)(F)(F)F,0.43024014,-0.04854384,0.29392,170.92,2.6496,21.6,8,52.37286720769444,4.020391543176799,67.01955000865388
59,C(C(F)(Cl)Cl)(F)Cl  ,0.40705172,-0.03901046,0.28215,169.385,2.6217000000000006,26.294,7,54.345062628723646,3.541196965079901,56.44547197387445
60,C(C(F)(Cl)Cl)F  ,0.41872573,-0.05778599,0.29288,134.94,2.0568,21.52,6,44.04179640184197,3.168489872670569,39.30296890880646
61,C(C(F)(F)Br)(F)(F)Br ,0.39522931,-0.01531468,0.24622,259.822,2.9618,27.748,8,59.501429965213816,4.020391543176799,67.01955000865388
62,C(C(F)(F)Cl)(Cl)Cl ,0.40670093,-0.04148207,0.28432,169.38500000000002,2.6216999999999997,26.294,7,54.345062628723646,3.541196965079901,56.44547197387445
63,C(C(F)(F)Cl)(F)(F)Cl,0.43310363,-0.0657485,0.32408,170.92000000000002,2.6495999999999995,21.6,8,52.37286720769444,4.020391543176799,67.01955000865388
64,C(C(F)(F)Cl)(F)(F)F ,0.4565249,-0.08459308,0.33644,154.465,2.3802999999999996,16.855,8,46.235136383739004,4.020391543176799,65.40990953421706
65,C(C(F)(F)Cl)(F)Cl ,0.42559675,-0.0689971,0.31698,152.93,2.3524000000000003,21.549,7,48.20733180476821,3.541196965079901,56.44547197387445
66,C(C(F)(F)F)(C(F)(F)F)(F)F  ,0.465475764,-0.145627378,0.42021,188.01699999999997,2.7462999999999997,17.057000000000002,11,54.79341848003264,4.7484085779251695,120.39661034611619
67,C(C(F)(F)F)(C(F)(F)F)F,0.46716158,-0.135396352,0.41225,170.027,2.4490999999999996,17.006000000000004,10,50.627883077106404,4.231132186198015,93.00007685190862
68,C(C(F)(F)F)(Cl)Br ,0.40330832,-0.03906782,0.25572,197.381,2.5084999999999997,24.623,7,51.7716131835279,3.541196965079901,58.44547197387445
69,C(C(F)(F)F)(Cl)Cl ,0.42308256,-0.05666273,0.29568,152.93,2.3524000000000003,21.549,7,48.20733180476821,3.541196965079901,56.44547197387445
70,C(C(F)(F)F)(F)(F)F,0.494092245,-0.191544565,0.47485,138.01000000000002,2.1109999999999998,12.110000000000003,8,40.09740555978357,4.020391543176799,61.50977500432693
71,C(C(F)(F)F)(F)Br  ,0.41074817,-0.06402068,0.27328,180.926,2.2392000000000003,19.878,7,45.63388235957246,3.541196965079901,55.20035947603792
72,C(C(F)(F)F)(F)Cl  ,0.434961906,-0.090618587,0.32506,136.47500000000002,2.0831,16.804000000000002,7,42.06960098081277,3.541196965079901,55.20035947603792
73,C(C(F)(F)F)(F)F,0.466143167,-0.182417438,0.43772,120.02000000000001,1.8137999999999999,12.059000000000003,7,35.93187015685733,3.541196965079901,51.5907190016011
74,C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F,0.44524624,-0.11831992,0.41176,286.0399999999999,3.651299999999999,27.985000000000003,17,85.13345414711145,5.0446555178760555,262.0158056483806
75,C(C(F)(F)F)(OC(F)(F)F)F,0.463875284,-0.158402893,0.44026,186.02599999999995,2.3807,18.091,11,55.74142830661329,3.986683495990278,122.6278258397897
76,C(C(F)(F)F)(OC(F)F)F,0.449640889,-0.162287933,0.43354,168.03599999999997,2.0835,18.040000000000003,10,51.575892903687055,3.7348237213155926,97.65627610972469
77,C(C(F)(F)F)Br ,0.40375793,-0.07171444,0.27033,162.936,1.9436,19.848999999999997,6,41.46834695664622,3.168489872670569,38.54808140664299
78,C(C(F)(F)F)C(F)(F)F,0.475636481,-0.161763272,0.46237,152.037,2.5011,16.727000000000004,9,46.46234767418017,3.746417931251032,73.45654516950493
79,C(C(F)(F)F)Cl  ,0.431566028,-0.096790179,0.31956,118.48500000000001,1.7875,16.775000000000002,6,37.904065577886534,3.168489872670569,38.54808140664299
80,C(C(F)(F)F)F,0.465805406,-0.167768408,0.42813,102.03000000000002,1.5182000000000002,12.030000000000003,6,31.7663347539311,3.168489872670569,35.30296890880646
81,C(C(F)(F)F)O,0.41202365,-0.151136567,0.36098,100.039,0.5410000000000001,13.140800000000002,6,32.39503310320087,3.168489872670569,38.54808140664299
82,C(C(F)(F)F)OC(C(F)(F)F)(F)F,0.44815765,-0.13980736,0.40703,218.04299999999995,2.7203999999999997,23.009,13,66.27190582393614,4.206154772054343,165.96329012267483
83,C(C(F)(F)F)OC(C(F)F)(F)F,0.434114265,-0.137440918,0.40175,200.05299999999997,2.4232000000000005,22.958,12,62.1063704210099,3.9252031894232204,138.83202715243524
84,C(C(F)(F)F)OC(F)(F)F,0.450522174,-0.159293268,0.4162,168.03599999999997,2.0851,18.062,10,51.57589290368706,3.563001750182873,86.54100625134225
85,C(C(F)(F)F)OC(F)F,0.434837613,-0.164974143,0.41141,150.046,1.7879,18.011,9,47.410357500760824,3.28071084001375,76.76251764207414
86,C(C(F)(F)F)OC=O,0.41206806,-0.091208606,0.29053,128.049,0.7217,18.070999999999998,8,43.240808794952116,3.2392807452663406,77.08794560136667
87,C(C(F)(F)F)OCC(F)(F)F,0.390384198,-0.137943535,0.35659,182.063,2.1276,22.928999999999995,11,57.94083501808366,3.4365348249497805,98.73114066028502
88,C(C(F)Cl)(F)Cl  ,0.41812027,-0.07325918,0.31375,134.94,2.0552,21.497999999999998,6,44.04179640184197,2.9934972434784735,30.52932501298081
89,C(C(F)Cl)Cl ,0.40263497,-0.06753868,0.29848,116.95,1.7596,21.468999999999998,5,39.87626099891573,2.5395388613593908,21.609640474436812
90,C(C(F)F)(C(F)(F)F)F,0.446135934,-0.135497046,0.39126,152.037,2.1519000000000004,16.955000000000002,9,46.46234767418017,3.877604668586773,82.79398751947123
91,C(C(F)F)(C(F)F)F,0.425523876,-0.137884465,0.38037,134.047,1.8547,16.904000000000003,8,42.29681227125394,3.4642268472310964,52.69412204936134
92,C(C(F)F)(F)F,0.44230689,-0.180812396,0.41552,102.03000000000002,1.5166,12.008000000000003,6,31.766334753931094,2.9934972434784735,26.52932501298081
93,C(C(F)F)(OC(F)(F)F)F,0.443660829,-0.158507004,0.41983,168.03599999999997,2.0835,18.040000000000003,10,51.57589290368706,3.684241106689692,97.65627610972469
94,C(C(F)F)C(F)(F)F,0.448141575,-0.168001068,0.43359,134.047,2.2039,16.676000000000002,8,42.296812271253934,3.388924101358251,62.56425891682004
95,C(C(F)F)F,0.437768714,-0.17073717,0.40601,84.04,1.221,11.979000000000003,5,27.600799351004863,2.5395388613593908,18.854752972273346
96,C(C(F)F)O,0.395412296,-0.159027348,0.35736,82.04899999999999,0.24380000000000007,13.089800000000002,5,28.22949770027464,2.5395388613593908,21.609640474436812
97,C(C(F)F)OC(C(F)(F)F)(F)F,0.42061607,-0.137700317,0.38777,200.05299999999997,2.4232000000000005,22.958,12,62.1063704210099,4.050917999458095,138.83202715243527
98,C(C(F)F)OC(C(F)F)(F)F,0.412228567,-0.139451699,0.38723,182.06299999999996,2.1260000000000003,22.906999999999996,11,57.94083501808366,3.729270365317557,113.14991061829625
99,C(C(F)F)OC(F)(F)F,0.421283431,-0.159982744,0.39895,150.046,1.7879,18.011,9,47.41035750076082,3.2807108400137506,76.76251764207414
100,C(C(OC(C(F)(F)F)(F)F)(F)F)(F)F,0.44160814,-0.13445993,0.41661,236.03299999999996,3.016,23.038,14,70.43744122686236,4.6744778449093785,193.47886011153977
101,C(C(OC(F)(F)F)(F)F)(C(F)(F)F)F,0.45755003,-0.12745314,0.41088,236.03299999999996,3.016,23.038,14,70.43744122686236,4.6272677578405474,189.96908510721286
102,C(C=O)C(F)(F)F,0.384324082,-0.057437175,0.22868,112.05000000000001,1.1377,16.736,7,38.12726356544523,3.336809769016681,65.07049634349661
103,C(CBr)Br,0.36698874,-0.04744323,0.2502,187.862,1.7762,27.587999999999994,4,42.83928835350887,1.9747448713915894,6.0
104,C(CC(F)(F)F)CO,0.383171433,-0.140146978,0.34344,128.09300000000002,1.3212000000000002,22.374799999999997,8,45.124917331994084,3.1117661943884265,58.793987519471216
105,C(CCl)Cl ,0.397082481,-0.076693792,0.30045,98.96000000000001,1.464,21.439999999999994,4,35.71072559598951,1.9747448713915894,6.0
106,C(CF)F,0.435398311,-0.168545693,0.39959,66.05,0.9254,11.950000000000003,4,23.435263948078628,1.9747448713915894,6.0
107,C(CF)O,0.385083898,-0.166996319,0.35533,64.059,-0.05179999999999996,13.060800000000002,4,24.0639622973484,1.9747448713915894,8.0
108,C(Cl)(Cl)(Cl)Cl ,0.40852219,-0.00073784,0.2469,153.823,2.5529,26.143,5,49.952315935356246,3.0237157840738176,19.11941547876375
109,C(Cl)(Cl)Cl  ,0.4066057,-0.03379489,0.26614,119.37800000000001,1.9864,21.346999999999998,4,39.64904970847457,2.3237900077244498,8.0
110,C(Cl)Br,0.38953315,-0.05686502,0.25797,129.38400000000001,1.5776,19.647,3,32.910064860352584,1.6329931618554523,4.754887502163468
111,C(CO)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F  ,0.37929881,-0.09606565,0.30746,314.09399999999994,3.4723,37.545800000000014,19,97.5440268985938,5.76901042128706,317.4956154916877
112,C(CO)C(F)(F)F,0.390538614,-0.154911782,0.35691,114.06600000000002,0.9311,17.757800000000003,7,38.75997521759748,3.154490065368808,48.63193444574935
113,C(CO)C(F)(F)F  ,0.392805693,-0.143236939,0.34552,114.06600000000002,0.9311,17.757800000000003,7,38.75997521759748,3.154490065368808,48.63193444574935
114,C(F)(Cl)(Cl)Cl,0.41484832,-0.02017459,0.26004,137.368,2.2836,21.398,5,43.8145851114008,3.0237157840738176,22.364527976600282
115,C(F)(Cl)Cl,0.4224273,-0.06286567,0.29459,102.923,1.7171,16.602,4,33.511318884519135,2.3237900077244498,10.75488750216347
116,C(F)(F)(Br)Br ,0.39051257,-0.01953755,0.22834,209.815,2.3265000000000002,22.801,5,44.805417044964734,3.0237157840738176,23.11941547876375
117,C(F)(F)(Cl)Br  ,0.41649533,-0.03301127,0.24998,165.364,2.1704,19.727,5,41.241135666205054,3.0237157840738176,25.11941547876375
118,C(F)(F)(Cl)Cl,0.43204057,-0.05132536,0.29035,120.91300000000001,2.0143,16.653,5,37.676854287445366,3.0237157840738176,23.11941547876375
119,C(F)(F)(F)Br ,0.42967108,-0.06963154,0.28013,148.909,1.9011,14.982,5,35.10340484224961,3.0237157840738176,22.364527976600282
120,C(F)(F)(F)Cl,0.46668444,-0.100428753,0.34132,104.45800000000001,1.7449999999999999,11.908,5,31.539123463489926,3.0237157840738176,22.364527976600282
121,C(F)(F)(F)F,0.552391616,-0.300664529,0.60756,88.00300000000001,1.4756999999999998,7.163,5,25.401392639534482,3.0237157840738176,19.11941547876375
122,C(F)(F)(F)S(F)(F)(F)(F)F ,0.48719863,-0.01694857,0.31006,196.06199999999998,3.8046999999999995,19.186000000000003,10,49.536302937495584,5.137570366690087,139.3579162779442
123,C(F)(F)Br,0.41649525,-0.07931005,0.28107,130.91899999999998,1.6039,14.931,4,30.93786943932338,2.3237900077244498,10.75488750216347
124,C(F)(F)Cl  ,0.450858998,-0.107018621,0.33856,86.468,1.4478,11.857000000000001,4,27.37358806056369,2.3237900077244498,10.75488750216347
125,C(F)(F)F  ,0.513551347,-0.220811165,0.50549,70.013,1.1784999999999999,7.112,4,21.23585723660825,2.3237900077244498,8.0
126,C(F)F ,0.462914254,-0.199090147,0.44412,52.022999999999996,0.8829,7.083,3,17.07032183368202,1.6329931618554523,2.7548875021634682
127,C(OC(C(F)(F)F)C(F)(F)F)F,0.414008661,-0.139102222,0.38006,200.05299999999997,2.4232000000000005,22.958,12,62.10637042100989,4.451370337553119,121.32225214810833
128,C(OC(C(OC(C(OC(C(OC(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F ,0.42209997,-0.10784641,0.40549,466.0679999999998,5.0548,46.02999999999998,28,140.39659319345307,5.64344943017483,472.7736377748582
129,C(OC(C(OC(C(OC(F)F)(F)F)(F)F)(F)F)(F)F)(F)F  ,0.42972064,-0.12238995,0.40972,350.0549999999999,3.8526,35.05100000000001,21,105.89102212344805,5.221512557453938,309.8844652408676
130,C(OC(C(OC(OC(F)F)(F)F)(F)F)(F)F)(F)F ,0.44077539,-0.13627213,0.42476,300.0479999999999,3.2173,30.104,18,91.19500920319898,4.819985967980672,266.238766217315
131,C(OC(F)(F)F)(F)F,0.47727846,-0.191236976,0.47323,136.019,1.7453999999999998,13.144000000000002,8,41.04541538636421,3.388924101358251,65.31914641898351
132,C(OC(F)F)(F)F,0.46223828,-0.18825696,0.46523,118.02900000000001,1.4482,13.093000000000002,7,36.87987998343798,2.953223174561293,38.95445336320969
133,C=C(C(F)(F)F)C(F)(F)F,0.420570216,-0.042582466,0.27334,164.048,2.6672000000000002,21.25,10,52.13768675639253,4.398990539719588,120.80725598781608
134,C=C(C(F)(F)F)F,0.395688332,-0.079605069,0.27158,114.04100000000001,2.0319,16.303,7,37.44167383614345,3.7911184170869663,79.42592196522058
135,C=C(F)F,0.374979178,-0.134322125,0.28947,64.034,1.3965999999999998,11.356000000000002,4,22.745660915894376,2.8030394876740514,27.019550008653873
136,C=CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F  ,0.38933076,-0.04839982,0.27212,346.0859999999999,4.911200000000001,40.986999999999995,21,106.7562030344626,6.196967849934973,400.88454760944825
137,C=CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F ,0.39444207,-0.05330489,0.27227,246.07199999999995,3.6406,31.093,15,77.36417719396445,5.474544774893143,247.81840902932043
138,C=CC(C(C(F)(F)F)(F)F)(F)F,0.396643015,-0.057370464,0.27259,196.06499999999997,3.0053,26.145999999999997,12,62.66816427371538,4.97335956314268,176.72598183219483
139,C=CC(C(F)(F)F)(F)F,0.400060601,-0.065103318,0.27422,146.05800000000002,2.37,21.198999999999998,9,47.972151353466295,4.322570986780221,110.61662740247263
140,C=CC(F)(F)F,0.403786882,-0.076706918,0.27809,96.051,1.7347,16.252000000000002,6,33.27613843321721,3.4459912135188384,51.548875021634686
141,C=CCOC(=O)C(F)(F)F,0.366368943,-0.058972677,0.24274,154.087,1.2779,27.210999999999995,10,55.281089991561075,3.739894884650757,138.31871457045798
142,C=CF,0.374231874,-0.126083181,0.28154,46.044,1.0994,11.305000000000001,3,18.580125512968138,2.1874960973678963,10.264662506490405
143,C=COC(=O)C(F)(F)F,0.368239439,-0.037125288,0.22521,140.06,1.2354,22.343999999999998,9,48.91614787716447,3.882768219414684,126.2646625064904
144,C=COCC(F)(F)F,0.33623079,-0.121188592,0.26885,126.07700000000001,1.7087999999999999,22.203999999999994,8,44.7546257771207,3.2392807452663406,75.84283310353014
145,CBr ,0.38708764,-0.09880752,0.27494,94.939,1.0110999999999999,14.851,2,22.606798633470913,1.0,2.0
146,CC(=O)C(F)(F)F,0.385391595,-0.046320215,0.22636,112.05000000000001,1.1377,16.736,7,38.12726356544523,3.7911184170869663,82.67103446305711
147,CC(C(F)(F)F)(F)F,0.44720753,-0.176548456,0.43408,134.04700000000003,2.2039,16.676000000000002,8,42.29681227125394,4.020391543176799,62.655022032053594
148,CC(C)(F)F,0.422796813,-0.165457053,0.41703,80.07700000000001,1.6615,16.295,5,29.800206062475237,3.0237157840738176,20.36452797660028
149,CC(C)Br,0.36951547,-0.08732849,0.26734,122.993,1.7897,24.06299999999999,4,35.33668286226413,2.3237900077244498,8.0
150,CC(C)Cl,0.39144981,-0.111519423,0.31386,78.542,1.6336,20.988999999999994,4,31.772401483504442,2.3237900077244498,8.0
151,CC(CC(F)(F)F)(F)F,0.433993344,-0.151148554,0.41863,148.074,2.594000000000001,21.292999999999996,9,48.661754385650546,3.746417931251032,74.11156720155853
152,CC(Cl)(Cl)Cl,0.39595577,-0.03598373,0.26298,133.405,2.376500000000001,25.963999999999995,5,46.013991822871176,3.0237157840738176,20.36452797660028
153,CC(F)(F)Cl ,0.436173907,-0.102814918,0.32984,100.495,1.8379,16.474,5,33.7385301749603,3.0237157840738176,23.11941547876375
154,CC(F)(F)F,0.482135692,-0.188740591,0.48056,84.04,1.5686000000000002,11.729000000000003,5,27.600799351004863,3.0237157840738176,20.36452797660028
155,CC(F)F,0.440398492,-0.184950293,0.43548,66.05,1.2714,11.678000000000003,4,23.435263948078628,2.3237900077244498,8.75488750216347
156,CCBr,0.37702165,-0.09448093,0.2721,108.966,1.4012,19.467999999999996,3,28.971740747867514,1.6329931618554523,2.7548875021634682
157,CCC(=O)C(F)(F)F,0.377949624,-0.04552587,0.22668,126.07700000000001,1.5278,21.352999999999994,8,44.49220567984184,3.823378455220923,93.94677016517798
158,CCC(F)(F)F,0.450925692,-0.167247538,0.44822,98.06700000000001,1.9587,16.346000000000004,6,33.965741465401464,3.168489872670569,35.79319390447952
159,CCCBr  ,0.37396719,-0.08854128,0.27139,122.993,1.7913000000000001,24.08499999999999,4,35.33668286226413,1.9747448713915894,5.245112497836532
160,CCCCCl ,0.390299252,-0.110923528,0.31668,92.56899999999999,2.0253,25.62799999999999,5,38.13734359790105,2.19060968716425,11.119415478763749
161,CCCl ,0.400733681,-0.118569972,0.31872,64.515,1.2451,16.394000000000002,3,25.407459369107833,1.6329931618554523,2.7548875021634682
