1,4.025
2,3.592
3,3.416
4,3.309
5,3.219
6,3.134
7,3.056
8,2.994
9,2.947
10,2.897
11,2.856
12,2.810
13,2.775
14,2.752
15,2.729
16,2.705
17,2.681
18,2.669
19,2.657
20,2.640
21,2.623
22,2.609
23,2.599
24,2.589
25,2.577
26,2.565
27,2.556
28,2.545
29,2.535
30,2.524
31,2.519
32,2.513
33,2.503
34,2.499
35,2.491
36,2.487
37,2.480
38,2.473
39,2.467
40,2.459
41,2.451
42,2.445
43,2.440
44,2.434
45,2.427
46,2.424
47,2.416
48,2.411
49,2.404
50,2.402
51,2.396
52,2.391
53,2.383
54,2.377
55,2.370
56,2.366
57,2.362
58,2.357
59,2.354
60,2.352
61,2.347
62,2.342
63,2.336
64,2.330
65,2.323
66,2.318
67,2.313
68,2.308
69,2.304
70,2.299
71,2.294
72,2.290
73,2.286
74,2.281
75,2.277
76,2.271
77,2.266
78,2.261
79,2.256
80,2.253
81,2.248
82,2.243
83,2.238
84,2.232
85,2.229
86,2.224
87,2.220
88,2.215
89,2.211
90,2.207
91,2.203
92,2.200
93,2.195
94,2.191
95,2.187
96,2.183
97,2.179
98,2.174
99,2.170
100,2.166
101,2.163
102,2.160
103,2.155
104,2.152
105,2.148
106,2.144
107,2.140
108,2.137
109,2.132
110,2.129
111,2.126
112,2.122
113,2.118
114,2.114
115,2.110
116,2.106
117,2.103
118,2.099
119,2.096
120,2.093
121,2.090
122,2.086
123,2.082
124,2.079
125,2.074
126,2.071
127,2.069
128,2.065
129,2.061
130,2.057
131,2.054
132,2.051
133,2.048
134,2.045
135,2.041
136,2.037
137,2.035
138,2.031
139,2.027
140,2.024
141,2.021
142,2.017
143,2.013
144,2.010
145,2.006
146,2.003
147,2.000
148,1.996
149,1.993
150,1.989
151,1.986
152,1.982
153,1.979
154,1.976
155,1.973
156,1.970
157,1.966
158,1.964
159,1.961
160,1.957
161,1.954
162,1.950
163,1.947
164,1.944
165,1.941
166,1.938
167,1.935
168,1.932
169,1.929
170,1.926
171,1.923
172,1.920
173,1.917
174,1.914
175,1.911
176,1.909
177,1.906
178,1.904
179,1.901
180,1.899
181,1.896
182,1.893
183,1.891
184,1.888
185,1.885
186,1.882
187,1.879
188,1.876
189,1.873
190,1.870
191,1.867
192,1.865
193,1.862
194,1.859
195,1.856
196,1.853
197,1.851
198,1.848
199,1.845
200,1.843
201,1.840
202,1.837
203,1.835
204,1.832
205,1.830
206,1.827
207,1.825
208,1.823
209,1.820
210,1.818
211,1.815
212,1.813
213,1.810
214,1.808
215,1.805
216,1.803
217,1.801
218,1.798
219,1.796
220,1.793
221,1.791
222,1.789
223,1.787
224,1.785
225,1.782
226,1.780
227,1.778
228,1.776
229,1.774
230,1.771
231,1.769
232,1.767
233,1.764
234,1.762
235,1.760
236,1.758
237,1.756
238,1.754
239,1.752
240,1.750
241,1.747
242,1.745
243,1.743
244,1.741
245,1.739
246,1.737
247,1.735
248,1.734
249,1.732
250,1.730
251,1.727
252,1.725
253,1.723
254,1.721
255,1.719
256,1.718
257,1.716
258,1.714
259,1.711
260,1.710
261,1.708
262,1.706
263,1.704
264,1.702
265,1.700
266,1.699
267,1.697
268,1.695
269,1.693
270,1.691
271,1.690
272,1.688
273,1.686
274,1.684
275,1.683
276,1.681
277,1.680
278,1.678
279,1.677
280,1.675
281,1.674
282,1.672
283,1.670
284,1.669
285,1.667
286,1.665
287,1.664
288,1.662
289,1.661
290,1.660
291,1.659
292,1.657
293,1.656
294,1.654
295,1.653
296,1.651
297,1.650
298,1.648
299,1.647
300,1.645
301,1.644
302,1.642
303,1.640
304,1.639
305,1.637
306,1.635
307,1.634
308,1.632
309,1.630
310,1.629
311,1.628
312,1.627
313,1.625
314,1.623
315,1.622
316,1.621
317,1.619
318,1.617
319,1.616
320,1.615
321,1.613
322,1.612
323,1.610
324,1.609
325,1.607
326,1.606
327,1.604
328,1.602
329,1.601
330,1.599
331,1.598
332,1.596
333,1.595
334,1.593
335,1.592
336,1.590
337,1.589
338,1.588
339,1.587
340,1.585
341,1.584
342,1.583
343,1.581
344,1.580
345,1.578
346,1.577
347,1.577
348,1.576
349,1.574
350,1.573
351,1.572
352,1.570
353,1.569
354,1.568
355,1.567
356,1.565
357,1.564
358,1.563
359,1.561
360,1.560
361,1.559
362,1.558
363,1.557
364,1.556
365,1.554
366,1.553
367,1.552
368,1.551
369,1.549
370,1.548
371,1.547
372,1.545
373,1.544
374,1.544
375,1.543
376,1.541
377,1.540
378,1.539
379,1.538
380,1.537
381,1.536
382,1.534
383,1.533
384,1.532
385,1.531
386,1.530
387,1.529
388,1.528
389,1.527
390,1.526
391,1.525
392,1.523
393,1.522
394,1.521
395,1.520
396,1.519
397,1.517
398,1.516
399,1.515
400,1.514
401,1.513
402,1.512
403,1.511
404,1.510
405,1.509
406,1.507
407,1.506
408,1.505
409,1.504
410,1.503
411,1.502
412,1.501
413,1.499
414,1.498
415,1.497
416,1.496
417,1.495
418,1.494
419,1.492
420,1.491
421,1.490
422,1.489
423,1.489
424,1.487
425,1.486
426,1.485
427,1.484
428,1.483
429,1.482
430,1.482
431,1.481
432,1.480
433,1.479
434,1.478
435,1.477
436,1.476
437,1.475
438,1.474
439,1.473
440,1.472
441,1.471
442,1.470
443,1.469
444,1.468
445,1.467
446,1.466
447,1.465
448,1.464
449,1.463
450,1.462
451,1.461
452,1.460
453,1.459
454,1.458
455,1.457
456,1.457
457,1.456
458,1.455
459,1.454
