P,q_H2S,q_CO2,q_CH4
1.0,6.2413e-06,4.161e-07,4.1608e-06
2.0,1.24825e-05,0.0,7.4895e-06
3.0,1.37308e-05,2.0804e-06,1.28986e-05
4.0,2.4965e-05,2.4965e-06,1.66434e-05
5.0,3.12063e-05,2.0804e-06,3.41189e-05
6.0,4.28567e-05,2.9126e-06,2.74616e-05
7.0,4.4521e-05,4.1608e-06,3.66154e-05
8.0,3.82797e-05,2.9126e-06,3.20385e-05
9.0,5.40909e-05,7.0734e-06,3.78637e-05
10.0,5.15944e-05,4.5769e-06,4.9514e-05
20.0,0.000133563,9.986e-06,8.82098e-05
30.0,0.0001760036,1.41469e-05,0.0001306504
40.0,0.0002450736,1.9972e-05,0.0001938952
50.0,0.0002904267,2.53811e-05,0.0002267659
60.0,0.000375724,3.41189e-05,0.0002846016
70.0,0.0003923674,4.28567e-05,0.0002975002
80.0,0.0004880667,5.40909e-05,0.0003624093
90.0,0.0005592171,6.03322e-05,0.0004264863
100.0,0.0006282871,6.15805e-05,0.0004472905
200.0,0.0012790427,0.0001048532,0.000954497
300.0,0.0018694661,0.0001664337,0.0014329938
400.0,0.002516893,0.0002292624,0.0019206444
500.0,0.003144764,0.000291675,0.0023130118
600.0,0.0037426769,0.0003453498,0.0027969176
700.0,0.0044175654,0.0004443779,0.0033095333
800.0,0.0050296252,0.0004472905,0.0038770721
900.0,0.0057669263,0.0005280108,0.0043089674
1000.0,0.006299514,0.0005841821,0.0047138173
2000.0,0.0123868251,0.0011887524,0.0092699388
3000.0,0.0194573431,0.0017425604,0.0145438053
4000.0,0.0250228846,0.0023217496,0.0188078357
5000.0,0.0315737135,0.0030615472,0.023571167
6000.0,0.0381836263,0.0034672292,0.028332834
7000.0,0.0433846781,0.0040310232,0.0325889588
8000.0,0.0501406364,0.0046056354,0.037307353
9000.0,0.0568117136,0.0051602756,0.0425204713
10000.0,0.0655906731,0.005918797,0.04864523
20000.0,0.1279525331,0.0109138872,0.0952961687
30000.0,0.1933501431,0.0160804041,0.1406522535
40000.0,0.2650435224,0.019966214,0.1889130218
50000.0,0.3440749617,0.0237604853,0.2408062046
60000.0,0.4187225384,0.027971673,0.287584049
70000.0,0.4997882132,0.0310182411,0.3364414819
80000.0,0.5935419579,0.033974519,0.3898155083
90000.0,0.665036449,0.0377413288,0.434636925
100000.0,0.7619208109,0.0394031689,0.4876006924
200000.0,1.5005313395,0.0466567639,0.8323430531
300000.0,1.9327142001,0.04213809,1.0021116271
400000.0,2.1680892584,0.0386446475,1.0851874043
500000.0,2.3083112809,0.0352086246,1.1353184708
1000000.0,2.5700681546,0.0276150889,1.2375337028
2000000.0,2.6580458192,0.0241012582,1.3110183243
3000000.0,2.650519273,0.0232204081,1.3718527395
4000000.0,2.6162930231,0.0216617569,1.4322028327
5000000.0,2.582540693,0.0211387391,1.4798735936
