P,q_H2S,q_CO2,q_CH4
1.0,4.334e-07,0.0,0.0
2.0,1.3003e-06,1.3003e-06,1.3003e-06
3.0,4.334e-07,1.3003e-06,8.668e-07
4.0,8.668e-07,2.1671e-06,1.7337e-06
5.0,1.3003e-06,1.3003e-06,8.668e-07
6.0,2.6005e-06,2.1671e-06,1.7337e-06
7.0,3.4674e-06,1.7337e-06,1.3003e-06
8.0,8.668e-07,2.1671e-06,3.0339e-06
9.0,2.1671e-06,2.6005e-06,8.668e-07
10.0,1.3003e-06,2.1671e-06,1.7337e-06
20.0,6.5013e-06,5.6345e-06,3.9008e-06
30.0,6.5013e-06,9.9687e-06,6.9347e-06
40.0,1.04021e-05,1.21358e-05,5.2011e-06
50.0,9.9687e-06,1.90705e-05,5.6345e-06
60.0,1.04021e-05,2.21045e-05,8.6684e-06
70.0,1.647e-05,2.38382e-05,1.08355e-05
80.0,1.99374e-05,2.42716e-05,1.647e-05
90.0,2.29713e-05,2.9906e-05,1.47363e-05
100.0,2.25379e-05,3.07729e-05,2.60053e-05
200.0,4.85432e-05,6.63134e-05,4.33421e-05
300.0,5.80784e-05,0.0001087887,6.11124e-05
400.0,8.27834e-05,0.0001178905,8.01829e-05
500.0,0.0001252587,0.0001738018,9.44858e-05
600.0,0.0001386947,0.00021411,0.0001118226
700.0,0.0001629663,0.0002379481,0.0001373945
800.0,0.0001764023,0.0002561518,0.0001655668
900.0,0.0002024076,0.0002864913,0.0001764023
1000.0,0.0002422823,0.0003267994,0.0002115094
2000.0,0.0004702618,0.0006401628,0.0004308205
3000.0,0.0007086433,0.0009764975,0.0006232594
4000.0,0.000946158,0.0012582211,0.0007944607
5000.0,0.0011589677,0.0016110258,0.0009643617
6000.0,0.0014190203,0.0020539821,0.001226148
7000.0,0.0015603156,0.0022169484,0.0014367906
8000.0,0.0018307703,0.0026516696,0.0016374645
9000.0,0.0021194286,0.002965033,0.0018680445
10000.0,0.0023352723,0.0033148037,0.0020388123
20000.0,0.0046965498,0.0067648348,0.0041096978
30000.0,0.0069551066,0.010027628,0.0063197114
40000.0,0.0094381754,0.0135691109,0.008135312
50000.0,0.0118228577,0.0169771001,0.0103418582
60000.0,0.0142846889,0.0206065675,0.0124634539
70000.0,0.0168154341,0.0238247183,0.0145516763
80000.0,0.0190245809,0.0273514649,0.0165740186
90000.0,0.0222349301,0.032054516,0.019374785
100000.0,0.024015857,0.0339359965,0.0208505835
200000.0,0.0488465454,0.0664178657,0.0417761488
300000.0,0.0757433517,0.1017581462,0.0644462336
400000.0,0.0977988455,0.1321673962,0.0842778444
500000.0,0.1214679657,0.1646020224,0.1028486334
1000000.0,0.2526701333,0.3327606975,0.2077304447
2000000.0,0.5232487885,0.6406959077,0.4082595998
3000000.0,0.7304912012,0.8593398929,0.5622579777
4000000.0,0.8511755417,1.0158932876,0.6680803126
5000000.0,0.9308309513,1.093774705,0.7477729963
