P,q_H2S,q_CO2,q_CH4
1.0,0.0,5.779e-07,0.0
2.0,0.0,5.779e-07,5.779e-07
3.0,5.779e-07,1.7337e-06,0.0
4.0,1.7337e-06,2.3116e-06,5.779e-07
5.0,5.779e-07,5.7789e-06,5.779e-07
6.0,0.0,2.8895e-06,0.0
7.0,0.0,3.4674e-06,0.0
8.0,5.779e-07,5.2011e-06,1.1558e-06
9.0,5.779e-07,5.2011e-06,5.779e-07
10.0,0.0,8.0905e-06,1.1558e-06
20.0,1.7337e-06,1.96484e-05,1.7337e-06
30.0,1.7337e-06,2.83168e-05,2.8895e-06
40.0,3.4674e-06,3.06284e-05,3.4674e-06
50.0,1.1558e-06,3.00505e-05,5.7789e-06
60.0,6.9347e-06,5.37442e-05,8.6684e-06
70.0,6.3568e-06,5.72116e-05,2.3116e-06
80.0,5.7789e-06,7.1081e-05,1.15579e-05
90.0,3.4674e-06,6.99253e-05,6.3568e-06
100.0,5.2011e-06,6.24126e-05,9.8242e-06
200.0,1.44474e-05,0.0001450516,2.48495e-05
300.0,2.25379e-05,0.0002294242,3.58295e-05
400.0,3.64074e-05,0.0003022389,4.21863e-05
500.0,3.98747e-05,0.0003507821,6.87695e-05
600.0,5.08547e-05,0.0004669389,7.45484e-05
700.0,5.14326e-05,0.0004987231,8.26389e-05
800.0,4.9121e-05,0.0006524431,0.0001011316
900.0,6.12568e-05,0.0006466641,0.0001103779
1000.0,7.85937e-05,0.0007235241,0.0001340716
2000.0,0.0001594989,0.0015279535,0.0002456052
3000.0,0.0002120873,0.0022497439,0.0003646515
4000.0,0.0003028168,0.0032136722,0.0005004568
5000.0,0.0003814105,0.0038834521,0.0005894525
6000.0,0.0004282199,0.0046416498,0.0006952073
7000.0,0.0005016126,0.0054668834,0.0008477715
8000.0,0.0005998546,0.0061256833,0.0008685757
9000.0,0.0006553325,0.0068364937,0.0010737283
10000.0,0.0007599315,0.0076224304,0.0011228493
20000.0,0.001503104,0.0152246346,0.0023693681
30000.0,0.0020983355,0.0236000618,0.00363149
40000.0,0.0029096996,0.0311623912,0.0047387361
50000.0,0.00363149,0.0378000891,0.0060257075
60000.0,0.0044197383,0.0464760215,0.006917399
70000.0,0.0050415529,0.0539817173,0.0084285935
80000.0,0.0056107792,0.0610152731,0.0091989271
90000.0,0.0061707591,0.0690064003,0.0104546921
100000.0,0.0072531558,0.0761347308,0.0115740741
200000.0,0.0137723853,0.1470054193,0.0223552767
300000.0,0.0199887981,0.2135592347,0.0318119448
400000.0,0.0261578235,0.2785036135,0.0426532484
500000.0,0.0319425489,0.3386560898,0.0514441818
1000000.0,0.0533841742,0.5843855639,0.0903492056
2000000.0,0.0827550919,0.9275087794,0.1451954532
3000000.0,0.0982207086,1.126641452,0.1848991273
4000000.0,0.1088447239,1.2918736685,0.2123762843
5000000.0,0.1131991601,1.3850435779,0.2365507734
