P,q_H2S,q_CO2,q_CH4
1.0,1.5411e-06,0.0,0.0
2.0,2.3116e-06,0.0,7.705e-07
3.0,2.3116e-06,0.0,2.3116e-06
4.0,3.8526e-06,7.705e-07,6.1642e-06
5.0,6.1642e-06,7.705e-07,6.1642e-06
6.0,9.2463e-06,7.705e-07,6.1642e-06
7.0,1.07874e-05,7.705e-07,6.1642e-06
8.0,1.07874e-05,7.705e-07,6.1642e-06
9.0,1.15579e-05,7.705e-07,6.1642e-06
10.0,1.38695e-05,7.705e-07,9.2463e-06
20.0,2.46568e-05,2.3116e-06,1.69516e-05
30.0,3.39032e-05,3.0821e-06,2.31158e-05
40.0,4.46905e-05,5.3937e-06,3.62147e-05
50.0,5.77895e-05,6.9347e-06,3.69853e-05
60.0,6.70358e-05,9.2463e-06,4.77726e-05
70.0,7.93642e-05,1.07874e-05,6.54947e-05
80.0,9.01516e-05,1.54105e-05,7.62821e-05
90.0,0.0001071031,1.77221e-05,8.86105e-05
100.0,0.00011712,1.84926e-05,9.63158e-05
200.0,0.0002288463,3.77558e-05,0.0001810737
300.0,0.0003567536,7.55116e-05,0.0002673726
400.0,0.0004738736,9.47747e-05,0.0003952799
500.0,0.0005748125,0.0001294484,0.0005162526
600.0,0.0007142778,0.0001656631,0.0005671073
700.0,0.0008414146,0.0001810737,0.0006672757
800.0,0.0009793388,0.0002450273,0.0007782315
900.0,0.0011218861,0.0002604379,0.0008483493
1000.0,0.0012081851,0.0002681431,0.0009338778
2000.0,0.0023639744,0.0005524673,0.0018924124
3000.0,0.0036299489,0.0008560546,0.0028694396
4000.0,0.004955254,0.0011634946,0.00373397
5000.0,0.0062250812,0.0013715366,0.0046740119
6000.0,0.0074771863,0.0016450734,0.0057419613
7000.0,0.0086884534,0.0019602187,0.0065340622
8000.0,0.0096647101,0.0023169723,0.0074702515
9000.0,0.0109152742,0.0025365723,0.0084025882
10000.0,0.0121149835,0.0029048838,0.0093695986
20000.0,0.0249442447,0.0056918771,0.0189780603
30000.0,0.0384507985,0.0081999398,0.0290419031
40000.0,0.0510003588,0.0113914594,0.0384430932
50000.0,0.0642649673,0.0139272611,0.0483875044
60000.0,0.0772622033,0.0171912101,0.0580129177
70000.0,0.0890782226,0.0194249655,0.0662860575
80000.0,0.1036072646,0.0234956555,0.0778354748
90000.0,0.1201481506,0.0258534656,0.0875726144
100000.0,0.1311504942,0.0286497052,0.0957756363
200000.0,0.2930519187,0.0558230823,0.2069363693
300000.0,0.4713894375,0.0805954996,0.3124067663
400000.0,0.7029348727,0.1047653655,0.4434239595
500000.0,0.998358471,0.1238520701,0.5882697865
1000000.0,2.8273973536,0.1351318031,1.2043355352
2000000.0,3.8527897363,0.0939040282,1.4695498832
3000000.0,4.0589039542,0.0816202995,1.5590696174
4000000.0,4.1263535063,0.0746547426,1.6270616199
5000000.0,4.1348100314,0.0677515984,1.7052507662
