P,q_H2S,q_CO2,q_CH4
1.0,0.0,0.0,0.0
2.0,1.7083e-06,0.0,0.0
3.0,1.7083e-06,8.542e-07,0.0
4.0,8.542e-07,4.271e-07,1.7083e-06
5.0,4.271e-07,2.1354e-06,4.271e-07
6.0,2.1354e-06,1.2813e-06,4.271e-07
7.0,2.1354e-06,2.1354e-06,1.7083e-06
8.0,3.8438e-06,4.271e-07,1.2813e-06
9.0,1.7083e-06,1.2813e-06,1.7083e-06
10.0,5.9792e-06,2.5625e-06,1.7083e-06
20.0,4.2708e-06,3.8438e-06,2.9896e-06
30.0,8.1146e-06,4.2708e-06,5.5521e-06
40.0,1.11042e-05,1.025e-05,9.3959e-06
50.0,1.66563e-05,1.32396e-05,1.025e-05
60.0,1.79375e-05,1.40938e-05,7.2604e-06
70.0,2.5625e-05,1.87917e-05,1.23854e-05
80.0,2.69063e-05,2.26355e-05,1.11042e-05
90.0,3.41667e-05,2.43438e-05,1.92188e-05
100.0,4.18542e-05,2.5198e-05,1.75104e-05
200.0,6.70522e-05,4.5698e-05,2.64792e-05
300.0,8.96877e-05,8.54168e-05,4.91147e-05
400.0,0.0001328232,9.52398e-05,6.06459e-05
500.0,0.0001755316,0.0001050627,7.73022e-05
600.0,0.0002169587,0.0001490524,0.0001106148
700.0,0.0002237921,0.000142219,0.0001148856
800.0,0.0002763234,0.0001849274,0.0001294065
900.0,0.0003079276,0.0002105525,0.0001507607
1000.0,0.0003416673,0.0002272087,0.0001691253
2000.0,0.0006893137,0.0004595425,0.0003480735
3000.0,0.0010689915,0.0006995638,0.000482178
4000.0,0.0013982734,0.0009438559,0.000675647
5000.0,0.0017442115,0.0011975438,0.0008827828
6000.0,0.0020777642,0.0013837525,0.0010045018
7000.0,0.0023604938,0.0016609301,0.0011198145
8000.0,0.002742307,0.0018531179,0.0013500128
9000.0,0.0031053285,0.0020726391,0.0015298153
10000.0,0.0035725585,0.0022755041,0.0017476281
20000.0,0.0070093043,0.0044275809,0.0033931832
30000.0,0.0107638006,0.0075081385,0.0051835197
40000.0,0.0144717448,0.009369371,0.0070524398
50000.0,0.017179458,0.012126626,0.008465234
60000.0,0.0205342036,0.0140455149,0.0102448934
70000.0,0.0239628348,0.0165516444,0.0116743439
80000.0,0.0291937609,0.0187848671,0.0141693693
90000.0,0.0314995879,0.0208976522,0.0156774032
100000.0,0.0360057523,0.0237868761,0.0176249067
200000.0,0.0697799902,0.0459239264,0.0344550099
300000.0,0.1058583468,0.0661344003,0.0515627178
400000.0,0.1405350134,0.0903752668,0.0682027686
500000.0,0.1718723094,0.1072339847,0.0845485584
1000000.0,0.3428037525,0.1905768847,0.1611063733
2000000.0,0.7073264399,0.3334809336,0.3144120555
3000000.0,0.9892741244,0.416830667,0.4330782275
4000000.0,1.1720434847,0.4732424977,0.5221982941
5000000.0,1.3023105421,0.5027651133,0.5960078228
