P,q_H2S,q_CO2,q_CH4
1.0,4.415e-07,0.0,0.0
2.0,8.831e-07,4.415e-07,8.831e-07
3.0,0.0,4.415e-07,4.415e-07
4.0,8.831e-07,0.0,2.6492e-06
5.0,8.831e-07,0.0,1.7661e-06
6.0,1.3246e-06,8.831e-07,2.2077e-06
7.0,4.415e-07,0.0,1.7661e-06
8.0,4.4153e-06,8.831e-07,1.7661e-06
9.0,3.0907e-06,0.0,2.6492e-06
10.0,3.5323e-06,4.415e-07,5.2984e-06
20.0,6.623e-06,8.831e-07,7.0645e-06
30.0,9.7137e-06,2.6492e-06,1.23629e-05
40.0,1.14799e-05,8.831e-07,1.63368e-05
50.0,1.9869e-05,1.3246e-06,2.03106e-05
60.0,1.63368e-05,1.3246e-06,1.9869e-05
70.0,2.73751e-05,4.4153e-06,2.82582e-05
80.0,2.47259e-05,1.7661e-06,2.51674e-05
90.0,1.72198e-05,2.2077e-06,3.57642e-05
100.0,3.17904e-05,6.1815e-06,3.53227e-05
200.0,6.44639e-05,3.0907e-06,7.99176e-05
300.0,9.66959e-05,1.3246e-05,0.0001006697
400.0,0.0001156819,1.72198e-05,0.0001474723
500.0,0.0001368755,1.3246e-05,0.0001686659
600.0,0.0001668998,1.72198e-05,0.0002039886
700.0,0.0001938334,2.38428e-05,0.0002565312
800.0,0.0002397529,3.00243e-05,0.0002865555
900.0,0.0002711018,2.11936e-05,0.0003196705
1000.0,0.000300243,2.86997e-05,0.0003757453
2000.0,0.0006225627,5.82825e-05,0.0007426599
3000.0,0.0009016121,9.40467e-05,0.0010799918
4000.0,0.0012358533,0.0001337848,0.0013599243
5000.0,0.0015219672,0.0001465892,0.0017745246
6000.0,0.0017974843,0.0001708736,0.0021273101
7000.0,0.0021180379,0.0002198839,0.0025578056
8000.0,0.0023502847,0.0002640372,0.0028028569
9000.0,0.0026099066,0.0002631542,0.0031936144
10000.0,0.0029494461,0.000313489,0.0035494906
20000.0,0.0060790381,0.0006101998,0.0072345322
30000.0,0.009338441,0.0009228058,0.0111619758
40000.0,0.0122711089,0.0012574884,0.0143962113
50000.0,0.0153587551,0.0014906183,0.0179805831
60000.0,0.0183713406,0.0017988089,0.0218311998
70000.0,0.0215389044,0.0022690425,0.0253881966
80000.0,0.0259149465,0.0024496298,0.0298565192
90000.0,0.0279212763,0.0026977718,0.0333627395
100000.0,0.0310362976,0.0029331094,0.0363413269
200000.0,0.062819229,0.0057505369,0.0729612616
300000.0,0.0932832987,0.0086421421,0.1096739184
400000.0,0.1263674303,0.0113690552,0.1459013295
500000.0,0.1546887363,0.0131864085,0.1760642732
1000000.0,0.303343471,0.0219755814,0.3434488739
2000000.0,0.5260738986,0.0303620754,0.6070825562
3000000.0,0.6675426698,0.0329379839,0.7929409334
4000000.0,0.7687559166,0.033153894,0.9283258096
5000000.0,0.8236028103,0.0316451728,1.037458849
