,ori_name,func_type,func_ratio,t,Y,Y_pred
53,17091N3,single,all,296,0.047025037463754395,-0.033868849277496296
54,17091N3,two,half,111,0.0884854346513749,-0.04500097036361689
55,17091N3,two,half,231,0.07531982753425831,0.0505523681640625
56,17091N3,two,half,296,0.046304000541567795,0.0633904337882995
57,17091N3,two,all,111,0.0,0.04793334007263181
58,17091N3,two,all,231,0.0,0.0006131529808044017
59,17091N3,two,all,296,0.0,0.0445302724838256
60,15200N3,ori,,111,4.475481629371643,5.40966796875
61,15200N3,ori,,231,2.0431461632251744,2.2554148137569427
62,15200N3,ori,,296,1.343854509294033,1.980208933353424
63,15200N3,single,half,111,0.0,-0.836735725402832
64,15200N3,single,half,231,0.0,-0.3430030345916748
65,15200N3,single,half,296,0.0,-0.21083587408065801
66,15200N3,single,all,111,0.0,-0.6696740984916687
67,15200N3,single,all,231,0.0,-0.3955634236335754
68,15200N3,single,all,296,0.0,-0.2696579098701477
69,15200N3,two,half,111,0.0,-0.5400214195251465
70,15200N3,two,half,231,0.0,-0.3541065454483031
71,15200N3,two,half,296,0.0,-0.22627007961273188
72,15200N3,two,all,111,0.0,-0.44264334440231323
73,15200N3,two,all,231,0.0,-0.39151844382286066
74,15200N3,two,all,296,0.0,-0.11476951837539669
75,14051N3,ori,,111,5.248745322227478,6.525195360183716
76,14051N3,ori,,231,2.2609299272298813,2.667809098958969
77,14051N3,ori,,296,1.524426519870758,2.406941294670105
78,14051N3,single,half,111,0.0,0.0867565870285034
79,14051N3,single,half,231,0.0,0.0641233921051026
80,14051N3,single,half,296,0.0,0.1102383136749267
81,14051N3,single,all,111,0.0,-0.1452869772911071
82,14051N3,single,all,231,0.0,-0.08244860172271731
83,14051N3,single,all,296,0.0,-0.1936724781990051
84,14051N3,two,half,111,0.0,0.074350655078888
85,14051N3,two,half,231,0.0,-0.061815440654754694
86,14051N3,two,half,296,0.0,-0.006946027278900098
87,14051N3,two,all,111,0.0,-0.03634071350097649
88,14051N3,two,all,231,0.0,-0.21437817811965937
89,14051N3,two,all,296,0.0,-0.11718666553497309
90,19541N2,ori,,111,3.500268876552582,3.072415053844452
91,19541N2,ori,,231,1.4518511444330215,1.2611051201820376
92,19541N2,ori,,296,1.0281023532152176,0.8538116812705995
93,19541N2,single,half,111,1.3640449643135075,1.2222087383270261
94,19541N2,single,half,231,0.7490300387144089,0.6631603837013246
95,19541N2,single,half,296,0.5470585599541665,0.48477315902709966
96,19541N2,single,all,111,0.7591993808746338,0.7039686441421507
97,19541N2,single,all,231,0.520349808037281,0.41764938831329346
98,19541N2,single,all,296,0.40152549743652344,0.394257128238678
99,19541N2,two,half,111,0.8005480170249939,0.751133143901825
100,19541N2,two,half,231,0.4958543404936791,0.41660624742507935
101,19541N2,two,half,296,0.3583254367113114,0.30669349431991577
102,19541N2,two,all,111,0.40237015485763555,0.3888565301895142
103,19541N2,two,all,231,0.2929474860429764,0.2734082341194153
104,19541N2,two,all,296,0.23510226607322698,0.2100546956062317
105,13071N2,ori,,111,3.1310249567031865,3.296851515769959
106,13071N2,ori,,231,1.2209947556257248,1.3114778995513916
107,13071N2,ori,,296,0.8645424470305444,0.8506778478622437
108,13071N2,single,half,111,0.0,-0.0521187782287596
109,13071N2,single,half,231,0.0,0.051444947719573995
110,13071N2,single,half,296,0.0,-0.000589370727539
111,13071N2,single,all,111,0.0,-0.014424324035644498
112,13071N2,single,all,231,0.0,0.075040578842163
113,13071N2,single,all,296,0.0,0.025043785572051898
114,13071N2,two,half,111,0.0,-0.0838648676872252
115,13071N2,two,half,231,0.0,0.0685575604438782
116,13071N2,two,half,296,0.0,0.0248653292655944
117,13071N2,two,all,111,0.0,-0.0001567602157592999
118,13071N2,two,all,231,0.0,-0.0040293335914612025
119,13071N2,two,all,296,0.0,-0.0101701021194458
120,20191N2,ori,,111,5.294805824756622,5.059520483016968
121,20191N2,ori,,231,2.1594279408454895,2.0619055032730103
122,20191N2,ori,,296,1.6093751341104507,1.43846720457077
123,20191N2,single,half,111,2.348002791404724,2.150808572769165
124,20191N2,single,half,231,1.0970277041196825,1.0891045928001404
125,20191N2,single,half,296,0.7969750389456749,0.7646380066871643
126,20191N2,single,all,111,1.4886252880096436,1.3625853657722473
127,20191N2,single,all,231,0.7577304616570474,0.7587408721446991
128,20191N2,single,all,296,0.5668483935296535,0.5351545810699464
129,20191N2,two,half,111,1.4970214366912842,1.435745656490326
130,20191N2,two,half,231,0.7877848595380784,0.778052568435669
131,20191N2,two,half,296,0.568066779524088,0.5204620957374573
132,20191N2,two,all,111,0.8156838715076447,0.7968906760215759
133,20191N2,two,all,231,0.47116947919130325,0.4796969890594483
134,20191N2,two,all,296,0.3635066226124764,0.3862187862396241
135,20590N2,ori,,111,3.650762140750885,4.184751033782959
136,20590N2,ori,,231,1.5455747544765472,1.658497154712677
137,20590N2,ori,,296,1.0894215181469917,1.2035048604011536
138,20590N2,single,half,111,1.1936820149421692,1.5532954335212703
139,20590N2,single,half,231,0.663237527012825,0.8113793134689331
140,20590N2,single,half,296,0.4827716313302517,0.5554890036582947
141,20590N2,single,all,111,0.6630289852619171,0.9556739330291748
142,20590N2,single,all,231,0.4132692441344262,0.5593879818916321
143,20590N2,single,all,296,0.3305506184697152,0.41784536838531494
144,20590N2,two,half,111,0.6589788198471069,0.9733200073242188
145,20590N2,two,half,231,0.4031888023018837,0.5349939465522766
146,20590N2,two,half,296,0.3115218952298164,0.39377719163894664
147,20590N2,two,all,111,0.32776764035224915,0.5019155740737915
148,20590N2,two,all,231,0.23192225396633148,0.3525359630584717
149,20590N2,two,all,296,0.1837491169571877,0.2846310436725617
150,16271N2,ori,,111,4.053814470767975,2.943119764328003
151,16271N2,ori,,231,1.682360760867596,1.2335163950920105
152,16271N2,ori,,296,1.208053544163704,0.8483293652534485
153,16271N2,single,half,111,0.978205680847168,0.6741602420806887
154,16271N2,single,half,231,0.5617576912045479,0.43843030929565435
155,16271N2,single,half,296,0.4143753908574582,0.377252221107483
156,16271N2,single,all,111,0.4597620368003844,0.3028435707092285
157,16271N2,single,all,231,0.36083123087882996,0.2781626582145691
158,16271N2,single,all,296,0.2948377244174481,0.24041348695755008
159,16271N2,two,half,111,0.48443129658699036,0.3107693791389466
160,16271N2,two,half,231,0.3346101865172387,0.3072067201137543
161,16271N2,two,half,296,0.2477139364928007,0.16840910911560059
162,16271N2,two,all,111,0.22539621591568,0.09377682209014887
163,16271N2,two,all,231,0.22329828143119818,0.14175322651863098
164,16271N2,two,all,296,0.17832322046160698,0.1459714472293854
165,16051N2,ori,,111,3.343179702758789,3.364484667778015
166,16051N2,ori,,231,1.3817849904298782,1.2895699739456177
167,16051N2,ori,,296,0.9657132551074028,0.9109509587287904
168,16051N2,single,half,111,2.122913897037506,2.7472808361053467
169,16051N2,single,half,231,1.003999501466751,1.1654174327850342
170,16051N2,single,half,296,0.6952442899346353,0.9133517742156984
171,16051N2,single,all,111,1.5530404448509216,1.8749050498008728
172,16051N2,single,all,231,0.7843235135078431,0.9936516880989075
173,16051N2,single,all,296,0.5685926936566831,0.7476824522018433
174,16051N2,two,half,111,1.528615951538086,1.9125614762306213
175,16051N2,two,half,231,0.785700835287571,0.9459303617477418
176,16051N2,two,half,296,0.5421333685517311,0.632933497428894
177,16051N2,two,all,111,0.9637583494186401,1.1992173194885254
178,16051N2,two,all,231,0.5702664777636528,0.6406106948852539
179,16051N2,two,all,296,0.40072735771536827,0.49432563781738287
180,20169N2,ori,,111,2.830870419740677,2.2289041876792908
181,20169N2,ori,,231,1.1165494993329048,0.87765371799469
182,20169N2,ori,,296,0.7905153334140779,0.5636708736419679
183,20169N2,single,half,111,1.0982754230499268,0.8343674540519714
184,20169N2,single,half,231,0.562015600502491,0.5447348952293397
185,20169N2,single,half,296,0.4087839834392071,0.3432608842849731
186,20169N2,single,all,111,0.5849310159683228,0.45139211416244507
187,20169N2,single,all,231,0.4203290864825249,0.3053125143051148
188,20169N2,single,all,296,0.31246894225478167,0.328660488128662
189,20169N2,two,half,111,0.630617618560791,0.4615602195262909
190,20169N2,two,half,231,0.3801354095339775,0.2742577791213989
191,20169N2,two,half,296,0.2760218307375908,0.1930323839187623
192,20169N2,two,all,111,0.2952708303928375,0.13682565093040466
193,20169N2,two,all,231,0.22284400463104248,0.1857495903968811
194,20169N2,two,all,296,0.1823258735239506,0.16657119989395142
195,18061N2,ori,,111,2.341148793697357,2.3380722999572754
196,18061N2,ori,,231,0.8809000924229621,1.0260827541351318
197,18061N2,ori,,296,0.6005744561553003,0.7438559532165527
198,18061N2,single,half,111,0.0,0.10416120290756219
199,18061N2,single,half,231,0.0,0.07253921031951899
200,18061N2,single,half,296,0.0,0.0325770378112793
201,18061N2,single,all,111,0.0,0.08536219596862789
202,18061N2,single,all,231,0.0,0.052368402481079004
203,18061N2,single,all,296,0.0,0.0759117007255554
204,18061N2,two,half,111,0.0,0.030295610427856404
205,18061N2,two,half,231,0.0,0.08258605003356931
206,18061N2,two,half,296,0.0,0.0066730380058287984
207,18061N2,two,all,111,0.0,-0.011423468589782701
208,18061N2,two,all,231,0.0,0.0576317310333251
209,18061N2,two,all,296,0.0,0.032190442085266
210,16055N2,ori,,111,3.59697288274765,3.2050703763961788
211,16055N2,ori,,231,1.4610923156142233,1.2416046857833862
212,16055N2,ori,,296,1.0330999344587326,0.864831805229187
213,16055N2,single,half,111,2.335814952850342,2.326552629470825
214,16055N2,single,half,231,1.0829470753669739,1.002968370914459
215,16055N2,single,half,296,0.7622857913374902,0.762812376022339
216,16055N2,single,all,111,1.719353318214417,1.550631046295166
217,16055N2,single,all,231,0.8654815927147865,0.841665804386139
218,16055N2,single,all,296,0.6260413192212583,0.645062804222107
219,16055N2,two,half,111,1.7281429171562195,1.586622297763825
220,16055N2,two,half,231,0.8461213856935502,0.7944011688232422
221,16055N2,two,half,296,0.5912288054823877,0.5607644915580751
222,16055N2,two,all,111,1.1139258146286009,1.004325807094574
223,16055N2,two,all,231,0.6154941916465759,0.5500282049179078
224,16055N2,two,all,296,0.43822593614459043,0.4018551707267762
225,08030N2,ori,,111,3.8036747574806213,2.5956385135650635
226,08030N2,ori,,231,1.5690125972032547,1.093085378408432
227,08030N2,ori,,296,1.129178524017334,0.7524137496948242
228,08030N2,single,half,111,0.0,-0.4118250608444214
229,08030N2,single,half,231,0.0,-0.1486440896987916
230,08030N2,single,half,296,0.0,-0.1234698295593261
231,08030N2,single,all,111,0.0,-0.2724519371986389
232,08030N2,single,all,231,0.0,-0.1236787438392638
233,08030N2,single,all,296,0.0,-0.0356996059417725
234,08030N2,two,half,111,0.0,-0.23611456155776978
235,08030N2,two,half,231,0.0,-0.0810837745666504
236,08030N2,two,half,296,0.0,-0.031251013278961196
237,08030N2,two,all,111,0.0,-0.0876814126968384
238,08030N2,two,all,231,0.0,-0.0468658804893494
239,08030N2,two,all,296,0.0,-0.0519425868988036
240,20551N2,ori,,111,0.6867239475250244,0.6710714101791382
241,20551N2,ori,,231,0.42298983037471777,0.4069758355617523
242,20551N2,ori,,296,0.27675754204392433,0.1685817539691926
243,20551N2,single,half,111,0.0,-0.22971737384796131
244,20551N2,single,half,231,0.0,-0.1510750651359558
245,20551N2,single,half,296,0.0,-0.0868631601333617
246,20551N2,single,all,111,0.0,-0.0169413089752197
247,20551N2,single,all,231,0.0,0.004648268222808796
248,20551N2,single,all,296,0.0,-0.049852490425109794
249,20551N2,two,half,111,0.0,-0.1192274689674378
250,20551N2,two,half,231,0.0,-0.05394124984741219
251,20551N2,two,half,296,0.0,0.0458784699440002
252,20551N2,two,all,111,0.0,0.0850864648818969
253,20551N2,two,all,231,0.0,0.0371437072753906
254,20551N2,two,all,296,0.0,0.0775081515312194
255,20120N2,ori,,111,1.5171451568603516,2.6646384000778194
256,20120N2,ori,,231,0.8336671292781831,1.1805630922317505
257,20120N2,ori,,296,0.5451722629368306,0.83681982755661
258,20120N2,single,half,111,0.28018397092819214,0.364408016204834
259,20120N2,single,half,231,0.3652968779206276,0.2767146527767182
260,20120N2,single,half,296,0.271291796118021,0.2314545810222626
261,20120N2,single,all,111,0.13591897487640386,0.012169539928436335
262,20120N2,single,all,231,0.18992073088884362,0.19577801227569588
263,20120N2,single,all,296,0.1578343771398068,0.0775094032287597
264,20120N2,two,half,111,0.17153343558311468,0.046654075384140015
265,20120N2,two,half,231,0.18968716263771063,0.14729496836662292
266,20120N2,two,half,296,0.1504718437790871,0.1487173438072203
267,20120N2,two,all,111,0.04490756988525388,0.052620351314544594
268,20120N2,two,all,231,0.0855907574295998,0.044260293245315496
269,20120N2,two,all,296,0.0852527134120464,0.051197052001953194
270,21220N2,ori,,111,3.6611188650131226,4.174958050251007
271,21220N2,ori,,231,1.5472283512353897,1.7318865358829498
272,21220N2,ori,,296,1.1108278259634972,1.2467028498649597
273,21220N2,single,half,111,1.1784641742706299,1.288476288318634
274,21220N2,single,half,231,0.6836386099457741,0.6966241002082825
275,21220N2,single,half,296,0.5029051154851913,0.507675051689148
276,21220N2,single,all,111,0.668769121170044,0.8532848358154297
277,21220N2,single,all,231,0.443134069442749,0.4986569881439209
278,21220N2,single,all,296,0.34788546711206436,0.38383767008781444
279,21220N2,two,half,111,0.6925922334194181,0.8432977497577667
280,21220N2,two,half,231,0.45467426627874385,0.4956738352775574
281,21220N2,two,half,296,0.34800199046730995,0.3366991877555848
282,21220N2,two,all,111,0.35491895675659185,0.377785474061966
283,21220N2,two,all,231,0.23740607500076288,0.31256061792373663
284,21220N2,two,all,296,0.1931592524051666,0.320436805486679
285,21020N2,ori,,111,4.653685569763184,3.736061692237854
286,21020N2,ori,,231,2.013790875673294,1.5705974102020264
287,21020N2,ori,,296,1.3445856124162674,1.0755049586296082
288,21020N2,single,half,111,1.0745596885681152,1.1566986441612241
289,21020N2,single,half,231,0.6680284067988397,0.7171989679336548
290,21020N2,single,half,296,0.45712693035602575,0.4351931512355805
291,21020N2,single,all,111,0.5493679642677307,0.5839141011238098
292,21020N2,single,all,231,0.383065614849329,0.3763305544853211
293,21020N2,single,all,296,0.2563907820731402,0.3516860604286195
294,21020N2,two,half,111,0.5554009079933164,0.5442435443401337
295,21020N2,two,half,231,0.4061325117945671,0.3887971639633179
296,21020N2,two,half,296,0.28244270570576196,0.37191224098205566
297,21020N2,two,all,111,0.21845069527626038,0.19879859685897827
298,21020N2,two,all,231,0.21241785958409312,0.18969526886939997
299,21020N2,two,all,296,0.157606365159154,0.18255439400672901
300,20491N2,ori,,111,2.463400959968567,2.603264629840851
301,20491N2,ori,,231,0.9912262409925461,1.0569211840629578
302,20491N2,ori,,296,0.6947394534945488,0.698341965675354
303,20491N2,single,half,111,0.7226985692977905,0.9268896579742432
304,20491N2,single,half,231,0.5066729709506035,0.543958306312561
305,20491N2,single,half,296,0.3822087310254575,0.4101224839687348
306,20491N2,single,all,111,0.3722722232341767,0.48730960488319397
307,20491N2,single,all,231,0.2809389978647232,0.4039806127548218
308,20491N2,single,all,296,0.2423315644264221,0.3081423938274383
309,20491N2,two,half,111,0.3762688338756562,0.5014324188232422
310,20491N2,two,half,231,0.27319584041833883,0.36895251274108887
311,20491N2,two,half,296,0.21918641775846492,0.2545910179615021
312,20491N2,two,all,111,0.160459816455841,0.2200426459312439
313,20491N2,two,all,231,0.1447124779224396,0.2193578481674195
314,20491N2,two,all,296,0.1385509073734284,0.168487936258316
315,21315N3,ori,,111,5.036156713962555,3.8033729195594788
316,21315N3,ori,,231,2.093068093061447,1.574455738067627
317,21315N3,ori,,296,1.4884747564792633,1.1088738441467285
318,21315N3,single,half,111,1.6982014775276184,1.222073495388031
319,21315N3,single,half,231,0.933806762099266,0.7168622612953186
320,21315N3,single,half,296,0.663358062505722,0.5684790015220643
321,21315N3,single,all,111,0.9441878199577332,0.7438114285469055
322,21315N3,single,all,231,0.6059393137693406,0.4592304527759552
323,21315N3,single,all,296,0.4584396108984948,0.3883615732192994
324,21315N3,two,half,111,0.9798175096511839,0.8479676842689512
325,21315N3,two,half,231,0.5804077163338661,0.5379544496536255
326,21315N3,two,half,296,0.4240721762180329,0.30980077385902405
327,21315N3,two,all,111,0.48622456192970276,0.4152768850326538
328,21315N3,two,all,231,0.3413618952035904,0.3034312427043915
329,21315N3,two,all,296,0.272976353764534,0.22303649783134472
330,19352N2,ori,,111,3.304945170879364,3.7190292477607727
331,19352N2,ori,,231,1.3271429613232613,1.4859423637390137
332,19352N2,ori,,296,0.9191654659807681,1.0591619610786438
333,19352N2,single,half,111,1.0609914064407349,1.3099141120910647
334,19352N2,single,half,231,0.6440450772643089,0.7467928528785706
335,19352N2,single,half,296,0.4590233936905861,0.5155878067016602
336,19352N2,single,all,111,0.5329880714416504,0.7769182920455935
337,19352N2,single,all,231,0.43690130859613424,0.5004429817199707
338,19352N2,single,all,296,0.3395349010825157,0.381625235080719
339,19352N2,two,half,111,0.567904531955719,0.8330262005329132
340,19352N2,two,half,231,0.4050095453858376,0.4778914451599121
341,19352N2,two,half,296,0.2946576811373234,0.3297286629676819
342,19352N2,two,all,111,0.2413787841796875,0.4122837483882904
343,19352N2,two,all,231,0.2637716978788376,0.2712447047233582
344,19352N2,two,all,296,0.2103233970701694,0.2042110860347748
345,19483N2,ori,,111,1.7526912689208984,3.0833178758621207
346,19483N2,ori,,231,0.8142518475651741,1.1663777232170105
347,19483N2,ori,,296,0.5221416875720025,0.8337363600730896
348,19483N2,single,half,111,0.0,0.3375223875045776
349,19483N2,single,half,231,0.0,0.2452552318572997
350,19483N2,single,half,296,0.0,0.0870180130004883
351,19483N2,single,all,111,0.0,0.1254794001579285
352,19483N2,single,all,231,0.0,0.19644352793693529
353,19483N2,single,all,296,0.0,0.0617321729660035
354,19483N2,two,half,111,0.0,0.2490540146827698
355,19483N2,two,half,231,0.0,0.079190194606781
356,19483N2,two,half,296,0.0,0.1614281535148619
357,19483N2,two,all,111,0.0,0.1476336121559143
358,19483N2,two,all,231,0.0,0.0594650506973267
359,19483N2,two,all,296,0.0,-0.023347914218902602
360,20340N2,ori,,111,2.528057813644409,2.4528101682662964
361,20340N2,ori,,231,0.9591290280222893,1.087548315525055
362,20340N2,ori,,296,0.6665650866925716,0.7040388584136964
363,20340N2,single,half,111,0.0,0.5096121728420258
364,20340N2,single,half,231,0.0,0.3346604406833649
365,20340N2,single,half,296,0.0,0.23086097836494446
366,20340N2,single,all,111,0.0,0.3582203686237335
367,20340N2,single,all,231,0.0,0.23287504911422738
368,20340N2,single,all,296,0.0,0.1727583706378937
369,20340N2,two,half,111,0.0,0.37437781691551214
370,20340N2,two,half,231,0.0,0.2522784173488617
371,20340N2,two,half,296,0.0,0.1820491552352906
372,20340N2,two,all,111,0.0,0.17439463734626773
373,20340N2,two,all,231,0.0,0.0958817303180695
374,20340N2,two,all,296,0.0,0.1716250479221343
375,19182N2,ori,,111,5.545456111431122,5.344853520393372
376,19182N2,ori,,231,2.3227892071008682,2.1536084413528442
377,19182N2,ori,,296,1.7105183079838748,1.6630472540855408
378,19182N2,single,half,111,2.0095799565315247,1.9980971217155457
379,19182N2,single,half,231,1.0428639724850655,0.9921050667762757
380,19182N2,single,half,296,0.7639697045087815,0.7211306095123292
381,19182N2,single,all,111,1.1808629631996155,1.274244725704193
382,19182N2,single,all,231,0.7362977489829063,0.6857709288597107
383,19182N2,single,all,296,0.5388512946665287,0.5119634866714478
384,19182N2,two,half,111,1.1943917274475098,1.2713878750801086
385,19182N2,two,half,231,0.6557019725441934,0.7101104259490968
386,19182N2,two,half,296,0.46431033313274384,0.5396161079406738
387,19182N2,two,all,111,0.6270478963851929,0.6506603956222534
388,19182N2,two,all,231,0.43091963231563574,0.5271260142326355
389,19182N2,two,all,296,0.3040434904396534,0.4001588821411132
390,16360N2,ori,,111,3.7421882152557373,4.3789907693862915
391,16360N2,ori,,231,1.4680708795785904,1.6882222294807434
392,16360N2,ori,,296,1.0302471369504929,1.2932012677192688
393,16360N2,single,half,111,1.0589771270751953,1.63033926486969
394,16360N2,single,half,231,0.660275809466839,0.8477608859539032
395,16360N2,single,half,296,0.46644372865557676,0.6658716797828675
396,16360N2,single,all,111,0.5506951212882998,0.9702697992324829
397,16360N2,single,all,231,0.4687372520565987,0.6128628253936768
398,16360N2,single,all,296,0.33870792016386986,0.4511460065841676
399,16360N2,two,half,111,0.5812293291091919,0.9679944515228269
400,16360N2,two,half,231,0.4431803971529007,0.6463088989257814
401,16360N2,two,half,296,0.2929168939590454,0.4339787364006043
402,16360N2,two,all,111,0.2509779632091523,0.4819888472557068
403,16360N2,two,all,231,0.2525603249669076,0.4523422122001648
404,16360N2,two,all,296,0.1970699168741703,0.3701001405715941
405,17240N3,ori,,111,4.339063584804535,3.6928495168685913
406,17240N3,ori,,231,1.7513311505317688,1.538071632385254
407,17240N3,ori,,296,1.2763530388474464,1.0841009020805359
408,17240N3,single,half,111,1.7977701425552368,1.195081293582916
409,17240N3,single,half,231,0.8717932626605035,0.7031347751617433
410,17240N3,single,half,296,0.6392226591706277,0.49896389245986944
411,17240N3,single,all,111,1.0343614220619202,0.6607745289802551
412,17240N3,single,all,231,0.5654317438602449,0.4272322952747345
413,17240N3,single,all,296,0.4198033846914768,0.3422158062458038
414,17240N3,two,half,111,1.0542344450950623,0.7149216830730438
415,17240N3,two,half,231,0.5875370800495148,0.4511254429817201
416,17240N3,two,half,296,0.42996516451239586,0.3233916461467743
417,17240N3,two,all,111,0.5516965687274933,0.33251339197158813
418,17240N3,two,all,231,0.345052570104599,0.2726422548294067
419,17240N3,two,all,296,0.2701511569321156,0.2063528001308442
420,20510N2,ori,,111,4.564613103866577,3.7591007947921753
421,20510N2,ori,,231,1.911756157875061,1.5550699830055237
422,20510N2,ori,,296,1.355147659778595,1.1212607622146606
423,20510N2,single,half,111,1.9060779809951778,0.8553773164749146
424,20510N2,single,half,231,0.878463476896286,0.5191116333007812
425,20510N2,single,half,296,0.6189687773585321,0.44509974122047435
426,20510N2,single,all,111,1.1346657574176788,0.38436317443847656
427,20510N2,single,all,231,0.5896729901432991,0.3901967108249665
428,20510N2,single,all,296,0.419303897768259,0.23434808850288388
429,20510N2,two,half,111,1.1435688734054565,0.3946766257286072
430,20510N2,two,half,231,0.5804009214043617,0.34746652841567993
431,20510N2,two,half,296,0.41238181293010717,0.21919286251068118
432,20510N2,two,all,111,0.6415078341960906,0.15286383032798773
433,20510N2,two,all,231,0.349498923867941,0.1747938096523286
434,20510N2,two,all,296,0.24932974763214588,0.2216266989707946
435,16230N2,ori,,111,2.041844248771668,2.4583181738853455
436,16230N2,ori,,231,0.8945159688591958,1.0061874389648438
437,16230N2,ori,,296,0.5921367704868317,0.6916425228118896
438,16230N2,single,half,111,0.4368143081665039,0.9128580689430237
439,16230N2,single,half,231,0.3816173300147057,0.48015767335891735
440,16230N2,single,half,296,0.29080149158835417,0.3502985239028931
441,16230N2,single,all,111,0.1706821620464325,0.4978449940681459
442,16230N2,single,all,231,0.2017512619495392,0.3220678567886352
443,16230N2,single,all,296,0.2098466008901596,0.275016188621521
444,16230N2,two,half,111,0.2514365315437317,0.5076000094413757
445,16230N2,two,half,231,0.2166302315890789,0.30927467346191406
446,16230N2,two,half,296,0.13378617912530902,0.2349055707454682
447,16230N2,two,all,111,0.023018628358840887,0.26532059907913214
448,16230N2,two,all,231,0.1072963327169419,0.21112760901451108
449,16230N2,two,all,296,0.10821362212300309,0.1773290634155274
450,19311N2,ori,,111,3.5983315110206604,3.946727991104126
451,19311N2,ori,,231,1.43595315515995,1.6432151198387146
452,19311N2,ori,,296,1.0032600983977318,1.1677290201187134
453,19311N2,single,half,111,1.7717771530151367,1.2671847343444822
454,19311N2,single,half,231,0.8382031470537185,0.7239720821380615
455,19311N2,single,half,296,0.5807682052254678,0.5035917162895204
456,19311N2,single,all,111,1.0687704086303709,0.7008232474327087
457,19311N2,single,all,231,0.6280937641859055,0.4566667973995209
458,19311N2,single,all,296,0.445687297731638,0.36865395307540905
459,19311N2,two,half,111,1.106447458267212,0.7177636623382568
460,19311N2,two,half,231,0.621872216463089,0.4767531752586365
461,19311N2,two,half,296,0.4327523894608021,0.3598377406597138
462,19311N2,two,all,111,0.611007809638977,0.34344145655632025
463,19311N2,two,all,231,0.4154132530093193,0.3178994655609131
464,19311N2,two,all,296,0.2881876770406962,0.2810780704021454
465,15182N2,ori,,111,3.841905951499939,4.350502371788025
466,15182N2,ori,,231,1.486338384449482,1.6825939714908602
467,15182N2,ori,,296,1.071298249065876,1.221883773803711
468,15182N2,single,half,111,2.202267825603485,2.4920661449432373
469,15182N2,single,half,231,0.9954638630151752,1.1252211928367615
