-1550 0.000167909
-1440 0.000770727
-1330 0.000358727
-1220 0.000279909
-1110 0.000222182
-1000 0.000261727
-890 0.000523909
-780 0.000757
-670 0.000824636
-560 0.00142791
-450 0.000808
-340 0.000585818
-230 0.000454636
-120 0.000316364
-10 0.000248364
100 0.000201182
210 0.000171818
320 0.000140273
430 0.000114455
540 9.40909e-05
650 7.66364e-05
760 6.20909e-05
870 4.73636e-05
980 3.60909e-05
1090 3.00909e-05
1200 2.53636e-05
1310 1.9e-05
1420 1.29091e-05
1530 1.25455e-05
1640 9.45455e-06
1750 7.36364e-06
1860 4.63636e-06
1970 4.54545e-06
2080 2.90909e-06
2190 1.54545e-06
2300 1.54545e-06
2410 2.54545e-06
2520 9.09091e-07
2630 9.09091e-07
2740 1.81818e-07
2850 4.54545e-07
2960 3.63636e-07
3070 5.45455e-07
3180 2.72727e-07
3290 1.81818e-07
3400 9.09091e-08
3510 2.72727e-07
3620 1.81818e-07
3840 9.09091e-08
4170 1.81818e-07
