-5180 1.81818e-07
-5070 1.81818e-07
-4850 2.72727e-07
-4740 4.54545e-07
-4630 2.72727e-07
-4520 1.09091e-06
-4410 5.45455e-07
-4300 1.36364e-06
-4190 2.18182e-06
-4080 3.63636e-06
-3970 5.63636e-06
-3860 8.90909e-06
-3750 1.2e-05
-3640 1.65455e-05
-3530 2.55455e-05
-3420 3.2e-05
-3310 3.91818e-05
-3200 5.63636e-05
-3090 6.9e-05
-2980 8.58182e-05
-2870 9.94545e-05
-2760 0.000121364
-2650 0.000137182
-2540 0.000148545
-2430 0.000169545
-2320 0.000175909
-2210 0.000188091
-2100 0.000201
-1990 0.000204545
-1880 0.000205727
-1770 0.000228818
-1660 0.000229364
-1550 0.000227545
-1440 0.000244636
-1330 0.000256818
-1220 0.000278273
-1110 0.000300182
-1000 0.000311727
-890 0.000331364
-780 0.000338091
-670 0.000356273
-560 0.000385273
-450 0.000425273
-340 0.000511909
-230 0.000642727
-120 0.000863455
-10 0.000736455
100 0.000249545
210 9.8e-05
320 3.66364e-05
430 1.60909e-05
540 6.45455e-06
650 2.27273e-06
760 9.09091e-07
870 9.09091e-08
980 9.09091e-08
1090 9.09091e-08
