P,q
1.0,3.5323e-06
2.0,1.3246e-05
3.0,1.76614e-05
4.0,2.11936e-05
5.0,2.42844e-05
6.0,3.79719e-05
7.0,3.48812e-05
8.0,4.06211e-05
9.0,5.03349e-05
10.0,6.04901e-05
20.0,0.0001214218
30.0,0.0001929503
40.0,0.000240636
50.0,0.0003050999
60.0,0.0003483702
70.0,0.0003925236
80.0,0.0005024655
90.0,0.0005073224
100.0,0.0005823832
200.0,0.0011864015
300.0,0.0017162421
400.0,0.0023299741
500.0,0.002862464
600.0,0.0034280688
700.0,0.00419987
800.0,0.0050025786
900.0,0.005249396
1000.0,0.0062216535
2000.0,0.0121214289
3000.0,0.0180856682
4000.0,0.0239337841
5000.0,0.0291191576
6000.0,0.0367868345
7000.0,0.0410675052
8000.0,0.0488327611
9000.0,0.054635399
10000.0,0.0622911545
20000.0,0.1266394152
30000.0,0.187082309
40000.0,0.2669734444
50000.0,0.3270617865
60000.0,0.3816954194
70000.0,0.4503066894
80000.0,0.5316005779
90000.0,0.6167300709
100000.0,0.6640448386
200000.0,1.2652938496
300000.0,1.682185257
400000.0,1.9533523899
500000.0,2.0770118932
1000000.0,2.4280860567
2000000.0,2.6118312528
3000000.0,2.6052444508
4000000.0,2.6243165056
5000000.0,2.6209546668
