P,q
1.0,4.271e-07
2.0,0.0
3.0,0.0
4.0,0.0
5.0,2.5625e-06
6.0,1.7083e-06
7.0,2.1354e-06
8.0,8.542e-07
9.0,2.1354e-06
10.0,1.7083e-06
20.0,3.4166e-06
30.0,6.8333e-06
40.0,9.8229e-06
50.0,8.5416e-06
60.0,8.9687e-06
70.0,1.28124e-05
80.0,1.19583e-05
90.0,1.23853e-05
100.0,1.83645e-05
200.0,3.88643e-05
300.0,5.50934e-05
400.0,8.4989e-05
500.0,9.48119e-05
600.0,0.0001071972
700.0,0.0001332491
800.0,0.0001409366
900.0,0.0001682698
1000.0,0.0001913321
2000.0,0.0003745497
3000.0,0.0005731422
4000.0,0.0007397036
5000.0,0.0009690459
6000.0,0.0011501281
7000.0,0.0013008875
8000.0,0.0016058231
9000.0,0.0016421249
10000.0,0.0019547479
20000.0,0.0038163922
30000.0,0.005833921
40000.0,0.0074081401
50000.0,0.0095042517
60000.0,0.0114602808
70000.0,0.0132693942
80000.0,0.015387714
90000.0,0.0173702222
100000.0,0.0187663486
200000.0,0.0378743618
300000.0,0.0569755416
400000.0,0.0728599504
500000.0,0.0953423273
1000000.0,0.1858970811
2000000.0,0.3644829694
3000000.0,0.5260582374
4000000.0,0.6788873218
5000000.0,0.8374478278
