P,q
1.0,6.4062e-06
2.0,7.2604e-06
3.0,1.70832e-05
4.0,1.53749e-05
5.0,2.34894e-05
6.0,2.09269e-05
7.0,3.75831e-05
8.0,4.35622e-05
9.0,4.35622e-05
10.0,5.38122e-05
20.0,0.0001016452
30.0,0.0001383741
40.0,0.0001921863
50.0,0.0002259256
60.0,0.0002818732
70.0,0.0003301333
80.0,0.0003506332
90.0,0.0004198202
100.0,0.0004394659
200.0,0.0009553793
300.0,0.0013739183
400.0,0.0019398001
500.0,0.0022947041
600.0,0.0027533886
700.0,0.0032086565
800.0,0.0035900395
900.0,0.0039671517
1000.0,0.0045932519
2000.0,0.0093645963
3000.0,0.0138446718
4000.0,0.0188205879
5000.0,0.0222145974
6000.0,0.0265849132
7000.0,0.032311637
8000.0,0.0360238215
9000.0,0.0412444548
10000.0,0.0460418512
20000.0,0.089628843
30000.0,0.1322326954
40000.0,0.181005727
50000.0,0.2205802966
60000.0,0.26386278
70000.0,0.2949516852
80000.0,0.3335004073
90000.0,0.3722904298
100000.0,0.4047131078
200000.0,0.7279328308
300000.0,0.995553066
400000.0,1.2305340933
500000.0,1.4176722706
1000000.0,2.0443092706
2000000.0,2.6656380857
3000000.0,2.9223741718
4000000.0,3.1453926716
5000000.0,3.2656068918
