P,q
1.0,5.6345e-06
2.0,6.9347e-06
3.0,1.56032e-05
4.0,2.25379e-05
5.0,1.95039e-05
6.0,2.4705e-05
7.0,3.25066e-05
8.0,3.16397e-05
9.0,3.77076e-05
10.0,4.42089e-05
20.0,0.0001022874
30.0,0.0001365276
40.0,0.0001720681
50.0,0.0002392484
60.0,0.0002583189
70.0,0.0003467368
80.0,0.0003354678
90.0,0.0004061155
100.0,0.0004685281
200.0,0.0009041162
300.0,0.0013587748
400.0,0.00186241
500.0,0.0023114341
600.0,0.002712782
700.0,0.0032025477
800.0,0.003845311
900.0,0.0040381833
1000.0,0.0043407112
2000.0,0.0095408962
3000.0,0.0140333048
4000.0,0.0182955668
5000.0,0.0233475218
6000.0,0.0272977207
7000.0,0.0329209246
8000.0,0.0373162468
9000.0,0.0428974089
10000.0,0.0474452953
20000.0,0.0991225132
30000.0,0.1491748358
40000.0,0.2058541653
50000.0,0.2627428371
60000.0,0.3238066533
70000.0,0.3663915657
80000.0,0.4370760276
90000.0,0.4758190963
100000.0,0.5455933741
200000.0,1.2606001771
300000.0,1.9994017924
400000.0,2.5730817134
500000.0,2.9370586907
1000000.0,3.6105043217
2000000.0,3.8866676063
3000000.0,3.8957794158
4000000.0,3.8984237172
5000000.0,3.9147766911
