P,q
1.0,0.0
2.0,1.3246e-06
3.0,1.3246e-06
4.0,8.831e-07
5.0,1.7661e-06
6.0,8.831e-07
7.0,3.5323e-06
8.0,2.6492e-06
9.0,1.7661e-06
10.0,3.9738e-06
20.0,8.8307e-06
30.0,1.45706e-05
40.0,1.94275e-05
50.0,2.42844e-05
60.0,2.11936e-05
70.0,2.42844e-05
80.0,3.39981e-05
90.0,3.66473e-05
100.0,3.53227e-05
200.0,7.50608e-05
300.0,0.0001205387
400.0,0.0001540953
500.0,0.0001903011
600.0,0.0002340129
700.0,0.0002693357
800.0,0.0003161382
900.0,0.0003708884
1000.0,0.0003541102
2000.0,0.0007960855
3000.0,0.0011563772
4000.0,0.0016076248
5000.0,0.0019308275
6000.0,0.0023639723
7000.0,0.0029185388
8000.0,0.0030832309
9000.0,0.003652368
10000.0,0.0038744596
20000.0,0.0081348197
30000.0,0.0121245196
40000.0,0.0158064704
50000.0,0.0194566308
60000.0,0.0245916695
70000.0,0.0292127628
80000.0,0.0326933742
90000.0,0.0361739855
100000.0,0.0391256393
200000.0,0.0759954822
300000.0,0.111651107
400000.0,0.1569644018
500000.0,0.2005769081
1000000.0,0.3757907871
2000000.0,0.7032521617
3000000.0,1.0031141383
4000000.0,1.2649578423
5000000.0,1.4304257446
