P,q
1.0,0.0
2.0,1.5411e-06
3.0,1.5411e-06
4.0,4.6232e-06
5.0,7.7053e-06
6.0,8.4758e-06
7.0,9.2463e-06
8.0,1.15579e-05
9.0,9.2463e-06
10.0,1.00168e-05
20.0,2.54274e-05
30.0,4.392e-05
40.0,6.24126e-05
50.0,7.4741e-05
60.0,8.70695e-05
70.0,9.55452e-05
80.0,0.0001094147
90.0,0.0001248252
100.0,0.0001371537
200.0,0.0002265347
300.0,0.0003320968
400.0,0.0004237894
500.0,0.000515482
600.0,0.0006210441
700.0,0.0007312294
800.0,0.0008421851
900.0,0.0009446651
1000.0,0.0010463746
2000.0,0.0021528502
3000.0,0.0031052206
4000.0,0.0041331025
5000.0,0.0052526771
6000.0,0.0062951991
7000.0,0.0072452579
8000.0,0.0082931735
9000.0,0.0092740534
10000.0,0.0104074974
20000.0,0.0205876896
30000.0,0.0312972333
40000.0,0.0424174674
50000.0,0.0520351754
60000.0,0.0633719274
70000.0,0.0730751639
80000.0,0.082783794
90000.0,0.093265262
100000.0,0.1039593951
200000.0,0.2086561838
300000.0,0.3184792833
400000.0,0.4332144874
500000.0,0.5534766759
1000000.0,1.1322643669
2000000.0,2.4121661772
3000000.0,3.5134376687
4000000.0,4.1453531414
5000000.0,4.5881283179
