P,q
1.0,6.9347e-06
2.0,1.08355e-05
3.0,2.4705e-05
4.0,2.60053e-05
5.0,3.46737e-05
6.0,5.41776e-05
7.0,3.85745e-05
8.0,5.15771e-05
9.0,4.98434e-05
10.0,6.45797e-05
20.0,0.0001209245
30.0,0.0001907052
40.0,0.0002739221
50.0,0.0003146636
60.0,0.0003818439
70.0,0.0004871652
80.0,0.0005153376
90.0,0.0005959539
100.0,0.0006735362
200.0,0.0012872603
300.0,0.0020362118
400.0,0.0026564372
500.0,0.0030993935
600.0,0.0038821518
700.0,0.0046059648
800.0,0.0051828482
900.0,0.0059400346
1000.0,0.0064193983
2000.0,0.012819726
3000.0,0.0194129261
4000.0,0.0261214161
5000.0,0.0324762347
6000.0,0.0382212299
7000.0,0.0462425521
8000.0,0.0520412915
9000.0,0.0579249814
10000.0,0.0652719006
20000.0,0.1317586802
30000.0,0.1951248287
40000.0,0.2709518306
50000.0,0.3357296313
60000.0,0.3875854186
70000.0,0.4608972785
80000.0,0.5447412685
90000.0,0.5923842038
100000.0,0.6825643752
200000.0,1.3355325981
300000.0,1.9264908468
400000.0,2.3364966998
500000.0,2.6763212926
1000000.0,3.3838273119
2000000.0,3.7565346882
3000000.0,3.8822857201
4000000.0,3.9375369275
5000000.0,3.9740140713
