P,q
1.0,1.3003e-06
2.0,4.334e-07
3.0,8.668e-07
4.0,2.1671e-06
5.0,1.7337e-06
6.0,3.0339e-06
7.0,1.3003e-06
8.0,2.1671e-06
9.0,3.4674e-06
10.0,2.6005e-06
20.0,4.3342e-06
30.0,6.9347e-06
40.0,1.08355e-05
50.0,1.04021e-05
60.0,8.235e-06
70.0,1.647e-05
80.0,1.95039e-05
90.0,1.86371e-05
100.0,2.51384e-05
200.0,4.76763e-05
300.0,6.02455e-05
400.0,9.18852e-05
500.0,0.0001269923
600.0,0.00014823
700.0,0.0001573318
800.0,0.0001759689
900.0,0.0002019742
1000.0,0.0002297131
2000.0,0.0004390555
3000.0,0.0007034423
4000.0,0.0009123512
5000.0,0.0011446648
6000.0,0.0013930151
7000.0,0.001519574
8000.0,0.0017913289
9000.0,0.0021302642
10000.0,0.0022953976
20000.0,0.0046181006
30000.0,0.0070205532
40000.0,0.0094516115
50000.0,0.0115779749
60000.0,0.0137957901
70000.0,0.0157500853
80000.0,0.0178751484
90000.0,0.0205155491
100000.0,0.0228373853
200000.0,0.0473408409
300000.0,0.0681597846
400000.0,0.0884239495
500000.0,0.1141864931
1000000.0,0.2239594602
2000000.0,0.4299900278
3000000.0,0.6489161701
4000000.0,0.8390644591
5000000.0,1.0376263162
