P,q
1.0,0.0
2.0,8.831e-07
3.0,3.0907e-06
4.0,3.9738e-06
5.0,1.3246e-06
6.0,3.0907e-06
7.0,4.4153e-06
8.0,7.0645e-06
9.0,5.2984e-06
10.0,5.7399e-06
20.0,1.41291e-05
30.0,2.25182e-05
40.0,2.25182e-05
50.0,2.51674e-05
60.0,3.17904e-05
70.0,3.9738e-05
80.0,4.59195e-05
90.0,5.2101e-05
100.0,5.69579e-05
200.0,0.000137317
300.0,0.0002035471
400.0,0.0002401944
500.0,0.0003161382
600.0,0.0003956143
700.0,0.0004172495
800.0,0.0005430866
900.0,0.0005099716
1000.0,0.0005753186
2000.0,0.0013064987
3000.0,0.0018813757
4000.0,0.0025083538
5000.0,0.0031066322
6000.0,0.0036422128
7000.0,0.0043023059
8000.0,0.0050688086
9000.0,0.0053549226
10000.0,0.0064013578
20000.0,0.0119646844
30000.0,0.0184247662
40000.0,0.0245064535
50000.0,0.0295885081
60000.0,0.0364596579
70000.0,0.0427122188
80000.0,0.0469240103
90000.0,0.054479096
100000.0,0.0592503108
200000.0,0.1129814485
300000.0,0.1606176529
400000.0,0.1982751922
500000.0,0.2402244405
1000000.0,0.398717874
2000000.0,0.5883853637
3000000.0,0.6811467694
4000000.0,0.7650426168
5000000.0,0.8024740908
