P,q
1.0,7.2604e-06
2.0,1.28124e-05
3.0,2.09269e-05
4.0,3.03227e-05
5.0,3.7156e-05
6.0,3.7156e-05
7.0,4.31351e-05
8.0,4.44164e-05
9.0,5.97913e-05
10.0,5.97913e-05
20.0,0.0001289783
30.0,0.0002143945
40.0,0.0002711962
50.0,0.0002981023
60.0,0.0003801017
70.0,0.0004890073
80.0,0.0005496527
90.0,0.0005624652
100.0,0.0006747873
200.0,0.0013008875
300.0,0.0019013628
400.0,0.0026901807
500.0,0.003423051
600.0,0.0044527423
700.0,0.004927656
800.0,0.0053128827
900.0,0.0061777209
1000.0,0.0066564782
2000.0,0.0135512674
3000.0,0.0194573651
4000.0,0.0266857042
5000.0,0.0325230419
6000.0,0.0410321957
7000.0,0.0488379479
8000.0,0.0564011182
9000.0,0.0637349463
10000.0,0.0702180298
20000.0,0.1382639276
30000.0,0.2144798773
40000.0,0.2811552735
50000.0,0.3877631329
60000.0,0.461300006
70000.0,0.5539662463
80000.0,0.6696307769
90000.0,0.7609551299
100000.0,0.8172951756
200000.0,1.9431330223
300000.0,2.6254250306
400000.0,3.0752703079
500000.0,3.3100412116
1000000.0,3.7215726611
2000000.0,3.9085455582
3000000.0,3.9123367527
4000000.0,3.9204290759
5000000.0,3.9225922392
