P,q
1.0,5.7789e-06
2.0,4.6232e-06
3.0,9.2463e-06
4.0,1.098e-05
5.0,1.098e-05
6.0,1.56032e-05
7.0,2.7161e-05
8.0,2.65832e-05
9.0,3.294e-05
10.0,3.35179e-05
20.0,5.77895e-05
30.0,9.01516e-05
40.0,0.0001248252
50.0,0.0001560316
60.0,0.0002016852
70.0,0.0002039968
80.0,0.0002271126
90.0,0.0002623642
100.0,0.000301661
200.0,0.0006466641
300.0,0.0008818672
400.0,0.0012158903
500.0,0.0014961693
600.0,0.001881625
700.0,0.0020370786
800.0,0.0024704996
900.0,0.0026999238
1000.0,0.0030010069
2000.0,0.005957516
3000.0,0.0090608102
4000.0,0.0121583256
5000.0,0.0151685788
6000.0,0.0180921478
7000.0,0.0210209179
8000.0,0.0242582838
9000.0,0.0271743402
10000.0,0.0301383618
20000.0,0.0604206195
30000.0,0.0912160475
40000.0,0.1200316085
50000.0,0.1505958787
60000.0,0.1806047922
70000.0,0.2140596914
80000.0,0.2403891496
90000.0,0.2707557799
100000.0,0.3000099629
200000.0,0.5825975579
300000.0,0.8662889316
400000.0,1.1451317692
500000.0,1.4075687556
1000000.0,2.6462847846
2000000.0,4.2654329078
3000000.0,5.1666463248
4000000.0,5.6850605911
5000000.0,6.0202880319
