,ori_name,func_type,func_ratio,t,p,dataset,Y,Y_pred
147,10010N2,two,all,231,1e7,train,11.709238052368164,12.378926277160645
148,10010N2,two,all,296,5e5,train,0.6263716220855713,0.6578168869018555
149,10010N2,two,all,296,1e7,train,7.790328025817871,8.559776306152344
150,11010N2,ori,,111,5e5,train,5.715560436248779,4.615289211273193
151,11010N2,ori,,111,1e7,train,24.497854232788086,24.634675979614258
152,11010N2,ori,,231,5e5,train,0.6038185954093933,0.7395110130310059
153,11010N2,ori,,231,1e7,train,8.311967849731445,8.5983304977417
154,11010N2,ori,,296,5e5,train,0.34761252999305725,0.26984500885009766
155,11010N2,ori,,296,1e7,train,5.504483699798584,5.987104415893555
156,11010N2,single,half,111,5e5,train,0.0,1.0505733489990234
157,11010N2,single,half,111,1e7,train,0.0,7.264667987823486
158,11010N2,single,half,231,5e5,train,0.0,-0.3924736976623535
159,11010N2,single,half,231,1e7,train,0.0,2.4516568183898926
160,11010N2,single,half,296,5e5,train,0.0,0.052471160888671875
161,11010N2,single,half,296,1e7,train,0.0,1.4473905563354492
162,11010N2,single,all,111,5e5,train,0.0,2.2385716438293457
163,11010N2,single,all,111,1e7,train,0.0,8.582698822021484
164,11010N2,single,all,231,5e5,train,0.0,-0.22655534744262695
165,11010N2,single,all,231,1e7,train,0.0,2.9903564453125
166,11010N2,single,all,296,5e5,train,0.0,-0.02275371551513672
167,11010N2,single,all,296,1e7,train,0.0,2.8939309120178223
168,11010N2,two,half,111,5e5,train,0.0,2.2908859252929688
169,11010N2,two,half,111,1e7,train,0.0,8.758990287780762
170,11010N2,two,half,231,5e5,train,0.0,0.5212383270263672
171,11010N2,two,half,231,1e7,train,0.0,3.252068042755127
172,11010N2,two,half,296,5e5,train,0.0,0.11789369583129883
173,11010N2,two,half,296,1e7,train,0.0,2.1485958099365234
174,11010N2,two,all,111,5e5,train,0.0,3.3908510208129883
175,11010N2,two,all,111,1e7,train,0.0,9.773951530456543
176,11010N2,two,all,231,5e5,train,0.0,0.499603271484375
177,11010N2,two,all,231,1e7,train,0.0,3.952852487564087
178,11010N2,two,all,296,5e5,train,0.0,0.09346771240234375
179,11010N2,two,all,296,1e7,train,0.0,2.6242856979370117
180,07001N2,ori,,111,5e5,train,11.12281608581543,6.339378356933594
181,07001N2,ori,,111,1e7,train,22.48845863342285,24.650575637817383
182,07001N2,ori,,231,5e5,train,0.857776403427124,1.018235683441162
183,07001N2,ori,,231,1e7,train,9.000673294067383,8.914015769958496
184,07001N2,ori,,296,5e5,train,0.43875718116760254,0.24102067947387695
185,07001N2,ori,,296,1e7,train,5.740204811096191,5.836549758911133
186,07001N2,single,half,111,5e5,train,0.0,0.9610280990600586
187,07001N2,single,half,111,1e7,train,0.0,1.7722740173339844
188,07001N2,single,half,231,5e5,train,0.0,0.2590484619140625
189,07001N2,single,half,231,1e7,train,0.0,0.32514524459838867
190,07001N2,single,half,296,5e5,train,0.0,0.04383420944213867
191,07001N2,single,half,296,1e7,train,0.0,0.9014692306518555
192,07001N2,single,all,111,5e5,train,0.0,-0.2869887351989746
193,07001N2,single,all,111,1e7,train,0.0,-0.30400514602661133
194,07001N2,single,all,231,5e5,train,0.0,-0.3028392791748047
195,07001N2,single,all,231,1e7,train,0.0,-0.11404228210449219
196,07001N2,single,all,296,5e5,train,0.0,0.11864614486694336
197,07001N2,single,all,296,1e7,train,0.0,-0.4325575828552246
198,07001N2,two,half,111,5e5,train,0.0,0.9216985702514648
199,07001N2,two,half,111,1e7,train,0.0,0.42057275772094727
200,07001N2,two,half,231,5e5,train,0.0,0.3249526023864746
201,07001N2,two,half,231,1e7,train,0.0,0.39130449295043945
202,07001N2,two,half,296,5e5,train,0.0,0.3332991600036621
203,07001N2,two,half,296,1e7,train,0.0,0.2019786834716797
204,07001N2,two,all,111,5e5,train,0.0,0.14464807510375977
205,07001N2,two,all,111,1e7,train,0.0,-0.1624622344970703
206,07001N2,two,all,231,5e5,train,0.0,-0.06650972366333008
207,07001N2,two,all,231,1e7,train,0.0,-0.6516051292419434
208,07001N2,two,all,296,5e5,train,0.0,0.6062459945678711
209,07001N2,two,all,296,1e7,train,0.0,-0.034039974212646484
210,18023N3,ori,,111,5e5,train,6.132997035980225,7.002364158630371
211,18023N3,ori,,111,1e7,train,25.33106803894043,25.13597869873047
212,18023N3,ori,,231,5e5,train,0.6276862621307373,0.7969012260437012
213,18023N3,ori,,231,1e7,train,8.543659210205078,9.187643051147461
214,18023N3,ori,,296,5e5,train,0.3580630123615265,0.3664979934692383
215,18023N3,ori,,296,1e7,train,5.641359329223633,5.998054504394531
216,18023N3,single,half,111,5e5,train,13.1229887008667,13.274587631225586
217,18023N3,single,half,111,1e7,train,28.254535675048828,28.595680236816406
218,18023N3,single,half,231,5e5,train,1.2209419012069702,1.6664981842041016
219,18023N3,single,half,231,1e7,train,11.28084945678711,12.282856941223145
220,18023N3,single,half,296,5e5,train,0.5448355078697205,0.6837115287780762
221,18023N3,single,half,296,1e7,train,7.1732587814331055,8.027091979980469
222,18023N3,single,all,111,5e5,train,14.522987365722656,15.767051696777344
223,18023N3,single,all,111,1e7,train,28.595792770385742,27.950653076171875
224,18023N3,single,all,231,5e5,train,1.5848476886749268,2.8519463539123535
225,18023N3,single,all,231,1e7,train,11.901036262512207,13.325345993041992
226,18023N3,single,all,296,5e5,train,0.6507273316383362,1.1235175132751465
227,18023N3,single,all,296,1e7,train,7.68757438659668,9.525482177734375
228,18023N3,two,half,111,5e5,train,12.167327880859375,13.666093826293945
229,18023N3,two,half,111,1e7,train,26.486631393432617,27.135177612304688
230,18023N3,two,half,231,5e5,train,1.7693498134613037,2.379530906677246
231,18023N3,two,half,231,1e7,train,11.07264232635498,12.035531997680664
232,18023N3,two,half,296,5e5,train,0.6611994504928589,0.906684398651123
233,18023N3,two,half,296,1e7,train,7.266345024108887,7.816317558288574
234,18023N3,two,all,111,5e5,train,18.326208114624023,16.853944778442383
235,18023N3,two,all,111,1e7,train,26.17403793334961,26.073881149291992
236,18023N3,two,all,231,5e5,train,2.969449043273926,4.158357620239258
237,18023N3,two,all,231,1e7,train,13.468592643737793,13.55744457244873
238,18023N3,two,all,296,5e5,train,0.9627335667610168,1.4395675659179688
239,18023N3,two,all,296,1e7,train,8.84912109375,9.277702331542969
240,20531N2,ori,,111,5e5,train,8.3699312210083,4.564157962799072
241,20531N2,ori,,111,1e7,train,29.01163101196289,25.980792999267578
242,20531N2,ori,,231,5e5,train,0.799771785736084,0.6601133346557617
243,20531N2,ori,,231,1e7,train,10.583696365356445,9.176838874816895
244,20531N2,ori,,296,5e5,train,0.4447349011898041,0.4019489288330078
245,20531N2,ori,,296,1e7,train,7.044076919555664,6.722078323364258
246,20531N2,single,half,111,5e5,train,9.3102388381958,7.277801513671875
247,20531N2,single,half,111,1e7,train,28.083999633789062,25.33063507080078
248,20531N2,single,half,231,5e5,train,0.9580385684967041,1.0252065658569336
249,20531N2,single,half,231,1e7,train,10.932363510131836,10.033928871154785
250,20531N2,single,half,296,5e5,train,0.49576300382614136,0.4797811508178711
251,20531N2,single,half,296,1e7,train,7.221319675445557,7.0884623527526855
252,20531N2,single,all,111,5e5,train,10.796576499938965,10.195619583129883
253,20531N2,single,all,111,1e7,train,28.74742317199707,26.75066566467285
254,20531N2,single,all,231,5e5,train,1.4479765892028809,1.5824861526489258
255,20531N2,single,all,231,1e7,train,11.601727485656738,11.586584091186523
256,20531N2,single,all,296,5e5,train,0.6480532288551331,0.7601633071899414
257,20531N2,single,all,296,1e7,train,7.769275188446045,7.975707054138184
258,20531N2,two,half,111,5e5,train,10.605287551879883,8.688318252563477
259,20531N2,two,half,111,1e7,train,28.07253074645996,25.35891342163086
260,20531N2,two,half,231,5e5,train,1.0914872884750366,0.8268094062805176
261,20531N2,two,half,231,1e7,train,11.239059448242188,10.713245391845703
262,20531N2,two,half,296,5e5,train,0.5520089864730835,0.5178732872009277
263,20531N2,two,half,296,1e7,train,7.391434192657471,7.196136951446533
264,20531N2,two,all,111,5e5,train,12.9508056640625,12.495353698730469
265,20531N2,two,all,111,1e7,train,28.545581817626953,27.38967514038086
266,20531N2,two,all,231,5e5,train,1.5846389532089233,2.3391618728637695
267,20531N2,two,all,231,1e7,train,12.224547386169434,12.559816360473633
268,20531N2,two,all,296,5e5,train,0.6588934659957886,0.820155143737793
269,20531N2,two,all,296,1e7,train,8.108263969421387,8.627104759216309
270,13070N2,ori,,111,5e5,train,4.340061187744141,5.646754264831543
271,13070N2,ori,,111,1e7,train,24.029823303222656,25.984298706054688
272,13070N2,ori,,231,5e5,train,0.5539678335189819,0.5311603546142578
273,13070N2,ori,,231,1e7,train,8.234793663024902,8.858542442321777
274,13070N2,ori,,296,5e5,train,0.3411651849746704,0.650395393371582
275,13070N2,ori,,296,1e7,train,5.664926052093506,6.056979179382324
276,13070N2,single,half,111,5e5,train,0.0,-0.0501551628112793
277,13070N2,single,half,111,1e7,train,0.0,0.4623417854309082
278,13070N2,single,half,231,5e5,train,0.0,0.10256814956665039
279,13070N2,single,half,231,1e7,train,0.0,0.301300048828125
280,13070N2,single,half,296,5e5,train,0.0,0.23551559448242188
281,13070N2,single,half,296,1e7,train,0.0,0.2776360511779785
282,13070N2,single,all,111,5e5,train,0.0,0.5013713836669922
283,13070N2,single,all,111,1e7,train,0.0,1.2930574417114258
284,13070N2,single,all,231,5e5,train,0.0,-0.010577678680419922
285,13070N2,single,all,231,1e7,train,0.0,0.5096292495727539
286,13070N2,single,all,296,5e5,train,0.0,-0.04997110366821289
287,13070N2,single,all,296,1e7,train,0.0,0.22501230239868164
288,13070N2,two,half,111,5e5,train,0.0,0.21445846557617188
289,13070N2,two,half,111,1e7,train,0.0,0.28159046173095703
290,13070N2,two,half,231,5e5,train,0.0,-0.032366275787353516
291,13070N2,two,half,231,1e7,train,0.0,0.30797624588012695
292,13070N2,two,half,296,5e5,train,0.0,-0.07297611236572266
293,13070N2,two,half,296,1e7,train,0.0,0.13721609115600586
294,13070N2,two,all,111,5e5,train,0.0,1.5207343101501465
295,13070N2,two,all,111,1e7,train,0.0,1.2848892211914062
296,13070N2,two,all,231,5e5,train,0.0,0.3778347969055176
297,13070N2,two,all,231,1e7,train,0.0,1.1536760330200195
298,13070N2,two,all,296,5e5,train,0.0,-0.002899646759033203
299,13070N2,two,all,296,1e7,train,0.0,0.8819246292114258
300,20540N2,ori,,111,5e5,train,6.252033233642578,5.062809467315674
301,20540N2,ori,,111,1e7,train,20.214099884033203,21.573827743530273
302,20540N2,ori,,231,5e5,train,0.5449984073638916,0.7043070793151855
303,20540N2,ori,,231,1e7,train,6.998094081878662,7.9042487144470215
304,20540N2,ori,,296,5e5,train,0.29029837250709534,0.48459672927856445
305,20540N2,ori,,296,1e7,train,4.407617092132568,5.190958499908447
306,20540N2,single,half,111,5e5,train,10.674293518066406,9.982858657836914
307,20540N2,single,half,111,1e7,train,21.542762756347656,24.59450340270996
308,20540N2,single,half,231,5e5,train,1.4655972719192505,1.4136724472045898
309,20540N2,single,half,231,1e7,train,9.092416763305664,10.768264770507812
310,20540N2,single,half,296,5e5,train,0.5775808095932007,0.7702908515930176
311,20540N2,single,half,296,1e7,train,5.909342288970947,7.125320911407471
312,20540N2,single,all,111,5e5,train,17.236984252929688,12.813122749328613
313,20540N2,single,all,111,1e7,train,23.140825271606445,24.887252807617188
314,20540N2,single,all,231,5e5,train,4.010974884033203,2.4212088584899902
315,20540N2,single,all,231,1e7,train,12.624469757080078,11.904865264892578
316,20540N2,single,all,296,5e5,train,1.5549005270004272,1.0219597816467285
317,20540N2,single,all,296,1e7,train,8.660096168518066,8.010154724121094
318,20540N2,two,half,111,5e5,train,13.269620895385742,11.51651668548584
319,20540N2,two,half,111,1e7,train,20.108186721801758,23.979097366333008
320,20540N2,two,half,231,5e5,train,1.7326443195343018,2.098634719848633
321,20540N2,two,half,231,1e7,train,9.77428150177002,10.96058464050293
322,20540N2,two,half,296,5e5,train,0.6370973587036133,0.6442971229553223
323,20540N2,two,half,296,1e7,train,6.251124382019043,7.236182689666748
324,20540N2,two,all,111,5e5,train,15.386324882507324,14.801755905151367
325,20540N2,two,all,111,1e7,train,19.6247501373291,24.51944351196289
326,20540N2,two,all,231,5e5,train,2.8805322647094727,3.2970399856567383
327,20540N2,two,all,231,1e7,train,10.426236152648926,12.860528945922852
328,20540N2,two,all,296,5e5,train,1.165312647819519,1.432079792022705
329,20540N2,two,all,296,1e7,train,6.8970866203308105,8.797270774841309
330,16191N2,ori,,111,5e5,train,9.726740837097168,5.350306034088135
331,16191N2,ori,,111,1e7,train,26.887113571166992,23.76294708251953
332,16191N2,ori,,231,5e5,train,0.7859192490577698,0.6790213584899902
333,16191N2,ori,,231,1e7,train,9.3690767288208,8.690315246582031
334,16191N2,ori,,296,5e5,train,0.39634060859680176,0.589470386505127
335,16191N2,ori,,296,1e7,train,5.984766006469727,5.8273186683654785
336,16191N2,single,half,111,5e5,train,13.656511306762695,11.099774360656738
337,16191N2,single,half,111,1e7,train,25.289644241333008,25.77982521057129
338,16191N2,single,half,231,5e5,train,1.6850712299346924,1.8115873336791992
339,16191N2,single,half,231,1e7,train,10.734870910644531,11.023716926574707
340,16191N2,single,half,296,5e5,train,0.6207241415977478,0.46357011795043945
341,16191N2,single,half,296,1e7,train,6.782378196716309,7.298801422119141
342,16191N2,single,all,111,5e5,train,15.570929527282715,13.034067153930664
343,16191N2,single,all,111,1e7,train,23.029701232910156,25.366371154785156
344,16191N2,single,all,231,5e5,train,3.6137032508850098,2.6345248222351074
345,16191N2,single,all,231,1e7,train,11.752032279968262,11.994243621826172
346,16191N2,single,all,296,5e5,train,1.3812391757965088,1.0120720863342285
347,16191N2,single,all,296,1e7,train,7.8017120361328125,8.316610336303711
348,16191N2,two,half,111,5e5,train,15.2435884475708,12.023799896240234
349,16191N2,two,half,111,1e7,train,25.087081909179688,25.067453384399414
350,16191N2,two,half,231,5e5,train,2.2050294876098633,2.13433837890625
351,16191N2,two,half,231,1e7,train,11.34598445892334,11.540006637573242
352,16191N2,two,half,296,5e5,train,0.7958914041519165,0.7861423492431641
353,16191N2,two,half,296,1e7,train,7.317897319793701,7.832612991333008
354,16191N2,two,all,111,5e5,train,16.08242416381836,15.095159530639648
355,16191N2,two,all,111,1e7,train,21.276782989501953,25.843725204467773
356,16191N2,two,all,231,5e5,train,4.502161026000977,3.529848098754883
357,16191N2,two,all,231,1e7,train,11.556727409362793,13.195813179016113
358,16191N2,two,all,296,5e5,train,2.0623700618743896,1.3712763786315918
359,16191N2,two,all,296,1e7,train,8.031001091003418,8.861907005310059
360,21040N3,ori,,111,5e5,train,9.145856857299805,7.15056037902832
361,21040N3,ori,,111,1e7,train,14.806538581848145,21.291370391845703
362,21040N3,ori,,231,5e5,train,0.6081189513206482,0.31583070755004883
363,21040N3,ori,,231,1e7,train,6.3423686027526855,7.826989650726318
364,21040N3,ori,,296,5e5,train,0.259097695350647,-0.06506109237670898
365,21040N3,ori,,296,1e7,train,3.6802096366882324,5.307480812072754
366,21040N3,single,half,111,5e5,train,9.698331832885742,9.714387893676758
367,21040N3,single,half,111,1e7,train,14.794266700744629,19.105445861816406
368,21040N3,single,half,231,5e5,train,0.8290636539459229,1.6390600204467773
369,21040N3,single,half,231,1e7,train,6.450702667236328,8.445978164672852
370,21040N3,single,half,296,5e5,train,0.3104911744594574,0.35915613174438477
371,21040N3,single,half,296,1e7,train,3.901956558227539,5.37502384185791
372,21040N3,single,all,111,5e5,train,9.72460651397705,10.276588439941406
373,21040N3,single,all,111,1e7,train,14.296833038330078,17.672643661499023
374,21040N3,single,all,231,5e5,train,1.3569096326828003,1.8280301094055176
375,21040N3,single,all,231,1e7,train,7.127593994140625,8.649272918701172
376,21040N3,single,all,296,5e5,train,0.42358624935150146,0.6867318153381348
377,21040N3,single,all,296,1e7,train,4.316841125488281,5.836642742156982
378,21040N3,two,half,111,5e5,train,9.49945068359375,9.650446891784668
379,21040N3,two,half,111,1e7,train,14.128657341003418,17.11637306213379
380,21040N3,two,half,231,5e5,train,0.9642836451530457,1.415205478668213
381,21040N3,two,half,231,1e7,train,6.6224446296691895,7.871304035186768
382,21040N3,two,half,296,5e5,train,0.31776878237724304,0.5912184715270996
383,21040N3,two,half,296,1e7,train,3.8487982749938965,5.298954010009766
384,21040N3,two,all,111,5e5,train,10.09692096710205,10.202422142028809
385,21040N3,two,all,111,1e7,train,13.72342300415039,15.810815811157227
386,21040N3,two,all,231,5e5,train,1.2923604249954224,2.0840115547180176
387,21040N3,two,all,231,1e7,train,7.326364994049072,8.121131896972656
388,21040N3,two,all,296,5e5,train,0.45160141587257385,0.7386784553527832
389,21040N3,two,all,296,1e7,train,4.434646129608154,5.6413493156433105
390,21270N3,ori,,111,5e5,train,8.711586952209473,7.845623016357422
391,21270N3,ori,,111,1e7,train,12.770700454711914,17.620197296142578
392,21270N3,ori,,231,5e5,train,0.6332928538322449,0.2780470848083496
393,21270N3,ori,,231,1e7,train,5.507158279418945,6.485996723175049
394,21270N3,ori,,296,5e5,train,0.2602101266384125,0.2840261459350586
395,21270N3,ori,,296,1e7,train,3.204291820526123,4.413050651550293
396,21270N3,single,half,111,5e5,train,7.862947463989258,9.448858261108398
