index,SMILE,IP,FractionCSP3,BCUT2D_LOGPHI,qed,FpDensityMorgan1,Chi2v,BCUT2D_CHGLO,SPS,SMR_VSA5,VSA_EState8,GWP
124,C(F)(F)Cl,0.450858998,1.0,1.9294955594395709,0.391551672656957,1.5,0.5773502691896257,-1.6639691077500256,9.0,5.884626566903522,0.0,3.292256071
125,C(F)(F)F,0.513551347,1.0,1.8687705323481487,0.401096477329913,1.0,0.24743582965269675,-1.6506119499743228,9.0,6.679214094208089,-3.666666666666667,4.164352856
126,C(F)F,0.462914254,1.0,1.5571464207992785,0.3834948242297383,1.3333333333333333,0.10101525445522105,-1.4236876591035266,6.0,0.0,-1.75,2.887054378
127,C(OC(C(F)(F)F)C(F)(F)F)F,0.414008661,1.0,2.3491925294640965,0.6216574973922095,0.9166666666666666,1.739040538756991,-2.2071994467914102,14.0,18.456563422635252,-2.1352314814814815,2.290034611
128,C(OC(C(OC(C(OC(C(OC(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.42209997,1.0,2.495647850313695,0.3997339633816899,0.35714285714285715,4.061789331013267,-2.338335251543709,15.642857142857142,49.874547230981115,-9.65855817267621,3.728353782
129,C(OC(C(OC(C(OC(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.42972064,1.0,2.4611222815477642,0.6227006101566064,0.47619047619047616,2.9261747973748156,-2.309697766266773,15.142857142857142,37.65736821161814,-9.248293178382465,3.758154622
130,C(OC(C(OC(OC(F)F)(F)F)(F)F)(F)F)(F)F,0.44077539,1.0,2.4133147572490157,0.5335451099138016,0.6111111111111112,2.3559909410384194,-2.2733552563147295,14.666666666666666,31.734839043523564,-8.805968390442597,3.507855872
131,C(OC(F)(F)F)(F)F,0.47727846,1.0,2.1875415278349544,0.49861956399303997,1.125,0.8242446405857919,-2.028682681760963,12.75,12.973863945476484,-3.7824074074074083,4.155336037
132,C(OC(F)F)(F)F,0.46223828,1.0,2.0159939697881164,0.49832789852279674,0.8571428571428571,0.6573883058063182,-1.9545167102345655,11.142857142857142,13.223010172892202,-6.750000000000002,3.821513528
133,C=C(C(F)(F)F)C(F)(F)F,0.420570216,0.5,2.3622834817562968,0.38101677762069575,0.8,1.474071528678543,-2.1151925974631993,13.4,12.35259703488695,1.8472222222222223,-0.42365865
134,C=C(C(F)(F)F)F,0.395688332,0.3333333333333333,2.2340656070314155,0.42244900321100093,1.2857142857142858,0.9026575035477905,-1.9671897961999234,11.428571428571429,6.176298517443475,2.0347222222222223,-0.300162274
135,C=C(F)F,0.374979178,0.0,1.8504863671692267,0.3990350582423505,1.5,0.33868981334099574,-1.5360507029779376,6.5,0.0,2.2222222222222223,-1.283996656
