index,SMILE,IP,SMR_VSA7,MinAbsEStateIndex,FpDensityMorgan3,SlogP_VSA12,fr_ketone,EState_VSA5,VSA_EState3,HomoLumoGap,BCUT2D_LOGPHI,LF
40,C(C(C(C(F)(F)F)F)(F)F)O,0.397771334,0.0,2.159050925925926,1.5454545454545454,0.0,0,0.0,7.637777777777778,0.3478,2.336677127029468,-0.435333936
41,C(C(C(F)(F)Cl)(F)F)(F)Cl,0.41301378,0.0,3.4861111111111116,1.4,23.20187978046503,0,0.0,-4.950231481481482,0.31399,2.419335668049369,0.770852012
42,C(C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,0.43155834,0.0,7.258749999999999,0.5882352941176471,0.0,0,0.0,0.0,0.36586,2.569350869783072,3.612783857
43,C(C(C(F)(F)F)(F)F)(C(F)(F)F)(F)F,0.45274427,0.0,6.966249999999999,0.5714285714285714,0.0,0,0.0,0.0,0.39637,2.527928368302267,3.414973348
44,C(C(C(F)(F)F)(F)F)(F)F,0.444128271,0.0,4.70138888888889,1.1,0.0,0,0.0,0.0,0.40148,2.3915447290247545,1.477121255
45,C(C(C(F)(F)F)(F)F)F,0.442388325,0.0,2.697916666666667,1.2222222222222223,0.0,0,0.0,0.0,0.39405,2.346923093476261,1.127104798
46,C(C(C(F)(F)F)(F)F)O,0.402461134,0.0,2.197916666666667,1.3333333333333333,0.0,0,0.0,7.4596527777777775,0.3498,2.338065575561471,-0.326979093
47,C(C(C(F)(F)F)F)(C(C(F)(F)F)(F)F)F,0.43849431,0.0,4.894328703703705,1.1333333333333333,0.0,0,0.0,0.0,0.37426,2.434498175172428,1.230448921
48,C(C(C(F)(F)F)F)F,0.441109306,0.0,1.9965277777777777,1.625,0.0,0,0.0,0.0,0.38883,2.2207402452616885,0.505149978
49,C(C(C(F)F)(F)F)F,0.425993591,0.0,2.300925925925926,1.625,0.0,0,0.0,0.0,0.38625,2.217984105724609,0.819543936
50,C(C(C(F)F)(F)F)O,0.391070215,0.0,1.800925925925926,1.75,0.0,0,0.0,7.5344444444444445,0.34576,2.2032219420493453,-0.59345982
51,C(C(C(F)F)(F)F)OC(F)F,0.41273935,0.0,1.9699074074074074,1.8181818181818181,0.0,0,0.0,0.0,0.38321,2.229595955652151,0.544068044
52,C(C(Cl)(Cl)Cl)(F)(F)Cl,0.40493145,0.0,2.713734567901234,1.0,46.40375956093006,0,0.0,-3.793981481481482,0.26619,2.4416678280245043,1.716003344
53,C(C(Cl)(Cl)Cl)(F)(F)F,0.41366938,0.0,3.145833333333333,1.0,34.802819670697545,0,0.0,0.0,0.26783,2.4232523084086424,1.740362689
54,C(C(Cl)Cl)(F)F,0.41720555,0.0,1.5370370370370374,1.3333333333333333,23.20187978046503,0,0.0,0.0,0.29595,2.105743092835505,0.049218023
55,C(C(F)(Cl)Cl)(Cl)Cl,0.39143845,0.0,1.3927469135802475,1.4285714285714286,46.40375956093006,0,0.0,0.0,0.26726,2.3227439567162347,0.045322979
56,C(C(F)(Cl)Cl)(F)(Cl)Cl,0.40716058,0.0,3.2538580246913575,0.875,46.40375956093006,0,0.0,0.0,0.28124,2.4401539280910565,1.803457116
57,C(C(F)(Cl)Cl)(F)(F)Cl,0.42040364,0.0,3.6859567901234565,1.0,34.802819670697545,0,0.0,-4.22608024691358,0.29286,2.420074565788984,1.968482949
58,C(C(F)(Cl)Cl)(F)(F)F,0.43024014,0.0,3.983024691358024,1.0,23.20187978046503,0,0.0,0.0,0.29392,2.4001745680922943,2.021189299
59,C(C(F)(Cl)Cl)(F)Cl,0.40705172,0.0,2.36496913580247,1.5714285714285714,34.802819670697545,0,0.0,0.0,0.28215,2.3060903387383074,0.491361694
60,C(C(F)(Cl)Cl)F,0.41872573,0.0,1.3649691358024691,1.6666666666666667,23.20187978046503,0,0.0,0.0,0.29288,2.2116500023937586,0.612783857
61,C(C(F)(F)Br)(F)(F)Br,0.39522931,0.0,1.46875,0.875,31.859887795898697,0,31.859887795898697,0.0,0.24622,2.4293941544892226,1.447158031
62,C(C(F)(F)Cl)(Cl)Cl,0.40670093,0.0,1.8248456790123464,1.4285714285714286,34.802819670697545,0,0.0,-3.496913580246913,0.28432,2.294107624265415,-0.045757491
63,C(C(F)(F)Cl)(F)(F)Cl,0.43310363,0.0,3.793981481481481,0.875,23.20187978046503,0,0.0,-9.316358024691358,0.32408,2.3984794817081143,2.276461804
64,C(C(F)(F)Cl)(F)(F)F,0.4565249,0.0,3.550925925925925,1.0,11.600939890232516,0,0.0,-5.090277777777778,0.33644,2.3769544868920596,2.73239376
65,C(C(F)(F)Cl)(F)Cl,0.42559675,0.0,2.797067901234569,1.5714285714285714,23.20187978046503,0,0.0,-3.929012345679012,0.31698,2.2756534976392397,0.602059991
66,C(C(F)(F)F)(C(F)(F)F)(F)F,0.465475764,0.0,6.578125,0.6363636363636364,0.0,0,0.0,0.0,0.42021,2.4636209008745054,3.414973348
67,C(C(F)(F)F)(C(F)(F)F)F,0.46716158,0.0,4.7361111111111125,0.9,0.0,0,0.0,0.0,0.41225,2.348021464027848,1.556302501
68,C(C(F)(F)F)(Cl)Br,0.40330832,0.0,1.9166666666666672,1.5714285714285714,27.530883788181864,0,0.0,0.0,0.25572,2.280558348603273,0.0
69,C(C(F)(F)F)(Cl)Cl,0.42308256,0.0,2.2569444444444455,1.2857142857142858,23.20187978046503,0,0.0,0.0,0.29568,2.264874687592644,0.113943352
70,C(C(F)(F)F)(F)(F)F,0.494092245,0.0,6.0625,0.625,0.0,0,0.0,0.0,0.47485,2.3536590509342967,4.0
71,C(C(F)(F)F)(F)Br,0.41074817,0.0,1.703125,1.4285714285714286,15.929943897949348,0,0.0,-2.88888888888889,0.27328,2.259779584294319,0.462397998
72,C(C(F)(F)F)(F)Cl,0.434961906,0.0,3.229166666666668,1.4285714285714286,11.600939890232516,0,0.0,0.0,0.32506,2.244323380444813,0.770852012
73,C(C(F)(F)F)(F)F,0.466143167,0.0,4.20138888888889,1.1428571428571428,0.0,0,0.0,0.0,0.43772,2.2242350393052033,1.477121255
74,C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F,0.44524624,0.0,1.798541666666667,1.2941176470588236,0.0,0,0.0,0.0,0.41176,2.479433713454099,1.773786445
75,C(C(F)(F)F)(OC(F)(F)F)F,0.463875284,0.0,2.010416666666667,1.3636363636363635,0.0,0,0.0,0.0,0.44026,2.2920115486571975,1.738780558
76,C(C(F)(F)F)(OC(F)F)F,0.449640889,0.0,2.4895833333333335,1.5,0.0,0,0.0,0.0,0.43354,2.244883970084244,1.149219113
77,C(C(F)(F)F)Br,0.40375793,0.0,0.9166666666666665,1.5,15.929943897949348,0,0.0,-0.9166666666666665,0.27033,2.1561590803414625,0.505149978
78,C(C(F)(F)F)C(F)(F)F,0.475636481,0.0,2.708333333333333,0.8888888888888888,0.0,0,0.0,0.0,0.46237,2.313129926926086,2.328379603
79,C(C(F)(F)F)Cl,0.431566028,0.0,1.2569444444444442,1.5,11.600939890232516,0,0.0,0.0,0.31956,2.1440258012813658,0.662757832
80,C(C(F)(F)F)F,0.465805406,0.0,2.2291666666666665,1.3333333333333333,0.0,0,0.0,0.0,0.42813,2.1289031407741197,1.146128036
81,C(C(F)(F)F)O,0.41202365,0.0,1.7291666666666665,1.5,0.0,0,0.0,7.277777777777778,0.36098,2.1069378396320526,-0.339134522
82,C(C(F)(F)F)OC(C(F)(F)F)(F)F,0.44815765,0.0,2.375,1.3846153846153846,0.0,0,0.0,0.0,0.40703,2.3680746610923844,0.875061263
83,C(C(F)(F)F)OC(C(F)F)(F)F,0.434114265,0.0,2.398472222222222,1.6666666666666667,0.0,0,0.0,0.0,0.40175,2.2668669645357986,0.785329835
84,C(C(F)(F)F)OC(F)(F)F,0.450522174,0.0,2.295138888888889,1.4,0.0,0,0.0,0.0,0.4162,2.2183467897313305,0.875061263
85,C(C(F)(F)F)OC(F)F,0.434837613,0.0,1.898148148148148,1.7777777777777777,0.0,0,0.0,0.0,0.41141,2.1517068552868057,0.740362689
86,C(C(F)(F)F)OC=O,0.41206806,0.0,0.2425694444444444,2.125,0.0,0,0.0,0.0,0.29053,2.1280414329399675,-0.261219442
87,C(C(F)(F)F)OCC(F)(F)F,0.390384198,0.0,1.8685416666666663,1.1818181818181819,0.0,0,0.0,0.0,0.35659,2.183031316869009,-0.454692884
88,C(C(F)Cl)(F)Cl,0.41812027,0.0,2.0771604938271606,1.1666666666666667,23.20187978046503,0,0.0,0.0,0.31375,2.1023337767657364,0.238046103
89,C(C(F)Cl)Cl,0.40263497,0.0,0.12345679012345667,2.0,23.20187978046503,0,0.0,0.0,0.29848,1.9613320319260708,0.056904851
90,C(C(F)F)(C(F)(F)F)F,0.446135934,0.0,3.981481481481482,1.2222222222222223,0.0,0,0.0,0.0,0.39126,2.2652553999485137,1.056904851
91,C(C(F)F)(C(F)F)F,0.425523876,0.0,3.2962962962962967,0.875,0.0,0,0.0,0.0,0.38037,2.1254744476695144,0.505149978
92,C(C(F)F)(F)F,0.44230689,0.0,3.481481481481482,0.8333333333333334,0.0,0,0.0,0.0,0.41552,2.0368252703069194,1.0
93,C(C(F)F)(OC(F)(F)F)F,0.443660829,0.0,2.2824074074074074,1.5,0.0,0,0.0,0.0,0.41983,2.215037457622052,0.954242509
94,C(C(F)F)C(F)(F)F,0.448141575,0.0,2.0069444444444446,1.5,0.0,0,0.0,0.0,0.43359,2.2247375775856493,0.897627091
95,C(C(F)F)F,0.437768714,0.0,1.5277777777777777,1.6,0.0,0,0.0,0.0,0.40601,1.8819472535410462,0.556302501
96,C(C(F)F)O,0.395412296,0.0,1.0277777777777777,1.8,0.0,0,0.0,7.393518518518519,0.35736,1.841268753962773,-0.777283529
97,C(C(F)F)OC(C(F)(F)F)(F)F,0.42061607,0.0,1.9518749999999994,1.6666666666666667,0.0,0,0.0,0.0,0.38777,2.3581729117723733,0.826074803
98,C(C(F)F)OC(C(F)F)(F)F,0.412228567,0.0,1.6970833333333335,1.8181818181818181,0.0,0,0.0,0.0,0.38723,2.2382941242114343,0.77815125
99,C(C(F)F)OC(F)(F)F,0.421283431,0.0,1.59375,1.7777777777777777,0.0,0,0.0,0.0,0.39895,2.1615295288184844,0.826074803
100,C(C(OC(C(F)(F)F)(F)F)(F)F)(F)F,0.44160814,0.0,1.709490740740741,1.3571428571428572,0.0,0,0.0,0.0,0.41661,2.412765912427526,1.397940009
101,C(C(OC(F)(F)F)(F)F)(C(F)(F)F)F,0.45755003,0.0,1.685115740740741,1.3571428571428572,0.0,0,0.0,0.0,0.41088,2.38683358171051,0.230448921
102,C(C=O)C(F)(F)F,0.384324082,0.0,0.16666666666666696,1.8571428571428572,0.0,0,0.0,0.0,0.22868,2.161692622226401,-2.096910013
103,C(CBr)Br,0.36698874,0.0,1.0486111111111112,1.25,31.859887795898697,0,0.0,2.0972222222222223,0.2502,1.8228633887549897,-0.612610174
104,C(CC(F)(F)F)CO,0.383171433,0.0,0.19097222222222232,1.875,0.0,0,0.0,7.929583333333333,0.34344,2.1989192904119004,-1.823908741
105,C(CCl)Cl,0.397082481,0.0,0.5570987654320989,1.25,23.20187978046503,0,0.0,0.0,0.30045,1.745902114921952,-0.647817482
106,C(CF)F,0.435398311,0.0,0.8472222222222223,1.25,0.0,0,0.0,0.0,0.39959,1.6272868033903742,-0.326979093
107,C(CF)O,0.385083898,0.0,0.3472222222222223,2.0,0.0,0,0.0,7.5,0.35533,1.5356876428595294,-1.356547324
108,C(Cl)(Cl)(Cl)Cl,0.40852219,0.0,1.6111111111111107,0.8,46.40375956093006,0,0.0,0.0,0.2469,2.293436919704575,1.505149978
109,C(Cl)(Cl)Cl,0.4066057,0.0,0.7499999999999998,1.0,34.802819670697545,0,0.0,0.0,0.26614,2.0323262923561325,-0.300162274
110,C(Cl)Br,0.38953315,0.0,0.5347222222222223,2.0,27.530883788181864,0,0.0,0.0,0.25797,1.7819022394103068,-0.344861565
111,C(CO)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,0.37929881,0.0,1.8231554705215425,1.2105263157894737,0.0,0,0.0,7.9256591317082385,0.30746,2.572780475191237,-1.327902142
112,C(CO)C(F)(F)F,0.390538614,0.0,0.8159722222222223,1.7142857142857142,0.0,0,0.0,7.681875,0.35691,2.1720984329591992,-1.387216143
113,C(CO)C(F)(F)F,0.392805693,0.0,0.8159722222222223,1.7142857142857142,0.0,0,0.0,7.681875,0.34552,2.1720984329591992,-1.387216143
114,C(F)(Cl)(Cl)Cl,0.41484832,0.0,2.583333333333333,1.2,34.802819670697545,0,0.0,0.0,0.26004,2.257291318583605,1.716003344
115,C(F)(Cl)Cl,0.4224273,0.0,1.722222222222222,1.5,23.20187978046503,0,0.0,-1.722222222222222,0.29459,1.9834401692482644,0.230448921
116,C(F)(F)(Br)Br,0.39051257,0.0,1.9583333333333333,1.2,31.859887795898697,0,0.0,0.0,0.22834,2.275763289821472,0.397940009
117,C(F)(F)(Cl)Br,0.41649533,0.0,1.8070987654320987,1.6,27.530883788181864,0,0.0,0.0,0.24998,2.2481204898281186,1.204119983
118,C(F)(F)(Cl)Cl,0.43204057,0.0,3.5555555555555554,1.2,23.20187978046503,0,0.0,0.0,0.29035,2.2189023423628966,2.008600172
119,C(F)(F)(F)Br,0.42967108,0.0,1.375,1.2,15.929943897949348,0,15.929943897949348,-4.1875,0.28013,2.2093247517986883,1.857332496
120,C(F)(F)(F)Cl,0.46668444,0.0,3.530092592592592,1.2,11.600939890232516,0,0.0,0.0,0.34132,2.177851125980908,2.806179974
121,C(F)(F)(F)F,0.552391616,0.0,5.5,0.8,0.0,0,0.0,0.0,0.60756,2.133572220796798,4.698970004
122,C(F)(F)(F)S(F)(F)(F)(F)F,0.48719863,0.0,7.402777777777779,0.8,10.224041259253786,0,0.0,0.0,0.31006,3.040524000294378,2.903089987
123,C(F)(F)Br,0.41649525,0.0,1.9375,1.5,15.929943897949348,0,0.0,-2.354166666666667,0.28107,1.97300433739238,0.69019608
124,C(F)(F)Cl,0.450858998,0.0,2.6944444444444446,1.5,11.600939890232516,0,0.0,0.0,0.33856,1.9294955594395709,1.075546961
125,C(F)(F)F,0.513551347,0.0,3.666666666666667,1.0,0.0,0,0.0,0.0,0.50549,1.8687705323481487,2.357934847
126,C(F)F,0.462914254,0.0,1.75,1.3333333333333333,0.0,0,0.0,0.0,0.44412,1.5571464207992785,0.73239376
127,C(OC(C(F)(F)F)C(F)(F)F)F,0.414008661,0.0,2.1352314814814815,1.3333333333333333,0.0,0,0.0,0.0,0.38006,2.3491925294640965,0.278753601
128,C(OC(C(OC(C(OC(C(OC(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.42209997,0.0,1.478236252834467,0.7142857142857143,0.0,0,9.473725907600098,0.0,0.40549,2.495647850313695,1.42975228
129,C(OC(C(OC(C(OC(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.42972064,0.0,1.6733333333333333,0.9047619047619048,0.0,0,0.0,0.0,0.40972,2.4611222815477642,1.42975228
130,C(OC(C(OC(OC(F)F)(F)F)(F)F)(F)F)(F)F,0.44077539,0.0,1.9245833333333335,1.3333333333333333,0.0,0,0.0,0.0,0.42476,2.4133147572490157,1.149219113
131,C(OC(F)(F)F)(F)F,0.47727846,0.0,2.104166666666667,1.5,0.0,0,0.0,0.0,0.47323,2.1875415278349544,2.130333768
132,C(OC(F)F)(F)F,0.46223828,0.0,2.5833333333333335,1.1428571428571428,0.0,0,0.0,0.0,0.46523,2.0159939697881164,1.42975228
133,C=C(C(F)(F)F)C(F)(F)F,0.420570216,12.152040213667764,1.8472222222222223,1.0,0.0,0,0.0,0.0,0.27334,2.3622834817562968,-1.552841969
134,C=C(C(F)(F)F)F,0.395688332,12.405809563016664,2.0347222222222223,1.4285714285714286,0.0,0,0.0,0.0,0.27158,2.2340656070314155,-1.48148606
135,C=C(F)F,0.374979178,12.65957891236556,1.8333333333333333,1.5,0.0,0,0.0,0.0,0.28947,1.8504863671692267,-1.886056648
136,C=CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.38933076,12.654955790432378,1.2889668367346934,1.0,0.0,0,0.0,0.0,0.27212,2.597420350813669,-1.602059991
137,C=CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.39444207,12.654955790432378,0.9656249999999997,1.2,0.0,0,0.0,0.0,0.27227,2.5267886205734547,-1.602059991
138,C=CC(C(C(F)(F)F)(F)F)(F)F,0.396643015,12.654955790432378,0.7356249999999998,1.25,0.0,0,0.0,0.0,0.27259,2.461931569416632,-1.602059991
139,C=CC(C(F)(F)F)(F)F,0.400060601,12.654955790432378,0.4375,1.3333333333333333,0.0,0,0.0,0.0,0.27422,2.351343842646831,-1.602059991
140,C=CC(F)(F)F,0.403786882,12.654955790432378,0.0625,1.5,0.0,0,0.0,0.0,0.27809,2.132304000615986,-1.602059991
141,C=CCOC(=O)C(F)(F)F,0.366368943,12.654955790432378,0.41831018518518515,2.4,0.0,0,0.0,0.0,0.24274,2.1543905303486564,-2.522878745
142,C=CF,0.374231874,12.908725139781279,0.25,2.0,0.0,0,0.0,0.0,0.28154,1.4786546255195343,-2.15490196
143,C=COC(=O)C(F)(F)F,0.368239439,12.841016132019288,0.426412037037037,2.111111111111111,0.0,0,0.0,0.0,0.22521,2.1547741129873645,-2.397940009
144,C=COCC(F)(F)F,0.33623079,12.841016132019288,0.7574305555555556,2.125,0.0,0,0.0,0.0,0.26885,2.13414063201187,-2.0
145,CBr,0.38708764,0.0,1.8125,1.5,15.929943897949348,0,0.0,0.0,0.27494,1.4502765948426826,-0.096910013
146,CC(=O)C(F)(F)F,0.385391595,0.0,0.48611111111111116,1.5714285714285714,0.0,1,0.0,0.0,0.22636,2.1378491347288526,-1.853871964
147,CC(C(F)(F)F)(F)F,0.44720753,0.0,0.1875,1.0,0.0,0,0.0,0.0,0.43408,2.335715869759829,1.600972896
148,CC(C)(F)F,0.422796813,0.0,0.8541666666666667,1.2,0.0,0,0.0,0.0,0.41703,2.061002634292418,0.954242509
149,CC(C)Br,0.36951547,0.0,0.6458333333333333,1.5,15.929943897949348,0,0.0,0.0,0.26734,1.8941925491955878,-1.259637311
150,CC(C)Cl,0.39144981,0.0,0.3055555555555556,1.5,11.600939890232516,0,0.0,0.3055555555555556,0.31386,1.842508684556675,-1.22184875
151,CC(CC(F)(F)F)(F)F,0.433993344,0.0,0.23659722222222257,1.3333333333333333,0.0,0,0.0,0.0,0.41863,2.298578732447558,0.949390007
152,CC(Cl)(Cl)Cl,0.39595577,0.0,1.083333333333333,1.2,34.802819670697545,0,6.923737199690624,0.0,0.26298,2.228453532548324,0.698970004
153,CC(F)(F)Cl,0.436173907,0.0,0.6195987654320989,1.6,11.600939890232516,0,0.0,-3.0277777777777777,0.32984,2.1451657400281965,1.255272505
154,CC(F)(F)F,0.482135692,0.0,0.1875,1.2,0.0,0,0.0,0.0,0.48056,2.0983092708752635,1.707570176
155,CC(F)F,0.440398492,0.0,0.8333333333333335,1.5,0.0,0,0.0,0.0,0.43548,1.8213026634537173,0.204119983
156,CCBr,0.37702165,0.0,1.0625,2.0,15.929943897949348,0,0.0,1.0625,0.2721,1.6687770697621314,-0.863279433
157,CCC(=O)C(F)(F)F,0.377949624,0.0,0.46875,1.875,0.0,1,6.923737199690624,0.0,0.22668,2.162928008404423,-1.744727495
158,CCC(F)(F)F,0.450925692,0.0,0.7291666666666665,1.5,0.0,0,0.0,0.0,0.44822,2.169191005234968,0.041392685
159,CCCBr,0.37396719,0.0,1.1319444444444444,2.0,15.929943897949348,0,6.4208216229260096,1.1319444444444444,0.27139,1.7997615625636736,-1.387216143
160,CCCCCl,0.390299252,0.0,0.8159722222222223,2.2,11.600939890232516,0,6.4208216229260096,0.0,0.31668,1.8601210146897886,-1.920818754
161,CCCl,0.400733681,0.0,0.7222222222222223,2.0,11.600939890232516,0,0.0,0.0,0.31872,1.5937454258654642,-0.879426069
162,CCF,0.433784461,0.0,0.25,2.0,0.0,0,6.923737199690624,0.0,0.42342,1.4841043790826154,-0.659555885
163,CCl,0.414108329,0.0,1.4722222222222223,1.5,11.600939890232516,0,6.3829190217349545,0.0,0.32194,1.3381539846067307,-0.045757491
