index,SMILE,IP,SMR_VSA7,fr_halogen,Chi2v,FractionCSP3,SMR_VSA6,MinAbsEStateIndex,AvgIpc,SPS,FpDensityMorgan2,LF
96,C(C(F)F)O,0.395412296,0.0,2,0.5736594956434714,1.0,6.606881964512918,1.0277777777777777,1.3787834934861756,9.6,1.8,-0.777283529
97,C(C(F)F)OC(C(F)(F)F)(F)F,0.42061607,0.0,7,1.716624843326366,1.0,6.606881964512918,1.9518749999999994,1.8103648120146445,14.0,1.4166666666666667,0.826074803
98,C(C(F)F)OC(C(F)F)(F)F,0.412228567,0.0,6,1.5645869857171277,1.0,6.606881964512918,1.6970833333333335,1.835608509851416,13.090909090909092,1.5454545454545454,0.77815125
99,C(C(F)F)OC(F)(F)F,0.421283431,0.0,5,1.1478302830013412,1.0,6.606881964512918,1.59375,1.5938548967005406,12.666666666666666,1.6666666666666667,0.826074803
100,C(C(OC(C(F)(F)F)(F)F)(F)F)(F)F,0.44160814,0.0,9,1.9790948141144808,1.0,0.0,1.709490740740741,1.804942365268649,15.0,1.1428571428571428,1.397940009
101,C(C(OC(F)(F)F)(F)F)(C(F)(F)F)F,0.45755003,0.0,9,2.013771760842333,1.0,0.0,1.685115740740741,1.7752687214913971,16.928571428571427,1.1428571428571428,0.230448921
102,C(C=O)C(F)(F)F,0.384324082,0.0,3,0.9859683890529489,0.6666666666666666,0.0,0.16666666666666696,1.2958363892911637,11.285714285714286,1.8571428571428572,-2.096910013
103,C(CBr)Br,0.36698874,0.0,2,1.9639610121239308,1.0,10.660179294122853,1.0486111111111112,1.370950594454669,7.5,1.25,-0.612610174
104,C(CC(F)(F)F)CO,0.383171433,0.0,3,1.442337765497603,1.0,6.606881964512918,0.19097222222222232,1.5920001314822056,12.0,1.75,-1.823908741
105,C(CCl)Cl,0.397082481,0.0,2,1.1338934190276815,1.0,11.760006889940678,0.5570987654320989,1.370950594454669,7.5,1.25,-0.647817482
106,C(CF)F,0.435398311,0.0,2,0.3779644730092271,1.0,13.349181944549816,0.8472222222222223,1.370950594454669,7.5,1.25,-0.326979093
107,C(CF)O,0.385083898,0.0,1,0.4125890342545925,1.0,13.281472936787825,0.3472222222222223,1.370950594454669,7.5,2.0,-1.356547324
108,C(Cl)(Cl)(Cl)Cl,0.40852219,0.0,4,3.857142857142857,1.0,0.0,1.6111111111111107,0.7219280948873623,12.0,0.8,1.505149978
109,C(Cl)(Cl)Cl,0.4066057,0.0,3,2.226922466874271,1.0,0.0,0.7499999999999998,0.8112781244591328,9.0,1.0,-0.300162274
110,C(Cl)Br,0.38953315,0.0,2,1.5746719775034714,1.0,4.789271469105758,0.5347222222222223,0.9182958340544894,6.0,2.0,-0.344861565
111,C(CO)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,0.37929881,0.0,11,3.3989937452482555,1.0,6.606881964512918,1.8231554705215425,2.141915955727942,15.789473684210526,0.9473684210526315,-1.327902142
112,C(CO)C(F)(F)F,0.390538614,0.0,3,1.0887843749043296,1.0,6.606881964512918,0.8159722222222223,1.2958363892911637,12.0,1.7142857142857142,-1.387216143
113,C(CO)C(F)(F)F,0.392805693,0.0,3,1.0887843749043296,1.0,6.606881964512918,0.8159722222222223,1.2958363892911637,12.0,1.7142857142857142,-1.387216143
114,C(F)(Cl)(Cl)Cl,0.41484832,0.0,4,2.571428571428571,1.0,0.0,2.583333333333333,0.7219280948873623,12.0,1.2,1.716003344
115,C(F)(Cl)Cl,0.4224273,0.0,3,1.237179148263484,1.0,0.0,1.722222222222222,0.8112781244591328,9.0,1.5,0.230448921
116,C(F)(F)(Br)Br,0.39051257,0.0,4,3.4846149779161797,1.0,0.0,1.9583333333333333,0.7219280948873623,12.0,1.2,0.397940009
117,C(F)(F)(Cl)Br,0.41649533,0.0,4,2.3557687223952257,1.0,0.0,1.8070987654320987,0.7219280948873623,12.0,1.6,1.204119983
118,C(F)(F)(Cl)Cl,0.43204057,0.0,4,1.5714285714285716,1.0,0.0,3.5555555555555554,0.7219280948873623,12.0,1.2,2.008600172
119,C(F)(F)(F)Br,0.42967108,0.0,4,1.3277469477228496,1.0,0.0,1.375,0.7219280948873623,12.0,1.2,1.857332496
120,C(F)(F)(F)Cl,0.46668444,0.0,4,0.8571428571428571,1.0,0.0,3.530092592592592,0.7219280948873623,12.0,1.2,2.806179974
121,C(F)(F)(F)F,0.552391616,0.0,4,0.42857142857142844,1.0,0.0,5.5,0.7219280948873623,12.0,0.8,4.698970004
122,C(F)(F)(F)S(F)(F)(F)(F)F,0.48719863,0.0,8,3.815561444390231,1.0,0.0,7.402777777777779,1.1585488318903812,21.6,0.8,2.903089987
123,C(F)(F)Br,0.41649525,0.0,3,0.9396214670270893,1.0,0.0,1.9375,0.8112781244591328,9.0,1.5,0.69019608
124,C(F)(F)Cl,0.450858998,0.0,3,0.5773502691896257,1.0,0.0,2.6944444444444446,0.8112781244591328,9.0,1.5,1.075546961
125,C(F)(F)F,0.513551347,0.0,3,0.24743582965269675,1.0,0.0,3.666666666666667,0.8112781244591328,9.0,1.0,2.357934847
126,C(F)F,0.462914254,0.0,2,0.10101525445522105,1.0,6.928360321623806,1.75,0.9182958340544894,6.0,1.3333333333333333,0.73239376
127,C(OC(C(F)(F)F)C(F)(F)F)F,0.414008661,0.0,7,1.739040538756991,1.0,6.860651313861816,2.1352314814814815,1.7664232982979893,14.0,1.25,0.278753601
128,C(OC(C(OC(C(OC(C(OC(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.42209997,0.0,16,4.061789331013267,1.0,0.0,1.478236252834467,2.3110553371300377,15.642857142857142,0.5357142857142857,1.42975228
129,C(OC(C(OC(C(OC(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.42972064,0.0,12,2.9261747973748156,1.0,0.0,1.6733333333333333,2.093844344474014,15.142857142857142,0.7142857142857143,1.42975228
130,C(OC(C(OC(OC(F)F)(F)F)(F)F)(F)F)(F)F,0.44077539,0.0,10,2.3559909410384194,1.0,0.0,1.9245833333333335,1.934990617015695,14.666666666666666,1.0,1.149219113
131,C(OC(F)(F)F)(F)F,0.47727846,0.0,5,0.8242446405857919,1.0,0.0,2.104166666666667,1.210810026106033,12.75,1.5,2.130333768
132,C(OC(F)F)(F)F,0.46223828,0.0,4,0.6573883058063182,1.0,0.0,2.5833333333333335,1.272905595320056,11.142857142857142,1.1428571428571428,1.42975228
133,C=C(C(F)(F)F)C(F)(F)F,0.420570216,12.152040213667764,6,1.474071528678543,0.5,0.0,1.8472222222222223,1.5894951972794726,13.4,1.0,-1.552841969
134,C=C(C(F)(F)F)F,0.395688332,12.405809563016664,4,0.9026575035477905,0.3333333333333333,0.0,2.0347222222222223,1.3143204867061786,11.428571428571429,1.4285714285714286,-1.48148606
135,C=C(F)F,0.374979178,12.65957891236556,2,0.33868981334099574,0.0,0.0,1.8333333333333333,0.8112781244591328,6.5,1.5,-1.886056648
136,C=CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.38933076,12.654955790432378,13,3.6224216574923447,0.75,0.0,1.2889668367346934,2.257924097331966,16.047619047619047,0.7619047619047619,-1.602059991
137,C=CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.39444207,12.654955790432378,9,2.4736355686167477,0.6666666666666666,0.0,0.9656249999999997,2.0119671581158425,15.266666666666667,1.0,-1.602059991
138,C=CC(C(C(F)(F)F)(F)F)(F)F,0.396643015,12.654955790432378,7,1.8992425241789481,0.6,0.0,0.7356249999999998,1.8483335453198617,14.583333333333334,1.1666666666666667,-1.602059991
139,C=CC(C(F)(F)F)(F)F,0.400060601,12.654955790432378,5,1.32484947974115,0.5,0.0,0.4375,1.6364527976600283,13.444444444444445,1.3333333333333333,-1.602059991
140,C=CC(F)(F)F,0.403786882,12.654955790432378,3,0.7457366948716343,0.3333333333333333,0.0,0.0625,1.3516441151533922,11.166666666666666,1.5,-1.602059991
141,C=CCOC(=O)C(F)(F)F,0.366368943,12.654955790432378,3,1.3848959161667855,0.4,6.606881964512918,0.41831018518518515,1.8019799364419475,10.7,2.1,-2.522878745
142,C=CF,0.374231874,12.908725139781279,1,0.15430334996209188,0.0,0.0,0.25,0.9182958340544894,4.333333333333333,2.0,-2.15490196
143,C=COC(=O)C(F)(F)F,0.368239439,12.841016132019288,3,1.0697343444723242,0.25,0.0,0.426412037037037,1.6431060651096356,10.555555555555555,2.0,-2.397940009
144,C=COCC(F)(F)F,0.33623079,12.841016132019288,3,1.0928484777850904,0.5,6.606881964512918,0.7574305555555556,1.5920001314822056,10.875,2.0,-2.0
145,CBr,0.38708764,0.0,1,0.0,1.0,5.833005223826043,1.8125,1.0,3.0,1.5,-0.096910013
146,CC(=O)C(F)(F)F,0.385391595,0.0,3,1.0539452868905321,0.6666666666666666,0.0,0.48611111111111116,1.3143204867061786,11.428571428571429,1.5714285714285714,-1.853871964
147,CC(C(F)(F)F)(F)F,0.44720753,0.0,5,1.3861343499850467,1.0,0.0,0.1875,1.253297578463043,14.25,1.0,1.600972896
148,CC(C)(F)F,0.422796813,0.0,2,1.327357517447026,1.0,0.0,0.8541666666666667,0.7219280948873623,12.0,1.2,0.954242509
149,CC(C)Br,0.36951547,0.0,1,2.845137107244989,1.0,0.0,0.6458333333333333,0.8112781244591328,9.0,1.5,-1.259637311
150,CC(C)Cl,0.39144981,0.0,1,1.8866576106055803,1.0,0.0,0.3055555555555556,0.8112781244591328,9.0,1.5,-1.22184875
151,CC(CC(F)(F)F)(F)F,0.433993344,0.0,5,1.8621619493944843,1.0,0.0,0.23659722222222257,1.1431558784658322,14.0,1.3333333333333333,0.949390007
152,CC(Cl)(Cl)Cl,0.39595577,0.0,3,3.629411557112951,1.0,0.0,1.083333333333333,0.7219280948873623,12.0,1.2,0.698970004
153,CC(F)(F)Cl,0.436173907,0.0,3,1.4449111825230678,1.0,0.0,0.6195987654320989,0.7219280948873623,12.0,1.6,1.255272505
