index,SMILE,SMR_VSA7,IP,fr_ketone,SlogP_VSA5,SMR_VSA6,MaxPartialCharge,MaxEStateIndex,Kappa2,VSA_EState3,AvgIpc,GWP
152,CC(Cl)(Cl)Cl,0.0,0.39595577,0,6.923737199690624,0.0,0.18738218534988657,5.0609567901234565,1.5453875784214643,0.0,0.7219280948873623,2.206825876
153,CC(F)(F)Cl,0.0,0.436173907,0,6.923737199690624,0.0,0.3184320295444563,10.786265432098766,1.0887269482450925,-3.0277777777777777,0.7219280948873623,3.361727836
154,CC(F)(F)F,0.0,0.482135692,0,6.923737199690624,0.0,0.38592038429099035,10.354166666666666,0.880015839351392,0.0,0.7219280948873623,3.764176132
155,CC(F)F,0.0,0.440398492,0,6.923737199690624,0.0,0.23542699288137842,10.333333333333334,1.2096503496503497,0.0,0.8112781244591328,2.214843848
156,CCBr,0.0,0.37702165,0,6.923737199690624,5.330089647061427,0.0002805112836771427,3.1458333333333335,2.48,1.0625,0.9182958340544894,-0.312471039
157,CCC(=O)C(F)(F)F,0.0,0.377949624,1,13.344558822616634,0.0,0.4494576837789488,11.099953703703704,2.151966620330846,0.0,1.6203352658383443,-1.022276395
158,CCC(F)(F)F,0.0,0.450925692,0,13.344558822616634,0.0,0.38836082418666246,10.784722222222221,1.4923626965931447,0.0,1.3516441151533922,1.873901598
159,CCCBr,0.0,0.37396719,0,13.344558822616634,5.330089647061427,0.0028627972390594535,3.248263888888889,3.4800000000000018,1.1319444444444444,1.370950594454669,-1.283996656
160,CCCCCl,0.0,0.390299252,0,19.765380445542643,5.880003444970339,0.02228548512208906,5.301651234567901,4.29,0.0,1.4056390622295665,-2.15490196
161,CCCl,0.0,0.400733681,0,6.923737199690624,5.880003444970339,0.019456700381332993,4.9984567901234565,2.29,0.0,0.9182958340544894,-0.317854924
162,CCF,0.0,0.433784461,0,6.923737199690624,6.674590972274908,0.08658380986553287,10.291666666666666,1.930000000000001,0.0,0.9182958340544894,0.684845362
163,CCl,0.0,0.414108329,0,0.0,6.3829190217349545,0.010839185573870135,4.638888888888888,1.2900000000000005,0.0,1.0,0.743509765
164,CCOC(=O)C(F)(F)F,0.0,0.39964439,0,6.923737199690624,6.606881964512918,0.49041928058598805,11.16162037037037,2.7026547199708166,0.0,1.6431060651096356,0.198657087
165,CCOC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.0,0.41007766,0,6.923737199690624,6.606881964512918,0.45977625651830173,12.317291666666666,3.96858886620806,0.0,2.0052437236705822,1.783188691
166,CCOC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0.0,0.41554179,0,6.923737199690624,6.606881964512918,0.44011586902534255,12.645416666666666,3.96858886620806,0.0,1.9754539118638548,1.53529412
167,CCOC(C(C(F)(F)F)F)(F)F,0.0,0.408771564,0,6.923737199690624,6.606881964512918,0.4279023591179079,11.99636574074074,3.506439498836867,0.0,1.8379996300562602,1.421603927
168,CCOC(C(F)F)(F)F,0.0,0.406165483,0,6.923737199690624,6.606881964512918,0.41598141703848696,11.57449074074074,3.004496065311619,0.0,1.6503097444942738,1.096910013
169,CCOC(F)(F)F,0.0,0.41660236,0,6.923737199690624,6.606881964512918,0.5219946807776596,10.83375,2.1599895941727367,0.0,1.2958363892911637,1.465382851
170,CF,0.0,0.467051091,0,0.0,7.1775065490395225,0.07850795711479129,9.5,0.9300000000000014,0.0,1.0,2.130333768
171,COC(=O)C(F)(F)F,0.0,0.407841876,0,0.0,7.109797541277533,0.49040771362122715,10.974953703703704,2.019871996417393,0.0,1.6203352658383443,1.915399835
172,COC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.0,0.41636913,0,0.0,7.109797541277533,0.45977625427904034,12.130625,3.4235138151282998,0.0,2.0119671581158425,2.7355989
173,COC(C(C(F)(F)F)(C(F)(F)F)F)(C(C(F)(F)F)(F)F)F,0.0,0.39501384,0,0.0,7.109797541277533,0.4591793321736477,13.328125,4.7757199797630445,0.0,2.211734176876457,2.607455023
174,COC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0.0,0.42672527,0,0.0,7.109797541277533,0.44011564042598583,12.45875,3.4235138151282998,0.0,1.9810272659383548,2.640481437
175,COC(C(C(F)(F)F)(F)F)(F)F,0.0,0.425652853,0,0.0,7.109797541277533,0.4623841418046599,11.734375,2.752408236596668,0.0,1.8483335453198617,2.760422483
176,COC(C(C(F)(F)F)F)(F)F,0.0,0.419893223,0,0.0,7.109797541277533,0.42790213892314843,11.72511574074074,2.8811249086924757,0.0,1.8440159989938614,2.421603927
177,COC(C(C(F)F)(F)F)(F)F,0.0,0.411710977,0,0.0,7.109797541277533,0.4246866861308294,11.729166666666666,2.8811249086924757,0.0,1.8702082025858733,2.442479769
178,COC(C(F)(F)F)(C(F)(F)F)F,0.0,0.411462808,0,0.0,7.109797541277533,0.4578335988367796,12.0625,2.752408236596668,0.0,1.8054722985800935,2.593286067
179,COC(C(F)(F)F)(F)F,0.0,0.432078413,0,0.0,7.109797541277533,0.4824497615945407,11.3125,2.0910162245514647,0.0,1.6364527976600283,2.873320602
180,COC(C(F)(F)F)C(F)(F)F,0.0,0.387988684,0,0.0,7.109797541277533,0.42314110270816097,11.37136574074074,2.8811249086924757,0.0,1.5603151589862347,0.910090546
181,COC(C(F)Cl)(F)F,0.0,0.402516034,0,0.0,7.109797541277533,0.40018941243464945,11.546296296296298,2.547880827288455,0.0,1.6668127273868607,2.133538908
182,COC(C(OC(C(OC(C(OC)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.0,0.38929453,0,0.0,14.219595082555067,0.4528386651851418,12.801160714285714,6.378698224852071,0.0,2.349734538003892,2.340444115
183,COC(F)(F)F,0.0,0.433571628,0,0.0,7.109797541277533,0.5217351267186177,10.5625,1.4660493827160495,0.0,1.3516441151533922,2.789580712
184,COCC(C(F)(F)F)(F)F,0.0,0.37282148,0,0.0,13.716679505790452,0.4552656109661815,11.680972222222222,2.691883215706133,0.0,1.613308435568507,0.204119983
185,COCC(C(F)F)(F)F,0.0,0.362325373,0,0.0,13.716679505790452,0.3296451470125914,11.671712962962964,3.004496065311619,0.0,1.6503097444942738,0.225309282
186,COCC(F)(F)F,0.0,0.37569168,0,0.0,13.716679505790452,0.41126206961767225,10.930972222222222,2.1599895941727367,0.0,1.2958363892911637,0.31386722
187,FC(F)(F)C(OC(F)F)C(F)(F)F,0.0,0.43157393,0,0.0,0.0,0.4233286351303613,11.398032407407408,3.6419659735349725,0.0,1.766634112962296,3.482873584
188,FC(F)(OC(F)F)C(F)(F)OC(F)F,0.0,0.43449436,0,0.0,0.0,0.45238198821859094,11.902083333333334,4.255635544020216,0.0,1.7848213137893962,3.521138084
189,FC(F)(OC)C(F)(F)OC,0.0,0.39352519,0,0.0,14.219595082555067,0.4475319931191274,11.83375,2.7106392273888256,0.0,1.876530097501744,2.305351369
190,FC(F)OC,0.0,0.416288795,0,0.0,7.109797541277533,0.34456104280259503,10.541666666666668,2.0817801047120423,0.0,1.3787834934861756,2.133538908
191,FS(F)(F)(F)(F)F,0.0,0.536314379,0,0.0,0.0,0.43142673884165794,9.847222222222221,0.646589899997712,0.0,0.5916727785823274,4.401400541
192,N(F)(F)F,0.0,0.484370715,0,0.0,0.0,0.19871043722512402,9.5,1.1136363636363635,0.0,0.8112781244591328,4.240549248
193,O=COC(F)(F)C(F)(F)F,0.0,0.420344907,0,0.0,0.0,0.5003907305297282,11.3525,2.391378643664485,0.0,1.613308435568507,2.775974331
194,O=S(=O)(F)F,0.0,0.482147797,0,0.0,0.0,0.47573098933547264,9.993055555555555,0.8912208756343295,0.0,0.7219280948873623,3.665580991
195,OCCF,0.0,0.385074629,0,0.0,13.281472936787825,0.11246039712919563,10.472222222222221,2.8900000000000006,7.5,1.370950594454669,-0.27572413
