index,SMILE,SMR_VSA7,IP,fr_ketone,SlogP_VSA5,SMR_VSA6,MaxPartialCharge,MaxEStateIndex,Kappa2,VSA_EState3,AvgIpc,GWP
32,C(=CC(F)(F)F)C(F)(F)F,12.152040213667762,0.420768808,0,0.0,0.0,0.4092768979698469,10.999166666666667,2.5126791656521386,0.0,1.5730118671551043,1.252853031
33,C(=CCl)C(F)(F)F,11.611222035712094,0.380799567,0,0.0,0.0,0.41009609196311353,10.884722222222223,2.211075411594639,0.0,1.2958363892911637,-0.342944147
34,C(=O)(C(C(F)(F)F)(C(F)(F)F)F)C(C(F)(F)F)(F)F,0.0,0.40479327,1,0.0,0.0,0.4609289532490623,12.645578703703704,4.162676569061072,0.0,2.0912124264348146,-0.943095149
35,C(Br)(Br)Br,0.0,0.3652842,0,0.0,0.0,0.1242210391429418,3.1041666666666665,2.6652252252252246,0.0,0.8112781244591328,-0.602059991
36,C(Br)Br,0.0,0.37603692,0,0.0,4.239357671196846,0.05878888811867264,3.0625,2.9600000000000004,0.0,0.9182958340544894,0.178976947
37,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,0.0,0.42710509,0,0.0,0.0,0.4596473223421968,12.30125,4.25639196464711,0.0,2.123974153271652,3.935507266
38,C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.0,0.42810556,0,0.0,0.0,0.45962573052115563,11.604166666666668,2.9466999753456475,0.0,1.8356240554391323,3.460897843
39,C(C(C(C(F)(F)F)(F)F)(F)F)O,0.0,0.394277715,0,0.0,6.606881964512918,0.45946307297221267,11.706597222222221,2.752408236596668,7.562986111111111,1.8483335453198617,1.562292864
40,C(C(C(C(F)(F)F)F)(F)F)O,0.0,0.397771334,0,0.0,6.606881964512918,0.4252665737826318,11.697337962962964,2.8811249086924757,7.637777777777778,1.8440159989938614,1.484299839
41,C(C(C(F)(F)Cl)(F)F)(F)Cl,0.0,0.41301378,0,0.0,0.0,0.3879690662049616,11.664351851851851,2.6952655776237338,-4.950231481481482,1.6172521756325944,2.754348336
42,C(C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,0.0,0.43155834,0,0.0,0.0,0.45965021561601044,12.03125,3.574791105691883,0.0,1.9839765572031232,3.964730921
43,C(C(C(F)(F)F)(F)F)(C(F)(F)F)(F)F,0.0,0.45274427,0,0.0,0.0,0.45978924547886835,11.609375,2.893011475621213,0.0,1.8096798835528565,4.0
44,C(C(C(F)(F)F)(F)F)(F)F,0.0,0.444128271,0,0.0,0.0,0.45901366738570115,11.17824074074074,2.2796837799545075,0.0,1.6172521756325944,3.474216264
45,C(C(C(F)(F)F)(F)F)F,0.0,0.442388325,0,0.0,6.674590972274908,0.45561005698064094,11.159722222222221,2.0737658129465855,0.0,1.6364527976600283,3.130333768
46,C(C(C(F)(F)F)(F)F)O,0.0,0.402461134,0,0.0,6.606881964512918,0.4552546496329171,11.284722222222221,2.0910162245514647,7.4596527777777775,1.6364527976600283,1.53529412
47,C(C(C(F)(F)F)F)(C(C(F)(F)F)(F)F)F,0.0,0.43849431,0,0.0,0.0,0.4560703649115135,12.001157407407408,3.7063806664333487,0.0,1.9725948902944757,3.204119983
48,C(C(C(F)(F)F)F)F,0.0,0.441109306,0,0.0,6.674590972274908,0.42176236504489434,11.13888888888889,2.279627641010497,0.0,1.6203352658383443,2.511883361
49,C(C(C(F)F)(F)F)F,0.0,0.425993591,0,0.0,6.674590972274908,0.33459910097253914,11.150462962962964,2.279627641010497,0.0,1.6668127273868607,2.895974732
50,C(C(C(F)F)(F)F)O,0.0,0.391070215,0,0.0,6.606881964512918,0.3293870723971217,11.275462962962964,2.2999713134348743,7.5344444444444445,1.6668127273868607,1.158362492
51,C(C(C(F)F)(F)F)OC(F)F,0.0,0.41273935,0,0.0,6.606881964512918,0.3450292710552905,11.69837962962963,3.795131139421681,0.0,1.835608509851416,2.684845362
52,C(C(Cl)(Cl)Cl)(F)(F)Cl,0.0,0.40493145,0,0.0,0.0,0.36751437460735925,11.598765432098766,2.331452780904245,-3.793981481481482,1.253297578463043,3.550228353
53,C(C(Cl)(Cl)Cl)(F)(F)F,0.0,0.41366938,0,0.0,0.0,0.43524691185782,11.166666666666666,2.1198728689831765,0.0,1.253297578463043,3.59439255
54,C(C(Cl)Cl)(F)F,0.0,0.41720555,0,0.0,0.0,0.26782627967799244,10.893518518518519,2.585789128505845,0.0,1.3609640474436813,1.847572659
55,C(C(F)(Cl)Cl)(Cl)Cl,0.0,0.39143845,0,0.0,0.0,0.28694614929197226,11.77854938271605,2.5828458541118047,0.0,1.3143204867061786,1.765668555
56,C(C(F)(Cl)Cl)(F)(Cl)Cl,0.0,0.40716058,0,0.0,0.0,0.319612308839706,11.787808641975309,2.331452780904245,0.0,1.253297578463043,3.664641976
57,C(C(F)(Cl)Cl)(F)(F)Cl,0.0,0.42040364,0,0.0,0.0,0.3829756476639305,11.544753086419753,2.1198728689831765,-4.22608024691358,1.253297578463043,3.814247596
58,C(C(F)(Cl)Cl)(F)(F)F,0.0,0.43024014,0,0.0,0.0,0.45199522934948994,11.301697530864198,1.91511005353956,0.0,1.253297578463043,3.870403905
59,C(C(F)(Cl)Cl)(F)Cl,0.0,0.40705172,0,0.0,0.0,0.3020576530761804,11.535493827160494,2.333988047265902,0.0,1.3143204867061786,2.389166084
60,C(C(F)(Cl)Cl)F,0.0,0.41872573,0,0.0,6.674590972274908,0.2851518115816799,11.273919753086421,1.9373985431841834,0.0,1.3516441151533922,2.534026106
61,C(C(F)(F)Br)(F)(F)Br,0.0,0.39522931,0,0.0,0.0,0.3731421351812074,11.348958333333334,2.1314523977748805,0.0,1.253297578463043,3.336459734
62,C(C(F)(F)Cl)(Cl)Cl,0.0,0.40670093,0,0.0,0.0,0.35086408013378073,11.346450617283951,2.333988047265902,-3.496913580246913,1.3143204867061786,1.751279104
63,C(C(F)(F)Cl)(F)(F)Cl,0.0,0.43310363,0,0.0,0.0,0.3983173063681832,11.112654320987655,1.91511005353956,-9.316358024691358,1.253297578463043,3.974511693
64,C(C(F)(F)Cl)(F)(F)F,0.0,0.4565249,0,0.0,0.0,0.4688490319432292,10.869598765432098,1.7176066260953005,-5.090277777777778,1.253297578463043,3.982271233
65,C(C(F)(F)Cl)(F)Cl,0.0,0.42559675,0,0.0,0.0,0.36571306607415066,11.103395061728396,2.092227094578511,-3.929012345679012,1.3143204867061786,2.596597096
66,C(C(F)(F)F)(C(F)(F)F)(F)F,0.0,0.465475764,0,0.0,0.0,0.4627456645168106,11.1875,2.21087366383301,0.0,1.5812853946781595,3.968015714
67,C(C(F)(F)F)(C(F)(F)F)F,0.0,0.46716158,0,0.0,0.0,0.42822191899892875,11.166666666666668,2.2796837799545075,0.0,1.5894951972794726,3.556302501
68,C(C(F)(F)F)(Cl)Br,0.0,0.40330832,0,0.0,0.0,0.41411961926254487,10.999421296296298,2.2188995290698688,0.0,1.3143204867061786,1.653212514
69,C(C(F)(F)F)(Cl)Cl,0.0,0.42308256,0,0.0,0.0,0.4180829424250964,10.914351851851851,2.092227094578511,0.0,1.3143204867061786,1.95616843
70,C(C(F)(F)F)(F)(F)F,0.0,0.494092245,0,0.0,0.0,0.48741673507817035,10.4375,1.52783752583962,0.0,1.253297578463043,4.093421685
71,C(C(F)(F)F)(F)Br,0.0,0.41074817,0,0.0,0.0,0.42930154701402856,11.0,1.9807183364839325,-2.88888888888889,1.3143204867061786,2.303196057
72,C(C(F)(F)F)(F)Cl,0.0,0.434961906,0,0.0,0.0,0.43338312355532893,10.848765432098766,1.8582337420131287,0.0,1.3143204867061786,2.775974331
73,C(C(F)(F)F)(F)F,0.0,0.466143167,0,0.0,0.0,0.44970271563913483,10.42824074074074,1.632759196765679,0.0,1.3143204867061786,3.572871602
74,C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F,0.0,0.44524624,0,0.0,0.0,0.46238650698183925,12.046041666666667,4.137177457043261,0.0,1.980691454762246,3.821513528
75,C(C(F)(F)F)(OC(F)(F)F)F,0.0,0.463875284,0,0.0,0.0,0.5248271103255682,11.338541666666668,2.8388089924448727,0.0,1.564517736154244,3.876217841
76,C(C(F)(F)F)(OC(F)F)F,0.0,0.449640889,0,0.0,0.0,0.44486518240863926,11.333333333333334,3.087489500901739,0.0,1.6021581478790754,3.413299764
77,C(C(F)(F)F)Br,0.0,0.40375793,0,0.0,5.330089647061427,0.3980013744474455,10.737847222222221,1.8180153406908606,-0.9166666666666665,1.3516441151533922,2.247973266
78,C(C(F)(F)F)C(F)(F)F,0.0,0.475636481,0,6.4208216229260096,0.0,0.39725642255547566,10.831597222222221,2.0737658129465855,0.0,1.1431558784658322,3.939019776
79,C(C(F)(F)F)Cl,0.0,0.431566028,0,0.0,5.880003444970339,0.4017239426310728,10.652777777777779,1.6870094800344728,0.0,1.3516441151533922,2.588831726
80,C(C(F)(F)F)F,0.0,0.465805406,0,0.0,6.674590972274908,0.41630089910816304,10.409722222222221,1.4464030612244898,0.0,1.3516441151533922,3.184691431
81,C(C(F)(F)F)O,0.0,0.41202365,0,0.0,6.606881964512918,0.41100300461617556,10.534722222222221,1.4660493827160495,7.277777777777778,1.3516441151533922,1.552668216
82,C(C(F)(F)F)OC(C(F)(F)F)(F)F,0.0,0.44815765,0,0.0,6.606881964512918,0.4824682157754837,11.61375,3.2761823785737065,0.0,1.794561384057248,3.017033339
83,C(C(F)(F)F)OC(C(F)F)(F)F,0.0,0.434114265,0,0.0,6.606881964512918,0.41630232566100145,11.60449074074074,3.461460988295771,0.0,1.8206843007450695,2.991226076
84,C(C(F)(F)F)OC(F)(F)F,0.0,0.450522174,0,0.0,6.606881964512918,0.5223240326444334,10.960972222222223,2.6482759327906367,0.0,1.5730118671551043,3.041392685
85,C(C(F)(F)F)OC(F)F,0.0,0.434837613,0,0.0,6.606881964512918,0.4115149343488647,10.957638888888889,2.95363487933511,0.0,1.5938548967005406,2.943494516
86,C(C(F)(F)F)OC=O,0.0,0.41206806,0,0.0,6.606881964512918,0.4221728098798466,10.95875,2.5385500296067867,0.0,1.5920001314822056,1.738780558
87,C(C(F)(F)F)OCC(F)(F)F,0.0,0.390384198,0,0.0,13.213763929025836,0.4112856383718406,11.138472222222223,3.2910562334327915,0.0,1.5536739848063479,1.387389826
88,C(C(F)Cl)(F)Cl,0.0,0.41812027,0,0.0,0.0,0.21775979934933204,11.082561728395062,2.5857891285058443,0.0,1.3609640474436813,2.086359831
89,C(C(F)Cl)Cl,0.0,0.40263497,0,0.0,5.880003444970339,0.18642508417303855,11.064043209876544,2.7317294900221727,0.0,1.3787834934861756,1.668385917
90,C(C(F)F)(C(F)(F)F)F,0.0,0.446135934,0,0.0,0.0,0.4248566065484159,11.157407407407408,2.447393904683497,0.0,1.6151713102472967,3.176091259
91,C(C(F)F)(C(F)F)F,0.0,0.425523876,0,0.0,0.0,0.2745334538771766,11.148148148148149,2.8371763172842397,0.0,1.6403360647604435,2.40654018
92,C(C(F)F)(F)F,0.0,0.44230689,0,0.0,0.0,0.2977650304672564,10.407407407407408,1.9963460315907868,0.0,1.3609640474436813,3.100370545
93,C(C(F)F)(OC(F)(F)F)F,0.0,0.443660829,0,0.0,0.0,0.5247229854944465,11.329282407407408,3.087489500901739,0.0,1.5998182365478808,3.100370545
94,C(C(F)F)C(F)(F)F,0.0,0.448141575,0,6.4208216229260096,0.0,0.39405364516037644,10.82638888888889,2.279627641010497,0.0,1.210810026106033,2.983175072
95,C(C(F)F)F,0.0,0.437768714,0,0.0,6.674590972274908,0.26605193622686385,10.38888888888889,2.053852242744063,0.0,1.3787834934861756,2.561101384
96,C(C(F)F)O,0.0,0.395412296,0,0.0,6.606881964512918,0.26080596330791833,10.51388888888889,2.0817801047120423,7.393518518518519,1.3787834934861756,0.790988475
97,C(C(F)F)OC(C(F)(F)F)(F)F,0.0,0.42061607,0,0.0,6.606881964512918,0.4824658215369638,11.610416666666666,3.461460988295771,0.0,1.8103648120146445,2.983626287
98,C(C(F)F)OC(C(F)F)(F)F,0.0,0.412228567,0,0.0,6.606881964512918,0.4161864998588893,11.601157407407408,3.795131139421681,0.0,1.835608509851416,2.919601024
99,C(C(F)F)OC(F)(F)F,0.0,0.421283431,0,0.0,6.606881964512918,0.5222051584986991,10.940138888888889,2.95363487933511,0.0,1.5938548967005406,2.970346876
100,C(C(OC(C(F)(F)F)(F)F)(F)F)(F)F,0.0,0.44160814,0,0.0,0.0,0.48266286611799464,11.626041666666666,3.4788939134081485,0.0,1.804942365268649,3.57634135
101,C(C(OC(F)(F)F)(F)F)(C(F)(F)F)F,0.0,0.45755003,0,0.0,0.0,0.526788963124954,11.77199074074074,3.4788939134081485,0.0,1.7752687214913971,3.64246452
102,C(C=O)C(F)(F)F,0.0,0.384324082,0,6.4208216229260096,0.0,0.395117755544443,10.824722222222222,1.9515725693421213,0.0,1.2958363892911637,-1.602059991
103,C(CBr)Br,0.0,0.36698874,0,0.0,10.660179294122853,0.012858597828711611,3.201388888888889,3.9600000000000004,2.0972222222222223,1.370950594454669,0.008600172
104,C(CC(F)(F)F)CO,0.0,0.383171433,0,12.841643245852019,6.606881964512918,0.3887092894948046,11.131527777777777,2.9148979591836737,7.929583333333333,1.5920001314822056,-1.30980392
105,C(CCl)Cl,0.0,0.397082481,0,0.0,11.760006889940678,0.035889203448099614,5.054012345679012,3.5799999999999996,0.0,1.370950594454669,0.113943352
106,C(CF)F,0.0,0.435398311,0,0.0,13.349181944549816,0.11774433594500015,10.347222222222221,2.86,0.0,1.370950594454669,1.33243846
107,C(CF)O,0.0,0.385083898,0,0.0,13.281472936787825,0.11246039712919563,10.472222222222221,2.8900000000000006,7.5,1.370950594454669,-0.27572413
108,C(Cl)(Cl)(Cl)Cl,0.0,0.40852219,0,0.0,0.0,0.26568521128753525,4.826388888888888,1.7418482569208207,0.0,0.7219280948873623,3.342422681
109,C(Cl)(Cl)Cl,0.0,0.4066057,0,0.0,0.0,0.18010663547779673,4.805555555555555,2.128397932816538,0.0,0.8112781244591328,1.31386722
110,C(Cl)Br,0.0,0.38953315,0,0.0,4.789271469105758,0.0777631430150728,4.915123456790123,2.7699999999999996,0.0,0.9182958340544894,0.675778342
111,C(CO)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,0.0,0.37929881,0,6.4208216229260096,6.606881964512918,0.45964723851382894,12.601180555555555,4.6316829655676965,7.9256591317082385,2.141915955727942,-0.273272791
112,C(CO)C(F)(F)F,0.0,0.390538614,0,6.4208216229260096,6.606881964512918,0.3908036270303192,10.895972222222223,2.1599895941727367,7.681875,1.2958363892911637,-0.207608311
113,C(CO)C(F)(F)F,0.0,0.392805693,0,6.4208216229260096,6.606881964512918,0.3908036270303192,10.895972222222223,2.1599895941727367,7.681875,1.2958363892911637,-0.207608311
114,C(F)(Cl)(Cl)Cl,0.0,0.41484832,0,0.0,0.0,0.3332652876584487,10.983796296296298,1.498961937716263,0.0,0.7219280948873623,3.794488047
115,C(F)(Cl)Cl,0.0,0.4224273,0,0.0,0.0,0.24671722714495567,10.530864197530864,1.7949002849002846,-1.722222222222222,0.8112781244591328,2.204119983
116,C(F)(F)(Br)Br,0.0,0.39051257,0,0.0,0.0,0.3555461618251017,10.854166666666668,1.5121853097238587,0.0,0.7219280948873623,2.334453751
117,C(F)(F)(Cl)Br,0.0,0.41649533,0,0.0,0.0,0.37778890047006136,10.702932098765432,1.3879287893368277,0.0,0.7219280948873623,3.285557309
118,C(F)(F)(Cl)Cl,0.0,0.43204057,0,0.0,0.0,0.40081272228189074,10.551697530864198,1.2668585316924499,0.0,0.7219280948873623,4.096910013
119,C(F)(F)(F)Br,0.0,0.42967108,0,0.0,0.0,0.4478758800602103,10.270833333333334,1.1614173210320275,-4.1875,0.7219280948873623,3.857332496
120,C(F)(F)(F)Cl,0.0,0.46668444,0,0.0,0.0,0.4753250269132529,10.119598765432098,1.047018698060942,0.0,0.7219280948873623,4.209515015
121,C(F)(F)(F)F,0.0,0.552391616,0,0.0,0.0,0.5594364844715236,9.6875,0.8411795197809182,0.0,0.7219280948873623,3.868056362
122,C(F)(F)(F)S(F)(F)(F)(F)F,0.0,0.48719863,0,0.0,0.0,0.5346531460224966,10.597222222222221,1.2341126721068998,0.0,1.1585488318903812,4.267171728
123,C(F)(F)Br,0.0,0.41649525,0,0.0,0.0,0.29177661498162405,10.25,1.6394011976047902,-2.354166666666667,0.8112781244591328,2.579783597
124,C(F)(F)Cl,0.0,0.450858998,0,0.0,0.0,0.311892976545013,10.098765432098766,1.4674603174603182,0.0,0.8112781244591328,3.292256071
125,C(F)(F)F,0.0,0.513551347,0,0.0,0.0,0.3786251578100233,9.666666666666666,1.1484229390681002,0.0,0.8112781244591328,4.164352856
126,C(F)F,0.0,0.462914254,0,0.0,6.928360321623806,0.22851975934321334,9.625,1.8599999999999997,0.0,0.9182958340544894,2.887054378
127,C(OC(C(F)(F)F)C(F)(F)F)F,0.0,0.414008661,0,0.0,6.860651313861816,0.42323854294822416,11.39136574074074,3.461460988295771,0.0,1.7664232982979893,2.290034611
128,C(OC(C(OC(C(OC(C(OC(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.0,0.42209997,0,0.0,0.0,0.4528386845931051,12.825182823129254,7.858946047919712,0.0,2.3110553371300377,3.728353782
129,C(OC(C(OC(C(OC(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.0,0.42972064,0,0.0,0.0,0.45282454349499957,12.438346088435374,6.036080118328992,0.0,2.093844344474014,3.758154622
130,C(OC(C(OC(OC(F)F)(F)F)(F)F)(F)F)(F)F,0.0,0.44077539,0,0.0,0.0,0.49440843132349616,12.272476851851852,5.439798036861803,0.0,1.934990617015695,3.507855872
131,C(OC(F)(F)F)(F)F,0.0,0.47727846,0,0.0,0.0,0.5264967476231521,10.604166666666668,2.2525809483487658,0.0,1.210810026106033,4.155336037
132,C(OC(F)F)(F)F,0.0,0.46223828,0,0.0,0.0,0.3490870023716829,10.583333333333334,2.7879637132919783,0.0,1.272905595320056,3.821513528
133,C=C(C(F)(F)F)C(F)(F)F,12.152040213667764,0.420570216,0,0.0,0.0,0.4202298998736792,11.125578703703704,2.1739995630598297,0.0,1.5894951972794726,-0.42365865
134,C=C(C(F)(F)F)F,12.405809563016664,0.395688332,0,0.0,0.0,0.4417905581462222,10.88888888888889,1.5174753114363795,0.0,1.3143204867061786,-0.300162274
135,C=C(F)F,12.65957891236556,0.374979178,0,0.0,0.0,0.26268886702657623,10.13888888888889,0.9846153846153846,0.0,0.8112781244591328,-1.283996656
136,C=CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,12.654955790432378,0.38933076,0,0.0,0.0,0.4596472974977375,12.680138888888889,4.662935305796771,0.0,2.257924097331966,-0.790484985
137,C=CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,12.654955790432378,0.39444207,0,0.0,0.0,0.45965877615865425,12.184375,3.3074749011727484,0.0,2.0119671581158425,-0.690369833
138,C=CC(C(C(F)(F)F)(F)F)(F)F,12.654955790432378,0.396643015,0,0.0,0.0,0.4597477521503152,11.838541666666666,2.6331863389003565,0.0,1.8483335453198617,-0.628932138
139,C=CC(C(F)(F)F)(F)F,12.654955790432378,0.400060601,0,0.0,0.0,0.4568736092346823,11.416666666666666,1.9656380115964802,0.0,1.6364527976600283,-0.739928612
140,C=CC(F)(F)F,12.654955790432378,0.403786882,0,0.0,0.0,0.4086959003037961,10.666666666666666,1.3237965662075615,0.0,1.3516441151533922,-0.583359493
141,C=CCOC(=O)C(F)(F)F,12.654955790432378,0.366368943,0,0.0,6.606881964512918,0.49043241593429476,11.2636611866969,3.239669421487603,0.0,1.8019799364419475,-2.15490196
142,C=CF,12.908725139781279,0.374231874,0,0.0,0.0,0.07946646029724827,10.055555555555555,1.6699999999999997,0.0,0.9182958340544894,-1.619788758
143,C=COC(=O)C(F)(F)F,12.841016132019288,0.368239439,0,0.0,0.0,0.49084553798651587,11.113842592592594,2.52,0.0,1.6431060651096356,-2.096910013
144,C=COCC(F)(F)F,12.841016132019288,0.33623079,0,0.0,6.606881964512918,0.4220300247339864,11.069861111111111,2.591600918878956,0.0,1.5920001314822056,-1.236572006
145,CBr,0.0,0.38708764,0,0.0,5.833005223826043,-0.0084787831631398,2.9375,1.48,0.0,1.0,0.385606274
146,CC(=O)C(F)(F)F,0.0,0.385391595,1,6.923737199690624,0.0,0.44917041616537884,10.828703703703704,1.5174753114363795,0.0,1.3143204867061786,-1.045757491
147,CC(C(F)(F)F)(F)F,0.0,0.44720753,0,6.923737199690624,0.0,0.4524239824133937,11.104166666666666,1.5641078303155338,0.0,1.253297578463043,3.658011397
148,CC(C)(F)F,0.0,0.422796813,0,13.847474399381248,0.0,0.24221171934225166,11.020833333333332,0.9194415776537875,0.0,0.7219280948873623,2.777426822
149,CC(C)Br,0.0,0.36951547,0,13.847474399381248,0.0,0.008875443213827798,3.2708333333333335,1.7673563218390813,0.0,0.8112781244591328,-0.899629455
150,CC(C)Cl,0.0,0.39144981,0,13.847474399381248,0.0,0.02791283065305066,5.274691358024691,1.5939513677811554,0.3055555555555556,0.8112781244591328,-0.742321425
151,CC(CC(F)(F)F)(F)F,0.0,0.433993344,0,13.344558822616634,0.0,0.39433257360596125,11.49826388888889,2.1140909872049245,0.0,1.1431558784658322,2.960946196
