index,SMILE,FractionCSP3,fr_halogen,IP,SMR_VSA7,ExactMolWt,HomoLumoGap,Chi0v,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_CHGHI,GWP
155,CC(F)F,1.0,2,0.440398492,0.0,66.028106568,0.43548,2.3332792152080803,1.5,1.5,1.7922970483605327,2.214843848
156,CCBr,1.0,1,0.37702165,0.0,107.95746226,0.2721,3.6710677933104785,2.0,2.0,1.3782856930447909,-0.312471039
157,CCC(=O)C(F)(F)F,0.75,3,0.377949624,0.0,126.02924944,0.22668,4.2492484906780925,1.875,1.875,2.3551222649625028,-1.022276395
158,CCC(F)(F)F,1.0,3,0.450925692,0.0,98.03433482,0.44822,3.3410002002142294,1.5,1.5,2.220656412998497,1.873901598
159,CCCBr,1.0,1,0.37396719,0.0,121.973112324,0.27139,4.378174574497026,2.0,2.0,1.5821453486494612,-1.283996656
160,CCCCCl,1.0,1,0.390299252,0.0,92.039277968,0.31668,4.255213762587324,2.2,2.2,1.6972249576428886,-2.15490196
161,CCCl,1.0,1,0.400733681,0.0,64.00797784,0.31872,2.8410002002142294,2.0,2.0,1.3812710935856456,-0.317854924
162,CCF,1.0,1,0.433784461,0.0,48.03752838,0.42342,2.0850712541957748,2.0,2.0,1.3941265832708747,0.684845362
163,CCl,1.0,1,0.414108329,0.0,49.992327775999996,0.32194,2.1338934190276815,1.5,1.5,0.9426958170458155,0.743509765
164,CCOC(=O)C(F)(F)F,0.75,3,0.39964439,0.0,142.02416406,0.27347,4.657496781141955,2.0,2.111111111111111,2.399507871759909,0.198657087
165,CCOC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,1.0,9,0.41007766,0.0,264.01966876000006,0.37148,7.517035328733453,1.125,1.375,2.82280381093664,1.783188691
166,CCOC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,1.0,9,0.41554179,0.0,264.01966876000006,0.35809,7.517035328733453,1.0625,1.25,2.851084671163379,1.53529412
167,CCOC(C(C(F)(F)F)F)(F)F,1.0,6,0.408771564,0.0,196.032284132,0.37146,5.9604921788953975,1.5833333333333333,1.8333333333333333,2.574420681242026,1.421603927
168,CCOC(C(F)F)(F)F,1.0,4,0.406165483,0.0,146.035477692,0.3979,4.704563232876945,1.8888888888888888,2.0,2.4102317046336315,1.096910013
169,CCOC(F)(F)F,1.0,3,0.41660236,0.0,114.02924944,0.41302,3.7492484906780925,1.8571428571428572,1.8571428571428572,2.269272119522939,1.465382851
170,CF,1.0,1,0.467051091,0.0,34.021878316,0.43841,1.3779644730092273,1.5,1.5,0.9256750040841353,2.130333768
171,COC(=O)C(F)(F)F,0.6666666666666666,3,0.407841876,0.0,128.008513996,0.27392,3.950389999955408,1.875,1.875,2.394764028603282,1.915399835
172,COC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,1.0,9,0.41636913,0.0,250.004018696,0.37476,6.809928547546906,1.0,1.2,2.821540173657658,2.7355989
173,COC(C(C(F)(F)F)(C(F)(F)F)F)(C(C(F)(F)F)(F)F)F,1.0,13,0.39501384,0.0,349.99763157600006,0.32127,9.321786439583814,0.8095238095238095,0.9523809523809523,2.9310583127902894,2.607455023
174,COC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,1.0,9,0.42672527,0.0,250.004018696,0.36263,6.809928547546906,0.9333333333333333,1.0,2.8497186714256575,2.640481437
175,COC(C(C(F)(F)F)(F)F)(F)F,1.0,7,0.425652853,0.0,200.007212256,0.39037,5.553999601528452,1.1666666666666667,1.25,2.7369106286658815,2.760422483
176,COC(C(C(F)(F)F)F)(F)F,1.0,6,0.419893223,0.0,182.016634068,0.37654,5.253385397708851,1.4545454545454546,1.5454545454545454,2.570964145335748,2.421603927
177,COC(C(C(F)F)(F)F)(F)F,1.0,6,0.411710977,0.0,182.016634068,0.38593,5.253385397708851,1.4545454545454546,1.5454545454545454,2.635502065837757,2.442479769
178,COC(C(F)(F)F)(C(F)(F)F)F,1.0,7,0.411462808,0.0,200.007212256,0.37417,5.553999601528453,1.0,1.0,2.7360814736085506,2.593286067
179,COC(C(F)(F)F)(F)F,1.0,5,0.432078413,0.0,150.010405816,0.41061,4.298070655509999,1.3333333333333333,1.3333333333333333,2.582258668709065,2.873320602
180,COC(C(F)(F)F)C(F)(F)F,1.0,6,0.387988684,0.0,182.016634068,0.35212,5.253385397708851,1.1818181818181819,1.1818181818181819,2.568327755100192,0.910090546
181,COC(C(F)Cl)(F)F,1.0,4,0.402516034,0.0,147.990277088,0.32347,4.753385397708851,2.0,2.0,2.3825071390537262,2.133538908
182,COC(C(OC(C(OC(C(OC)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,1.0,12,0.38929453,0.0,394.007447312,0.39374,11.168566837966175,0.5416666666666666,0.7083333333333334,2.7485654981206067,2.340444115
183,COC(F)(F)F,1.0,3,0.433571628,0.0,100.013599376,0.42573,3.042141709491545,1.5,1.5,2.2534853388436953,2.789580712
184,COCC(C(F)(F)F)(F)F,1.0,5,0.37282148,0.0,164.02605588,0.33713,5.005177436696546,1.5,1.6,2.568825950377824,0.204119983
185,COCC(C(F)F)(F)F,1.0,4,0.362325373,0.0,146.035477692,0.33121,4.704563232876945,1.8888888888888888,2.0,2.3991549296864125,0.225309282
186,COCC(F)(F)F,1.0,3,0.37569168,0.0,114.02924944,0.35254,3.7492484906780925,1.8571428571428572,1.8571428571428572,2.2565963218677743,0.31386722
187,FC(F)(F)C(OC(F)F)C(F)(F)F,1.0,8,0.43157393,0.0,217.997790444,0.39668,5.586664612916931,1.0769230769230769,1.1538461538461537,2.586484367622776,3.482873584
188,FC(F)(OC(F)F)C(F)(F)OC(F)F,1.0,8,0.43449436,0.0,233.992705064,0.42663,5.994912903380795,0.8571428571428571,1.0,2.625108803315592,3.521138084
189,FC(F)(OC)C(F)(F)OC,1.0,4,0.39352519,0.0,162.030392312,0.39965,5.3283544729646355,1.0,1.1,2.580668535088256,2.305351369
190,FC(F)OC,1.0,2,0.416288795,0.0,82.023021188,0.4183,2.7415275056719435,1.8,1.8,1.9009031646858232,2.133538908
191,FS(F)(F)(F)(F)F,0.0,6,0.536314379,0.0,145.96249032,0.33848,3.492531709446953,0.5714285714285714,0.5714285714285714,2.644391010840799,4.401400541
192,N(F)(F)F,0.0,3,0.484370715,0.0,70.99828366,0.3711,1.5811070145276398,1.0,1.0,1.8042702933817423,4.240549248
193,O=COC(F)(F)C(F)(F)F,0.6666666666666666,5,0.420344907,0.0,163.989670372,0.27934,4.2836692151634885,1.5,1.6,2.60534173802093,2.775974331
194,O=S(=O)(F)F,0.0,2,0.482147797,0.0,101.95870668,0.33379,2.79717039833777,1.2,1.2,1.9430174138467144,3.665580991
195,OCCF,1.0,1,0.385074629,0.0,64.032443,0.35533,2.23939163088228,2.0,2.0,1.6120948535576292,-0.27572413
