P,q_H2S,q_CO2,q_CH4
1.0,4.334e-07,8.668e-07,4.334e-07
2.0,4.334e-07,8.668e-07,4.334e-07
3.0,1.3003e-06,2.1671e-06,4.334e-07
4.0,2.1671e-06,3.4674e-06,8.668e-07
5.0,3.9008e-06,8.6684e-06,8.668e-07
6.0,5.6345e-06,9.9687e-06,4.334e-07
7.0,5.6345e-06,1.25692e-05,4.334e-07
8.0,7.3682e-06,1.21358e-05,2.6005e-06
9.0,5.6345e-06,1.30026e-05,4.334e-07
10.0,6.0679e-06,1.38695e-05,4.334e-07
20.0,1.86371e-05,3.07729e-05,2.1671e-06
30.0,2.68721e-05,4.6376e-05,6.0679e-06
40.0,4.07416e-05,5.20105e-05,6.0679e-06
50.0,3.77076e-05,6.76137e-05,3.0339e-06
60.0,4.37755e-05,7.80158e-05,6.5013e-06
70.0,4.89766e-05,8.235e-05,6.9347e-06
80.0,5.98121e-05,9.92534e-05,1.12689e-05
90.0,7.67155e-05,0.000112256,1.21358e-05
100.0,8.53839e-05,0.0001274258,1.47363e-05
200.0,0.00019764,0.0002466165,2.55718e-05
300.0,0.0002847576,0.0003783765,4.24753e-05
400.0,0.0003822773,0.0004971339,5.67781e-05
500.0,0.0004849981,0.0006301941,6.67468e-05
600.0,0.0005803507,0.0007359488,7.75824e-05
700.0,0.0006496981,0.0008941475,9.44858e-05
800.0,0.0007524188,0.0010194062,0.0001066216
900.0,0.0008438707,0.0012352498,0.0001295929
1000.0,0.0009093172,0.0013375372,0.0001547313
2000.0,0.0019139871,0.0028584114,0.000268721
3000.0,0.002912589,0.004114032,0.0003991807
4000.0,0.0038184389,0.0054181958,0.0005231391
5000.0,0.004802738,0.0067349287,0.0006540323
6000.0,0.0059430686,0.0081864556,0.000830868
7000.0,0.0067167251,0.0091941594,0.0009734635
8000.0,0.0077820738,0.0109586163,0.0011073906
9000.0,0.0085444614,0.011821124,0.0012049103
10000.0,0.0101420511,0.0134070114,0.0013930151
20000.0,0.0193890879,0.0275998151,0.0027153825
30000.0,0.0293456349,0.0407329045,0.0040979954
40000.0,0.0396320152,0.0528825616,0.0057042536
50000.0,0.0503535502,0.0668057775,0.0068671221
60000.0,0.0597843575,0.0819100655,0.0083190825
70000.0,0.0696875936,0.0965137523,0.009673523
80000.0,0.0796619108,0.1064057195,0.0111904965
90000.0,0.0893961128,0.1240034785,0.0125267334
100000.0,0.1040830164,0.1390821946,0.0144259842
200000.0,0.211571855,0.2740070152,0.028736245
300000.0,0.3211077408,0.4102919108,0.0421358882
400000.0,0.4591024822,0.5576008692,0.0587601837
500000.0,0.6015597261,0.7032970681,0.0734904294
1000000.0,1.1140397367,1.210314674,0.1248586181
2000000.0,1.5252622024,1.5840444905,0.1671813107
3000000.0,1.6510279706,1.7145276127,0.1869366394
4000000.0,1.6992993663,1.7792091939,0.2036458853
5000000.0,1.7022669998,1.8251314479,0.2173619259
