P,q_H2S,q_CO2,q_CH4
1.0,6.15001e-05,8.5417e-06,0.0
2.0,0.000130403,2.05e-05,0.0
3.0,0.0001975976,2.96112e-05,0.0
4.0,0.0002585282,3.75834e-05,1.1389e-06
5.0,0.0003530562,4.89723e-05,1.1389e-06
6.0,0.0003826674,4.84029e-05,2.2778e-06
7.0,0.0004572647,7.17501e-05,2.2778e-06
8.0,0.0005284454,7.85835e-05,4.5556e-06
9.0,0.0006041816,8.54168e-05,4.5556e-06
10.0,0.0006690984,9.73752e-05,3.9861e-06
20.0,0.0013495858,0.0002186671,2.8472e-06
30.0,0.0020966982,0.0003177506,6.2639e-06
40.0,0.0028238801,0.0004327786,1.025e-05
50.0,0.0033859228,0.000538126,9.1111e-06
60.0,0.0039041181,0.0006326539,1.70834e-05
70.0,0.0045965638,0.0007573625,2.05e-05
80.0,0.005613024,0.0007790014,2.16389e-05
90.0,0.0063345114,0.00094471,2.44862e-05
100.0,0.0067006648,0.0010415158,2.39167e-05
200.0,0.0143819148,0.0021263094,5.46668e-05
300.0,0.0205962732,0.0031951585,7.51668e-05
400.0,0.0266608674,0.0043095633,8.99724e-05
500.0,0.0360692455,0.0051050786,0.0001378058
600.0,0.0390924315,0.0063248308,0.0001543197
700.0,0.0491180884,0.0074306939,0.0001799448
800.0,0.055204891,0.0083019455,0.0002050004
900.0,0.0614169717,0.0093753502,0.0002289171
1000.0,0.0647203248,0.0101355599,0.0002687783
2000.0,0.1329119892,0.0206879539,0.0005358482
3000.0,0.2049126744,0.0322072663,0.000783557
4000.0,0.2784480151,0.0404534061,0.0010756825
5000.0,0.339993112,0.0509573973,0.0012590439
6000.0,0.4079433315,0.0603754559,0.0016479752
7000.0,0.4914479541,0.0701682096,0.0019047951
8000.0,0.5336512661,0.0800554913,0.00216674
9000.0,0.6342352666,0.0840313596,0.0023842682
10000.0,0.6624393313,0.0910605945,0.0027037271
20000.0,1.3599844063,0.1690438737,0.0054410515
30000.0,1.9135787917,0.2193486865,0.0075468608
40000.0,2.2954141873,0.2473329452,0.0088423492
50000.0,2.5601362888,0.2689377063,0.0100581153
60000.0,2.7597878565,0.2760757053,0.0106486303
70000.0,2.9034219345,0.2854408055,0.0113587288
80000.0,2.9948617796,0.2950775311,0.0117499378
90000.0,3.0849144556,0.3008619582,0.0119651882
100000.0,3.1358940613,0.3140127319,0.0121069801
200000.0,3.457552168,0.3170000428,0.0135237605
300000.0,3.5498017646,0.3318244167,0.0139388862
400000.0,3.5835761449,0.33922493,0.0140732753
500000.0,3.6166888295,0.3426552696,0.0143790675
1000000.0,3.7086793284,0.3160467911,0.0149952075
2000000.0,3.7183701514,0.3355280901,0.0158362785
3000000.0,3.7096798441,0.3545310548,0.0168766554
4000000.0,3.7002247715,0.3654951579,0.0178321849
5000000.0,3.7122355154,0.3561448633,0.0189989786
