P,q_H2S,q_CO2,q_CH4
1.0,4.415e-07,4.415e-07,0.0
2.0,2.2077e-06,0.0,4.415e-07
3.0,2.2077e-06,4.415e-07,0.0
4.0,7.9476e-06,0.0,8.831e-07
5.0,4.8569e-06,4.415e-07,8.831e-07
6.0,6.1815e-06,8.831e-07,8.831e-07
7.0,5.7399e-06,8.831e-07,4.415e-07
8.0,5.2984e-06,0.0,2.6492e-06
9.0,7.5061e-06,0.0,4.8569e-06
10.0,1.10383e-05,0.0,3.0907e-06
20.0,2.11936e-05,1.7661e-06,6.1815e-06
30.0,3.66473e-05,2.6492e-06,7.5061e-06
40.0,4.81272e-05,4.8569e-06,9.2722e-06
50.0,6.57885e-05,7.5061e-06,1.54537e-05
60.0,7.72684e-05,7.5061e-06,1.05968e-05
70.0,8.47745e-05,7.9476e-06,1.23629e-05
80.0,9.89036e-05,8.3891e-06,1.50122e-05
90.0,0.0001161234,9.7137e-06,1.67783e-05
100.0,0.0001249541,1.54537e-05,2.51674e-05
200.0,0.0002450513,2.34013e-05,4.63611e-05
300.0,0.0003474871,3.17904e-05,6.84377e-05
400.0,0.0005051147,4.37119e-05,9.40467e-05
500.0,0.0006437564,6.31393e-05,0.0001231879
600.0,0.0008031501,6.88793e-05,0.0001434985
700.0,0.0008658479,8.74237e-05,0.0001642506
800.0,0.0009872697,9.66959e-05,0.0002079624
900.0,0.0010128787,0.0001086173,0.0002101701
1000.0,0.0012486577,0.0001200972,0.0002644788
2000.0,0.0025516241,0.0002384283,0.0004808304
3000.0,0.0036982876,0.0003920821,0.0006693653
4000.0,0.0047319183,0.0004993748,0.0008927815
5000.0,0.0061536573,0.0006684823,0.0011969983
6000.0,0.007642951,0.0007320631,0.0014645678
7000.0,0.0087768099,0.000841122,0.0016380906
8000.0,0.0101588109,0.0009400256,0.0019948499
9000.0,0.0112436596,0.0010989778,0.0021604251
10000.0,0.0128976454,0.001238944,0.002439033
20000.0,0.0247470894,0.0025476503,0.0046263917
30000.0,0.0374937302,0.003677977,0.0073952505
40000.0,0.0517976609,0.0050551211,0.0098638663
50000.0,0.0617255496,0.0064070977,0.0118520932
60000.0,0.0758246086,0.0072438044,0.014424911
70000.0,0.0884851503,0.0087825499,0.0172798689
80000.0,0.1027789258,0.010048869,0.0197453939
90000.0,0.1143144392,0.0110303987,0.0222007637
100000.0,0.1257497245,0.0119125834,0.0238781508
200000.0,0.2501103835,0.0224440488,0.0468511572
300000.0,0.3856798208,0.0308243614,0.0705478375
400000.0,0.4914682414,0.0376010229,0.0895792712
500000.0,0.6129633456,0.0435908712,0.1088751837
1000000.0,1.1103375438,0.0593364099,0.1893398716
2000000.0,1.5982598268,0.0616328275,0.2761352718
3000000.0,1.7754946062,0.058417578,0.3209394781
4000000.0,1.8640322991,0.0553714359,0.355625053
5000000.0,1.8949220075,0.0558169436,0.3906700365
