1,2.921
2,2.124
3,1.860
4,1.726
5,1.646
6,1.595
7,1.555
8,1.524
9,1.500
10,1.480
11,1.462
12,1.447
13,1.436
14,1.425
15,1.415
16,1.406
17,1.400
18,1.393
19,1.386
20,1.380
21,1.375
22,1.371
23,1.366
24,1.361
25,1.357
26,1.352
27,1.348
28,1.345
29,1.342
30,1.337
31,1.334
32,1.330
33,1.327
34,1.324
35,1.321
36,1.318
37,1.315
38,1.313
39,1.311
40,1.307
41,1.305
42,1.302
43,1.299
44,1.296
45,1.294
46,1.291
47,1.289
48,1.286
49,1.283
50,1.281
51,1.278
52,1.276
53,1.274
54,1.271
55,1.269
56,1.266
57,1.263
58,1.261
59,1.259
60,1.257
61,1.255
62,1.252
63,1.251
64,1.249
65,1.247
66,1.245
67,1.243
68,1.241
69,1.239
70,1.237
71,1.235
72,1.234
73,1.232
74,1.230
75,1.228
76,1.227
77,1.225
78,1.223
79,1.222
80,1.220
81,1.218
82,1.217
83,1.215
84,1.213
85,1.212
86,1.210
87,1.208
88,1.207
89,1.205
90,1.204
91,1.202
92,1.201
93,1.200
94,1.198
95,1.197
96,1.195
97,1.194
98,1.193
99,1.192
100,1.190
101,1.189
102,1.188
103,1.186
104,1.185
105,1.184
106,1.183
107,1.182
108,1.180
109,1.179
110,1.178
111,1.177
112,1.176
113,1.174
114,1.174
115,1.172
116,1.172
117,1.171
118,1.170
119,1.169
120,1.168
121,1.167
122,1.166
123,1.165
124,1.163
125,1.163
126,1.162
127,1.161
128,1.160
129,1.159
130,1.158
131,1.157
132,1.156
133,1.155
134,1.154
135,1.153
136,1.152
137,1.151
138,1.150
139,1.149
140,1.149
141,1.147
142,1.147
143,1.146
144,1.145
145,1.144
146,1.143
147,1.142
148,1.141
149,1.141
150,1.140
151,1.139
152,1.138
153,1.137
154,1.136
155,1.135
156,1.135
157,1.134
158,1.133
159,1.132
160,1.132
161,1.131
162,1.130
163,1.129
164,1.129
165,1.128
166,1.127
167,1.126
168,1.126
169,1.125
170,1.124
171,1.123
172,1.123
173,1.122
174,1.121
175,1.120
176,1.119
177,1.119
178,1.118
179,1.117
180,1.116
181,1.116
182,1.115
183,1.115
184,1.114
185,1.113
186,1.113
187,1.112
188,1.112
189,1.111
190,1.110
191,1.110
192,1.109
193,1.108
194,1.108
195,1.107
196,1.107
197,1.106
198,1.105
199,1.105
200,1.104
201,1.103
202,1.103
203,1.102
204,1.101
205,1.101
206,1.100
207,1.100
208,1.099
209,1.098
210,1.098
211,1.097
212,1.096
213,1.096
214,1.095
215,1.094
216,1.094
217,1.093
218,1.092
219,1.092
220,1.091
221,1.091
222,1.090
223,1.090
224,1.089
225,1.089
226,1.088
227,1.088
228,1.087
229,1.087
230,1.086
231,1.086
232,1.085
233,1.085
234,1.084
235,1.084
236,1.083
237,1.083
238,1.082
239,1.081
240,1.081
241,1.080
242,1.080
243,1.079
244,1.079
245,1.078
246,1.078
247,1.078
248,1.077
249,1.077
250,1.076
251,1.076
252,1.075
253,1.075
254,1.074
255,1.073
256,1.073
257,1.072
258,1.072
259,1.071
260,1.071
261,1.070
262,1.070
263,1.069
264,1.069
265,1.068
266,1.068
267,1.067
268,1.067
269,1.067
270,1.066
271,1.066
272,1.065
273,1.065
274,1.065
275,1.064
276,1.064
277,1.063
278,1.063
279,1.062
280,1.062
281,1.062
282,1.061
283,1.061
284,1.060
285,1.060
286,1.059
287,1.059
288,1.059
289,1.058
290,1.058
291,1.058
292,1.057
293,1.057
294,1.057
295,1.056
296,1.056
297,1.055
298,1.055
299,1.054
300,1.054
301,1.054
302,1.053
303,1.053
304,1.053
305,1.052
306,1.051
307,1.051
308,1.051
309,1.050
310,1.050
311,1.049
312,1.049
313,1.049
314,1.048
315,1.048
316,1.047
317,1.047
318,1.047
319,1.046
320,1.046
321,1.045
322,1.045
323,1.045
324,1.044
325,1.044
326,1.044
327,1.043
328,1.043
329,1.042
330,1.042
331,1.042
332,1.042
333,1.041
334,1.041
335,1.040
336,1.040
337,1.039
338,1.039
339,1.039
340,1.038
341,1.038
342,1.038
343,1.037
344,1.037
345,1.036
346,1.036
347,1.036
348,1.036
349,1.035
350,1.035
