-2870 1.81818e-07
-2760 1.30909e-05
-2650 6.14545e-05
-2540 0.000145636
-2430 0.000269636
-2320 0.000411545
-2210 0.000506909
-2100 0.000551818
-1990 0.000572364
-1880 0.000578909
-1770 0.000608273
-1660 0.000601545
-1550 0.000631545
-1440 0.000698727
-1330 0.000511909
-1220 0.000401818
-1110 0.000372182
-1000 0.000375455
-890 0.000362
-780 0.000320364
-670 0.000296182
-560 0.000267182
-450 0.000208727
-340 0.000170545
-230 0.000113727
-120 2.31818e-05
-10 5.81818e-06
100 3.72727e-06
210 2.09091e-06
320 1.27273e-06
430 1.72727e-06
540 3.63636e-07
650 4.54545e-07
760 1.81818e-07
870 1.81818e-07
980 9.09091e-08
1200 9.09091e-08
