-4960 9.09091e-08
-4740 1.81818e-07
-4630 5.45455e-07
-4410 3.63636e-07
-4300 9.09091e-07
-4190 9.09091e-07
-4080 8.18182e-07
-3970 2.45455e-06
-3860 1.90909e-06
-3750 3.72727e-06
-3640 6.45455e-06
-3530 8.81818e-06
-3420 1.25455e-05
-3310 1.68182e-05
-3200 2.16364e-05
-3090 2.76364e-05
-2980 3.32727e-05
-2870 4.30909e-05
-2760 5.72727e-05
-2650 6.86364e-05
-2540 8.56364e-05
-2430 0.000104182
-2320 0.000110909
-2210 0.000130455
-2100 0.000148273
-1990 0.000163
-1880 0.000193818
-1770 0.000209182
-1660 0.000248091
-1550 0.000275636
-1440 0.000299091
-1330 0.000323455
-1220 0.000365636
-1110 0.000390273
-1000 0.000393182
-890 0.000411455
-780 0.000410909
-670 0.000419909
-560 0.000450091
-450 0.000501818
-340 0.000568727
-230 0.000656
-120 0.000799636
-10 0.000703727
100 0.000251364
210 9.96364e-05
320 4.00909e-05
430 1.62727e-05
540 7.63636e-06
650 2.81818e-06
760 8.18182e-07
870 6.36364e-07
980 3.63636e-07
1090 9.09091e-08
