p,q
1e-05,6.74105e-05
5e-05,0.0003415466
0.0001,0.000651635
0.0003,0.0018021078
0.0006,0.0037188135
0.0009,0.0055321565
0.001,0.0060646996
0.003,0.0184502586
0.006,0.035687128
0.009,0.0544834272
0.01,0.0606582306
0.03,0.1781300454
0.06,0.3497751991
0.09,0.5242044071
0.1,0.570825521
0.2,1.0463842517
0.3,1.4667742148
0.4,1.8459066943
0.5,2.1671874676
0.6,2.4540551718
0.7,2.6841025507
0.8,2.9074403362
0.9,3.132247671
1.0,3.2962799302
3.0,5.001046977
5.0,5.6589331813
10.0,6.328076942
20.0,6.8855574276
30.0,7.124783872
