p,q
1e-05,1.63589e-05
5e-05,0.000118974
0.0001,0.0002156404
0.0003,0.0006766646
0.0006,0.001377124
0.0009,0.0021147627
0.001,0.0022679417
0.003,0.0068900814
0.006,0.0137712397
0.009,0.0203445528
0.01,0.0230556726
0.03,0.0672024599
0.06,0.1309115459
0.09,0.1961509348
0.1,0.211763297
0.2,0.3860676324
0.3,0.5214005493
0.4,0.6335930246
0.5,0.7178087654
0.6,0.8121670391
0.7,0.901977532
0.8,0.9590478692
0.9,1.0135706757
1.0,1.0545200369
3.0,1.5630728821
5.0,1.747057239
10.0,2.0183238914
20.0,2.2688132231
30.0,2.3725317758
