p,q
1e-05,7.659e-07
5e-05,5.3614e-06
0.0001,9.957e-06
0.0003,3.44664e-05
0.0006,9.26763e-05
0.0009,0.0001256109
0.001,0.0001470566
0.003,0.0004656794
0.006,0.0007865998
0.009,0.0012415563
0.01,0.0014269089
0.03,0.0040172503
0.06,0.0082075986
0.09,0.0123987128
0.1,0.0134840214
0.2,0.0269136625
0.3,0.0399779598
0.4,0.0530407252
0.5,0.0658116751
0.6,0.0790774093
0.7,0.0924289265
0.8,0.1041689481
0.9,0.1166258708
1.0,0.128322235
3.0,0.3383168162
5.0,0.5206425378
10.0,0.8639117927
20.0,1.2875980509
30.0,1.5450988194
