p,q
1e-05,4.98835e-05
5e-05,0.000212005
0.0001,0.0004639168
0.0003,0.0011972046
0.0006,0.002349514
0.0009,0.0036040847
0.001,0.0038235722
0.003,0.0118423488
0.006,0.0237121335
0.009,0.0345119167
0.01,0.0379463973
0.03,0.1164231586
0.06,0.2297061494
0.09,0.3432111218
0.1,0.3861807901
0.2,0.7457611906
0.3,1.075960195
0.4,1.4018293093
0.5,1.7425038539
0.6,2.0374302179
0.7,2.3127199322
0.8,2.5942301222
0.9,2.8367338898
1.0,3.0314667
3.0,5.3216218197
5.0,6.132251546
10.0,6.8984425342
20.0,7.4285597411
30.0,7.6640773211
