p,q
1e-05,3.461e-06
5e-05,2.07658e-05
0.0001,4.38388e-05
0.0003,0.0001442067
0.0006,0.0002814914
0.0009,0.0004199298
0.001,0.0004603077
0.003,0.0015712758
0.006,0.0030791007
0.009,0.0045938475
0.01,0.0050276211
0.03,0.0151036291
0.06,0.0302914748
0.09,0.0450143983
0.1,0.0507699746
0.2,0.0996779529
0.3,0.1510039884
0.4,0.2001046267
0.5,0.2564375176
0.6,0.3012996337
0.7,0.3428265381
0.8,0.3875167598
0.9,0.434927296
1.0,0.4798286363
3.0,1.2815911493
5.0,1.8388483808
10.0,2.5947416384
20.0,3.1971955454
30.0,3.4630122644
