,SMILE,IP,EA,HomoLumoGap,MolWt,MolLogP,MolMR,HeavyAtomCount,LabuteASA,BalabanJ,BertzCT,GWP
67,C(C(F)(F)F)(C(F)(F)F)F,1.3821299096728186,-0.5444998553754714,1.0256069209002787,0.11677851861722723,0.313506347600783,-0.4946825088812604,0.26150248498493395,0.04069586450782611,0.4972888188563393,-0.03193014552154327,3.5753846861605076
68,C(C(F)(F)F)(Cl)Br ,-0.3387428342694321,1.2806243704191775,-1.106126549695499,0.4761399997123001,0.3758993419704796,0.5332699585285756,-0.3504133298798111,0.09221015460717649,-0.09819366567664978,-0.38697667809562025,1.660853107044502
69,C(C(F)(F)F)(Cl)Cl ,0.19418141498851643,0.947255888361582,-0.5619237164685952,-0.10783226014574894,0.21193391400567135,0.11841819473471468,-0.3504133298798111,-0.06832721684982047,-0.09819366567664978,-0.4075265604529656,2.718224836131765
70,C(C(F)(F)F)(F)(F)F,2.107922882102722,-1.6083327785365766,1.8781368848643474,-0.30384283622012487,-0.04162953449339808,-1.155422338267969,-0.14644139159156278,-0.43360315994413484,0.31539875460511907,-0.35549114470409254,4.107420648997345
71,C(C(F)(F)F)(F)Br  ,-0.13823568578525458,0.8078457622196645,-0.8669823617209134,0.2599634561932745,0.09303009308564382,-0.10709166125082241,-0.3504133298798111,-0.18423692363423738,-0.09819366567664978,-0.42032001812906616,2.2803494895383576
72,C(C(F)(F)F)(F)Cl  ,0.5143348847919285,0.3038986614672822,-0.16180661836533072,-0.32400880366477414,-0.07093533487916487,-0.5219434250446828,-0.3504133298798111,-0.34477429509123436,-0.09819366567664978,-0.42032001812906616,3.1306699283759096
73,C(C(F)(F)F)(F)F,1.3546832425210324,-1.4354022848007801,1.372474942979589,-0.5401853471837998,-0.3538045837640006,-1.1623050448240804,-0.3504133298798111,-0.6212213733326486,-0.09819366567664978,-0.45740886168006056,3.6096285718693037
74,C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F,0.7915020970877232,-0.2209549088653868,1.0189337630353843,1.6408921219762473,1.5762817319652442,0.98698877110989,1.6893060530026724,1.594847484863019,1.1994400932732476,1.7046965261326998,3.8168503436208763
75,C(C(F)(F)F)(OC(F)(F)F)F,1.2935628229661025,-0.9804018094386543,1.4070664143608784,0.3269643903741935,0.241659869235678,-0.3482563007757504,0.4654744232731823,0.2710130091820683,0.28630536862772993,0.2724932325854137,3.861787401125727
76,C(C(F)(F)F)(OC(F)F)F,0.9099397725218831,-1.0540111593888981,1.3155488207851829,0.09062187941051908,-0.07051518003492453,-0.35513900733186177,0.26150248498493395,0.08339479579355488,0.06892541789243493,0.015912027968696223,3.5171727345206865
77,C(C(F)(F)F)Br ,-0.32662565192973864,0.6620730874793306,-0.9071574958054822,0.023620945229600076,-0.21746433680799737,-0.11100535713567014,-0.5543852681680594,-0.37185513702275114,-0.41987683041101015,-0.591421195783,2.2605334672396644
78,C(C(F)(F)F)C(F)(F)F,1.6105321265448918,-1.0440704753407948,1.7081756396523413,-0.1195639923464472,0.36812647735203247,-0.5323349623941059,0.05753054669668559,-0.14692234888068698,0.07893237032394522,-0.23273878398176692,3.932988858828047
79,C(C(F)(F)F)Cl  ,0.42281451618501387,0.18696630677386222,-0.23670941072639112,-0.5603513146284491,-0.3814297647728056,-0.5258571209295306,-0.5543852681680594,-0.5323925084797484,-0.41987683041101015,-0.591421195783,2.587938511410533
80,C(C(F)(F)F)F,1.3455804387038623,-1.157849009750429,1.2418717104809402,-0.7765278581474743,-0.6642990136576413,-1.1662187407089282,-0.5543852681680594,-0.8088395867211617,-0.41987683041101015,-0.6247645358164459,3.204915087905539
81,C(C(F)(F)F)O,-0.10386095272630892,-0.8427276713637429,0.32737670919999445,-0.8026844973541825,-1.6907372981368898,-1.0163106928162087,-0.5543852681680594,-0.7805226359235667,-0.41987683041101015,-0.591421195783,1.56238921140994
82,C(C(F)(F)F)OC(C(F)(F)F)(F)F,0.8699658453041951,-0.6280746529336237,0.9545173616048722,0.747585745211546,0.5984763707068209,0.31545253928222183,0.873418299849679,0.7453120336340302,0.47573083460474686,0.7177625790425292,3.004904107931505
83,C(C(F)(F)F)OC(C(F)F)(F)F,0.4914905962849991,-0.583237982702441,0.8826106809382542,0.511243234247872,0.28630132143621884,0.30856983272611005,0.6694463615614307,0.5576938202455165,0.23324176992484033,0.4389904479202173,2.986327744518553
84,C(C(F)(F)F)OC(F)(F)F,0.933690781258871,-0.9972716293020143,1.0794007445050404,0.09062187941051908,-0.06883456065796273,-0.3521699966605982,0.26150248498493395,0.0833947957935552,-0.07937397476888156,-0.09829671601125664,3.0689294554472197
85,C(C(F)(F)F)OC(F)F,0.5109851351321176,-1.1049064325211808,1.0141672217033166,-0.14572063155315534,-0.38100960992856525,-0.35905270321670996,0.05753054669668559,-0.10422341759495884,-0.32301901187274945,-0.19877011128780725,2.6772394807317124
86,C(C(F)(F)F)OC=O,-0.10266408417866599,0.29271964785396226,-0.6320599674975879,-0.434704856882113,-1.5009323472512983,-0.3509554013859902,-0.14644139159156278,-0.29202239255281714,-0.35877729033060596,-0.19542635814818105,1.7457478688751626
87,C(C(F)(F)F)OCC(F)(F)F,-0.6870534653818353,-0.592761001936205,0.26759066220634803,0.2749007232841971,-0.024193108457422365,0.3046561368412618,0.4654744232731823,0.37007560685700275,-0.18852746707357024,0.026956198000744107,1.37469628895191
88,C(C(F)Cl)(F)Cl  ,0.060445571140650974,0.6328050986704281,-0.3158339968387118,-0.34417477110942374,-0.10024113526493118,0.11153548817860336,-0.5543852681680594,-0.2559454302383342,-0.570912815263898,-0.6738134460539844,2.0939403855813126
89,C(C(F)Cl)Cl ,-0.3568899055721901,0.7411906716350225,-0.523791385812055,-0.5805172820730984,-0.4107355651585721,0.10762179229375562,-0.7583572064563079,-0.4435636436268479,-0.9627238969198798,-0.7654626800198401,1.6826043513754687
90,C(C(F)F)(C(F)(F)F)F,0.8154797319813677,-0.5464076915583398,0.7397506278714319,-0.1195639923464472,0.0013312983301809445,-0.5015652154373722,0.05753054669668559,-0.14692234888068698,0.19215952831692723,-0.1367971130766161,2.966453842245369
91,C(C(F)F)(C(F)F)F,0.259975928279618,-0.5916418102929888,0.5914430989965322,-0.355906503310122,-0.3108437509404218,-0.5084479219934835,-0.14644139159156278,-0.33454056226920037,-0.1646265069180691,-0.44607146026795597,2.70946285088496
92,C(C(F)F)(F)F,0.7122853538876632,-1.4049917618041472,1.070140035631309,-0.7765278581474743,-0.6659796330346032,-1.169187751380192,-0.5543852681680594,-0.8088395867211623,-0.570912815263898,-0.7149132107686751,3.2809755003278993
93,C(C(F)F)(OC(F)(F)F)F,0.7487745906480162,-0.982374387078182,1.1288365874633397,0.09062187941051908,-0.07051518003492453,-0.35513900733186177,0.26150248498493395,0.0833947957935552,0.025267607550774614,0.015912027968696223,3.4551815182289545
94,C(C(F)F)C(F)(F)F,0.8695326171595572,-1.1622571886519135,1.3162297552611923,-0.355906503310122,0.05595142808142994,-0.5392176689502177,-0.14644139159156278,-0.3345405622692007,-0.22962024086869698,-0.34465638452936925,3.007835424561393
95,C(C(F)F)F,0.5899795642441451,-1.2140977590495312,0.9406262982942754,-1.0128703691111491,-0.9764740629282438,-1.1731014472650398,-0.7583572064563079,-0.9964578001096756,-0.9627238969198798,-0.7937689870584302,2.5124155392465783
96,C(C(F)F)O,-0.5515440677086311,-0.9922332774861341,0.2780770531368964,-1.0390270083178572,-2.0029123474074924,-1.0231933993723203,-0.7583572064563079,-0.9681408493120803,-0.9627238969198798,-0.7654626800198401,0.7655827801756796
97,C(C(F)F)OC(C(F)(F)F)(F)F,0.1277084516001773,-0.5881527819754839,0.6922214014459591,0.511243234247872,0.28630132143621884,0.30856983272611005,0.6694463615614307,0.5576938202455165,0.3417461122612693,0.43899044792021763,3.211707273812484
