Pressure,uptake,error
1.00E-04,1.226390e-03,2.898543e-04
5.00E-04,5.200577e-03,7.264983e-04
1.00E-03,1.277835e-02,2.691230e-03
5.00E-03,5.812309e-02,9.462202e-03
1.00E-02,9.459051e-02,4.260976e-03
5.00E-02,3.530540e-01,4.428784e-02
1.00E-01,5.855927e-01,4.856417e-02
2.00E-01,9.199608e-01,6.410472e-02
3.00E-01,1.159982e+00,8.709812e-02
4.00E-01,1.345918e+00,8.908182e-02
5.00E-01,1.500380e+00,6.716404e-02
6.00E-01,1.735778e+00,1.212724e-01
7.00E-01,1.866085e+00,7.264018e-02
8.00E-01,2.012867e+00,3.515464e-02
9.00E-01,2.160360e+00,5.096169e-02
1.00E+00,2.316388e+00,8.129872e-02
2.00E+00,3.263724e+00,6.854066e-02
3.00E+00,4.061397e+00,1.026707e-01
4.00E+00,4.660129e+00,6.187104e-02
5.00E+00,5.235781e+00,9.742139e-02
6.00E+00,5.745528e+00,9.434599e-02
7.00E+00,6.192324e+00,1.189304e-01
8.00E+00,6.730602e+00,8.069851e-02
9.00E+00,7.181433e+00,4.807261e-02
1.00E+01,7.526675e+00,9.668874e-02
2.00E+01,1.091874e+01,1.284790e-01
3.00E+01,1.332920e+01,2.732104e-01
4.00E+01,1.517551e+01,2.467423e-01
5.00E+01,1.709253e+01,1.996842e-01
6.00E+01,1.852987e+01,1.644213e-01
7.00E+01,1.957512e+01,1.397056e-01
8.00E+01,2.058791e+01,9.790600e-02
9.00E+01,2.150571e+01,3.066123e-01
1.00E+02,2.215189e+01,1.643508e-01
2.00E+02,2.607455e+01,2.667437e-01
3.00E+02,2.838071e+01,2.109752e-01
4.00E+02,2.977639e+01,1.600985e-01
5.00E+02,3.067211e+01,1.545919e-01
6.00E+02,3.211810e+01,2.202203e-01
7.00E+02,3.274384e+01,1.322042e-01
8.00E+02,3.364764e+01,2.826370e-01
9.00E+02,3.466043e+01,2.029913e-01
1.00E+03,3.502482e+01,1.175493e-01
2.00E+03,4.212842e+01,2.668039e-01
3.00E+03,4.779217e+01,7.639973e-01
4.00E+03,5.237199e+01,3.405086e-01
5.00E+03,5.347919e+01,2.940643e-01
6.00E+03,5.422376e+01,2.061549e-01
7.00E+03,5.426188e+01,3.027777e-01
8.00E+03,5.468134e+01,1.569631e-01
9.00E+03,5.482911e+01,1.502056e-01
1.00E+04,5.494990e+01,2.114067e-01
2.00E+04,5.603251e+01,1.972902e-01
3.00E+04,5.660420e+01,4.193598e-01
4.00E+04,5.697399e+01,2.807016e-01
5.00E+04,5.728745e+01,1.942561e-01
6.00E+04,5.772158e+01,2.442230e-01
7.00E+04,5.775856e+01,2.412491e-01
8.00E+04,5.786063e+01,1.988528e-01
9.00E+04,5.783579e+01,3.491034e-01
1.00E+05,5.780330e+01,4.449604e-01
