Pressure,uptake,error
1.00E-04,2.572250e-04,1.316562e-04
5.00E-04,2.028542e-03,9.684151e-04
1.00E-03,2.909933e-03,1.037598e-03
5.00E-03,1.573827e-02,2.601427e-03
1.00E-02,2.717320e-02,6.855330e-03
5.00E-02,1.167448e-01,1.130648e-02
1.00E-01,2.026567e-01,3.504590e-02
2.00E-01,3.240669e-01,1.212271e-02
3.00E-01,3.972199e-01,4.139971e-02
4.00E-01,4.711215e-01,2.500342e-02
5.00E-01,5.379561e-01,3.949402e-02
6.00E-01,5.778040e-01,3.569111e-02
7.00E-01,6.772038e-01,2.842166e-02
8.00E-01,7.186109e-01,2.716912e-02
9.00E-01,7.596243e-01,4.140635e-02
1.00E+00,8.110705e-01,1.357528e-02
2.00E+00,1.190529e+00,6.109766e-02
3.00E+00,1.504348e+00,3.360296e-02
4.00E+00,1.768052e+00,1.096698e-02
5.00E+00,2.054264e+00,6.077393e-02
6.00E+00,2.308908e+00,2.856821e-02
7.00E+00,2.513122e+00,4.096535e-02
8.00E+00,2.766189e+00,6.644650e-02
9.00E+00,2.964157e+00,4.957410e-02
1.00E+01,3.167513e+00,2.839562e-02
2.00E+01,4.942192e+00,7.008249e-02
3.00E+01,6.373175e+00,4.256528e-02
4.00E+01,7.591329e+00,7.175310e-02
5.00E+01,8.719171e+00,3.865694e-02
6.00E+01,9.808914e+00,1.102625e-01
7.00E+01,9.923275e+00,
8.00E+01,1.165436e+01,
9.00E+01,1.204447e+01,
1.00E+02,1.318543e+01,9.548935e-02
2.00E+02,1.879815e+01,
3.00E+02,2.218718e+01,
4.00E+02,2.596631e+01,
5.00E+02,2.903078e+01,6.920906e-02
6.00E+02,3.115957e+01,
7.00E+02,3.257370e+01,
8.00E+02,3.428041e+01,
9.00E+02,3.610902e+01,
1.00E+03,3.641759e+01,9.680550e-02
5.00E+03,5.532224e+01,2.085262e-01
1.00E+04,7.483330e+01,2.916795e+00
2.00E+04,1.040603e+02,
3.00E+04,1.047186e+02,
4.00E+04,1.067423e+02,
5.00E+04,1.065960e+02,
6.00E+04,1.073274e+02,
7.00E+04,1.077907e+02,
8.00E+04,1.087903e+02,
9.00E+04,1.086928e+02,
1.00E+05,1.093267e+02,
