Pressure,uptake,error
1.00E-04,4.108285e-04,1.928968e-04
5.00E-04,1.928578e-03,4.032898e-04
1.00E-03,3.613340e-03,5.953947e-04
5.00E-03,1.889323e-02,4.404973e-03
1.00E-02,3.487532e-02,6.454103e-03
5.00E-02,1.520943e-01,2.791288e-02
1.00E-01,2.412990e-01,1.346063e-02
2.00E-01,4.287977e-01,1.971984e-02
3.00E-01,5.417340e-01,5.266225e-02
4.00E-01,7.116256e-01,4.895681e-02
5.00E-01,7.843825e-01,4.314561e-02
6.00E-01,8.819268e-01,3.223050e-02
7.00E-01,9.578740e-01,2.245329e-02
8.00E-01,1.100529e+00,5.050553e-02
9.00E-01,1.146686e+00,1.719120e-02
1.00E+00,1.248231e+00,3.627339e-02
2.00E+00,1.884113e+00,3.236465e-02
3.00E+00,2.387118e+00,7.773517e-02
4.00E+00,2.835202e+00,3.128596e-02
5.00E+00,3.171142e+00,2.480111e-02
6.00E+00,3.557848e+00,6.217328e-02
7.00E+00,3.901566e+00,4.342979e-02
8.00E+00,4.194900e+00,7.373204e-02
9.00E+00,4.454679e+00,4.890672e-02
1.00E+01,4.716952e+00,9.061181e-02
2.00E+01,6.945681e+00,6.981683e-02
3.00E+01,8.500084e+00,3.730089e-02
4.00E+01,9.929841e+00,1.158567e-01
5.00E+01,1.111137e+01,1.003838e-01
6.00E+01,1.216946e+01,4.952569e-02
7.00E+01,1.330334e+01,1.623536e-01
8.00E+01,1.424147e+01,1.038353e-01
9.00E+01,1.504843e+01,7.846607e-02
1.00E+02,1.592737e+01,1.155081e-01
2.00E+02,2.223736e+01,2.018410e-01
3.00E+02,2.623422e+01,1.226451e-01
4.00E+02,2.906008e+01,1.687347e-01
5.00E+02,3.091315e+01,1.059398e-01
6.00E+02,3.226823e+01,2.854104e-01
7.00E+02,3.364663e+01,1.504808e-01
8.00E+02,3.479084e+01,1.673520e-01
9.00E+02,3.566310e+01,1.125359e-01
1.00E+03,3.637143e+01,1.444464e-01
2.00E+03,4.227226e+01,1.909607e-01
3.00E+03,4.618346e+01,9.570412e-02
4.00E+03,4.914655e+01,1.432869e-01
5.00E+03,5.201743e+01,2.003783e-01
6.00E+03,5.423306e+01,2.880163e-01
7.00E+03,5.973266e+01,2.194617e+00
8.00E+03,6.474668e+01,1.292576e+00
9.00E+03,6.754409e+01,2.470076e-01
1.00E+04,6.866108e+01,3.977198e-01
2.00E+04,8.828546e+01,
3.00E+04,8.996923e+01,3.694159e-01
4.00E+04,9.052855e+01,
5.00E+04,9.116440e+01,3.074663e-01
6.00E+04,9.140629e+01,
7.00E+04,9.238155e+01,
8.00E+04,9.199145e+01,
9.00E+04,9.278058e+01,3.597069e-01
1.00E+05,9.273235e+01,2.416372e-01
