Pressure,uptake,error
1.00E-04,1.023633e-01,1.425327e-02
5.00E-04,3.787132e-01,3.556826e-02
1.00E-03,5.345013e-01,4.167998e-02
5.00E-03,1.054496e+00,2.397718e-02
1.00E-02,1.265132e+00,3.920979e-02
5.00E-02,2.072165e+00,7.684907e-02
1.00E-01,2.540578e+00,9.450164e-02
2.00E-01,3.278372e+00,7.369438e-02
3.00E-01,3.838889e+00,8.972181e-02
4.00E-01,4.209200e+00,4.873005e-02
5.00E-01,4.393217e+00,7.153699e-02
6.00E-01,4.743472e+00,4.508842e-02
7.00E-01,5.050889e+00,1.190262e-01
8.00E-01,5.222339e+00,8.737822e-02
9.00E-01,5.438228e+00,7.237517e-02
1.00E+00,5.526245e+00,1.104369e-01
2.00E+00,6.839697e+00,9.179557e-02
3.00E+00,7.543591e+00,1.038815e-01
4.00E+00,8.137086e+00,1.245924e-01
5.00E+00,8.639023e+00,1.224744e-01
6.00E+00,8.837898e+00,1.019774e-01
7.00E+00,9.375018e+00,1.517244e-01
8.00E+00,9.591882e+00,1.438954e-01
9.00E+00,9.934876e+00,1.720001e-01
1.00E+01,1.042426e+01,1.349259e-01
2.00E+01,1.255396e+01,1.472985e-01
3.00E+01,1.386773e+01,1.683348e-01
4.00E+01,1.534031e+01,1.292392e-01
5.00E+01,1.639488e+01,2.268224e-01
6.00E+01,1.784598e+01,1.598526e-01
7.00E+01,1.814099e+01,4.309567e-01
8.00E+01,1.888701e+01,1.986862e-01
9.00E+01,1.967249e+01,1.843542e-01
1.00E+02,1.999570e+01,2.595570e-01
2.00E+02,2.442299e+01,3.885779e-01
3.00E+02,2.752333e+01,3.986543e-01
4.00E+02,2.818218e+01,3.137481e-01
5.00E+02,2.837774e+01,2.127242e-01
6.00E+02,2.858002e+01,1.318030e-01
7.00E+02,2.865167e+01,4.325429e-01
8.00E+02,2.895385e+01,2.755413e-01
9.00E+02,2.930162e+01,1.049634e-01
1.00E+03,2.935840e+01,7.010311e-02
1.50E+03,2.972815e+01,2.611090e-01
2.00E+03,3.043032e+01,2.162352e-01
2.50E+03,3.017737e+01,1.955337e-01
3.00E+03,3.042056e+01,2.241541e-01
3.50E+03,3.089496e+01,2.462268e-01
4.00E+03,3.083849e+01,2.283514e-01
4.50E+03,3.103623e+01,8.961251e-02
5.00E+03,3.093913e+01,8.061003e-02
5.50E+03,3.084693e+01,3.395922e-01
6.00E+03,3.085599e+01,1.113908e-01
6.50E+03,3.111909e+01,2.129929e-01
7.00E+03,3.122852e+01,1.993651e-01
7.50E+03,3.105388e+01,3.211444e-01
8.00E+03,3.126255e+01,9.035539e-02
8.50E+03,3.136058e+01,3.515548e-01
9.00E+03,3.131936e+01,2.516697e-01
9.50E+03,3.116648e+01,1.769948e-01
1.00E+04,3.159089e+01,2.539940e-01
1.50E+04,3.168406e+01,1.419636e-01
2.00E+04,3.175458e+01,3.011538e-01
2.50E+04,3.176105e+01,1.174766e-01
3.00E+04,3.225765e+01,2.175872e-01
3.50E+04,3.200147e+01,3.477120e-01
4.00E+04,3.201318e+01,2.178986e-01
4.50E+04,3.233503e+01,4.278365e-01
5.00E+04,3.257550e+01,1.161882e-01
5.50E+04,3.221053e+01,3.097479e-01
6.00E+04,3.229707e+01,2.063464e-01
6.50E+04,3.246064e+01,7.438613e-02
7.00E+04,3.245642e+01,3.164017e-01
7.50E+04,3.253595e+01,1.511367e-01
8.00E+04,3.272233e+01,2.398507e-01
8.50E+04,3.241504e+01,3.452241e-01
9.00E+04,3.253614e+01,3.086035e-01
9.50E+04,3.270604e+01,2.382568e-01
1.00E+05,3.255341e+01,2.327959e-01
