p,q
1e-05,8.4941e-06
5e-05,2.97293e-05
0.0001,9.13115e-05
0.0003,0.0002675641
0.0006,0.0005053988
0.0009,0.0007368629
0.001,0.0008196804
0.003,0.0024208177
0.006,0.0048798588
0.009,0.0073665057
0.01,0.0084240208
0.03,0.0242931178
0.06,0.047713467
0.09,0.0709618109
0.1,0.0794728962
0.2,0.1538323459
0.3,0.2253080496
0.4,0.295789944
0.5,0.3615937144
0.6,0.4167437634
0.7,0.4768416241
0.8,0.5403073942
0.9,0.5898470922
1.0,0.637632759
3.0,1.3344014222
5.0,1.7355839997
10.0,2.309440954
20.0,2.8472468366
30.0,3.1201961535
