p,q
1e-05,5.1612e-06
5e-05,1.54837e-05
0.0001,4.30103e-05
0.0003,0.0001359126
0.0006,0.0002615028
0.0009,0.0004128992
0.001,0.0004352645
0.003,0.0012404179
0.006,0.0025685769
0.009,0.0040825404
0.01,0.0041496365
0.03,0.0125693386
0.06,0.0254707169
0.09,0.0377544669
0.1,0.0426800098
0.2,0.085349697
0.3,0.1245063006
0.4,0.1683062993
0.5,0.2025528438
0.6,0.2456612364
0.7,0.2842913936
0.8,0.3229697223
0.9,0.3599672074
1.0,0.3875419896
3.0,0.9688575545
5.0,1.391588875
10.0,1.9761938699
20.0,2.5377504897
30.0,2.8064136501
