p,q
1e-05,6.5668e-06
5e-05,5.9101e-05
0.0001,0.0001362606
0.0003,0.000326697
0.0006,0.0007157784
0.0009,0.0011311268
0.001,0.0012361952
0.003,0.0036347094
0.006,0.0074795557
0.009,0.0112308253
0.01,0.0122027079
0.03,0.0371137653
0.06,0.0705238701
0.09,0.1042557468
0.1,0.1148775038
0.2,0.2169629317
0.3,0.3058754109
0.4,0.3868256765
0.5,0.4584888818
0.6,0.5266208045
0.7,0.5814041171
0.8,0.6310374372
0.9,0.6691312935
1.0,0.7212862549
3.0,1.1735465515
5.0,1.341862821
10.0,1.530884129
20.0,1.6628401705
30.0,1.730190647
