5517,6,,,,,,,,,
LCD,PLD,AGSA,Density,VF,dH,LNG-ANG_WC,ANG_WC,5bar,6bar,65bar
11.48826,3.97011,1737.39,0.911585,0.6576,-13.50542437,242.0940955,106.8592249,33.65748035,275.7515759,140.5167052
7.36512,5.79316,3472.7,0.678518,0.6988,-15.47884419,241.9865377,126.3421782,73.44677532,315.433313,199.7889535
5.76914,4.18918,2514.56,0.806983,0.6692,-14.33534185,241.8925627,134.6522109,39.2090364,281.1015991,173.8612473
7.94342,5.01622,2983.95,0.877067,0.7178,-14.78131135,241.7724219,136.1084042,85.12181857,326.8942405,221.2302227
10.91726,6.85852,2244.49,1.0029,0.6862,-16.40120537,241.6667605,138.3951327,87.34902075,329.0157813,225.7441535
17.38546,6.83963,2163.48,0.742862,0.6666,-17.70939232,241.640496,120.8045614,37.3737773,279.0142733,158.1783387
9.3852,6.06112,2716.93,0.741116,0.6778,-14.88534214,241.6366233,129.6314941,56.61323605,298.2498594,186.2447301
21.49217,18.9061,1717.11,0.794834,0.7146,-12.98569519,241.3460009,101.1133352,20.89456818,262.2405691,122.0079034
11.66235,10.95208,1383.67,1.12361,0.6474,-14.87616664,241.2999391,136.8964854,86.17162102,327.4715601,223.0681065
11.60038,10.84699,1299.69,1.19087,0.637,-14.35903448,241.2331129,149.8440473,74.90738438,316.1404973,224.7514317
8.87752,5.53782,2654.33,0.793323,0.6702,-14.55315672,241.2267469,126.2565516,50.65854087,291.8852878,176.9150925
12.12577,5.64086,1430.31,0.985409,0.664,-14.49297041,241.114116,130.756292,60.97341407,302.08753,191.7297061
9.21037,5.7674,2562.54,0.890328,0.7252,-13.24025482,241.0152866,147.1406004,64.12780353,305.1430901,211.2684039
6.87609,5.10388,2239.37,1.0919,0.6468,-16.40849601,240.9667398,124.1247081,77.13190024,318.0986401,201.2566084
10.24439,9.01949,2930.12,0.733938,0.6824,-16.51199533,240.9403119,140.4510281,72.22136826,313.1616802,212.6723963
11.31709,10.61593,1164.84,1.308,0.6476,-13.88627085,240.9102176,137.4913748,66.65886628,307.5690838,204.1502411
9.17407,6.81795,1570.96,1.04186,0.6142,-15.40104018,240.9072827,119.0141944,55.13971629,296.046999,174.1539106
7.76038,5.54861,2917.86,0.846504,0.7118,-14.60458112,240.8380093,142.7245031,76.08780011,316.9258095,218.8123032
7.9561,5.79264,3063.44,0.718783,0.7114,-15.08597831,240.8085345,135.474425,63.12257729,303.9311117,198.5970023
7.45351,5.81909,3645.63,0.709523,0.7068,-15.47491444,240.7527608,139.7364073,72.32150403,313.0742648,212.0579114
13.05445,5.12975,2735.39,0.705732,0.696,-18.10555342,240.7385826,124.8637933,62.8557318,303.5943144,187.7195251
11.57288,10.94497,1389.14,1.13911,0.6384,-14.88972869,240.7266075,136.2386297,86.67902932,327.4056368,222.9176591
6.80447,5.22872,1677.82,1.25407,0.691,-12.56555784,240.617329,122.8581351,29.02790343,269.6452324,151.8860386
12.99518,5.18013,2720.59,0.711583,0.6832,-18.45283883,240.5153182,130.1732014,66.74600652,307.2613247,196.9192079
15.27666,13.37931,2335.71,0.777112,0.723,-15.64414171,240.4879357,125.3576463,41.38045097,281.8683867,166.7380973
10.25798,6.23412,2797.96,0.70339,0.6656,-14.76861661,240.4315663,132.7621656,48.29356666,288.7251329,181.0557323
11.26336,10.79912,2166.48,0.878987,0.7036,-13.63035168,240.4094086,126.0525771,38.82918985,279.2385984,164.881767
11.39615,10.64646,1323.75,1.17113,0.633,-14.0890342,240.4073356,148.6115936,65.07594683,305.4832825,213.6875405
7.66338,4.13517,1112.12,1.45852,0.6038,-16.43828736,240.2780961,83.01665392,77.1607858,317.4388819,160.1774397
6.75938,5.44409,3204.57,0.77718,0.705,-16.04823755,240.2138717,127.5101775,85.1735589,325.3874306,212.6837364
10.62365,6.73057,2583.34,0.736025,0.6844,-15.23229734,240.1086871,138.5153971,57.25280404,297.3614911,195.7682012
9.59934,6.1442,2636.19,0.801164,0.6928,-14.87523395,239.9322805,130.3812256,62.19775945,302.1300399,192.578985
7.01269,5.15498,1630.59,1.25891,0.6916,-12.57464353,239.7969346,120.5253084,29.72775146,269.524686,150.2530598
15.24588,13.37948,2351.93,0.777112,0.724,-15.65563745,239.7158624,126.046694,41.51332473,281.2291871,167.5600187
14.06271,4.49755,2317.32,0.931261,0.6974,-16.41119178,239.7051438,123.9421045,72.89119579,312.5963396,196.8333003
9.64796,7.3234,2478.17,0.745691,0.6678,-12.35644718,239.6167598,132.2208709,36.49374265,276.1105025,168.7146135
11.435,10.52587,1171.08,1.3251,0.68,-16.1142963,239.5776445,141.4468716,54.25350385,293.8311484,195.7003754
11.63962,10.76348,1693.37,0.91487,0.6396,-14.7820842,239.4884282,145.8393288,80.08599044,319.5744187,225.9253193
12.13355,5.61514,1428.44,0.984545,0.6676,-14.50666693,239.3608056,129.9061007,61.67439309,301.0351986,191.5804938
9.16707,5.75569,2587.34,0.884237,0.7176,-13.17596404,239.3470375,145.4879798,62.86252047,302.209558,208.3505003
9.16363,5.74685,2580.67,0.890102,0.7262,-13.27042818,239.32894,146.3415848,64.20784278,303.5367828,210.5494276
8.49537,3.88559,1336.08,1.23841,0.5866,-18.86405898,239.1883288,104.0701043,57.80596107,296.9942898,161.8760653
5.77537,4.11633,3339.3,0.856547,0.6996,-15.52403296,239.0965611,145.9749806,75.34317884,314.43974,221.3181594
9.45537,5.54963,2504.14,0.925798,0.7126,-15.46912423,239.0262517,136.6383314,82.97129631,321.997548,219.6096277
5.7179,4.33245,2050.91,1.22921,0.7142,-12.46593707,238.922739,118.8834088,29.4025896,268.3253286,148.2859984
12.27463,5.80964,2687.86,0.829543,0.7142,-19.85113309,238.8669596,146.8986278,88.1807314,327.047691,235.0793592
5.89002,4.16855,1664.17,1.2275,0.6358,-15.52634987,238.8105538,102.7134467,60.60874417,299.419298,163.3221909
11.32953,10.57016,1164.89,1.32131,0.6412,-14.49151347,238.7469991,134.7377157,77.72337543,316.4703746,212.4610911
6.83617,5.41603,1639.19,1.24426,0.6978,-12.51902436,238.7208765,113.450376,28.86683485,267.5877113,142.3172108
10.65116,5.48487,2666.18,0.840538,0.709,-18.48908109,238.678253,132.5462157,84.11050921,322.7887622,216.6567249
7.80429,5.88473,2885.95,0.800823,0.6928,-15.2201646,238.6639527,132.1980903,80.64065578,319.3046085,212.838746
12.6239,9.97272,1953.81,0.806244,0.686,-14.84692531,238.5865535,136.7098267,54.31728237,292.9038359,191.0271091
8.69308,7.48414,2976.13,0.756867,0.7044,-16.35448293,238.4500209,140.1909501,54.56171127,293.0117322,194.7526614
8.53834,6.535,3062.9,0.823713,0.705,-17.23928554,238.4061047,138.5797168,96.99732659,335.4034313,235.5770434
6.84936,5.28466,1692.65,1.24173,0.6932,-12.42410824,238.4034967,119.6430439,28.10304625,266.506543,147.7460902
11.60689,10.81841,1407.14,1.12075,0.6396,-14.58621891,238.3282314,137.5961366,80.34251238,318.6707437,217.938649
7.52711,4.9562,3379.12,0.75626,0.6912,-14.69611247,238.2242086,135.5748054,73.30032803,311.5245367,208.8751334
11.28011,10.79695,1372.74,1.13003,0.643,-14.76400321,238.1945804,133.7746302,84.06933861,322.263919,217.8439688
12.82983,5.12034,2688.78,0.7175,0.678,-18.54182066,238.1582328,130.3117086,66.94833866,305.1065714,197.2600473
11.60788,10.85998,1377,1.12671,0.6348,-14.91879804,238.0411603,135.4567195,84.84618383,322.8873442,220.3029033
10.82391,6.6625,2456.74,0.808261,0.6988,-17.00235785,237.9983587,121.3315011,54.57107363,292.5694324,175.9025747
8.74289,7.28376,2426.54,0.770513,0.6812,-13.50551853,237.9706568,148.2694547,51.59135665,289.5620135,199.8608114
9.44546,8.47192,2944.78,0.754531,0.6746,-16.94171184,237.9645762,136.7991422,78.07758004,316.0421563,214.8767222
11.39724,10.6155,1295.14,1.22811,0.6596,-14.75041985,237.9451447,129.7815851,79.56829695,317.5134417,209.349882
9.33073,8.38879,2880.48,0.70416,0.6852,-18.51761326,237.878433,125.1140538,64.50730935,302.3857424,189.6213632
7.32111,5.46808,1734.34,1.5718,0.7354,-10.9020835,237.8147473,125.6094827,24.35689663,262.1716439,149.9663794
9.96385,4.33568,2151.05,0.897942,0.6648,-17.31701741,237.8056611,130.1450313,60.87010289,298.675764,191.0151342
6.09263,4.09444,3192.37,0.818977,0.6796,-14.89365614,237.5241538,156.4021354,63.75169538,301.2758491,220.1538308
8.8545,8.04507,2132.46,0.943263,0.6862,-15.46587704,237.5066043,134.3714825,64.32965286,301.8362572,198.7011354
8.83543,4.89469,4918.23,0.624336,0.7,-15.7581653,237.3955224,154.4803925,86.18578952,323.581312,240.666182
8.78773,6.19333,2748.52,0.743413,0.6694,-15.5378218,237.3571684,130.9700075,62.80992259,300.167091,193.7799301
9.82138,6.4421,2678.61,0.736889,0.6916,-15.52944682,237.3196936,130.3915119,66.58301521,303.9027088,196.9745271
10.82294,9.52295,1406.04,1.0693,0.6418,-15.54351806,237.0914548,133.4499313,68.24407386,305.3355287,201.6940051
11.30509,10.53212,1162.31,1.32172,0.6386,-14.50011495,237.067067,134.8095055,77.71391024,314.7809772,212.5234157
9.02838,5.92782,1496.61,1.15645,0.6316,-14.10020658,237.0575305,128.4362945,57.1328885,294.190419,185.569183
6.37183,4.25289,2362.82,1.09976,0.689,-13.15054052,236.9939907,141.4886171,40.36063075,277.3546214,181.8492479
11.27088,6.03691,2704.53,0.827082,0.7068,-15.34926903,236.9358748,141.920399,46.41218773,283.3480625,188.3325867
11.1071,8.37381,1660.88,1.02581,0.6588,-13.99803381,236.922016,134.9075973,47.04832493,283.970341,181.9559222
9.74824,6.48486,1990.08,0.987316,0.6422,-13.70901556,236.8865717,122.3584807,42.33658742,279.2231591,164.6950681
11.38518,10.64506,1170.42,1.32314,0.6378,-14.45912469,236.8548335,135.2386583,76.30579905,313.1606326,211.5444574
7.53457,4.92703,3110.37,0.767101,0.6874,-15.41260549,236.7993439,126.5732015,94.87809544,331.6774393,221.4512969
9.10068,4.24338,1373.57,1.22219,0.5934,-15.91238592,236.7884163,157.3378557,65.251407,302.0398233,222.5892627
11.49614,10.90273,1372.2,1.13639,0.646,-14.98607081,236.7392495,134.1862387,89.48379254,326.223042,223.6700312
11.39174,10.62301,1164.19,1.32036,0.6392,-14.38948555,236.6966234,134.9233614,74.98003722,311.6766606,209.9033986
11.40307,10.64671,1171.45,1.32388,0.6382,-14.52627413,236.6316348,134.433737,78.28375316,314.915388,212.7174902
11.1719,10.22736,1959.16,0.861706,0.6512,-16.56947375,236.5816503,125.1364514,47.81579368,284.397444,172.9522451
10.22503,9.4107,3144.66,0.619603,0.6924,-13.36524465,236.4638176,133.0029914,40.63402238,277.09784,173.6370138
7.97174,5.12774,1793.06,1.15353,0.6172,-15.1903511,236.3847387,133.8774653,57.02757291,293.4123116,190.9050382
10.7008,8.31199,3147.04,0.628411,0.7012,-18.95527612,236.2971534,129.5541588,58.05636889,294.3535223,187.6105277
12.37219,5.304,2634.52,0.722154,0.6808,-18.75874674,236.2922728,122.8983412,68.4569682,304.749241,191.3553094
14.35519,12.67999,2266.26,0.69028,0.6918,-19.44762477,236.2582313,127.3094185,47.98731439,284.2455457,175.2967329
11.15528,10.21239,1959.13,0.865137,0.6454,-16.63303411,236.2579362,125.1739284,49.58618323,285.8441194,174.7601117
9.05505,5.17643,2612.77,0.759045,0.6628,-14.96638899,236.241524,126.2080816,50.76591252,287.0074365,176.9739941
12.5506,9.93166,1957.47,0.813948,0.685,-14.97916154,236.2240278,136.8803147,56.59088159,292.8149093,193.4711963
12.74626,5.01226,2594.23,0.72706,0.6866,-18.73463284,236.1965537,120.9307254,67.49781517,303.6943688,188.4285406
7.99116,6.98056,2268.96,0.854766,0.6666,-12.70354707,236.1371698,140.3571996,51.00194454,287.1391143,191.3591442
6.70534,6.02432,3283.04,0.728308,0.6994,-14.07975835,236.1367261,130.3346182,72.77387362,308.9105997,203.1084919
12.86913,4.98724,2381.17,0.728838,0.6744,-18.91093259,236.1079188,117.8603029,68.13602787,304.2439466,185.9963307
7.7396,4.21765,1141.22,1.4277,0.6116,-16.23041723,235.9797446,90.18583812,75.31365813,311.2934027,165.4994962
11.388,10.51295,1200.97,1.29023,0.6408,-15.10764146,235.9233484,123.2506969,89.19918244,325.1225309,212.4498794
7.45968,5.41366,3492.12,0.680928,0.7016,-15.62024131,235.8201969,130.3143157,75.82751502,311.6477119,206.1418307
9.56165,7.54244,2717.69,0.681897,0.656,-14.12389172,235.801851,129.5719033,48.68349753,284.4853486,178.2554008
6.18287,5.26913,2534.28,1.06646,0.743,-10.49385565,235.7759743,127.0854275,21.4641543,257.2401286,148.5495818
5.15076,4.65327,2661.76,1.13486,0.7162,-12.36222247,235.7590052,130.7541479,30.82417802,266.5831832,161.5783259
5.87388,4.8832,2495.57,1.09727,0.732,-11.87455796,235.7453175,133.2427151,29.00214994,264.7474674,162.244865
11.87679,10.79351,1492.43,1.06888,0.6484,-15.19791023,235.7364249,140.1897995,78.61977149,314.3561964,218.809571
9.03956,5.71888,2453.99,0.818305,0.6686,-14.88132012,235.6780401,131.1660031,57.98343654,293.6614766,189.1494396
11.61446,10.87886,1391.69,1.12308,0.6468,-14.90016662,235.6077532,136.681995,86.86399496,322.4717481,223.5459899
15.14217,13.44364,2579.28,0.712137,0.7026,-16.96863002,235.4473257,126.8327267,60.17039483,295.6177205,187.0031215
7.09205,5.80307,2938.2,0.944258,0.7154,-14.94339719,235.3758845,139.2467054,56.70554972,292.0814343,195.9522551
7.61133,5.3287,1792.48,1.06942,0.6258,-15.09568366,235.3702409,124.6957212,59.84075067,295.2109916,184.5364718
11.57951,10.81874,1293.59,1.23248,0.671,-15.294853,235.3534647,129.8804369,95.66258856,331.0160533,225.5430255
10.99822,10.18421,1873.51,0.806112,0.6676,-13.26602974,235.3372236,117.5993533,24.79254427,260.1297679,142.3918976
11.46825,6.36077,2535.92,0.860264,0.6786,-15.23305176,235.263863,138.3810988,46.2920167,281.5558797,184.6731155
8.18337,5.84697,2492.29,0.974997,0.6902,-14.65097507,235.259616,133.916726,72.12669093,307.3863069,206.043417
6.81948,5.37501,1737.32,1.22536,0.696,-12.28162474,235.2563763,118.3931376,27.71668462,262.9730609,146.1098222
8.49751,4.07254,1330.45,1.27238,0.6072,-18.43920067,235.2426673,102.2115232,55.55050623,290.7931735,157.7620294
7.38507,6.83905,1251.69,1.43185,0.6648,-17.64774069,235.1479879,125.2879136,70.94019177,306.0881796,196.2281054
10.79969,7.20507,1782.26,1.03513,0.6792,-15.60868974,235.0817014,132.8215578,64.12428707,299.2059885,196.9458449
6.84017,5.52979,1676.76,1.2226,0.7014,-12.291482,235.0623701,115.5747118,27.51642232,262.5787925,143.0911341
11.68121,10.84815,1302.41,1.21577,0.6636,-15.1346645,235.0324404,136.4290737,91.71973806,326.7521784,228.1488118
6.83932,5.17767,3737.18,0.667047,0.6944,-15.18840217,234.894255,133.0325885,74.12622061,309.0204756,207.1588091
8.75902,7.46421,2718.57,0.770453,0.676,-16.2356373,234.8933957,128.5113307,60.7627273,295.656123,189.274058
12.94102,4.77109,2609.17,0.722993,0.6828,-18.38908031,234.8751739,120.2177514,65.15162103,300.0267949,185.3693725
6.09359,4.9062,2831.83,0.831336,0.6718,-16.55386417,234.8708227,114.3709492,89.70141248,324.5722352,204.0723617
7.9765,5.25239,2352.02,0.909449,0.6632,-16.83689185,234.8048326,117.0979891,76.0473511,310.8521837,193.1453402
9.52144,5.9183,2557.99,0.828676,0.6796,-16.28377666,234.7672386,126.9526484,61.53819768,296.3054362,188.4908461
6.88443,4.8384,3352.39,0.827487,0.6498,-15.01014831,234.7432554,153.276438,71.70710661,306.450362,224.9835446
9.50607,8.86576,2510.98,0.864037,0.6944,-18.2087086,234.7123752,134.3879765,79.48057904,314.1929543,213.8685555
11.52097,11.05538,1362.02,1.12778,0.646,-14.93244944,234.697743,135.7741761,87.8232168,322.5209598,223.5973929
11.40668,10.82581,1371.18,1.13771,0.6426,-14.98404681,234.666248,134.0672673,86.94726296,321.6135109,221.0145302
12.04583,5.92239,2916.02,0.785656,0.7288,-17.9818885,234.6649607,138.7167488,89.31519087,323.9801516,228.0319397
11.34307,10.585,1162.75,1.32207,0.6412,-14.57974625,234.6160173,135.8676935,79.80463562,314.420653,215.6723291
9.6188,8.65235,2948.81,0.750661,0.6692,-16.72595839,234.5711907,138.3437008,77.13547473,311.7066655,215.4791755
11.63735,10.86073,1291.67,1.22977,0.669,-14.7655705,234.3732285,132.1943499,81.78118846,316.154417,213.9755384
11.60113,11.00288,1377.52,1.13081,0.6468,-14.99306611,234.3582361,134.3209303,89.07290983,323.431146,223.3938402
11.42001,10.68224,1156.43,1.32181,0.6378,-14.48430959,234.2329254,134.8080177,76.79739482,311.0303202,211.6054125
10.10291,7.15637,2542.34,0.681717,0.6842,-13.25798133,234.0973274,136.6784842,47.47043627,281.5677637,184.1489205
5.93486,4.28251,1759.22,1.19094,0.6604,-15.03818423,234.0828844,111.1028987,57.0985622,291.1814466,168.2014609
11.36736,8.26719,2191.54,0.777904,0.681,-17.27291814,234.0221706,122.5107704,55.33360901,289.3557796,177.8443794
11.63192,4.40592,2632.5,0.799101,0.6938,-18.31064399,233.9921011,136.3254567,95.65884709,329.6509482,231.9843038
5.9528,4.29679,1801.39,1.18253,0.6496,-14.91449383,233.9481581,116.5965173,54.48172991,288.429888,171.0782472
9.5163,5.76215,2591.93,0.851407,0.6808,-15.11437474,233.9295996,132.1691998,57.97159097,291.9011906,190.1407907
11.6018,10.75702,1311.45,1.22798,0.6686,-15.26571313,233.865193,130.8194374,94.59977188,328.4649649,225.4192093
8.78437,8.58193,786.066,1.65394,0.597,-16.55988281,233.8598074,122.8435444,41.66307636,275.5228837,164.5066208
6.38663,4.81205,3070.95,0.850503,0.6758,-15.27786522,233.74715,137.9728517,88.91599967,322.6631496,226.8888514
7.50467,7.0978,1620.62,1.02131,0.6276,-15.78560218,233.7199949,113.5004262,80.92645831,314.6464532,194.4268845
9.60606,7.73922,2052.45,0.865497,0.6816,-14.52014335,233.7057205,131.3598461,73.20990652,306.915627,204.5697526
10.90058,10.69127,1311.82,1.17453,0.6378,-14.93185584,233.6611385,130.1165911,86.96049152,320.62163,217.0770826
10.04155,6.21258,2701.81,0.717398,0.6888,-18.01095062,233.6519749,132.3956804,72.05604737,305.7080223,204.4517278
8.28593,5.15676,2601.62,0.856166,0.6884,-15.97083508,233.6305059,136.3957377,64.16214394,297.7926499,200.5578816
6.07463,4.45798,2439.31,0.984585,0.6528,-15.47927829,233.5726853,126.7881067,72.68716702,306.2598523,199.4752737
7.44488,4.63983,1989.92,1.22204,0.6646,-14.96620277,233.5042882,122.2375641,88.63627322,322.1405614,210.8738374
9.73841,7.14116,2413.78,0.752041,0.677,-15.79950823,233.3783789,133.3676539,63.36312241,296.7415013,196.7307763
13.09537,5.58136,1703.57,1.02039,0.6724,-13.97363239,233.3671019,138.74811,49.0455014,282.4126033,187.7936114
6.82888,5.22403,1479.98,1.2742,0.637,-14.20876749,233.363255,100.4116176,45.29433977,278.6575948,145.7059573
9.49902,4.44037,1308.14,1.29862,0.5936,-14.394689,233.2612752,168.6614354,46.32856258,279.5898378,214.989998
11.71715,10.90932,1322.61,1.21946,0.6614,-15.06924529,233.2023067,130.6222896,90.59875857,323.8010653,221.2210482
11.59848,10.78465,1306.17,1.22698,0.6702,-15.21963406,233.1995252,132.2329226,92.68273381,325.882259,224.9156564
12.93918,4.8446,2681.14,0.716983,0.6812,-17.93638765,233.1674646,128.312388,65.93312244,299.1005871,194.2455105
12.74838,4.90662,2559.11,0.732143,0.6698,-18.62141743,233.1031073,118.0324673,68.07347909,301.1765864,186.1059464
10.14339,9.60102,2387.1,0.701942,0.6396,-16.87189034,232.8153206,127.8475806,65.63432543,298.449646,193.481906
9.28386,6.55138,2844.14,0.722123,0.7098,-14.2265229,232.711013,124.6936743,61.16877392,293.8797869,185.8624482
13.77124,4.50888,2276.97,0.959384,0.6924,-16.77933858,232.7013214,131.1538907,84.7750868,317.4764082,215.9289775
9.16743,4.27442,1687.62,1.02656,0.6018,-15.05987637,232.6885314,166.9638675,53.14013731,285.8286687,220.1040048
10.56931,9.01737,2003.47,0.801783,0.6496,-17.84679407,232.658659,131.6188967,63.78197545,296.4406344,195.4008722
7.74379,4.25931,2298.89,0.9596,0.666,-15.87221301,232.6352438,127.058938,85.49040623,318.1256501,212.5493442
9.00524,7.79992,2314.19,0.836247,0.674,-14.06757633,232.5240823,125.8075183,39.99707091,272.5211532,165.8045893
7.36263,6.76595,1329.42,1.28937,0.6144,-15.35370418,232.500657,112.6413605,75.4727089,307.9733659,188.1140694
11.32593,10.60044,1160.14,1.32216,0.6396,-14.43166024,232.4858997,133.2030345,76.4126468,308.8985465,209.6156813
9.57077,7.08727,2077.7,0.806267,0.6472,-14.04610081,232.3686851,124.4224555,38.59845579,270.9671409,163.0209113
8.9985,5.11189,2552.36,0.769828,0.6538,-16.37240225,232.2718542,120.0184759,82.46866721,314.7405214,202.4871431
9.9371,5.9051,2833.15,0.740129,0.687,-13.68134858,232.2108962,134.8661574,52.24687307,284.4577693,187.1130305
12.53944,4.7914,2605.28,0.822662,0.7056,-18.52308976,232.1804866,134.7539351,90.48122128,322.6617079,225.2351564
9.14115,7.75682,2306.3,0.832167,0.6724,-14.00165317,232.1559091,124.5869522,38.44877769,270.6046867,163.0357299
12.82817,4.31562,2052.39,0.868866,0.6754,-17.59127962,232.1025898,127.2603917,66.45849372,298.5610836,193.7188855
8.92635,6.96534,2408.22,0.799593,0.6678,-14.8133325,232.042856,133.289691,60.93562207,292.978478,194.2253131
7.4378,4.64365,1943.66,1.2326,0.659,-14.99440725,232.0014216,120.5438859,89.73565245,321.737074,210.2795384
6.47441,4.48765,3252,0.782233,0.7104,-14.37072666,231.8663316,151.4534313,64.94829496,296.8146266,216.4017263
11.32938,4.75784,2389.63,0.745804,0.6898,-15.6246155,231.8403399,121.3758052,49.506082,281.3464219,170.8818872
8.56369,6.00066,2595.42,0.853114,0.6496,-17.684626,231.8276937,114.5367538,79.65832914,311.4860229,194.1950829
10.90023,10.70959,1314.27,1.18162,0.6334,-15.2024018,231.7528151,124.441311,94.28178379,326.0345989,218.7230948
17.16737,10.2765,1270.88,0.962821,0.728,-23.80170429,231.7245209,130.9314702,161.2737601,392.9982811,292.2052303
7.99336,6.43639,2808.75,0.786263,0.6702,-15.27888539,231.6790593,130.4657796,72.45169216,304.1307514,202.9174717
9.37426,8.42221,2921.23,0.760114,0.6854,-17.0562126,231.608507,135.1229995,80.008475,311.616982,215.1314745
12.29446,11.95813,2156.89,0.744524,0.6934,-17.12633415,231.5209064,115.748195,39.32639409,270.8473004,155.0745891
19.54541,7.16489,1629.78,0.922216,0.6638,-14.94968755,231.5057082,110.9010911,32.82500937,264.3307176,143.7261005
8.63632,7.63034,3045.9,0.777557,0.6702,-17.06232391,231.4826867,127.6719688,85.62301191,317.1056986,213.2949807
11.82299,11.04159,1272.35,1.21909,0.6516,-14.89113197,231.3989883,133.4703022,84.70192974,316.100918,218.1722319
10.56188,10.34053,1682.12,0.902736,0.6572,-12.9582614,231.3454045,114.8023129,31.21302958,262.5584341,146.0153425
7.06957,4.91595,2750.98,0.920284,0.6946,-16.56057516,231.0002764,125.3887047,103.4201934,334.4204698,228.8088981
7.72889,5.88361,1993.96,0.997869,0.6604,-13.65616118,230.9941965,125.4885896,45.89328925,276.8874858,171.3818789
11.69077,10.88298,1301.62,1.22651,0.6696,-15.25515273,230.8450747,131.2364326,94.1619941,325.0070688,225.3984267
13.98201,13.70774,1697.84,0.861631,0.6828,-20.91026024,230.7401984,123.2325301,61.64012121,292.3803196,184.8726513
7.50813,5.20054,4363.91,0.647965,0.7222,-15.31798101,230.6845296,136.5637122,76.34638384,307.0309135,212.910096
7.70472,6.98844,1778.44,1.09814,0.6478,-14.49372146,230.6203629,116.9866521,45.64259305,276.2629559,162.6292451
10.91782,5.86045,2301.03,0.997304,0.6846,-16.3249907,230.6174118,139.2970111,53.51858351,284.1359953,192.8155946
8.27068,4.14256,1894.68,0.819136,0.6382,-15.01640927,230.6068692,107.2560862,49.09269183,279.699561,156.3487781
10.20306,4.32155,2578.3,0.904718,0.6856,-16.00040673,230.6047694,133.3131743,89.03750803,319.6422774,222.3506824
6.89591,6.55778,1654.59,1.0419,0.5992,-16.19680976,230.5981748,103.6883174,68.69040327,299.2885781,172.3787207
6.1215,5.54396,3341.42,0.794887,0.6666,-15.85965911,230.527642,125.6431177,89.89912085,320.4267629,215.5422386
11.33831,6.45256,2197.35,0.86403,0.6742,-16.37304248,230.511224,136.586079,76.17635871,306.6875827,212.7624377
10.3431,8.94026,1852.68,1.11121,0.6522,-16.90666919,230.4829595,117.9838421,62.2848481,292.7678076,180.2686902
8.56972,8.26373,2310.67,0.874357,0.694,-16.73989328,230.2370064,128.0837295,73.64356753,303.880574,201.7272971
7.9794,5.83185,2392.33,0.893496,0.6356,-14.2878184,230.2310401,135.5571986,64.43198092,294.663021,199.9891796
6.89591,6.55778,1634.86,1.0419,0.5962,-16.16623925,230.1692942,102.6427252,70.02462909,300.1939232,172.6673543
9.82615,5.81764,2690.36,0.800346,0.6784,-14.49171506,230.1457844,133.1992637,62.28123434,292.4270187,195.480498
12.51922,5.05893,2652.18,0.722936,0.6838,-18.52049431,230.0425248,129.4875669,69.16069841,299.2032232,198.6482653
5.63038,4.40455,2157.28,0.959184,0.682,-14.12922086,230.0021601,123.9465043,35.12630612,265.1284662,159.0728105
11.82785,6.92938,1956.93,0.805938,0.6606,-11.95696616,229.8854202,111.8039801,23.47360227,253.3590224,135.2775824
9.36738,4.35185,1362.78,1.20213,0.576,-13.99348008,229.775678,159.5646868,34.7978009,264.5734789,194.3624877
7.00282,4.91398,2720.08,0.922936,0.6774,-16.6107844,229.7383365,123.223125,104.6626747,334.4010111,227.8857996
5.8871,5.25211,3598.51,0.735505,0.6844,-16.03109787,229.6244207,126.2138709,71.15744634,300.781867,197.3713172
14.27976,9.75466,2206.85,0.875377,0.6958,-16.53459006,229.6001252,119.7582282,63.82322334,293.4233486,183.5814515
11.66545,8.26406,1476.44,1.01014,0.6388,-18.24839319,229.5804906,125.2726594,49.47961353,279.0601042,174.752273
8.70402,6.3995,1422.42,1.28478,0.645,-12.28551979,229.4298146,119.4332751,40.23801114,269.6678257,159.6712862
10.23354,4.21372,1826.19,1.02655,0.6604,-17.01699593,229.4009327,127.5228538,60.66226922,290.0632019,188.185123
10.40468,5.07098,2405.44,0.834367,0.668,-18.75066125,229.3095317,123.0928698,71.49283727,300.802369,194.5857071
6.35523,5.9549,3387.58,0.780645,0.7136,-15.33730668,229.2420562,127.3519132,67.00212778,296.244184,194.354041
15.13602,13.61044,2211.51,0.799776,0.6722,-19.09043051,229.1160492,115.2348708,63.0246126,292.1406618,178.2594834
10.81747,8.62628,3351.88,0.682989,0.7066,-17.3249946,229.0102324,131.2459046,77.62594855,306.636181,208.8718532
9.76079,6.4479,2358.28,0.869183,0.696,-15.11832203,228.9938354,130.2292467,69.87947031,298.8733057,200.108717
10.16741,7.63375,2397.83,0.764918,0.6652,-17.34574186,228.8905136,123.525659,71.30654581,300.1970594,194.8322048
6.75939,5.98836,2941.42,0.832145,0.6812,-14.5644352,228.8665704,134.7454173,83.22031115,312.0868816,217.9657284
10.21753,9.37727,1717.79,0.981099,0.6582,-14.37145458,228.8568735,124.6929935,47.50748833,276.3643618,172.2004818
6.63021,4.74893,1979.14,1.14411,0.7132,-12.16156674,228.8415855,101.9965571,22.4037323,251.2453178,124.4002894
8.32537,4.10495,1882.35,0.82756,0.651,-15.07634538,228.8297856,106.8474531,48.48440437,277.31419,155.3318574
