IP,EA,HomoLumoGap,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,VSA_EState1,HeavyAtomCount,NumHeteroatoms,MolLogP,MolMR,fr_halogen,SPS,LF,GWP
0.45274427,-0.11874679,0.39637,11.609375,11.609375,6.96625,-7.140625,0.613990066,15.85714286,238.024,238.024,237.9840322,86,0.459789245,-0.18880757,0.459789245,0.18880757,0.357142857,0.5,0.571428571,19.44412335,10.13603499,2.82391934,-2.287282546,2.527928368,-2.588392139,4.953635829,-0.41864568,1.809679884,5.300082078,181.142338,12,5.77964473,5.77964473,5.75,2.639822365,2.639822365,2.144304227,2.144304227,-0.7,334.7907785,13.3,2.893011476,1.733170929,69.4894314,113.21375,14,10,3.3816,22.004,10,15.85714286,3.414973348,4
0.444128271,-0.146483982,0.40148,11.17824074,11.17824074,4.701388889,-6.165509259,0.529883551,14.4,170.027,169.019,169.9966476,62,0.459013667,-0.20314843,0.459013667,0.20314843,0.8,1.1,1.1,19.43144278,10.33643678,2.63758683,-2.170317093,2.391544729,-2.423723935,4.772127751,-0.320107478,1.617252176,4.403817967,110.5098519,8.577350269,4.22310158,4.22310158,4.193375673,1.920022098,1.920022098,1.421421835,1.421421835,-0.49,69.54184355,9.51,2.27968378,1.511705138,50.62788308,76.59606481,10,7,2.4491,17.006,7,14.4,1.477121255,3.474216264
0.442388325,-0.138171478,0.39405,11.15972222,11.15972222,2.697916667,-5.762152778,0.504722154,14,152.037,150.021,152.0060694,56,0.455610057,-0.244077116,0.455610057,0.244077116,0.888888889,1.222222222,1.222222222,19.429276,10.36139273,2.570947634,-2.141844238,2.346923093,-2.376909897,4.730996621,-0.285594522,1.636452798,4.144726367,90.96632017,7.707106781,3.974893619,3.974893619,3.810660172,1.815725815,1.815725815,1.335838435,1.335838435,-0.42,49.09358393,8.58,2.073765813,1.760031679,46.46234767,65.64756944,9,6,2.1535,16.977,6,14,1.127104798,3.130333768
0.402461134,-0.13416049,0.3498,11.28472222,11.28472222,2.197916667,-5.637152778,0.556099531,14,150.046,147.022,150.0104058,56,0.45525465,-0.38972612,0.45525465,0.38972612,1,1.333333333,1.333333333,19.4285837,10.34845586,2.563884318,-2.152117465,2.338065576,-2.390994806,4.728119406,-0.292030815,1.636452798,4.144726367,94.8664547,7.707106781,4.044142742,4.044142742,3.810660172,1.864692339,1.864692339,1.360321697,1.360321697,-0.39,49.09358393,8.61,2.091016225,1.776830252,47.09104602,55.34069444,9,6,1.1763,18.0878,5,14,-0.326979093,1.53529412
0.43849431,-0.09893422,0.37426,12.00115741,12.00115741,4.894328704,-6.581342593,0.660297202,18.8,252.051,250.035,251.9996823,92,0.456070365,-0.236777596,0.456070365,0.236777596,0.6,0.933333333,1.133333333,19.43193229,10.09729883,2.685377766,-2.255569377,2.434498175,-2.521807592,4.914172877,-0.324132346,1.97259489,4.939401424,210.8330875,12.65470054,6.434345268,6.434345268,6.315384141,3.108977275,3.108977275,2.465865423,2.465865423,-0.7,635.1755547,14.3,3.706380666,2.876047012,75.85437351,115.4124769,15,10,3.4225,26.849,10,18.8,1.230448921,3.204119983
0.441109306,-0.135181198,0.38883,11.13888889,11.13888889,1.996527778,-5.032986111,0.479862658,16.125,134.047,131.023,134.0154912,50,0.421762365,-0.247523304,0.421762365,0.247523304,1.25,1.625,1.625,19.4175401,10.41638479,2.393825705,-2.056419019,2.220740245,-2.252826305,4.620377252,-0.183254966,1.620335266,3.623281004,64.56425892,6.78445705,3.674279415,3.674279415,3.481380475,1.749349267,1.749349267,1.16345234,1.16345234,-0.35,35.64737585,7.65,2.279627641,2.087524029,42.29681227,54.42997685,8,5,1.8563,16.926,5,16.125,0.505149978,2.511883361
0.425993591,-0.144049611,0.38625,11.15046296,11.15046296,2.300925926,-4.458333333,0.505343225,12.75,134.047,131.023,134.0154912,50,0.334599101,-0.244231399,0.334599101,0.244231399,1.25,1.625,1.625,19.32549277,10.39284887,2.400568482,-2.07773637,2.217984106,-2.279350294,4.653992597,-0.138516707,1.666812727,3.708324167,68.07403392,6.78445705,3.674279415,3.674279415,3.504035845,1.723890021,1.723890021,1.19535897,1.19535897,-0.35,38.33669273,7.65,2.279627641,1.632759197,42.29681227,54.73842593,8,5,1.8563,16.926,5,12.75,0.819543936,2.895974732
0.391070215,-0.137037425,0.34576,11.27546296,11.27546296,1.800925926,-4.236111111,0.552672382,12.75,132.056,128.024,132.0198276,50,0.329387072,-0.389874901,0.389874901,0.329387072,1.375,1.75,1.75,19.32241175,10.37883835,2.390372094,-2.091196132,2.203221942,-2.299245723,4.650350648,-0.152925948,1.666812727,3.708324167,71.6836744,6.78445705,3.743528538,3.743528538,3.504035845,1.772856545,1.772856545,1.219842232,1.219842232,-0.32,38.33669273,7.68,2.299971313,1.651203466,42.92551062,44.35675926,8,5,0.8791,18.0368,4,12.75,-0.59345982,1.158362492
0.41273935,-0.139536222,0.38321,11.69837963,11.69837963,1.969907407,-4.503541667,0.604807305,13.09090909,182.063,178.031,182.0166341,68,0.345029271,-0.316385822,0.345029271,0.316385822,1.090909091,1.545454545,1.818181818,19.32315402,10.37285277,2.412507601,-2.136035261,2.229595956,-2.326362137,4.667353672,-0.217816158,1.83560851,3.729270365,113.1499106,9.068914101,5.037842448,5.037842448,4.859877892,2.417441954,2.417441954,1.633385354,1.633385354,-0.46,150.5198978,10.54,3.795131139,4.072672131,57.94083502,70.83375,11,7,2.126,22.907,6,13.09090909,0.544068044,2.684845362
0.40493145,-0.0206872,0.26619,11.59876543,11.59876543,2.713734568,-3.793981481,0.530987217,14.25,203.83,203.83,201.8722172,50,0.367514375,-0.183165062,0.367514375,0.183165062,0.875,1,1,35.58280455,10.80489152,2.482633233,-2.149420107,2.441667828,-2.256446063,6.7002875,0.100981021,1.253297578,4.020391543,67.01955001,7,3.267786838,6.291502622,3.25,1.383893419,2.895751311,0.995518138,3.751447084,1.02,21.30605883,9.02,2.331452781,2.533930223,64.64832886,20.4837963,8,6,3.1882,31.09,6,14.25,1.716003344,3.550228353
0.41366938,-0.02413213,0.26783,11.16666667,11.16666667,3.145833333,-4.766203704,0.511564715,14.25,187.375,187.375,185.9017677,50,0.435246912,-0.166381157,0.435246912,0.166381157,0.875,1,1,35.58251723,10.7612936,2.508188592,-2.130884103,2.423252308,-2.269312039,6.677140027,-0.123876805,1.253297578,4.020391543,67.509775,7,3.267786838,5.535573676,3.25,1.383893419,2.517786838,0.995518138,3.276750562,0.66,21.30605883,8.66,2.119872869,2.286403302,58.51059803,30.35416667,8,6,2.9189,26.345,6,14.25,1.740362689,3.59439255
0.41720555,-0.06150521,0.29595,10.89351852,10.89351852,1.537037037,-2.617283951,0.482318717,11,134.94,132.924,133.9501619,38,0.26782628,-0.207405182,0.26782628,0.207405182,1.166666667,1.333333333,1.333333333,35.53916769,10.84467975,2.106633738,-1.916233974,2.105743093,-1.992139866,6.441009238,0.164228138,1.360964047,2.993497243,30.52932501,5.154700538,2.66655843,4.178416322,2.64273441,1.206204894,2.079076455,0.66890985,1.83269136,0.44,13.60964047,6.44,2.585789129,2.665225225,44.0417964,21.78703704,6,4,2.0552,21.498,4,11,0.049218023,1.847572659
0.39143845,-0.02880397,0.26726,11.77854938,11.77854938,1.392746914,-2.524691358,0.551722226,12.85714286,185.84,184.832,183.881639,44,0.286946149,-0.2049786,0.286946149,0.2049786,1.285714286,1.428571429,1.428571429,35.54506406,10.86655827,2.304360307,-2.065767516,2.322743957,-2.128477156,6.583250264,0.413428748,1.314320487,3.541196965,55.20035948,6.077350269,2.967172634,5.990888418,2.943375673,1.292057625,2.920858132,0.84230905,3.232152347,1.09,17.08616633,8.09,2.582845854,3.654174894,60.48279345,9.253858025,7,5,2.891,31.039,5,12.85714286,0.045322979,1.765668555
0.40716058,-0.02792182,0.28124,11.78780864,11.78780864,3.253858025,-3.253858025,0.574780666,14.25,203.83,203.83,201.8722172,50,0.319612309,-0.201332381,0.319612309,0.201332381,0.75,0.875,0.875,35.54519328,10.80813323,2.483311023,-2.148770617,2.440153928,-2.256022834,6.601936541,0.233379161,1.253297578,4.020391543,67.01955001,7,3.267786838,6.291502622,3.25,1.383893419,2.895751311,0.995518138,3.465732798,1.02,21.30605883,9.02,2.331452781,2.533930223,64.64832886,17.06790123,8,6,3.1882,31.09,6,14.25,1.803457116,3.664641976
0.42040364,-0.04029044,0.29286,11.54475309,11.54475309,3.68595679,-4.226080247,0.553756284,14.25,187.375,187.375,185.9017677,50,0.382975648,-0.199489488,0.382975648,0.199489488,0.875,1,1,35.53978294,10.76762854,2.506737605,-2.13158402,2.420074566,-2.268486715,6.509766303,0.024088518,1.253297578,4.020391543,67.509775,7,3.267786838,5.535573676,3.25,1.383893419,2.517786838,0.995518138,2.70532199,0.66,21.30605883,8.66,2.119872869,2.286403302,58.51059803,30.57021605,8,6,2.9189,26.345,6,14.25,1.968482949,3.814247596
0.43024014,-0.04854384,0.29392,11.30169753,11.30169753,3.983024691,-5.198302469,0.387734628,14.25,170.92,170.92,169.9313182,50,0.451995229,-0.197523253,0.451995229,0.197523253,0.875,1,1,35.53939814,10.7260925,2.53267817,-2.113061724,2.400174568,-2.28096313,6.472145608,-0.170414249,1.253297578,4.020391543,67.01955001,7,3.267786838,4.77964473,3.25,1.383893419,2.139822365,0.995518138,2.230625468,0.3,21.30605883,8.3,1.915110054,2.046097815,52.37286721,39.95447531,8,6,2.6496,21.6,6,14.25,2.021189299,3.870403905
0.40705172,-0.03901046,0.28215,11.53549383,11.53549383,2.364969136,-2.956790123,0.529424522,16.71428571,169.385,168.377,167.9111895,44,0.302057653,-0.223435163,0.302057653,0.223435163,1.428571429,1.571428571,1.571428571,35.53977891,10.82783396,2.323779936,-2.051483538,2.306090339,-2.13979495,6.502249356,0.268581408,1.314320487,3.541196965,56.44547197,6.077350269,2.967172634,5.234959472,2.943375673,1.292057625,2.484422351,0.84230905,2.519062797,0.73,17.08616633,7.73,2.333988047,3.32435364,54.34506263,19.91358025,7,5,2.6217,26.294,5,16.71428571,0.491361694,2.389166084
0.41872573,-0.05778599,0.29288,11.27391975,11.27391975,1.364969136,-2.680555556,0.482328157,12,134.94,132.924,133.9501619,38,0.285151812,-0.244703994,0.285151812,0.244703994,1.5,1.666666667,1.666666667,35.53939609,10.84716034,2.19950282,-1.971991466,2.211650002,-2.040608055,6.467061439,0.30295404,1.351644115,3.168489873,39.30296891,5.207106781,2.718964673,4.230822565,2.560660172,1.187761342,1.943690288,0.748808198,2.140473539,0.44,12.16479704,6.44,1.937398543,4.44,44.0417964,19.45447531,6,4,2.0568,21.52,4,12,0.612783857,2.534026106
0.39522931,-0.01531468,0.24622,11.34895833,11.34895833,1.46875,-4.166666667,0.501796862,14.25,259.822,259.822,257.8302871,50,0.373142135,-0.185602415,0.373142135,0.185602415,0.75,0.875,0.875,79.91998505,10.75441016,2.515326738,-2.126068803,2.429394154,-2.268372577,9.123063871,-0.072357657,1.253297578,4.020391543,67.01955001,7,3.267786838,6.439779916,3.25,1.383893419,2.969889958,0.995518138,2.9874171,0.68,21.30605883,8.68,2.131452398,2.299971313,59.50142997,45.39583333,8,6,2.9618,27.748,6,14.25,1.447158031,3.336459734
0.40670093,-0.04148207,0.28432,11.34645062,11.34645062,1.824845679,-3.49691358,0.529424522,12.85714286,169.385,168.377,167.9111895,44,0.35086408,-0.185037792,0.35086408,0.185037792,1.285714286,1.428571429,1.428571429,35.53955352,10.82295465,2.330114228,-2.047253339,2.294107624,-2.145015159,6.48282051,0.112201863,1.314320487,3.541196965,56.44547197,6.077350269,2.967172634,5.234959472,2.943375673,1.292057625,2.542893659,0.84230905,2.442505885,0.73,17.08616633,7.73,2.333988047,3.32435364,54.34506263,22.69290123,7,5,2.6217,26.294,5,12.85714286,-0.045757491,1.751279104
0.43310363,-0.0657485,0.32408,11.11265432,11.11265432,3.793981481,-4.658179012,0.419713245,14.25,170.92,170.92,169.9313182,50,0.398317306,-0.179461898,0.398317306,0.179461898,0.75,0.875,0.875,35.4988217,10.7292132,2.53003516,-2.114722506,2.398479482,-2.28055955,6.311226154,-0.095989488,1.253297578,4.020391543,67.01955001,7,3.267786838,4.77964473,3.25,1.383893419,2.139822365,0.995518138,1.944911183,0.3,21.30605883,8.3,1.915110054,2.046097815,52.37286721,44.45061728,8,6,2.6496,21.6,6,14.25,2.276461804,3.974511693
0.4565249,-0.08459308,0.33644,10.86959877,10.86959877,3.550925926,-5.630401235,0.371228273,14.25,154.465,154.465,153.9608688,50,0.468849032,-0.177463713,0.468849032,0.177463713,0.875,1,1,35.49589545,10.68971358,2.556430824,-2.096154319,2.376954487,-2.292657145,6.217435304,-0.241491095,1.253297578,4.020391543,65.40990953,7,3.267786838,4.023715784,3.25,1.383893419,1.761857892,0.995518138,1.47021466,-0.06,21.30605883,7.94,1.717606626,1.813699383,46.23513638,53.7808642,8,6,2.3803,16.855,6,14.25,2.73239376,3.982271233
0.42559675,-0.0689971,0.31698,11.10339506,11.10339506,2.797067901,-3.929012346,0.506786412,16.71428571,152.93,151.922,151.9407401,44,0.365713066,-0.221648046,0.365713066,0.221648046,1.428571429,1.571428571,1.571428571,35.49875615,10.78636983,2.349581157,-2.033288013,2.275653498,-2.155865739,6.295845806,0.045092245,1.314320487,3.541196965,56.44547197,6.077350269,2.967172634,4.479030526,2.943375673,1.292057625,2.106457878,0.84230905,1.729416336,0.37,17.08616633,7.37,2.092227095,2.997943485,48.2073318,33.29861111,7,5,2.3524,21.549,5,16.71428571,0.602059991,2.596597096
0.465475764,-0.145627378,0.42021,11.1875,11.1875,6.578125,-6.625,0.512388542,15.27272727,188.017,188.017,187.9872258,68,0.462745665,-0.186061416,0.462745665,0.186061416,0.454545455,0.636363636,0.636363636,19.45046607,10.30887788,2.73982159,-2.20896946,2.463620901,-2.487573975,4.828195894,-0.388819937,1.581285395,4.748408578,120.3966103,9.5,4.523715784,4.523715784,4.5,2.011857892,2.011857892,1.569911183,1.569911183,-0.56,88.5519821,10.44,2.210873664,1.718006902,54.79341848,87.53125,11,8,2.7463,17.057,8,15.27272727,3.414973348,3.968015714
0.46716158,-0.135396352,0.41225,11.16666667,11.16666667,4.736111111,-5.848958333,0.489510883,14.4,170.027,169.019,169.9966476,62,0.428221919,-0.227208222,0.428221919,0.227208222,0.7,0.9,0.9,19.43190559,10.36135295,2.57148774,-2.138932647,2.348021464,-2.37691205,4.728473375,-0.285382851,1.589495197,4.231132186,93.00007685,8.577350269,4.22310158,4.22310158,4.154700538,1.929461578,1.929461578,1.445780557,1.445780557,-0.49,63.57980789,9.51,2.27968378,2.402432901,50.62788308,76.26736111,10,7,2.4491,17.006,7,14.4,1.556302501,3.556302501
0.40330832,-0.03906782,0.25572,10.9994213,10.9994213,1.916666667,-4.317901235,0.52350644,16.71428571,197.381,196.373,195.8902245,44,0.414119619,-0.168387435,0.414119619,0.168387435,1.428571429,1.571428571,1.571428571,79.91873515,10.78923316,2.352344069,-2.031988556,2.280558349,-2.156266599,9.096949393,-0.112093337,1.314320487,3.541196965,58.44547197,6.077350269,2.967172634,5.309098119,2.943375673,1.292057625,2.644168934,0.84230905,2.72160038,0.56,17.08616633,7.56,2.218899529,3.169756098,51.77161318,31.08159722,7,5,2.5085,24.623,5,16.71428571,0,1.653212514
0.42308256,-0.05666273,0.29568,10.91435185,10.91435185,2.256944444,-4.469135802,0.468173552,12.85714286,152.93,151.922,151.9407401,44,0.418082942,-0.168001394,0.418082942,0.168001394,1.142857143,1.285714286,1.285714286,35.53916871,10.77841898,2.357658087,-2.027879677,2.264874688,-2.161402455,6.443705137,-0.114897637,1.314320487,3.541196965,56.44547197,6.077350269,2.967172634,4.479030526,2.943375673,1.292057625,2.164929186,0.84230905,1.938573709,0.37,17.08616633,7.37,2.092227095,2.997943485,48.2073318,32.74305556,7,5,2.3524,21.549,5,12.85714286,0.113943352,1.95616843
0.494092245,-0.191544565,0.47485,10.4375,10.4375,6.0625,-6.0625,0.449410452,14.25,138.01,138.01,137.9904193,50,0.487416735,-0.162472245,0.487416735,0.162472245,0.5,0.625,0.625,19.46850531,10.65221278,2.58393497,-2.077128852,2.353659051,-2.304386795,4.594437341,-0.339222682,1.253297578,4.020391543,61.509775,7,3.267786838,3.267786838,3.25,1.383893419,1.383893419,0.995518138,0.995518138,-0.42,21.30605883,7.58,1.527837526,1.589976038,40.09740556,62.625,8,6,2.111,12.11,6,14.25,4,4.093421685
0.41074817,-0.06402068,0.27328,11,11,1.703125,-4.75,0.396620503,16.71428571,180.926,179.918,179.919775,44,0.429301547,-0.224834989,0.429301547,0.224834989,1.285714286,1.428571429,1.428571429,79.91873364,10.75514588,2.372019376,-2.018187797,2.259779584,-2.166616424,9.091906481,-0.151468963,1.314320487,3.541196965,55.20035948,6.077350269,2.967172634,4.553169173,2.943375673,1.292057625,2.207733153,0.84230905,1.646239633,0.2,17.08616633,7.2,1.980718336,2.84516129,45.63388236,43.26909722,7,5,2.2392,19.878,5,16.71428571,0.462397998,2.303196057
0.434961906,-0.090618587,0.32506,10.84876543,10.84876543,3.229166667,-4.901234568,0.353348761,16.71428571,136.475,135.467,135.9702906,44,0.433383124,-0.219743008,0.433383124,0.219743008,1.285714286,1.428571429,1.428571429,35.49577919,10.74389821,2.377459919,-2.01406244,2.24432338,-2.171811801,6.195981825,-0.155935757,1.314320487,3.541196965,55.20035948,6.077350269,2.967172634,3.72310158,2.943375673,1.292057625,1.728493405,0.84230905,1.22548416,0.01,17.08616633,7.01,1.858233742,2.675557404,42.06960098,42.86265432,7,5,2.0831,16.804,5,16.71428571,0.770852012,2.775974331
0.466143167,-0.182417438,0.43772,10.42824074,10.42824074,4.201388889,-5.333333333,0.427429924,12.85714286,120.02,119.012,119.9998411,44,0.449702716,-0.20005386,0.449702716,0.20005386,1,1.142857143,1.142857143,19.42740598,10.70818253,2.397598228,-2.000241589,2.224235039,-2.182329488,4.484648327,-0.218830228,1.314320487,3.541196965,51.590719,6.077350269,2.967172634,2.967172634,2.943375673,1.292057625,1.292057625,0.84230905,0.84230905,-0.35,17.08616633,6.65,1.632759197,2.357964602,35.93187016,52.11805556,7,5,1.8138,12.059,5,12.85714286,1.477121255,3.572871602
0.44524624,-0.11831992,0.41176,12.04604167,12.04604167,1.798541667,-6.962708333,0.719474117,17.11764706,286.04,285.032,285.9851751,104,0.462386507,-0.271712652,0.462386507,0.271712652,0.705882353,1.058823529,1.294117647,19.43444163,10.28183672,2.755486023,-2.284570839,2.479433713,-2.549717188,4.850842756,-0.456529453,1.980691455,5.044655518,262.0158056,14.28445705,7.143207763,7.143207763,7.127827085,3.336541796,3.336541796,2.56443918,2.56443918,-0.81,1338.947423,16.19,4.137177457,3.325501999,85.13345415,129.5336834,17,12,3.6513,27.985,11,17.11764706,1.773786445,3.821513528
0.463875284,-0.158402893,0.44026,11.33854167,11.33854167,2.010416667,-5.643333333,0.570902091,16.63636364,186.026,185.018,185.9915622,68,0.52482711,-0.247432526,0.52482711,0.247432526,0.909090909,1.272727273,1.363636364,19.428316,10.65664484,2.47936586,-2.135218273,2.292011549,-2.323076297,4.534303268,-0.403370346,1.564517736,3.986683496,122.6278258,9.28445705,4.631349871,4.631349871,4.627827085,2.080612849,2.080612849,1.421251575,1.421251575,-0.53,95.43558191,10.47,2.838808992,4.820563624,55.74142831,78.90993056,11,8,2.3807,18.091,7,16.63636364,1.738780558,3.876217841
0.449640889,-0.162287933,0.43354,11.33333333,11.33333333,2.489583333,-5.378541667,0.573247548,15.9,168.036,166.02,168.000984,62,0.444865182,-0.279456904,0.444865182,0.279456904,1,1.4,1.5,19.4180214,10.65922624,2.42545709,-2.106708164,2.24488397,-2.283677905,4.518821706,-0.312305387,1.602158148,3.734823721,97.65627611,8.36180732,4.330735667,4.330735667,4.337222523,1.981680036,1.981680036,1.25439524,1.25439524,-0.46,76.9035911,9.54,3.087489501,3.543480875,51.5758929,68.45805556,10,7,2.0835,18.04,6,15.9,1.149219113,3.413299764
0.40375793,-0.07171444,0.27033,10.73784722,10.73784722,0.916666667,-4.041666667,0.478329006,12,162.936,160.92,161.9291968,38,0.398001374,-0.170165442,0.398001374,0.170165442,1.333333333,1.5,1.5,79.91872958,10.80573992,2.235362705,-1.947837532,2.15615908,-2.066816094,9.089179128,-0.103564895,1.351644115,3.168489873,38.54808141,5.207106781,2.718964673,4.304961212,2.560660172,1.187761342,2.30923025,0.748808198,1.309542652,0.27,12.16479704,6.27,1.818015341,4.27,41.46834696,32.21354167,6,4,1.9436,19.849,4,12,0.505149978,2.247973266
0.475636481,-0.161763272,0.46237,10.83159722,10.83159722,2.708333333,-5.140625,0.467516382,14,152.037,150.021,152.0060694,56,0.397256423,-0.170769854,0.397256423,0.170769854,0.666666667,0.888888889,0.888888889,19.4241005,10.41210458,2.430748166,-2.075732029,2.313129927,-2.200229434,4.57047035,-0.231640225,1.143155878,3.746417931,73.45654517,7.707106781,3.974893619,3.974893619,3.707106781,1.8410002,1.8410002,1.40713185,1.40713185,-0.42,27.43574108,8.58,2.073765813,7.58,46.46234767,64.98958333,9,6,2.5011,16.727,6,14,2.328379603,3.939019776
0.431566028,-0.096790179,0.31956,10.65277778,10.65277778,1.256944444,-4.192901235,0.42559296,12,118.485,116.469,117.9797124,38,0.401723943,-0.169733492,0.401723943,0.169733492,1.333333333,1.5,1.5,35.49566354,10.7951658,2.239699712,-1.944625436,2.144025801,-2.071109042,6.178570449,-0.106012777,1.351644115,3.168489873,38.54808141,5.207106781,2.718964673,3.474893619,2.560660172,1.187761342,1.722283826,0.748808198,1.01606944,0.08,12.16479704,6.08,1.68700948,4.08,37.90406558,31.95833333,6,4,1.7875,16.775,4,12,0.662757832,2.588831726
0.465805406,-0.167768408,0.42813,10.40972222,10.40972222,2.229166667,-4.625,0.406537941,12,102.03,100.014,102.0092629,38,0.416300899,-0.241126556,0.416300899,0.241126556,1.166666667,1.333333333,1.333333333,19.41691596,10.76132797,2.255985842,-1.933759098,2.128903141,-2.079896723,4.394467686,-0.141779236,1.351644115,3.168489873,35.30296891,5.207106781,2.718964673,2.718964673,2.560660172,1.187761342,1.187761342,0.748808198,0.748808198,-0.28,12.16479704,5.72,1.446403061,3.72,31.76633475,41.60416667,6,4,1.5182,12.03,4,12,1.146128036,3.184691431
0.41202365,-0.151136567,0.36098,10.53472222,10.53472222,1.729166667,-4.402777778,0.470674891,12,100.039,97.015,100.0135994,38,0.411003005,-0.386945771,0.411003005,0.386945771,1.333333333,1.5,1.5,19.41328732,10.73141877,2.240695022,-1.953615297,2.10693784,-2.116935504,4.387281991,-0.159257198,1.351644115,3.168489873,38.54808141,5.207106781,2.788213796,2.788213796,2.560660172,1.236727866,1.236727866,0.77329146,0.77329146,-0.25,12.16479704,5.75,1.466049383,3.75,32.3950331,31.60416667,6,4,0.541,13.1408,3,12,-0.339134522,1.552668216
0.44815765,-0.13980736,0.40703,11.61375,11.61375,2.375,-6.140625,0.647163624,14.76923077,218.043,216.027,217.9977904,80,0.482468216,-0.303662642,0.482468216,0.303662642,0.769230769,1.153846154,1.384615385,19.43177434,10.56946959,2.601417485,-2.193700491,2.368074661,-2.409775007,4.645916863,-0.404254705,1.794561384,4.206154772,165.9632901,10.91421356,5.639070856,5.639070856,5.457106781,2.608210562,2.608210562,1.918388011,1.918388011,-0.6,245.8549096,12.4,3.276182379,4.247360432,66.27190582,92.54666667,13,9,2.7204,23.009,8,14.76923077,0.875061263,3.017033339
0.434114265,-0.137440918,0.40175,11.60449074,11.60449074,2.398472222,-5.046111111,0.635359768,14,200.053,197.029,200.0072123,74,0.416302326,-0.30640043,0.416302326,0.30640043,1,1.416666667,1.666666667,19.41374679,10.60470979,2.450579218,-2.158735914,2.266866965,-2.338774208,4.569466419,-0.329980113,1.820684301,3.925203189,138.8320272,9.991563832,5.338456652,5.338456652,5.150482454,2.516374768,2.516374768,1.766350154,1.766350154,-0.53,191.1718516,11.47,3.461460988,4.369018591,62.10637042,81.58527778,12,8,2.4232,22.958,7,14,0.785329835,2.991226076
0.450522174,-0.159293268,0.4162,10.96097222,10.96097222,2.295138889,-5.212777778,0.544353305,13.8,168.036,166.02,168.000984,62,0.522324033,-0.282357167,0.522324033,0.282357167,0.9,1.3,1.4,19.42550886,10.71029347,2.369585166,-2.083606657,2.21834679,-2.239028809,4.449794776,-0.351830008,1.573011867,3.56300175,86.54100625,8.414213562,4.38314191,4.38314191,4.207106781,1.980246089,1.980246089,1.349593451,1.349593451,-0.46,64.49348655,9.54,2.648275933,7.54,51.5758929,67.94291667,10,7,2.0851,18.062,6,13.8,0.875061263,3.041392685
0.434837613,-0.164974143,0.41141,10.95763889,10.95763889,1.898148148,-4.670208333,0.544942567,12.66666667,150.046,147.022,150.0104058,56,0.411514934,-0.31341294,0.411514934,0.31341294,1.222222222,1.666666667,1.777777778,19.41351166,10.71316993,2.285662974,-2.04382589,2.151706855,-2.183792583,4.429941938,-0.22795833,1.593854897,3.28071084,76.76251764,7.491563832,4.082527706,4.082527706,3.916502219,1.881313276,1.881313276,1.186834582,1.186834582,-0.39,51.00335669,8.61,2.953634879,7.61,47.4103575,57.50666667,9,6,1.7879,18.011,5,12.66666667,0.740362689,2.943494516
0.41206806,-0.091208606,0.29053,10.95875,10.95875,0.242569444,-4.401875,0.511968128,10.875,128.049,125.025,128.008514,48,0.42217281,-0.45824023,0.45824023,0.42217281,1.5,2,2.125,19.41331115,10.71577962,2.272300863,-2.007504832,2.128041433,-2.154212469,5.363984972,-0.176930657,1.592000131,3.239280745,77.0879456,6.621320344,3.73484705,3.73484705,3.560660172,1.680579755,1.680579755,1.022406856,1.022406856,-0.74,36.61600302,7.26,2.53855003,5.26,43.24080879,36.26861111,8,5,0.7217,18.071,3,10.875,-0.261219442,1.738780558
0.390384198,-0.137943535,0.35659,11.13847222,11.13847222,1.868541667,-4.703125,0.59407859,13.63636364,182.063,178.031,182.0166341,68,0.411285638,-0.362620986,0.411285638,0.362620986,0.727272727,1,1.181818182,19.41746192,10.64531154,2.324141979,-2.085310091,2.183031317,-2.234392958,4.494420967,-0.218562916,1.553673985,3.436534825,98.73114066,9.121320344,5.090248691,5.090248691,4.707106781,2.418350469,2.418350469,1.723154434,1.723154434,-0.46,100.988809,10.54,3.291056233,9.54,57.94083502,70.14333333,11,7,2.1276,22.929,6,13.63636364,-0.454692884,1.387389826
0.41812027,-0.07325918,0.31375,11.08256173,11.08256173,2.077160494,-2.077160494,0.482318717,20,134.94,132.924,133.9501619,38,0.217759799,-0.22528819,0.22528819,0.217759799,1,1.166666667,1.166666667,35.49868949,10.84796883,2.106662931,-1.91661894,2.102333777,-1.99148206,6.279803882,0.305654649,1.360964047,2.993497243,30.52932501,5.154700538,2.66655843,4.178416322,2.64273441,1.206204894,2.079076455,0.66890985,1.502776921,0.44,13.60964047,6.44,2.585789129,2.665225225,44.0417964,22.16512346,6,4,2.0552,21.498,4,20,0.238046103,2.086359831
