IP,EA,HomoLumoGap,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,VSA_EState1,HeavyAtomCount,NumHeteroatoms,MolLogP,MolMR,fr_halogen,SPS,LF,GWP
0.380799562,-0.054501372,0.25117,10.88472222,10.88472222,0.047067901,-4.262152778,0.472073742,13.14285714,130.496,128.48,129.9797124,42,0.410096092,-0.166723233,0.410096092,0.166723233,1.285714286,1.714285714,1.714285714,35.49562278,10.64375796,2.20650757,-1.922555135,2.152587721,-1.986884016,6.249091151,-0.079626299,1.295836389,3.559682478,72.73943006,5.914213562,3.16655843,3.922487376,3.060660172,1.407173068,1.843608848,0.834267374,1.086243689,-0.18,18.14170945,6.82,2.211075412,5.82,43.57940466,32.65416667,7,4,2.3012,21.048,4,13.14285714,-0.935542011,0.588831726
0.357129643,-0.097376176,0.25675,10.40972222,10.40972222,0.265432099,0.265432099,0.415201841,9.5,80.489,78.473,79.98290596,24,0.097933089,-0.214579483,0.214579483,0.097933089,1.75,2,2,35.49562264,11.2178153,1.413603694,-1.427262777,1.732131298,-1.144799474,6.247368408,0.723149231,1.370950594,2.549193338,21.21928095,3.414213562,1.910629484,2.66655843,1.914213562,0.769769114,1.206204894,0.251976315,0.503952631,-0.04,6.854752972,3.96,2.96,1.96,28.88339174,10.40972222,4,2,1.6659,16.101,2,9.5,-2.301029996,-2.397940009
0.395292688,-0.080720398,0.27302,10.72916667,10.72916667,0.479166667,-4.505208333,0.422449003,13.14285714,114.041,112.025,114.0092629,42,0.411444764,-0.215543362,0.411444764,0.215543362,1.142857143,1.571428571,1.571428571,19.41312465,10.63352711,2.211352556,-1.917628992,2.148095425,-1.987939683,4.802383898,-0.080523401,1.295836389,3.559682478,69.49431756,5.914213562,3.16655843,3.16655843,3.060660172,1.407173068,1.407173068,0.834267374,0.834267374,-0.54,18.14170945,6.46,1.951572569,5.46,37.44167384,42.77604167,7,4,2.0319,16.303,4,13.14285714,-1.283996656,0.136720567
0.418603578,-0.033431564,0.26327,10.99916667,10.99916667,0.854166667,-4.893333333,0.381016778,14.6,164.048,162.032,164.0060694,60,0.409276898,-0.166767578,0.409276898,0.166767578,0.6,0.8,0.9,19.41752948,10.46679567,2.285950105,-1.993394844,2.217444675,-2.068093538,4.93170737,-0.098102728,1.573011867,4.01455866,109.6636925,8.414213562,4.422487376,4.422487376,4.207106781,2.044577022,2.044577022,1.416558433,1.416558433,-0.68,64.49348655,9.32,2.512679166,7.32,52.13768676,65.995,10,6,2.6672,21.25,6,14.6,-1.13076828,0.318063335
0.394313412,-0.075322411,0.26707,10.72916667,10.72916667,0.479166667,-4.505208333,0.422449003,13.14285714,114.041,112.025,114.0092629,42,0.411444764,-0.215543362,0.411444764,0.215543362,1.142857143,1.571428571,1.571428571,19.41312465,10.63352711,2.211352556,-1.917628992,2.148095425,-1.987939683,4.802383898,-0.080523401,1.295836389,3.559682478,69.49431756,5.914213562,3.16655843,3.16655843,3.060660172,1.407173068,1.407173068,0.834267374,0.834267374,-0.54,18.14170945,6.46,1.951572569,5.46,37.44167384,42.77604167,7,4,2.0319,16.303,4,13.14285714,-1.568636236,-0.501689446
0.420768808,-0.03959119,0.27159,10.99916667,10.99916667,0.854166667,-4.893333333,0.381016778,13,164.048,162.032,164.0060694,60,0.409276898,-0.166767578,0.409276898,0.166767578,0.6,0.8,0.9,19.41752948,10.46679567,2.285950105,-1.993394844,2.217444675,-2.068093538,4.93170737,-0.098102728,1.573011867,4.01455866,109.6636925,8.414213562,4.422487376,4.422487376,4.207106781,2.044577022,2.044577022,1.416558433,1.416558433,-0.68,64.49348655,9.32,2.512679166,7.32,52.13768676,65.995,10,6,2.6672,21.25,6,13,-0.476253533,1.252853031
0.380799567,-0.054501368,0.25117,10.88472222,10.88472222,0.047067901,-4.262152778,0.472073742,10.85714286,130.496,128.48,129.9797124,42,0.410096092,-0.166723233,0.410096092,0.166723233,1.285714286,1.714285714,1.714285714,35.49562278,10.64375796,2.20650757,-1.922555135,2.152587721,-1.986884016,6.249091151,-0.079626299,1.295836389,3.559682478,72.73943006,5.914213562,3.16655843,3.922487376,3.060660172,1.407173068,1.843608848,0.834267374,1.086243689,-0.18,18.14170945,6.82,2.211075412,5.82,43.57940466,32.65416667,7,4,2.3012,21.048,4,10.85714286,-1.443697499,-0.342944147
0.40479327,0.01439948,0.21221,12.6455787,12.6455787,4.993055556,-7.336296296,0.711761308,15.57894737,316.041,316.041,315.9757533,114,0.460928953,-0.288053663,0.460928953,0.288053663,0.526315789,0.789473684,0.947368421,19.43869201,9.934761703,2.838739974,-2.312015101,2.514050646,-2.656021487,5.95333013,-0.341508108,2.091212426,6.059229778,341.8865728,16.07735027,7.943821967,7.943821967,7.904700538,3.721910983,3.721910983,3.055267752,3.055267752,-1.17,2944.427096,17.83,4.162676569,2.58638835,94.71190853,142.0479861,19,13,3.586,31.958,12,15.57894737,-1.721246399,-0.943095149
0.3652842,-0.00429108,0.20765,3.104166667,3.104166667,0.270833333,0.270833333,0.58127781,9,252.731,251.723,249.7628363,26,0.124221039,-0.063716905,0.124221039,0.063716905,1,1,1,79.95015716,11.96684284,1.765796166,-1.703292032,2.131510844,-1.489010844,9.380183235,2.279816765,0.811278124,2.323790008,8,3.577350269,1.711243688,6.469233306,1.732050808,0.654653671,3.401680257,0.24743583,6.680767401,1.44,3.245112498,5.44,2.665225225,9.876728395,50.34189384,0.270833333,4,3,2.4547,30.569,3,9,-0.806875402,-0.602059991
0.37603692,-0.04564583,0.24224,3.0625,3.0625,0.875,0.875,0.490092179,6,173.835,171.819,171.8523243,20,0.058788888,-0.080248651,0.080248651,0.058788888,1.333333333,1.333333333,1.333333333,79.93444491,11.98155509,1.405666863,-1.426126626,1.830084886,-1.186984886,9.23647648,2.44452352,0.918295834,1.632993162,2.754887502,2.707106781,1.463035727,4.635028805,1.414213562,0.534522484,2.777460299,0.101015254,2.72741187,0.96,2.754887502,3.96,2.96,2.96,36.47434624,0.875,3,2,1.7337,22.721,2,6,-0.386158178,0.178976947
0.42710509,-0.08330107,0.3597,12.30125,12.30125,7.484515306,-8.044375,0.65731247,16.5,338.038,338.038,337.9776451,122,0.459647322,-0.192103151,0.459647322,0.192103151,0.25,0.4,0.5,19.44143764,9.975988355,2.909253491,-2.370817948,2.597939001,-2.689480169,5.077602667,-0.451082937,2.123974153,6.082753304,318.8408681,17,8.291502622,8.291502622,8.25,3.895751311,3.895751311,3.293090316,3.293090316,-0.98,4286.179841,19.02,4.256391965,2.254158774,98.88145724,166.2002806,20,14,4.6522,31.898,14,16.5,3.491361694,3.935507266
0.42810556,-0.11445633,0.37523,11.60416667,11.60416667,5.079513889,-6.728009259,0.626964148,15.23076923,220.034,219.026,219.993454,80,0.459625731,-0.203287854,0.459625731,0.203287854,0.692307692,1,1.076923077,19.43270078,10.15129594,2.761949293,-2.265898394,2.483688832,-2.551238514,4.921489746,-0.374933293,1.835624055,5.039847129,176.5439481,11.07735027,5.479030526,5.479030526,5.443375673,2.547986571,2.547986571,1.995814879,1.995814879,-0.63,260.6586159,12.37,2.946699975,1.827772849,65.323896,102.0037731,13,9,3.0844,21.953,9,15.23076923,1.505149978,3.460897843
0.394277715,-0.118131188,0.33801,11.70659722,11.70659722,2.556041667,-6.361875,0.673647179,15,200.053,197.029,200.0072123,74,0.459463073,-0.389852752,0.459463073,0.389852752,0.833333333,1.166666667,1.25,19.43172067,10.15804541,2.721512432,-2.257547945,2.454156317,-2.532904215,4.897832109,-0.359077654,1.848333545,4.847021821,159.2795361,10.20710678,5.300071688,5.300071688,5.060660172,2.492656812,2.492656812,1.934714742,1.934714742,-0.53,182.985021,11.47,2.752408237,1.621366197,61.78705894,80.28548611,12,8,1.8116,23.0348,7,15,-0.259637311,1.562292864
0.397771334,-0.126354823,0.3478,11.69733796,11.69733796,2.159050926,-5.632708333,0.64151544,16.63636364,182.063,178.031,182.0166341,68,0.425266574,-0.38999108,0.425266574,0.38999108,1.090909091,1.454545455,1.545454545,19.41849378,10.19751785,2.558544506,-2.194411817,2.336677127,-2.435302153,4.812475797,-0.251397549,1.844015999,4.352448404,129.0341978,9.28445705,4.999457484,4.999457484,4.71536071,2.410260499,2.410260499,1.823313739,1.823313739,-0.46,130.9251359,10.54,2.881124909,2.565442313,57.62152354,68.54460648,11,7,1.5144,22.9838,6,16.63636364,-0.435333936,1.484299839
0.41301378,-0.06068886,0.31399,11.66435185,11.66435185,3.486111111,-5.031635802,0.477487844,17.1,202.937,201.929,201.9375465,62,0.387969066,-0.22286727,0.387969066,0.22286727,1.1,1.4,1.4,35.49701521,10.37362948,2.602760748,-2.196288394,2.419335668,-2.410981571,6.2456342,-0.176153286,1.617252176,4.403817967,116.5516958,8.577350269,4.22310158,5.734959472,4.193375673,1.920022098,2.734422351,1.421421835,2.279293467,0.23,69.54184355,10.23,2.695265578,1.854712603,62.90334473,57.63854167,10,7,2.9877,26.496,7,17.1,0.770852012,2.754348336
0.43155834,-0.10653184,0.36586,12.03125,12.03125,7.25875,-7.65625,0.673231928,16.23529412,288.031,288.031,287.9808386,104,0.459650216,-0.19196016,0.459650216,0.19196016,0.294117647,0.470588235,0.588235294,19.44194965,10.03741184,2.87520881,-2.337139126,2.56935087,-2.649578036,5.028816562,-0.437620386,1.983976557,5.733228776,250.2515635,14.5,7.035573676,7.035573676,7,3.267786838,3.267786838,2.718697271,2.718697271,-0.84,1212.209676,16.16,3.574791106,2.123798193,84.18544432,139.48125,17,12,4.0169,26.951,12,16.23529412,3.612783857,3.964730921
